GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg
320036421,1106,700,370,1085.6,641.3,392.9,1055.6,616.6,347.3,834.6,511.5,286.3,833.1,498.9,289.1,831.5,490.8,297.2,842.0,503.5,275.0
320036423,107,40,66,68.8,37.3,28.1,67.8,36.0,26.9,51.9,28.2,21.3,51.8,28.1,21.0,51.7,27.9,22.0,51.7,28.2,20.6
320036424,857,568,265,826.0,482.0,305.0,806.0,462.0,275.0,638.0,398.0,207.0,638.0,398.0,200.0,630.0,386.0,199.0,637.0,396.0,195.0
320036425,388,262,120,419.8,248.7,138.3,408.6,243.1,127.2,323.9,195.1,112.0,323.9,197.5,108.8,323.9,184.7,122.4,323.9,194.3,110.4
320036430,314,195,111,430.4,226.1,175.8,420.2,211.5,166.3,349.4,183.1,151.0,348.7,175.8,153.2,348.7,166.3,163.4,350.9,176.5,159.8
320036431,792,480,286,781.0,438.0,306.0,760.0,422.0,259.0,610.0,372.0,210.0,612.0,374.0,201.0,609.0,364.0,210.0,621.0,367.0,204.0
320036432,960,603,334,993.0,584.0,358.0,979.0,572.0,301.0,743.0,470.0,244.0,741.0,458.0,242.0,729.0,432.0,255.0,733.0,455.0,237.0
320036433,752,432,304,669.0,390.0,252.0,652.0,368.0,228.0,531.0,309.0,201.0,535.0,308.0,203.0,527.0,284.0,213.0,532.0,300.0,199.0
320036434,428,233,188,418.0,221.0,177.0,412.0,209.0,157.0,337.0,187.0,136.0,337.0,190.0,123.0,340.0,173.0,140.0,346.0,183.0,135.0
320036440,571,360,200,713.0,370.0,303.0,691.0,375.0,263.0,553.0,317.0,215.0,551.0,306.0,214.0,543.0,295.0,219.0,546.0,313.0,213.0
320036441,999,609,352,981.6,565.2,361.1,965.3,554.1,325.0,811.8,517.7,259.2,809.7,514.9,262.5,808.7,485.9,272.5,826.4,512.5,252.4
320036442,524,312,199,563.4,325.8,194.9,545.7,311.9,178.0,458.2,302.3,136.8,455.3,289.1,140.5,455.3,275.1,151.5,465.6,290.5,134.6
320036443,394,249,137,370.0,202.0,142.0,370.0,198.0,130.0,306.0,195.0,98.0,306.0,199.0,89.0,306.0,181.0,105.0,304.0,189.0,97.0
320036444,765,466,288,809.0,448.0,320.0,797.0,450.0,286.0,621.0,381.0,216.0,621.0,391.0,198.0,614.0,362.0,215.0,622.0,367.0,206.0
320036445,640,399,223,685.0,388.0,249.0,669.0,381.0,220.0,555.0,331.0,195.0,557.0,324.0,206.0,549.0,315.0,203.0,560.0,318.0,196.0
320036450,857,437,398,1280.0,632.0,592.0,1244.0,602.0,552.0,1098.0,578.0,487.0,1103.0,577.0,483.0,1092.0,536.0,509.0,1104.0,565.0,478.0
320036451,947,612,316,935.0,605.0,278.0,898.0,548.0,267.0,758.0,509.0,222.0,758.0,498.0,218.0,752.0,478.0,237.0,768.0,491.0,222.0
320036452,760,509,235,785.0,472.0,269.0,767.0,454.0,235.0,618.0,405.0,181.0,618.0,401.0,183.0,608.0,377.0,194.0,619.0,390.0,179.0
320036453,651,443,198,758.3,478.7,240.6,735.6,450.1,215.6,636.6,419.3,193.3,633.5,405.7,187.4,631.6,402.5,196.8,635.6,410.3,186.8
320036454,775,423,340,715.8,385.2,291.3,693.3,356.3,274.3,584.1,310.6,246.2,583.3,302.8,248.6,575.6,299.5,246.1,576.9,305.9,234.5
320036455,1560,872,667,1579.5,819.1,680.6,1547.2,800.7,625.0,1298.5,736.4,512.2,1299.4,715.8,515.3,1289.2,695.8,518.6,1296.8,718.2,490.4
320036460,934,603,311,1015.3,569.6,387.3,991.1,540.2,363.1,818.1,476.2,301.6,820.1,476.5,302.7,810.8,466.8,298.7,809.1,469.1,285.9
320036461,728,408,309,772.0,414.0,328.0,761.0,382.0,309.0,617.0,349.0,251.0,620.0,348.0,257.0,618.0,335.0,263.0,623.0,349.0,245.0
320036462,461,279,173,649.0,425.0,200.0,632.0,393.0,180.0,562.0,381.0,165.0,563.0,368.0,175.0,554.0,349.0,180.0,553.0,358.0,169.0
320036463,710,441,262,765.0,457.0,276.0,743.0,411.0,252.0,589.0,370.0,205.0,589.0,361.0,197.0,585.0,336.0,216.0,592.0,347.0,205.0
320036464,543,376,154,566.2,339.5,190.7,554.5,322.0,187.7,622.6,400.8,198.5,621.6,398.8,192.6,613.8,376.5,199.4,623.6,393.0,193.6
320036469,715,443,259,1019.0,502.0,448.0,999.0,479.0,437.0,918.0,517.0,365.0,916.0,506.0,366.0,910.0,487.0,377.0,922.0,505.0,357.0
320036470,740,440,290,969.0,515.0,415.0,951.0,498.0,383.0,903.0,510.0,365.0,899.0,515.0,363.0,895.0,472.0,379.0,905.0,497.0,348.0
320036471,854,555,284,983.0,566.0,359.0,959.0,534.0,333.0,806.0,495.0,269.0,802.0,479.0,289.0,795.0,454.0,287.0,820.0,486.0,268.0
320036472,938,568,359,1335.0,749.0,500.4,1306.3,720.4,472.3,1333.1,829.3,442.1,1334.9,815.6,431.7,1325.7,788.6,461.9,1337.0,805.3,434.3
320036473,285,124,157,541.1,286.7,225.7,526.1,259.6,216.7,798.3,476.8,294.3,799.0,472.1,293.1,792.8,450.7,304.2,801.2,474.9,287.0
320036474,157,101,55,336.2,174.1,144.3,326.4,156.7,139.9,499.4,296.4,187.0,499.8,294.7,186.3,495.9,280.9,191.6,500.9,295.2,182.8
320036475,661,410,239,924.0,547.0,326.0,907.0,498.0,331.0,737.0,461.0,248.0,737.0,455.0,244.0,735.0,428.0,256.0,747.0,449.0,251.0
320036476,723,442,274,866.7,452.2,354.6,850.1,438.4,349.1,907.2,541.5,330.6,907.2,539.7,327.9,902.6,526.8,334.3,910.9,517.6,327.9
320036477,475,240,229,664.0,331.0,297.0,654.0,311.0,294.0,577.0,311.0,242.0,577.0,299.0,245.0,570.0,278.0,258.0,585.0,292.0,243.0
320036478,662,433,218,858.5,486.8,318.5,840.5,442.9,313.8,795.1,479.7,281.7,794.3,471.1,281.7,792.0,460.1,288.8,787.3,471.1,276.2
320036479,1042,659,363,1844.1,1014.5,670.4,1803.0,944.3,657.4,1474.9,907.5,505.3,1472.9,886.5,491.3,1469.8,869.4,521.4,1447.9,875.4,495.3
320036480,866,566,278,1496.0,848.0,541.0,1457.0,782.0,521.0,1409.0,832.0,519.0,1409.0,826.0,515.0,1400.0,792.0,532.0,1401.0,814.0,500.0
320036481,884,624,244,1254.9,740.6,429.6,1236.4,679.3,422.9,1083.3,663.6,376.8,1083.9,650.6,376.4,1081.5,623.7,394.2,1088.5,646.4,367.2
320036482,1461,749,696,2158.7,1021.6,1031.8,2110.7,930.9,1028.9,1897.2,956.2,886.4,1903.7,960.9,881.9,1884.8,904.2,902.7,1905.0,935.1,876.5
320036483,511,278,224,921.3,443.9,434.8,901.3,400.8,436.6,835.0,425.3,387.3,838.4,426.6,382.8,830.4,395.4,400.9,841.1,412.5,381.2
320036484,3,2,0,9.0,1.0,7.0,9.0,2.0,6.0,200.0,91.0,105.0,200.0,94.0,102.0,199.0,84.0,106.0,200.0,89.0,106.0
320036485,177,120,47,183.1,96.4,66.3,181.0,100.3,62.5,168.4,102.6,61.7,169.4,84.7,66.5,166.3,90.4,60.7,170.4,95.5,59.6
320036487,670,266,366,665.9,183.0,441.0,655.0,190.0,387.0,634.0,207.0,378.0,636.0,203.0,368.0,625.0,187.0,385.0,649.0,212.0,352.0
320036488,72,31,40,79.0,21.0,50.0,78.0,20.0,51.0,68.0,18.0,42.0,69.0,16.0,40.0,68.0,14.0,47.0,66.0,20.0,40.0
320036490,616,371,236,1717.0,801.0,822.0,1680.0,747.0,778.0,1568.0,794.0,723.0,1566.0,788.0,704.0,1550.0,728.0,749.0,1555.0,765.0,712.0
320036491,571,250,317,981.8,425.1,508.3,965.5,376.2,518.1,1132.9,532.9,572.4,1132.9,543.1,557.9,1123.2,491.6,584.5,1127.8,521.2,557.2
320036492,405,231,161,1273.0,655.0,541.0,1257.0,637.0,516.0,1395.0,790.0,568.0,1395.0,770.0,576.0,1380.0,728.0,584.0,1404.0,744.0,554.0
320036493,780,391,382,927.0,436.0,436.0,910.0,395.0,442.0,804.0,395.0,367.0,806.0,394.0,367.0,797.0,361.0,389.0,815.0,386.0,363.0
320036494,577,320,250,666.0,303.0,333.0,659.0,301.0,311.0,596.0,301.0,273.0,599.0,301.0,280.0,587.0,276.0,283.0,595.0,300.0,271.0
320036496,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320036497,1089,602,471,1271.0,606.0,606.0,1244.0,561.0,586.0,1076.0,555.0,491.0,1077.0,568.0,478.0,1072.0,520.0,490.0,1075.0,535.0,485.0
320036498,145,49,94,153.0,36.0,106.0,153.0,41.0,100.0,138.0,31.0,100.0,138.0,34.0,97.0,136.0,30.0,99.0,139.0,34.0,95.0
320036499,927,592,313,1955.0,1028.0,820.0,1919.0,935.0,801.0,1796.0,1037.0,697.0,1793.0,1025.0,678.0,1783.0,977.0,712.0,1798.0,1014.0,662.0
320036500,30,16,14,27.0,17.0,9.0,26.0,16.0,9.0,25.0,13.0,10.0,25.0,11.0,12.0,25.0,12.0,12.0,25.0,13.0,11.0
320036501,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320036510,719,356,357,777.5,342.2,403.0,759.2,326.9,381.6,673.3,311.0,349.4,673.8,302.3,352.3,665.0,279.6,359.3,666.9,299.6,341.1
320036511,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320036512,970,334,626,1115.0,368.0,697.0,1108.0,325.0,755.0,983.0,346.0,630.0,982.0,346.0,623.0,971.0,306.0,646.0,982.0,331.0,625.0
320036513,464,181,280,495.0,187.0,288.0,481.0,159.0,311.0,435.0,154.0,278.0,435.0,156.0,274.0,432.0,141.0,279.0,438.0,147.0,271.0
320036514,989,536,440,1108.0,546.0,500.0,1077.0,510.0,497.0,988.0,510.0,456.0,991.0,480.0,475.0,989.0,465.0,481.0,988.0,487.0,458.0
320036515,700,286,404,755.0,313.0,400.0,744.0,295.0,427.0,669.0,272.0,388.0,669.0,290.0,366.0,667.0,261.0,378.0,670.0,279.0,364.0
320036516,449,303,137,610.4,308.6,272.4,595.8,285.2,264.9,535.3,281.1,247.2,534.8,266.0,251.2,532.6,257.7,254.3,531.8,266.6,241.5
320036517,441,247,191,1284.0,612.0,586.0,1259.0,557.0,640.0,1218.0,612.0,583.0,1214.0,609.0,575.0,1207.0,562.0,592.0,1219.0,590.0,577.0
320036520,940,503,427,1130.0,541.0,545.0,1102.0,510.0,513.0,1013.0,515.0,469.0,1014.0,514.0,467.0,1007.0,484.0,485.0,1010.0,524.0,452.0
320036521,998,507,466,1065.0,493.0,500.0,1047.0,467.0,519.0,933.0,466.0,430.0,932.0,469.0,427.0,928.0,435.0,453.0,930.0,454.0,424.0
320036522,767,370,390,1251.9,521.9,678.5,1228.3,473.7,682.2,1132.1,511.8,595.3,1133.1,531.4,577.3,1120.9,468.0,617.4,1122.1,485.5,591.8
320036523,623,280,334,667.6,267.1,384.8,658.2,263.1,373.7,598.9,263.9,325.5,596.5,250.5,323.9,595.7,241.8,335.0,598.1,263.1,320.0
320036524,1005,375,614,1056.4,377.9,649.2,1037.8,372.9,628.3,959.1,383.1,552.5,961.5,378.5,565.1,955.3,349.2,572.0,962.9,376.9,548.0
320036525,95,56,36,79.0,50.0,24.0,75.0,44.0,25.0,49.0,26.0,18.0,50.0,26.0,18.0,50.0,31.0,16.0,49.0,28.0,15.0
320036526,660,329,328,760.0,322.0,416.0,753.0,331.0,406.0,758.0,345.0,396.0,760.0,330.0,412.0,748.0,301.0,413.0,756.0,333.0,392.0
320036527,336,175,157,1796.0,801.0,861.0,1768.0,733.0,882.0,1637.0,792.0,807.0,1636.0,782.0,804.0,1621.0,710.0,834.0,1633.0,754.0,802.0
320036530,796,475,307,1141.1,562.8,513.9,1122.8,546.2,495.2,981.6,489.1,451.5,976.5,505.2,436.2,974.0,457.9,459.1,974.7,482.8,444.2
320036531,760,482,261,1057.9,604.2,387.1,1034.2,564.8,381.8,927.4,542.9,334.5,926.5,536.8,332.8,923.0,535.1,331.9,928.3,541.2,318.8
320036532,354,228,112,448.6,283.6,139.9,441.1,264.8,129.3,337.6,217.7,98.5,338.8,213.3,102.9,337.6,210.2,101.0,338.2,216.5,98.5
320036533,500,351,142,736.0,446.0,252.0,730.0,423.0,245.0,597.0,368.0,212.0,597.0,376.0,207.0,595.0,361.0,206.0,611.0,358.0,207.0
320036534,1352,814,514,2506.2,1207.9,1145.7,2464.5,1141.8,1103.9,2201.1,1187.1,924.6,2198.1,1165.9,924.1,2183.8,1104.4,951.5,2192.2,1156.8,918.8
320036538,798,460,329,1435.0,774.0,562.0,1403.0,721.0,571.0,1263.0,755.0,463.0,1264.0,757.0,452.0,1259.0,716.0,472.0,1262.0,744.0,462.0
320036539,531,332,191,1000.0,497.0,442.0,980.0,456.0,434.0,825.0,449.0,341.0,827.0,450.0,339.0,821.0,439.0,352.0,826.0,443.0,339.0
320036540,348,218,125,1335.0,725.0,528.0,1308.0,694.0,521.0,1121.0,645.0,429.0,1122.0,640.0,426.0,1112.0,600.0,444.0,1132.0,627.0,427.0
320036541,787,454,324,1665.0,826.0,758.0,1627.0,773.0,729.0,1424.0,788.0,588.0,1426.0,776.0,584.0,1418.0,733.0,601.0,1419.0,755.0,582.0
320036542,783,471,299,3866.0,1992.0,1626.0,3816.0,1878.0,1612.0,3809.0,2176.0,1484.0,3811.0,2142.0,1489.0,3791.0,2043.0,1527.0,3802.0,2159.0,1445.0
320036544,655,320,326,811.0,352.0,412.0,804.0,331.0,410.0,693.0,328.0,341.0,695.0,334.0,337.0,684.0,306.0,346.0,697.0,320.0,324.0
320036545,609,382,217,704.0,406.0,275.0,689.0,386.0,254.0,630.0,394.0,212.0,629.0,390.0,209.0,627.0,366.0,219.0,628.0,386.0,203.0
320036546,1805,1078,683,2005.0,1021.0,846.0,1974.0,970.0,823.0,1655.0,913.0,688.0,1650.0,890.0,683.0,1635.0,818.0,716.0,1666.0,880.0,655.0
320036547,537,336,193,1186.0,621.0,476.0,1170.0,599.0,457.0,935.0,539.0,350.0,936.0,520.0,359.0,929.0,509.0,359.0,930.0,529.0,351.0
320036548,832,497,321,998.0,513.0,429.0,978.0,483.0,411.0,845.0,495.0,312.0,843.0,484.0,321.0,835.0,463.0,321.0,841.0,477.0,311.0
320036907,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037005,1184,695,467,1356.0,696.0,550.0,1331.0,663.0,511.0,1087.0,608.0,425.0,1083.0,587.0,436.0,1081.0,577.0,447.0,1101.0,576.0,431.0
320037012,794,569,208,701.3,458.6,199.1,691.5,436.4,177.8,571.5,416.0,131.5,571.5,407.1,128.0,568.9,399.1,134.2,572.4,405.3,125.3
320037033,693,415,267,643.0,354.0,260.0,636.0,349.0,224.0,517.0,294.0,198.0,515.0,281.0,205.0,515.0,272.0,207.0,520.0,286.0,201.0
320037036,732,528,188,719.0,473.0,205.0,711.0,457.0,192.0,510.0,371.0,121.0,510.0,358.0,122.0,510.0,349.0,118.0,513.0,353.0,118.0
320037038,546,422,108,569.0,398.0,137.0,565.0,382.0,121.0,405.0,297.0,82.0,406.0,284.0,82.0,402.0,283.0,95.0,407.0,292.0,87.0
320037046,630,333,275,548.3,311.5,196.7,540.6,301.0,190.2,426.5,253.1,152.4,427.4,252.2,154.4,426.4,246.6,157.0,431.4,249.5,145.3
320037047,794,478,297,832.0,433.0,350.0,831.0,431.0,313.0,706.0,407.0,272.0,690.0,405.0,248.0,689.0,383.0,262.0,684.0,393.0,255.0
320037048,867,504,343,919.0,505.0,362.0,896.0,495.0,327.0,791.0,455.0,303.0,792.0,442.0,313.0,788.0,436.0,308.0,788.0,440.0,310.0
320037049,689,410,263,679.0,373.0,243.0,670.0,382.0,243.0,537.0,304.0,210.0,536.0,300.0,209.0,532.0,290.0,211.0,530.0,299.0,201.0
320037050,694,358,322,717.0,349.0,326.0,703.0,342.0,298.0,603.0,317.0,258.0,604.0,316.0,257.0,598.0,291.0,269.0,601.0,309.0,257.0
320037052,785,380,389,829.1,429.0,352.7,819.7,399.7,347.3,738.0,377.1,328.7,736.2,367.7,334.7,732.2,344.8,339.1,747.2,366.6,321.5
320037054,1189,792,367,1275.0,765.0,399.0,1249.0,752.0,354.0,857.0,553.0,267.0,956.0,634.0,267.0,949.0,613.0,284.0,952.0,626.0,260.0
320037060,443,286,146,458.8,254.7,174.1,452.8,241.6,158.6,385.2,239.1,125.1,384.7,224.1,135.6,383.2,228.1,131.6,385.7,229.1,131.1
320037061,498,303,187,458.2,254.3,173.9,452.2,241.4,158.4,384.8,238.9,124.9,384.3,223.9,135.4,382.8,227.9,131.4,385.3,228.9,130.9
320037070,256,176,75,255.2,172.8,63.6,249.7,158.7,62.5,215.4,150.0,54.9,210.7,147.8,50.2,209.6,141.3,55.7,208.5,141.7,49.2
320037071,503,374,120,450.8,305.2,112.4,441.3,280.3,110.5,380.6,265.0,97.1,372.3,261.2,88.8,370.4,249.7,98.3,368.5,250.3,86.8
320037077,22,7,13,24.9,14.2,9.8,24.1,13.0,9.1,18.3,10.8,7.2,18.3,10.7,7.0,18.2,10.2,7.4,18.1,10.3,7.0
320037079,833,593,217,864.0,615.0,193.0,829.0,566.0,176.0,612.0,455.0,127.0,609.0,434.0,129.0,602.0,427.0,137.0,611.0,423.0,122.0
320037083,723,468,229,836.8,525.7,268.9,815.7,509.4,234.8,694.6,443.6,220.2,694.7,426.5,223.4,689.8,420.0,225.0,695.5,420.9,214.5
320037086,759,395,356,776.5,379.5,350.6,765.4,379.6,334.2,651.3,332.3,303.7,652.3,324.2,301.7,649.3,309.9,302.9,654.4,322.1,292.7
320037097,965,656,285,822.0,500.0,258.0,804.0,473.0,241.0,620.0,423.0,156.0,622.0,413.0,164.0,618.0,412.0,162.0,610.0,412.0,157.0
320037300,700,476,217,751.0,463.7,244.4,737.2,431.3,236.3,656.3,420.8,209.6,657.9,412.7,207.2,652.3,396.5,212.8,662.0,407.9,200.7
320037301,579,412,147,651.7,387.3,224.7,637.1,365.4,206.9,539.0,323.7,187.5,538.8,320.1,189.8,534.6,303.2,192.9,537.5,310.5,185.4
320037302,474,261,196,360.3,211.0,126.9,351.7,200.2,114.8,291.7,170.5,104.9,291.3,169.2,107.0,289.1,159.2,108.3,289.6,162.7,104.9
320037303,604,274,320,709.0,308.0,369.0,699.0,311.0,339.0,639.0,295.0,314.0,636.0,292.0,317.0,634.0,279.0,327.0,643.0,296.0,315.0
320037304,447,172,265,462.0,131.0,312.0,455.0,138.0,287.0,411.0,130.0,270.0,410.0,128.0,268.0,409.0,125.0,270.0,414.0,134.0,261.0
320037305,388,252,129,484.0,300.0,164.0,472.0,267.0,163.0,463.0,319.0,123.0,464.0,315.0,127.0,460.0,301.0,136.0,465.0,306.0,122.0
320037307,64,53,10,76.7,42.8,28.0,76.2,42.2,24.1,48.2,31.2,14.8,48.2,31.8,14.3,48.2,31.8,13.7,49.3,30.7,13.2
320037308,574,385,177,596.5,409.1,154.2,579.6,383.2,138.4,421.5,280.2,124.4,423.1,278.0,124.4,422.6,271.8,131.1,413.6,267.3,124.9
320037309,530,388,127,591.2,391.1,168.8,576.4,374.0,146.7,413.3,293.3,99.5,411.6,292.2,100.6,408.7,285.9,101.8,412.1,288.8,98.9
320037310,62,37,25,98.0,58.0,35.0,95.0,50.0,34.0,81.0,53.0,26.0,78.0,48.0,26.0,76.0,45.0,27.0,74.0,43.0,29.0
320037311,488,314,159,555.0,328.0,187.0,547.0,321.0,163.0,394.0,259.0,109.0,395.0,248.0,112.0,390.0,234.0,119.0,396.0,252.0,114.0
320037312,813,644,145,869.0,630.0,187.0,845.0,590.0,180.0,578.0,425.0,127.0,578.0,411.0,134.0,576.0,402.0,132.0,584.0,409.0,128.0
320037313,700,483,195,668.0,439.0,190.0,649.0,414.0,173.0,554.0,362.0,163.0,554.0,356.0,157.0,552.0,356.0,168.0,555.0,344.0,161.0
320037314,710,412,286,706.0,373.0,294.0,693.0,361.0,272.0,635.0,340.0,268.0,636.0,350.0,260.0,633.0,324.0,276.0,640.0,337.0,260.0
320037315,1005,663,314,1010.0,637.0,322.0,990.0,619.0,292.0,809.0,527.0,249.0,807.0,511.0,249.0,800.0,485.0,271.0,798.0,503.0,239.0
320037316,437,287,140,513.1,332.1,152.2,501.4,318.7,132.2,355.5,249.4,88.7,354.2,249.0,89.1,352.0,244.3,89.5,355.5,245.5,86.9
320037317,1192,815,343,1250.0,794.0,394.0,1212.0,763.0,341.0,948.0,606.0,303.0,950.0,604.0,300.0,941.0,574.0,318.0,938.0,584.0,302.0
320037319,478,320,147,463.6,317.9,119.8,450.4,297.8,107.6,327.5,217.8,96.6,328.9,216.0,96.6,328.4,211.2,101.9,321.4,207.7,97.1
320037320,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037321,828,440,365,826.5,388.5,395.4,816.6,396.4,346.8,694.7,357.7,301.3,692.7,349.8,294.3,688.7,314.1,318.1,700.6,341.9,297.3
320037323,302,170,128,260.2,143.0,99.6,257.0,140.2,91.8,221.0,129.5,79.5,221.0,125.4,82.4,219.8,122.3,82.5,221.4,126.6,80.2
320037324,724,399,309,746.7,403.1,293.3,738.2,399.8,265.9,624.5,371.7,220.1,623.2,360.6,223.4,619.9,350.1,227.3,627.8,364.5,224.7
320037325,194,118,71,242.6,131.0,95.3,239.8,129.9,86.4,202.9,120.8,71.5,202.5,117.2,72.6,201.4,113.8,73.9,204.0,118.4,73.0
320037326,791,467,309,878.5,495.0,323.8,866.0,477.2,305.9,762.6,437.0,281.8,764.3,421.9,300.6,759.9,413.8,294.3,759.9,425.4,280.0
320037328,930,608,299,990.2,624.3,301.1,967.3,596.6,281.2,771.4,514.4,223.8,769.4,492.5,222.6,766.2,482.0,228.9,772.5,482.2,209.5
320037330,633,406,209,624.0,356.0,222.0,608.0,350.0,187.0,434.0,265.0,146.0,440.0,258.0,152.0,436.0,253.0,148.0,439.0,260.0,144.0
320037331,585,316,253,538.0,310.0,189.0,523.0,288.0,179.0,425.0,257.0,136.0,425.0,258.0,131.0,421.0,249.0,143.0,426.0,255.0,133.0
320037332,701,503,183,727.0,498.0,189.0,711.0,480.0,156.0,556.0,411.0,119.0,550.0,388.0,118.0,552.0,394.0,128.0,549.0,393.0,119.0
320037333,1100,769,301,1232.8,790.9,353.5,1214.5,750.9,318.1,943.5,615.8,271.7,944.5,609.4,279.7,940.5,579.4,291.4,957.9,602.4,270.7
320037334,443,313,119,665.9,381.5,239.9,649.9,371.1,223.7,505.0,316.1,165.9,507.1,315.4,167.9,504.1,303.0,174.7,498.7,307.0,161.1
320037335,691,518,158,783.5,470.4,264.1,769.6,455.2,223.2,622.8,384.4,193.8,617.8,374.0,185.9,618.4,363.6,202.3,632.5,371.3,191.3
320037336,533,400,122,404.5,267.6,115.9,387.4,252.8,91.8,269.2,183.6,69.2,269.2,175.0,73.1,267.6,170.4,67.7,271.5,179.7,67.7
320037339,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037340,384,232,140,391.0,218.0,161.0,381.0,206.0,139.0,344.0,210.0,115.0,344.0,208.0,116.0,342.0,193.0,123.0,343.0,204.0,113.0
320037341,457,331,118,590.0,395.0,155.0,582.0,362.0,151.0,420.0,292.0,105.0,419.0,288.0,101.0,418.0,280.0,117.0,417.0,282.0,111.0
320037342,778,372,385,806.4,336.4,419.9,786.9,326.9,414.3,692.6,320.7,338.7,694.5,310.8,347.4,690.0,298.8,348.6,696.9,311.5,332.9
320037343,647,340,297,702.6,306.7,356.1,698.1,303.1,359.7,612.4,286.3,309.3,611.5,287.2,306.7,608.0,264.2,316.4,615.1,269.5,303.1
320037344,22,10,9,21.0,11.0,9.0,21.0,9.0,11.0,21.0,12.0,9.0,21.0,12.0,9.0,21.0,11.0,9.0,23.0,11.0,8.0
320037346,1537,934,545,1594.0,759.0,698.0,1561.0,755.0,598.0,1200.0,628.0,481.0,1202.0,607.0,479.0,1195.0,607.0,481.0,1221.0,616.0,472.0
320037350,254,162,88,861.0,490.0,321.0,846.0,448.0,328.0,670.0,401.0,246.0,673.0,411.0,236.0,666.0,383.0,250.0,671.0,397.0,235.0
320037351,714,367,325,760.0,282.0,411.0,750.0,275.0,399.0,615.0,260.0,327.0,616.0,260.0,325.0,610.0,231.0,332.0,617.0,259.0,312.0
320037352,1080,440,617,1043.0,307.0,678.0,1030.0,311.0,660.0,975.0,318.0,622.0,965.0,310.0,603.0,958.0,294.0,626.0,978.0,317.0,592.0
320037354,860,443,393,894.0,351.0,475.0,877.0,353.0,432.0,737.0,345.0,344.0,736.0,324.0,361.0,731.0,314.0,362.0,744.0,336.0,344.0
320037355,970,527,415,1093.0,475.0,537.0,1080.0,480.0,472.0,914.0,438.0,422.0,911.0,411.0,427.0,907.0,405.0,439.0,921.0,411.0,419.0
320037356,589,234,346,639.0,223.0,369.0,633.0,229.0,347.0,577.0,211.0,328.0,575.0,192.0,343.0,574.0,192.0,355.0,587.0,213.0,332.0
320037357,868,496,329,926.0,403.0,439.0,900.0,400.0,392.0,779.0,375.0,340.0,775.0,358.0,350.0,765.0,338.0,362.0,780.0,362.0,333.0
320037358,274,156,110,276.0,126.0,125.0,274.0,130.0,102.0,210.0,112.0,86.0,209.0,107.0,84.0,205.0,105.0,81.0,208.0,109.0,84.0
320037359,871,453,379,1031.0,463.0,496.0,1011.0,444.0,464.0,877.0,399.0,416.0,874.0,398.0,411.0,870.0,373.0,428.0,881.0,395.0,408.0
320037360,672,332,312,717.0,235.0,427.0,707.0,252.0,381.0,587.0,214.0,326.0,588.0,211.0,329.0,583.0,201.0,342.0,581.0,220.0,310.0
320037361,521,241,259,506.0,157.0,320.0,498.0,163.0,283.0,430.0,138.0,270.0,430.0,141.0,263.0,428.0,128.0,272.0,440.0,144.0,263.0
320037362,136,45,90,183.6,40.4,135.7,182.6,42.9,132.7,228.9,55.9,165.1,229.4,61.3,160.6,228.9,55.9,161.6,229.4,58.4,160.1
320037363,446,172,265,559.8,150.5,385.3,552.7,154.4,365.9,552.7,162.2,370.4,549.5,151.8,365.2,544.9,144.7,371.7,551.4,158.9,350.9
320037364,283,90,187,303.2,81.5,208.7,299.3,83.6,198.1,299.3,87.8,200.6,297.6,82.2,197.8,295.1,78.3,201.3,298.6,86.1,190.1
320037365,864,388,461,2305.3,935.5,1231.7,2272.2,929.7,1164.9,2424.6,1074.7,1251.5,2423.4,1078.2,1251.5,2407.4,1004.4,1295.6,2429.1,1059.2,1239.8
320037366,332,218,103,503.8,256.1,208.0,488.6,237.6,180.9,913.0,490.3,366.0,911.3,486.9,361.0,906.2,474.3,377.0,906.2,500.5,359.3
320037367,75,40,34,76.0,43.0,30.0,74.0,39.0,26.0,51.0,32.0,17.0,51.0,30.0,18.0,51.0,32.0,16.0,52.0,31.0,17.0
