GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg
320037368,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037369,664,299,354,1276.7,454.5,763.3,1260.8,458.3,736.1,1379.4,504.3,836.5,1378.6,499.8,839.5,1375.6,463.6,861.4,1386.9,499.8,819.2
320037373,374,284,83,360.2,286.6,55.8,355.3,268.2,57.1,259.0,205.0,41.7,259.6,193.9,43.6,258.3,198.2,43.0,258.9,197.6,41.1
320037374,827,501,303,857.0,556.0,250.0,844.0,548.0,221.0,688.0,459.0,198.0,686.0,442.0,205.0,681.0,434.0,208.0,682.0,451.0,203.0
320037375,847,492,333,857.9,474.3,331.4,856.7,482.6,315.8,693.8,407.6,260.6,693.3,399.2,256.1,688.8,378.3,271.1,706.5,386.1,251.6
320037376,530,313,203,630.5,392.7,202.4,625.7,380.1,198.7,496.6,321.0,150.2,495.5,317.9,149.2,494.5,307.3,162.4,500.3,306.8,148.1
320037377,786,440,335,866.0,489.0,328.0,851.0,465.0,332.0,723.0,441.0,269.0,723.0,424.0,272.0,717.0,414.0,272.0,725.0,429.0,249.0
320037380,1061,528,510,1141.5,618.3,441.6,1131.3,606.9,451.2,944.0,530.7,370.0,942.5,520.4,374.0,940.5,482.9,402.0,948.1,504.5,365.0
320037381,313,111,196,327.1,104.6,190.6,326.2,113.5,192.4,314.7,119.7,178.2,314.7,120.6,181.7,310.2,113.5,175.5,318.2,120.6,170.2
320037382,663,445,203,696.0,423.0,216.0,682.0,398.0,224.0,569.0,354.0,177.0,567.0,342.0,182.0,567.0,335.0,183.0,582.0,352.0,160.0
320037383,348,266,70,264.0,181.3,67.4,258.9,167.7,64.8,206.5,134.4,53.1,206.2,135.5,52.7,204.7,131.8,59.0,202.9,133.7,49.8
320037384,333,213,111,457.0,313.7,116.6,448.1,290.3,112.2,357.5,232.6,91.9,356.8,234.5,91.3,354.3,228.2,102.0,351.1,231.3,86.2
320037385,312,177,128,323.0,151.0,155.0,316.0,152.0,147.0,259.0,134.0,120.0,259.0,137.0,115.0,259.0,132.0,120.0,254.0,125.0,118.0
320037386,1026,690,298,1116.5,741.2,312.0,1104.4,710.5,269.1,821.3,558.7,227.2,815.7,539.2,230.9,809.2,531.7,237.5,818.5,533.6,233.7
320037387,688,464,204,645.0,373.0,226.0,631.0,363.0,190.0,548.0,337.0,175.0,545.0,332.0,171.0,539.0,310.0,197.0,545.0,326.0,180.0
320037388,1056,580,454,1016.0,537.0,433.0,991.0,514.0,395.0,850.0,465.0,347.0,852.0,455.0,338.0,843.0,427.0,356.0,855.0,463.0,331.0
320037389,342,230,99,479.5,314.8,140.0,474.6,297.5,127.9,363.7,236.3,106.8,364.3,228.8,109.1,359.8,227.3,112.5,364.5,234.4,105.3
320037390,742,529,198,1528.0,1020.0,416.0,1488.0,951.0,375.0,1247.0,925.0,273.0,1246.0,883.0,278.0,1239.0,890.0,289.0,1244.0,896.0,272.0
320037391,1227,917,293,1991.0,1216.0,630.0,1945.0,1156.0,584.0,1496.0,1029.0,394.0,1497.0,977.0,415.0,1487.0,983.0,408.0,1501.0,995.0,399.0
320037392,667,350,283,599.9,269.2,274.2,590.9,270.5,245.2,472.2,235.8,209.0,471.9,229.8,208.2,472.7,222.3,218.6,478.3,235.4,199.5
320037393,663,366,278,730.1,375.8,287.0,712.4,364.4,263.1,672.0,382.7,248.9,670.7,369.1,254.0,666.8,348.7,263.0,670.8,371.5,253.7
320037394,727,392,307,825.3,395.7,372.4,820.0,377.7,343.1,704.2,361.1,292.7,701.9,356.6,294.9,702.7,349.1,298.7,710.9,362.6,273.1
320037395,771,462,298,819.0,449.0,311.0,808.0,419.0,309.0,724.0,432.0,261.0,726.0,427.0,261.0,720.0,411.0,268.0,729.0,425.0,260.0
320037397,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037402,919,600,304,855.0,437.0,349.0,844.0,430.0,322.0,707.0,405.0,268.0,704.0,392.0,259.0,704.0,377.0,269.0,713.0,391.0,264.0
320037403,1018,548,452,1004.0,505.0,446.0,997.0,489.0,419.0,857.0,466.0,346.0,856.0,464.0,350.0,846.0,438.0,359.0,849.0,457.0,345.0
320037404,828,467,331,911.0,449.0,404.0,886.0,416.0,385.0,727.0,368.0,333.0,731.0,363.0,327.0,729.0,344.0,340.0,724.0,360.0,331.0
320037405,1096,572,502,1167.0,522.0,575.0,1148.0,510.0,544.0,992.0,486.0,457.0,987.0,470.0,473.0,990.0,465.0,469.0,1003.0,472.0,453.0
320037410,981,528,436,964.0,414.0,475.0,949.0,421.0,428.0,825.0,406.0,387.0,816.0,396.0,387.0,810.0,365.0,400.0,815.0,398.0,363.0
320037411,1064,636,408,1109.0,578.0,470.0,1088.0,554.0,429.0,908.0,519.0,350.0,909.0,518.0,340.0,909.0,475.0,371.0,921.0,503.0,346.0
320037412,1043,537,490,1093.0,531.0,483.0,1073.0,514.0,459.0,891.0,478.0,380.0,891.0,461.0,389.0,886.0,437.0,399.0,887.0,468.0,376.0
320037413,922,525,382,1230.0,597.0,569.0,1207.0,550.0,563.0,1204.0,646.0,514.0,1199.0,638.0,512.0,1193.0,611.0,512.0,1212.0,635.0,501.0
320037414,678,364,290,944.0,465.0,433.0,929.0,443.0,413.0,1226.0,726.0,456.0,1230.0,702.0,471.0,1219.0,665.0,477.0,1227.0,710.0,453.0
320037415,1114,701,393,1091.0,523.0,492.0,1074.0,534.0,449.0,910.0,483.0,388.0,906.0,472.0,395.0,903.0,448.0,409.0,916.0,465.0,393.0
320037416,269,136,127,637.0,338.0,245.0,623.0,297.0,263.0,526.0,316.0,184.0,526.0,316.0,184.0,521.0,293.0,187.0,524.0,310.0,175.0
320037417,385,242,140,656.0,376.0,226.0,637.0,382.0,205.0,546.0,346.0,171.0,543.0,342.0,173.0,540.0,337.0,172.0,541.0,334.0,171.0
320037420,557,322,224,700.9,343.6,309.3,693.6,340.5,290.3,612.7,317.0,269.9,610.9,314.7,269.9,612.7,302.5,274.9,613.6,320.6,258.2
320037421,659,376,271,849.1,416.4,374.7,840.4,412.5,351.7,742.3,384.0,327.1,740.1,381.3,327.1,742.3,366.5,333.1,743.4,388.4,312.8
320037422,1265,709,530,1312.0,665.0,560.0,1292.0,632.0,535.0,1051.0,556.0,437.0,1050.0,545.0,445.0,1045.0,544.0,449.0,1062.0,558.0,428.0
320037423,993,646,321,988.4,547.3,383.0,973.9,521.0,350.3,776.0,464.7,271.4,775.1,457.4,273.2,770.6,442.9,281.4,774.2,462.0,266.8
320037424,986,633,329,1005.0,566.0,352.0,986.0,546.0,332.0,753.0,453.0,260.0,752.0,442.0,265.0,748.0,432.0,271.0,740.0,437.0,257.0
320037425,558,387,155,573.0,339.0,197.0,555.0,328.0,178.0,484.0,322.0,145.0,483.0,316.0,148.0,483.0,307.0,150.0,481.0,303.0,141.0
320037430,933,573,320,945.0,441.0,437.0,929.0,439.0,357.0,748.0,373.0,335.0,751.0,346.0,320.0,750.0,345.0,351.0,779.0,359.0,309.0
320037908,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037910,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037911,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320037913,67,38,27,5.5,1.5,3.8,5.5,1.5,3.8,6.1,1.7,4.3,6.1,1.7,4.3,6.1,1.6,4.3,6.1,1.6,4.3
320037914,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200501,568,196,364,657.0,155.0,467.0,654.0,154.0,471.0,663.0,156.0,482.0,663.0,156.0,480.0,658.0,133.0,481.0,668.0,159.0,460.0
3200502,968,375,568,1160.0,297.0,774.0,1148.0,300.0,784.0,1052.0,273.0,737.0,1048.0,250.0,746.0,1042.0,237.0,755.0,1056.0,279.0,702.0
3200503,946,405,521,947.0,332.0,536.0,931.0,327.0,525.0,865.0,335.0,483.0,868.0,337.0,479.0,861.0,319.0,472.0,875.0,356.0,437.0
3200504,639,298,328,687.0,207.0,434.0,682.0,199.0,435.0,617.0,227.0,362.0,617.0,220.0,371.0,614.0,196.0,366.0,629.0,223.0,333.0
3200505,640,206,419,741.0,184.0,498.0,738.0,180.0,525.0,742.0,206.0,518.0,740.0,195.0,520.0,739.0,174.0,536.0,735.0,215.0,486.0
3200506,805,349,437,1089.0,377.0,625.0,1078.0,363.0,647.0,1001.0,363.0,605.0,997.0,337.0,604.0,993.0,325.0,600.0,1019.0,374.0,550.0
3200507,726,309,393,702.0,256.0,400.0,695.0,246.0,422.0,653.0,239.0,385.0,650.0,225.0,398.0,644.0,198.0,399.0,649.0,259.0,337.0
3200508,548,235,301,1021.0,288.0,638.0,1010.0,319.0,616.0,915.0,301.0,571.0,913.0,288.0,574.0,910.0,266.0,583.0,924.0,320.0,547.0
3200509,746,360,369,810.0,247.0,502.0,802.0,255.0,483.0,725.0,244.0,454.0,720.0,229.0,445.0,719.0,214.0,450.0,739.0,258.0,410.0
3200510,849,327,489,852.0,209.0,575.0,849.0,227.0,540.0,852.0,215.0,573.0,855.0,206.0,573.0,852.0,187.0,592.0,871.0,228.0,559.0
3200511,922,385,526,1004.0,246.0,700.0,999.0,270.0,695.0,949.0,250.0,666.0,947.0,240.0,668.0,945.0,216.0,676.0,951.0,277.0,607.0
3200512,104,83,19,101.0,65.0,17.0,102.0,60.0,21.0,82.0,59.0,16.0,82.0,60.0,16.0,82.0,59.0,15.0,81.0,61.0,15.0
3200513,985,484,478,969.0,363.0,523.0,964.0,352.0,523.0,880.0,332.0,513.0,882.0,313.0,526.0,878.0,300.0,527.0,893.0,352.0,476.0
3200514,688,192,472,722.0,150.0,525.0,718.0,156.0,527.0,689.0,167.0,508.0,690.0,159.0,508.0,681.0,139.0,504.0,698.0,169.0,473.0
3200515,334,111,218,364.0,92.0,248.0,360.0,94.0,248.0,315.0,86.0,220.0,315.0,90.0,214.0,314.0,86.0,215.0,326.0,97.0,195.0
3200516,634,227,397,661.0,185.0,431.0,659.0,177.0,462.0,636.0,194.0,419.0,635.0,185.0,426.0,625.0,174.0,419.0,647.0,205.0,391.0
3200517,1124,404,701,1213.0,290.0,849.0,1203.0,298.0,848.0,1120.0,253.0,822.0,1122.0,242.0,833.0,1119.0,229.0,829.0,1123.0,279.0,781.0
3200518,840,358,461,488.0,141.0,300.0,484.0,149.0,295.0,488.0,150.0,321.0,489.0,149.0,320.0,485.0,135.0,325.0,489.0,161.0,305.0
3200519,840,387,438,821.0,250.0,500.0,817.0,254.0,502.0,751.0,242.0,467.0,750.0,224.0,486.0,743.0,209.0,471.0,759.0,246.0,441.0
3200520,842,417,396,893.0,318.0,497.0,886.0,317.0,495.0,741.0,273.0,439.0,742.0,249.0,456.0,736.0,239.0,450.0,756.0,277.0,400.0
3200521,964,348,590,955.0,237.0,671.0,945.0,235.0,660.0,915.0,239.0,647.0,914.0,231.0,646.0,907.0,207.0,640.0,928.0,270.0,600.0
3200522,985,350,617,1096.0,296.0,728.0,1088.0,279.0,767.0,1039.0,287.0,715.0,1040.0,284.0,711.0,1039.0,254.0,733.0,1061.0,311.0,661.0
3200523,615,273,334,736.0,264.0,428.0,733.0,257.0,438.0,737.0,292.0,424.0,737.0,287.0,423.0,734.0,258.0,427.0,737.0,295.0,411.0
3200524,363,125,231,390.0,86.0,287.0,388.0,85.0,271.0,389.0,83.0,290.0,390.0,80.0,289.0,386.0,68.0,290.0,397.0,92.0,273.0
3200525,1131,452,658,1191.0,345.0,775.0,1178.0,352.0,758.0,1086.0,310.0,736.0,1085.0,294.0,753.0,1083.0,283.0,736.0,1103.0,337.0,682.0
3200526,519,202,306,531.0,140.0,336.0,528.0,125.0,359.0,458.0,129.0,316.0,457.0,126.0,317.0,454.0,113.0,326.0,472.0,133.0,296.0
3200527,682,258,409,673.0,221.0,398.0,665.0,221.0,415.0,666.0,240.0,403.0,666.0,229.0,414.0,657.0,204.0,418.0,666.0,240.0,394.0
3200528,289,90,188,494.0,104.0,349.0,489.0,101.0,367.0,575.0,106.0,446.0,575.0,91.0,454.0,573.0,95.0,458.0,580.0,113.0,426.0
3200529,551,173,370,613.0,162.0,429.0,607.0,159.0,432.0,580.0,143.0,420.0,578.0,139.0,424.0,575.0,119.0,429.0,580.0,146.0,399.0
3200530,2,0,1,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200531,543,188,346,616.0,212.0,371.0,611.0,217.0,362.0,588.0,209.0,358.0,588.0,197.0,369.0,586.0,189.0,370.0,592.0,219.0,338.0
3200532,402,124,268,461.0,121.0,316.0,460.0,130.0,307.0,452.0,103.0,333.0,451.0,98.0,332.0,450.0,93.0,327.0,467.0,113.0,293.0
3200533,429,162,252,461.0,113.0,314.0,455.0,120.0,302.0,429.0,120.0,291.0,429.0,120.0,290.0,424.0,101.0,293.0,434.0,140.0,262.0
3200534,361,162,194,406.0,134.0,237.0,403.0,131.0,243.0,395.0,134.0,246.0,394.0,130.0,242.0,390.0,122.0,245.0,400.0,137.0,230.0
3200535,347,116,227,383.0,111.0,247.0,379.0,96.0,272.0,363.0,102.0,251.0,364.0,99.0,253.0,361.0,99.0,248.0,362.0,103.0,244.0
3200536,410,126,274,395.0,124.0,246.0,394.0,112.0,267.0,347.0,108.0,234.0,350.0,100.0,242.0,347.0,103.0,229.0,349.0,100.0,236.0
3200537,406,199,196,430.0,173.0,229.0,427.0,164.0,245.0,387.0,169.0,205.0,386.0,165.0,207.0,383.0,160.0,212.0,387.0,167.0,206.0
3200538,513,259,242,519.0,224.0,253.0,509.0,207.0,269.0,491.0,236.0,238.0,493.0,231.0,247.0,490.0,215.0,251.0,493.0,234.0,235.0
3200539,228,143,78,206.0,103.0,89.0,204.0,101.0,87.0,145.0,72.0,64.0,147.0,69.0,68.0,145.0,70.0,65.0,143.0,76.0,66.0
3200540,723,383,321,751.0,305.0,385.0,740.0,304.0,398.0,676.0,319.0,326.0,674.0,308.0,331.0,672.0,290.0,345.0,680.0,313.0,329.0
3200541,689,429,249,673.0,325.0,287.0,665.0,315.0,303.0,601.0,335.0,238.0,602.0,330.0,242.0,593.0,305.0,258.0,594.0,327.0,237.0
32005ZZZZZZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320071,411,141,253,475.8,125.1,283.6,465.8,107.1,278.6,333.6,82.1,223.5,333.6,76.1,221.5,333.6,85.1,218.5,355.6,88.1,200.5
320072,341,129,197,444.0,126.0,281.0,435.0,126.0,253.0,281.0,80.0,177.0,281.0,69.0,186.0,281.0,80.0,176.0,292.0,83.0,161.0
320073,546,187,342,500.0,115.0,315.0,496.0,110.0,333.0,438.0,113.0,295.0,436.0,105.0,297.0,435.0,109.0,286.0,462.0,126.0,273.0
320074,536,189,334,485.0,122.0,308.0,477.0,116.0,307.0,383.0,102.0,258.0,383.0,88.0,267.0,381.0,94.0,251.0,400.0,114.0,229.0
320075,489,156,320,483.0,108.0,331.0,481.0,93.0,343.0,377.0,88.0,268.0,379.0,73.0,274.0,374.0,85.0,249.0,392.0,98.0,238.0
320076,488,128,347,476.0,82.0,338.0,474.0,81.0,344.0,441.0,84.0,326.0,440.0,79.0,329.0,440.0,86.0,316.0,468.0,96.0,290.0
320077,411,98,306,432.0,71.0,307.0,426.0,66.0,325.0,330.0,52.0,258.0,331.0,51.0,264.0,332.0,56.0,255.0,350.0,60.0,231.0
320078,604,186,404,632.0,141.0,426.0,630.0,150.0,430.0,513.0,135.0,354.0,514.0,119.0,358.0,512.0,132.0,347.0,531.0,144.0,325.0
320079,431,148,267,407.0,104.0,246.0,403.0,93.0,267.0,344.0,86.0,237.0,342.0,80.0,233.0,341.0,88.0,226.0,354.0,89.0,222.0
3200710,663,198,442,800.0,176.0,549.0,788.0,145.0,573.0,698.0,140.0,537.0,696.0,132.0,542.0,694.0,137.0,509.0,725.0,157.0,486.0
3200711,382,142,218,460.0,142.0,261.0,453.0,130.0,273.0,338.0,99.0,219.0,338.0,84.0,227.0,337.0,93.0,216.0,345.0,99.0,200.0
3200712,771,207,542,932.0,157.0,700.0,928.0,143.0,682.0,709.0,119.0,552.0,711.0,106.0,547.0,708.0,123.0,517.0,771.0,133.0,484.0
3200713,219,43,167,449.2,73.9,350.4,445.3,66.9,334.4,359.4,50.9,286.5,359.4,43.9,283.5,358.4,47.9,278.5,371.4,47.9,272.5
3200714,745,175,553,1027.0,207.0,735.0,1019.0,176.0,778.0,883.0,169.0,672.0,882.0,145.0,675.0,878.0,170.0,652.0,923.0,180.0,613.0
3200715,370,120,237,415.0,55.0,315.0,411.0,60.0,290.0,330.0,60.0,254.0,330.0,50.0,245.0,330.0,56.0,247.0,355.0,62.0,232.0
3200716,296,70,216,364.0,38.0,308.0,363.0,29.0,277.0,262.0,28.0,216.0,262.0,22.0,219.0,262.0,31.0,218.0,272.0,35.0,196.0
3200717,18,6,12,13.0,3.0,9.0,13.0,3.0,10.0,14.0,3.0,11.0,14.0,3.0,11.0,12.0,2.0,10.0,14.0,3.0,9.0
3200718,235,66,160,251.0,42.0,187.0,244.0,37.0,185.0,206.0,41.0,154.0,206.0,38.0,149.0,206.0,41.0,154.0,206.0,43.0,143.0
3200719,229,68,153,225.0,40.0,162.0,225.0,43.0,161.0,199.0,39.0,146.0,200.0,37.0,143.0,196.0,37.0,141.0,201.0,42.0,137.0
3200720,432,192,217,561.4,245.6,260.4,550.7,221.1,245.7,437.8,192.2,202.1,434.8,178.0,204.1,435.6,186.0,201.4,444.2,194.0,193.9
3200721,162,80,67,152.0,77.0,55.0,147.0,63.0,56.0,117.0,49.0,53.0,114.0,39.0,46.0,114.0,47.0,55.0,122.0,49.0,48.0
3200722,952,235,695,1206.0,147.0,963.0,1197.0,143.0,964.0,998.0,139.0,817.0,996.0,121.0,814.0,995.0,131.0,796.0,1024.0,148.0,771.0
3200723,965,239,707,1214.0,154.0,966.0,1203.0,161.0,953.0,952.0,170.0,739.0,952.0,163.0,721.0,947.0,165.0,725.0,993.0,183.0,689.0
3200724,690,171,495,743.0,81.0,610.0,733.0,74.0,591.0,585.0,70.0,489.0,584.0,57.0,485.0,582.0,67.0,484.0,605.0,71.0,466.0
3200725,622,141,459,692.0,92.0,561.0,687.0,101.0,526.0,540.0,73.0,443.0,541.0,65.0,446.0,540.0,72.0,433.0,559.0,77.0,421.0
3200726,493,103,376,535.0,77.0,427.0,530.0,84.0,416.0,501.0,80.0,408.0,502.0,77.0,403.0,499.0,77.0,392.0,535.0,93.0,358.0
3200727,262,55,200,310.0,34.0,256.0,308.0,40.0,251.0,278.0,35.0,232.0,278.0,34.0,221.0,278.0,33.0,230.0,300.0,41.0,207.0
3200728,81,14,64,86.6,11.9,71.6,85.5,8.9,73.6,75.6,5.0,68.7,74.6,5.0,63.7,74.6,6.0,64.7,74.6,5.0,65.7
3200729,130,101,25,108.0,76.0,25.0,104.0,69.0,23.0,87.0,57.0,20.0,86.0,56.0,19.0,85.0,63.0,14.0,96.0,63.0,14.0
3200730,62,7,55,50.0,0.0,44.0,49.0,1.0,46.0,45.0,1.0,41.0,45.0,0.0,42.0,45.0,1.0,42.0,47.0,1.0,40.0
3200731,51,11,39,37.0,9.0,27.0,38.0,9.0,28.0,34.0,10.0,23.0,34.0,10.0,24.0,33.0,10.0,23.0,33.0,10.0,23.0
3200732,547,106,409,692.4,58.1,592.4,682.4,55.0,563.4,583.4,47.0,500.4,584.4,38.0,479.4,582.3,48.0,481.3,647.3,50.0,441.3
3200733,95,23,69,105.0,14.0,84.0,104.0,13.0,86.0,93.0,10.0,79.0,93.0,10.0,76.0,93.0,13.0,77.0,96.0,9.0,71.0
3200734,126,21,101,130.0,15.0,108.0,129.0,14.0,111.0,116.0,12.0,101.0,116.0,12.0,99.0,113.0,12.0,94.0,123.0,13.0,82.0
3200735,110,12,93,106.0,5.0,90.0,105.0,5.0,96.0,97.0,7.0,83.0,98.0,5.0,78.0,93.0,5.0,77.0,112.0,7.0,70.0
3200736,126,30,95,112.0,18.0,84.0,112.0,20.0,88.0,98.0,16.0,77.0,99.0,14.0,80.0,98.0,17.0,78.0,105.0,17.0,74.0
3200737,88,26,57,67.7,5.4,57.6,65.3,6.9,45.3,72.2,10.8,59.9,72.2,10.0,56.9,71.5,10.0,57.6,76.8,10.0,56.1
3200738,170,95,71,169.0,81.0,77.0,168.0,76.0,78.0,148.0,74.0,69.0,148.0,73.0,69.0,148.0,75.0,64.0,150.0,74.0,65.0
3200739,91,36,40,109.0,12.0,88.0,108.0,13.0,79.0,73.0,14.0,56.0,73.0,15.0,49.0,73.0,14.0,53.0,76.0,14.0,51.0
3200740,771,186,565,1046.0,126.0,861.0,1033.0,121.0,853.0,932.0,121.0,774.0,933.0,110.0,785.0,928.0,114.0,763.0,952.0,139.0,741.0
3200741,803,200,595,1056.0,134.0,831.0,1051.0,125.0,845.0,872.0,140.0,712.0,874.0,111.0,712.0,865.0,123.0,701.0,911.0,141.0,662.0
320091,182,41,125,179.0,30.0,135.0,177.0,31.0,122.0,171.0,27.0,116.0,171.0,27.0,119.0,171.0,30.0,113.0,178.0,30.0,113.0
320092,63,9,50,48.0,3.0,42.0,47.0,2.0,42.0,35.0,1.0,31.0,35.0,2.0,27.0,35.0,3.0,29.0,37.0,4.0,28.0
320093,174,46,117,173.0,26.0,136.0,173.0,25.0,134.0,147.0,21.0,118.0,147.0,19.0,112.0,146.0,21.0,117.0,145.0,23.0,103.0
320094,12,3,8,16.0,5.0,10.0,16.0,6.0,9.0,13.0,3.0,10.0,13.0,3.0,10.0,12.0,3.0,7.0,13.0,4.0,9.0
320095,8,5,3,7.0,1.0,6.0,7.0,2.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0
320111,266,42,215,304.0,25.9,258.2,303.8,26.3,256.0,256.8,18.1,224.6,255.0,15.9,213.0,255.0,17.3,214.5,262.5,22.2,202.5
320112,253,40,201,299.1,28.0,251.1,295.2,36.2,242.9,287.8,34.6,226.7,287.6,27.4,227.7,286.4,35.9,223.6,307.9,42.5,202.2
320113,98,18,74,112.8,6.1,99.7,112.0,10.5,90.1,102.4,12.2,85.7,102.4,9.6,82.2,100.6,8.8,84.9,107.6,12.2,75.3
320114,128,44,74,138.0,14.0,114.0,138.0,15.0,103.0,111.0,9.0,96.0,112.0,8.0,86.0,112.0,11.0,90.0,119.0,13.0,87.0
320131,468,158,293,474.2,123.7,313.2,469.9,128.3,294.0,428.2,118.0,282.3,426.5,103.3,288.7,427.3,100.6,291.2,442.4,137.3,251.9
320132,395,189,194,396.9,120.5,230.8,391.5,125.3,228.8,339.1,111.0,208.3,338.4,93.3,222.0,338.4,100.8,210.4,351.3,131.4,173.6
320133,553,232,310,561.0,159.6,333.8,554.9,155.7,322.9,460.4,124.6,304.5,460.4,106.3,323.7,457.4,107.5,305.6,466.6,142.9,271.0
320134,490,180,295,574.0,178.0,356.0,563.0,174.0,316.0,421.0,125.0,252.0,421.0,121.0,269.0,420.0,131.0,243.0,440.0,159.0,215.0
320135,945,365,562,1014.8,243.3,670.0,1009.9,238.1,711.1,927.6,215.9,673.7,927.0,203.9,674.6,921.8,195.3,664.6,945.8,271.3,586.4
320136,841,270,548,910.0,177.0,673.0,904.0,181.0,629.0,753.0,146.0,564.0,753.0,122.0,567.0,750.0,123.0,563.0,779.0,178.0,500.0
320138,84,10,73,96.0,7.0,84.0,96.0,8.0,82.0,88.0,10.0,74.0,88.0,9.0,71.0,86.0,9.0,71.0,88.0,14.0,66.0
320139,120,31,82,133.0,15.0,111.0,130.0,16.0,98.0,122.0,15.0,94.0,118.0,15.0,85.0,116.0,18.0,90.0,119.0,18.0,84.0
3201310,113,57,52,103.0,43.0,42.0,102.0,42.0,46.0,81.0,39.0,30.0,81.0,36.0,28.0,80.0,39.0,27.0,80.0,51.0,26.0
3201311,170,17,146,206.0,18.0,177.0,206.0,20.0,181.0,205.0,18.0,184.0,205.0,16.0,175.0,202.0,16.0,169.0,218.0,25.0,154.0
3201312,134,19,115,135.0,11.0,120.0,135.0,16.0,115.0,124.0,10.0,110.0,124.0,9.0,113.0,122.0,14.0,98.0,124.0,20.0,96.0
3201313,169,49,102,203.9,28.0,149.0,202.0,33.0,145.0,194.0,36.0,135.0,194.0,36.0,127.0,192.0,41.0,134.0,201.0,47.0,125.0
3201314,215,54,155,239.0,35.7,190.0,238.0,40.0,180.1,221.7,36.8,171.6,222.0,32.5,176.4,221.6,29.1,169.9,230.5,46.4,151.6
3201315,158,46,105,244.0,39.0,182.0,244.0,39.0,183.0,209.0,35.0,163.0,209.0,30.0,156.0,207.0,26.0,155.0,216.0,40.0,148.0
320137-1,234,67,160,287.1,40.1,231.6,286.0,45.6,219.6,267.9,42.3,209.7,268.4,37.3,215.7,267.8,32.9,206.9,278.8,53.8,185.0
320137-2,573,165,392,855.1,147.1,657.6,851.9,144.1,645.6,707.3,105.5,565.8,707.3,96.4,569.0,706.6,101.8,558.4,716.6,147.9,508.5
320151,378,119,250,393.0,81.0,277.0,391.0,83.0,268.0,321.0,56.0,240.0,321.0,44.0,248.0,321.0,52.0,233.0,327.0,76.0,204.0
320152,434,129,291,478.0,107.0,328.0,472.0,101.0,309.0,397.0,92.0,268.0,397.0,85.0,266.0,394.0,94.0,249.0,413.0,103.0,242.0
320153,134,44,89,137.0,25.0,107.0,137.0,25.0,92.0,144.0,29.0,106.0,143.0,28.0,102.0,141.0,23.0,102.0,146.0,33.0,86.0
320154,450,105,332,582.0,66.0,483.0,573.0,77.0,444.0,497.0,55.0,418.0,498.0,50.0,406.0,497.0,61.0,397.0,516.0,68.0,377.0
320155,428,124,293,542.0,86.0,413.0,541.0,88.0,381.0,515.0,75.0,388.0,512.0,69.0,385.0,513.0,80.0,383.0,540.0,97.0,364.0
320156,68,3,61,86.0,6.0,70.0,86.0,4.0,77.0,57.0,4.0,52.0,58.0,4.0,52.0,59.0,4.0,53.0,63.0,5.0,49.0
320157,109,32,75,102.0,15.0,79.0,101.0,22.0,69.0,79.0,15.0,58.0,79.0,15.0,55.0,78.0,14.0,56.0,85.0,22.0,48.0
320158,14,4,9,14.0,2.0,12.0,14.0,2.0,9.0,12.0,1.0,11.0,12.0,3.0,9.0,12.0,1.0,9.0,12.0,3.0,9.0
320159,80,14,62,79.0,15.0,59.0,78.0,15.0,55.0,71.0,23.0,47.0,71.0,18.0,48.0,69.0,16.0,46.0,74.0,20.0,46.0
320171,501,79,401,534.0,49.0,445.0,530.9,50.0,447.0,487.0,51.0,416.0,488.0,45.0,370.0,484.0,46.0,394.0,509.0,61.0,357.0
320172,605,206,366,576.0,110.0,418.0,572.0,128.0,376.0,486.0,108.0,343.0,483.0,101.0,327.0,482.0,97.0,343.0,513.0,116.0,298.0
