GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap
0900909-085,6933,5525,605,445,44,327,6,5303,4383,368,274,31,227,3,7116,5255,880,612,24,344,0,5010,4035,564,207,25,184,0,7305,5398,822,779,29,275,0,5293,4122,559,418,30,164,0,6807,4625,968,726,69,261,16,5426,3896,660,507,45,199,13
0900909-191,5368,4938,169,153,23,93,2,4109,3858,95,83,18,57,1,5427,4882,303,187,49,11,0,3959,3657,136,135,23,4,0,5402,4929,277,144,47,12,0,4062,3823,137,70,23,4,0,5271,4431,362,248,101,123,10,4284,3710,226,171,69,86,9
0900909-192,6135,5661,231,111,34,110,1,4666,4372,134,75,25,70,1,6118,5545,320,100,42,122,0,4634,4304,133,95,17,86,0,6030,5501,315,55,38,126,0,4607,4334,126,53,17,71,0,5778,4946,415,172,67,137,3,4653,4100,240,122,56,91,2
0900101-184,2862,2609,96,42,12,113,5,2044,1885,63,28,7,69,2,2838,2387,105,47,1,334,0,1906,1691,56,33,1,134,0,2839,2432,139,53,1,237,0,1919,1709,63,25,1,114,0,2924,2488,149,46,20,192,2,2135,1883,93,24,11,114,2
0900101-178,2354,2143,78,30,7,92,4,1685,1548,52,19,4,55,2,2520,2354,100,35,7,36,0,1907,1823,38,30,7,12,0,2551,2431,22,71,10,31,0,1929,1861,17,35,7,10,0,2474,2074,137,45,24,164,1,1914,1644,89,30,13,98,1
0900101-185,533,485,17,7,2,21,0,379,353,10,7,1,12,0,549,438,40,16,3,62,0,387,339,21,11,3,18,0,554,471,17,10,3,57,0,409,369,16,8,3,14,0,531,424,44,24,4,47,0,420,363,22,11,2,24,0
0900101-199,2837,2579,96,49,3,116,2,2030,1859,61,30,2,75,2,2843,2571,100,22,30,195,0,2081,1976,40,0,10,45,0,2799,2468,105,52,55,208,8,2036,1919,45,30,4,30,0,2893,2365,137,77,17,253,3,2132,1809,91,49,9,144,2
0900101-076,4260,2625,1174,193,42,267,0,3332,2166,820,129,29,210,0,4419,2227,1713,162,81,316,18,2548,1581,723,77,6,153,20,4569,2067,1977,231,74,275,20,2611,1519,775,145,6,147,20,4610,2240,1601,209,76,349,8,3608,1878,1135,154,60,263,8
0900909-158,6525,5878,255,85,30,287,4,5061,4627,170,61,22,194,2,6052,5529,228,32,3,277,0,5120,4743,167,9,0,185,0,6104,5539,172,62,2,345,0,5064,4726,79,17,0,230,0,6201,5370,326,96,63,305,4,4968,4379,210,55,50,238,4
0901111-021,8346,6626,500,521,552,374,18,6354,5231,306,328,343,253,10,8455,6568,417,393,450,696,0,6411,5259,335,173,333,296,0,8474,6634,439,397,461,610,0,6385,5276,338,158,322,287,0,8683,6451,626,550,730,431,42,6712,5199,392,363,505,301,34
0901111-016,4044,3340,154,224,69,324,11,3160,2699,94,144,47,208,8,3871,3117,295,265,3,220,0,2918,2425,160,184,4,145,0,3707,2893,266,332,47,238,16,2913,2359,154,203,4,157,0,4002,3082,266,209,129,334,26,3251,2605,171,143,108,237,16
0901111-019,4878,4591,132,74,54,41,4,3703,3530,81,48,35,24,2,4767,4570,93,15,10,80,0,3901,3772,63,6,9,53,0,4947,4776,68,8,0,94,0,3970,3849,39,8,0,72,0,4859,4388,195,75,102,54,5,3918,3588,142,55,77,30,4
0901111-020,2430,2288,68,40,26,20,2,1844,1755,41,24,15,12,1,2489,2279,76,32,12,90,0,1859,1733,62,24,11,27,0,2268,2083,74,37,0,75,0,1745,1626,66,37,0,18,0,2283,1949,136,30,84,36,5,1855,1618,108,14,59,23,4
0901111-057,6504,5455,335,291,202,303,14,4986,4299,214,188,113,206,8,6353,5162,364,471,281,166,20,5042,4414,197,201,97,108,0,6039,4889,436,474,183,146,20,4848,4240,194,264,57,69,0,6089,4805,461,385,210,242,20,4807,3942,277,242,145,197,16
0901111-032,1870,1577,111,80,55,69,6,1494,1291,74,52,36,47,4,1776,1538,141,63,17,47,0,1437,1278,93,27,17,22,0,1773,1474,150,122,21,40,0,1473,1249,110,80,21,16,0,1679,1279,129,84,90,73,12,1360,1076,96,57,67,42,12
0901111-027,1933,1659,102,76,60,57,4,1568,1386,70,48,36,38,4,1677,1537,84,11,1,46,0,1369,1272,80,5,1,12,0,1741,1445,201,94,2,32,0,1456,1256,127,61,2,8,0,1764,1484,108,65,48,62,7,1498,1300,74,36,29,49,5
0901111-030,2394,2021,142,127,58,76,4,1805,1583,84,61,37,52,2,2383,2118,69,71,27,97,0,1946,1751,60,54,23,52,0,2374,2041,148,83,10,93,0,1889,1692,75,65,8,50,0,2335,1884,183,108,47,93,9,1863,1555,125,61,40,75,6
0901111-047,2588,2485,29,33,11,30,1,2206,2141,21,21,9,13,1,2818,2715,14,35,5,61,0,2492,2430,4,8,4,40,0,2858,2728,16,40,3,84,0,2512,2434,6,9,4,55,0,2628,2460,59,34,25,43,3,2317,2203,45,21,17,26,2
0901111-013,5338,3088,983,945,159,457,23,4081,2684,560,513,108,355,16,3519,1989,752,497,27,285,0,2478,1701,415,259,20,95,0,3662,1962,699,674,21,351,0,2574,1732,438,300,11,102,0,4226,2092,1114,730,140,331,26,3174,1827,637,446,98,240,19
0901111-006,6639,5526,216,113,44,760,13,4873,4178,126,71,25,475,9,7075,5757,421,219,0,678,0,5218,4492,144,140,0,446,0,7101,5752,382,196,0,769,0,5189,4452,132,120,0,483,0,7270,5633,381,184,106,924,10,5556,4436,254,133,70,649,7
0901111-041,8385,4611,1439,1655,263,617,63,6432,3887,913,1075,164,483,37,7694,3993,1756,2034,664,467,0,5736,3386,1122,800,118,333,0,7209,3700,1766,1713,594,396,0,5529,3197,1123,827,157,291,0,8129,3509,2139,1956,266,455,41,6336,3049,1421,1391,187,371,36
0901111-046,2984,2654,138,112,60,37,2,2264,2091,65,46,32,29,2,2929,2550,133,214,140,0,25,2305,2105,55,79,70,0,10,2906,2487,114,215,146,36,30,2215,1995,30,109,64,10,15,2967,2494,152,148,109,70,5,2324,2035,88,79,60,52,2
0901111-039,2835,2131,214,200,63,262,7,2233,1771,125,111,36,194,5,2957,2545,103,133,49,187,0,2305,2016,73,97,30,116,0,3048,2644,110,120,57,165,0,2373,2089,92,83,35,99,0,2751,1982,290,218,82,197,14,2282,1740,187,143,67,147,6
0901111-008,6601,4826,629,885,46,256,5,5682,4081,565,863,36,170,3,6186,4593,540,767,208,289,0,5376,4015,461,655,157,152,0,6072,4556,504,716,163,320,0,5219,3952,441,573,102,182,0,5519,4468,357,314,79,302,11,4758,3891,300,282,68,219,6
0901111-034,9793,4340,2876,2500,306,296,64,7474,3811,1860,1640,196,227,39,9339,3826,3698,1728,310,285,39,6546,3380,1857,1133,166,62,5,9301,3772,3688,1791,254,313,37,6234,3220,1649,1152,167,106,5,10365,3826,3928,2732,416,285,40,8136,3434,2747,1962,301,189,28
0901111-033,13733,6080,4521,2930,353,616,87,10929,5612,2993,1997,230,497,58,13836,5294,5156,3178,92,572,136,10154,4948,2920,1736,62,336,20,13636,5587,4555,3321,185,618,131,9826,5107,2626,1628,108,239,20,13036,4898,4890,3062,461,588,93,10566,4583,3466,2208,334,488,67
0901111-003,4075,3814,106,73,48,51,3,2959,2794,69,46,32,28,2,4200,3795,145,64,34,177,0,3059,2843,98,40,4,67,0,4042,3646,127,63,51,177,0,2882,2672,97,39,10,60,0,3859,3417,154,104,68,85,9,3006,2730,95,63,46,41,3
0901111-005,1096,1026,28,19,12,14,0,794,750,19,11,10,8,0,1055,944,18,21,33,50,0,726,662,19,7,6,28,0,1058,936,22,25,49,44,0,705,638,22,5,9,22,0,1018,879,50,22,25,19,0,810,721,25,13,18,11,0
0901111-045,4151,3764,105,92,33,171,9,3087,2846,69,54,23,101,3,4126,3658,161,129,30,212,14,3160,2800,135,95,4,120,0,4112,3626,178,120,0,250,11,3200,2770,160,120,0,155,0,4213,3563,227,136,102,169,28,3334,2887,144,90,71,122,17
0900909-040,5522,2437,794,2160,60,206,14,4163,2061,508,1472,42,148,9,6447,1877,1399,3261,123,55,0,4282,1666,698,1871,30,27,0,6175,1610,1419,3216,103,69,0,4240,1532,859,1813,26,22,0,5558,1600,1204,2666,101,187,5,4326,1393,842,1979,81,150,2
0900909-046,6275,3348,770,1947,59,283,5,4764,2798,489,1305,40,200,4,6230,2955,871,2311,52,320,0,4561,2566,379,1415,44,205,0,5777,2715,865,2165,63,288,0,4307,2355,379,1358,58,209,0,6556,2740,1094,2412,121,367,19,5233,2407,737,1801,96,278,18
0900909-131,6706,6262,185,110,19,133,1,5173,4893,103,77,12,87,1,6649,5994,309,347,0,0,0,5267,4758,165,348,0,0,0,6613,5987,278,333,0,0,0,5286,4823,163,298,0,0,0,6304,5711,269,121,44,131,3,5102,4692,166,92,31,96,3
0900909-075,7054,6231,301,158,16,355,3,5547,4998,193,110,13,238,3,7148,5884,307,175,17,778,0,5131,4697,95,63,19,269,0,7149,5775,329,221,17,811,0,5296,4734,106,75,19,373,0,6954,5577,517,279,75,515,10,5659,4656,352,206,60,378,8
0900909-077,9607,8487,452,257,45,396,11,7728,6964,300,167,29,273,8,9950,8475,745,227,144,499,1,8008,7006,614,63,30,257,0,10087,8665,715,181,138,532,2,8149,7140,570,85,25,293,0,9485,7930,655,330,91,410,16,7847,6729,468,210,73,307,9
0900909-076,3608,2994,167,135,17,301,3,2787,2396,105,84,11,192,2,4279,3613,345,46,0,274,0,3276,2842,256,16,0,164,0,4121,3325,303,50,0,444,0,3219,2722,232,16,0,245,0,3665,2733,250,181,25,460,0,2942,2253,177,129,19,336,0
0900909-024,5000,3278,992,654,45,134,5,3875,2765,658,371,33,89,3,5315,2673,1887,468,72,374,53,3291,1979,833,294,50,98,0,5006,2437,1629,702,98,486,0,3368,2025,803,356,75,103,0,4856,2381,1436,996,77,119,10,3791,2085,1005,653,45,90,8
0900909-025,1452,950,290,190,12,40,3,1125,803,192,108,9,26,2,1227,890,263,66,6,4,0,1093,813,210,65,4,1,0,1472,879,267,230,6,4,0,1325,796,205,317,4,1,0,1385,985,235,134,24,20,3,1158,881,149,93,20,19,2
0900909-193,5177,4761,211,146,24,55,3,3997,3744,124,89,15,33,2,5107,4209,459,305,0,151,10,4127,3559,241,189,0,130,0,5195,4217,507,324,0,174,17,4151,3498,297,221,0,150,0,5093,4401,310,215,72,91,6,4126,3664,206,135,55,60,3
0900909-159,5234,3546,928,649,34,134,11,4253,3051,624,481,23,103,7,4913,2878,1222,728,26,133,1,3558,2568,535,362,25,92,0,5026,3087,1149,850,0,147,1,3761,2758,512,388,0,101,0,5460,2977,1333,1015,92,155,20,4389,2677,865,704,75,132,17
0900909-179,6503,1338,3458,1744,114,156,33,4657,1152,2303,1181,80,125,23,6190,1308,3264,1653,69,140,13,4269,1158,1970,1098,23,29,0,6258,1302,3270,1747,60,64,24,4309,1192,1918,1148,15,22,0,7427,1112,4290,2026,261,228,39,5564,1035,3021,1426,189,163,31
0900909-178,3366,912,1604,854,63,79,15,2415,782,1060,553,38,59,10,3280,691,2015,619,40,74,0,2076,631,1148,185,38,71,0,3210,712,1783,646,51,68,0,1982,614,1017,234,48,58,0,3338,699,1757,875,87,85,15,2374,601,1152,556,49,69,13
0900909-161,7819,5508,1238,890,70,171,18,6252,4716,796,582,45,119,13,9076,5201,2631,1250,32,175,6,6314,4260,1392,570,32,94,0,9246,5072,2738,1606,3,136,9,6748,4065,1705,918,3,57,0,8244,4307,2220,1463,134,202,17,6545,3768,1498,1035,91,155,12
0900909-163,6839,900,3038,3113,125,36,40,4689,779,1890,2102,90,30,23,6609,1034,3407,2217,151,95,6,3962,719,1859,1320,64,27,0,6368,1005,3210,2218,112,109,7,3900,764,1748,1298,47,41,0,7101,598,4038,2735,170,92,16,4905,482,2560,1963,104,64,12
0900909-083,4048,3331,291,288,21,127,1,3074,2610,183,189,14,81,1,4132,3042,421,567,7,94,0,3104,2378,246,446,4,28,0,4371,3152,436,674,5,104,0,3383,2528,274,539,4,42,0,3775,2734,464,340,46,140,8,3035,2286,313,246,29,97,6
0900909-081,5388,4247,632,315,24,159,11,4035,3314,393,185,17,98,8,5487,4236,589,489,0,158,0,4115,3311,432,287,0,86,0,5705,4388,715,361,0,225,0,4308,3488,533,137,0,142,0,5542,3615,902,606,106,135,2,4264,2985,569,398,66,92,2
0900909-003,2757,1860,502,337,17,70,6,2122,1532,319,215,13,52,5,2511,1444,569,465,0,71,0,2081,1411,385,260,0,25,0,2317,1393,349,508,0,115,0,2105,1411,312,318,0,70,0,2875,1457,757,607,79,97,1,2244,1291,507,378,52,62,1
0900909-002,2812,1849,498,413,18,77,12,2064,1484,281,244,11,58,9,2948,1541,872,658,2,38,0,2128,1311,496,295,2,21,0,3193,1435,1073,852,3,25,0,2103,1136,612,351,3,3,0,2730,1392,684,652,43,42,0,2123,1209,453,424,31,37,0
0900909-080,2554,2029,255,201,18,67,3,1948,1631,148,115,13,47,3,2113,1623,226,241,17,2,0,1647,1355,155,133,0,1,0,2273,1537,340,369,25,3,0,1701,1299,237,162,0,1,0,2559,1713,393,265,37,96,0,1974,1444,240,142,24,64,0
0900909-079,5579,4428,542,330,41,238,6,4253,3512,338,207,30,162,6,5777,4067,598,1123,10,135,0,4132,3194,452,359,0,0,0,5406,3772,656,964,1,143,0,4034,3099,464,353,0,0,0,5375,3578,943,611,83,125,7,4166,3002,569,382,64,83,3
0900909-065,7226,5041,1486,606,56,180,14,5602,4180,940,373,40,140,9,7843,5511,1968,199,217,7,0,6212,4544,1473,121,52,0,0,7506,5021,1755,516,200,90,0,5569,3978,1310,185,52,30,0,6962,4161,1934,768,109,172,5,5547,3607,1302,545,76,128,2
0900909-064,7145,5089,1179,647,64,274,8,5695,4293,790,438,43,192,5,8394,5918,1390,887,38,265,2,6377,4755,856,719,0,50,1,7931,5588,1383,745,28,263,2,6035,4543,887,539,0,61,1,7267,4259,1785,884,200,356,11,5900,3754,1235,623,151,262,9
0900909-054,4702,2679,1473,568,76,76,4,3641,2288,982,363,41,51,3,5336,2932,1404,957,135,12,0,4127,2441,1005,632,53,0,0,4983,2657,1584,692,141,14,0,3919,2215,1085,560,58,0,0,4677,2157,1798,705,81,93,16,3690,1884,1282,495,65,68,10
0900909-056,7303,2844,3394,1161,134,155,6,5115,2319,2099,710,90,99,3,6031,2484,2587,1097,49,66,10,4560,2124,1653,739,0,41,0,6063,2341,2820,1187,49,55,12,4326,1936,1752,619,4,15,0,7838,2258,4386,1383,217,106,18,5701,1883,2947,895,169,78,13
0900909-032,5569,4392,770,223,29,176,1,4482,3664,510,164,18,135,0,5881,4299,1187,28,0,360,0,4477,3635,656,30,0,161,0,5872,3976,1434,65,0,390,0,4255,3367,673,52,0,158,0,5698,3603,1403,437,89,263,4,4643,3149,961,304,63,217,1
0900909-028,6652,5626,658,193,43,176,1,5517,4838,421,112,29,137,1,6565,4864,1103,492,60,115,0,5144,4336,512,173,60,50,0,6829,5067,1148,502,58,119,0,5433,4555,509,270,60,42,0,6031,4597,874,344,93,181,4,5123,4089,605,246,81,135,4
0900909-027,5998,4869,617,199,48,307,0,4788,4051,387,127,29,212,0,5784,4214,1083,303,1,212,0,4569,3648,588,176,4,153,0,5485,3905,1033,271,9,204,25,4338,3436,514,178,0,189,25,5825,3905,1150,425,70,334,5,4824,3449,787,292,59,267,4
0900909-194,7536,6374,239,179,29,721,5,5750,4970,144,120,18,492,4,7567,5759,414,270,127,1158,0,5429,4608,217,129,0,479,0,7519,5722,433,288,120,1115,0,5424,4535,266,155,0,475,0,7558,5503,455,330,75,1137,9,5859,4470,280,235,50,778,7
0900909-195,1454,1231,45,35,6,140,1,1110,960,30,26,3,96,1,1301,872,82,18,14,326,0,816,687,58,15,0,56,0,1308,854,72,20,14,352,0,791,640,43,15,0,94,0,1529,1122,92,57,17,234,1,1110,861,54,34,17,147,1
0900909-138,7543,6602,215,129,23,569,3,5747,5133,138,74,15,376,3,7494,6508,160,199,0,613,0,5614,5091,125,127,0,267,0,7518,6551,111,214,0,629,0,5576,5040,81,158,0,282,0,7879,6209,424,229,76,903,6,6162,5014,252,153,55,639,4
0900909-152,2981,2664,118,45,16,150,0,2353,2130,81,33,9,99,0,2890,2546,133,113,4,105,0,2433,2198,61,94,0,77,0,3227,2783,154,124,3,119,55,2769,2437,75,108,0,90,0,3152,2596,275,78,25,163,8,2593,2218,194,51,19,97,5
0900909-151,6144,4942,934,120,39,152,0,4903,4087,621,91,31,104,0,6101,5107,758,55,5,190,0,4718,4306,232,40,0,139,0,5917,4773,900,54,7,189,0,4548,4034,317,48,0,143,0,6176,4614,934,273,103,267,22,4878,3851,611,173,82,164,11
0900909-034,4003,3690,135,44,16,111,0,3105,2914,90,29,13,63,0,3783,3336,401,101,1,16,0,2878,2583,256,29,0,7,0,3898,3412,388,128,1,50,0,2980,2676,232,49,0,21,0,4123,3592,226,76,44,161,6,3371,3033,146,63,27,94,5
0900909-036,5106,4715,165,58,13,172,2,3706,3473,98,34,9,95,0,5185,4474,291,26,16,352,25,3738,3365,113,27,15,194,25,5087,4382,303,25,16,357,0,3656,3327,116,24,15,172,0,4822,4180,192,93,28,293,2,3663,3233,126,62,20,190,0
0900909-035,4821,4435,190,38,12,152,0,3736,3497,113,25,9,93,0,4637,4164,83,201,0,205,0,3549,3195,74,165,0,115,0,4669,4169,128,164,0,209,0,3580,3242,80,147,0,112,0,4821,4093,314,94,61,212,3,3801,3330,187,61,47,138,0
0900909-084,3836,3234,346,189,15,68,0,3015,2626,222,109,8,40,0,3678,2565,472,331,81,467,0,2357,1993,239,109,0,13,0,3585,2403,538,490,82,338,0,2542,1914,288,331,13,13,0,3954,2685,608,405,60,122,5,3205,2326,413,280,47,78,5
0900909-008,6049,5515,300,121,13,108,11,4672,4329,187,83,11,70,3,6115,5746,174,153,28,42,28,4610,4395,75,130,0,0,0,6168,5649,367,128,29,24,29,4715,4425,180,115,0,0,0,6000,5126,413,203,75,109,4,4884,4282,275,126,60,75,4
0900909-144,7967,6896,567,255,59,245,9,6278,5560,368,168,45,162,6,8449,6266,1692,394,41,148,0,6352,5045,1006,231,0,73,0,8180,6015,1550,432,50,252,0,6103,4960,778,250,0,117,0,7870,6182,862,448,127,269,6,6371,5181,563,324,86,181,2
0900909-146,5204,4606,309,196,38,95,1,4078,3683,198,121,22,67,1,5305,4484,677,187,0,53,0,4114,3590,423,54,0,50,0,5512,4589,836,262,22,42,0,4137,3648,414,32,0,44,0,5542,4349,615,388,81,136,10,4471,3630,424,256,46,103,4
0900909-110,4497,350,3347,916,61,28,3,3039,283,2227,598,36,17,3,4740,329,3647,903,10,1,0,2277,227,1666,379,0,1,0,4682,275,3614,1011,10,12,0,2158,189,1614,342,0,11,0,4528,303,3458,852,200,63,11,3093,244,2319,552,126,49,6
