GEOID20,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2016_sen,D_2016_sen,R_2016_sen
16027271258,1458,320,1101,1448,345,1056,1070,230,836,1077,291,784,1093,295,774,1230,176,892,1190,211,876
16027271257,1440,580,805,1424,622,730,986,449,529,988,496,484,999,519,454,1075,351,576,1081,360,633
16027279002,828,127,690,819,132,657,534,66,464,541,95,448,541,85,452,588,64,469,587,61,470
16027271012,1970,604,1271,1954,662,1193,1201,399,787,1214,466,739,1225,486,705,1422,365,896,1416,347,957
16027271130,1963,470,1442,1942,465,1417,1249,309,935,1252,374,880,1266,364,886,1352,270,936,1350,277,963
16027271262,1583,554,974,1575,565,931,1150,416,742,1155,506,652,1186,506,654,1432,399,861,1425,401,944
16027271138,621,78,538,615,98,497,411,52,358,412,61,350,414,52,350,529,52,448,520,51,408
16027271009,1443,542,851,1419,557,781,1011,394,619,1023,470,557,1035,472,540,1248,387,715,1239,345,803
16027271374,2746,737,1933,2720,717,1914,1548,401,1154,1579,514,1065,1589,485,1079,1691,356,1131,1673,365,1209
16017171014,787,320,451,775,300,447,535,216,322,543,233,309,549,236,303,618,238,339,608,233,362
16049497009,308,34,260,301,22,260,198,28,169,203,31,172,205,31,165,204,36,156,203,38,146
16011113107,1092,83,980,1102,119,930,668,92,572,672,123,560,677,114,553,910,77,670,920,118,733
16011113120,1044,877,131,959,867,85,591,518,71,600,526,71,634,591,32,743,573,94,721,384,322
16011113118,535,57,462,545,71,444,375,58,302,380,77,282,377,58,287,459,41,343,448,49,343
16011113116,342,23,314,354,55,290,223,30,193,223,32,193,223,36,179,292,21,228,292,44,223
16011113121,1285,163,1084,1297,160,1069,698,96,595,703,148,552,708,108,569,1057,112,736,1047,108,836
16011113122,753,127,622,745,116,590,534,115,418,541,140,402,550,130,402,648,88,473,648,106,502
16011113105,880,207,642,879,246,588,640,252,387,644,266,380,649,255,367,765,198,429,768,214,488
16011113109,930,176,733,926,180,706,597,150,452,606,169,443,609,157,437,735,117,496,737,120,540
16011113115,1084,365,676,1034,340,659,554,146,395,552,152,380,560,119,395,807,204,515,756,146,561
16027271380,1888,531,1305,1867,546,1244,1301,348,963,1316,436,879,1336,444,874,1505,389,952,1491,379,1043
16041413208,412,43,366,397,36,345,253,28,226,254,29,222,254,21,220,373,6,249,373,13,332
16041413210,726,64,644,723,53,613,335,35,299,336,40,297,340,40,269,517,34,359,509,39,426
16041413209,465,55,404,470,50,408,252,27,229,265,33,224,265,27,224,384,33,284,382,33,319
16047472603,1371,225,1111,1363,228,1081,1040,156,875,1039,208,829,1045,205,822,1183,139,909,1176,125,969
16047472606,334,93,234,339,95,228,254,57,191,248,63,184,257,69,174,306,49,215,304,54,227
16047472601,549,151,380,556,167,362,340,103,237,348,119,224,355,121,215,413,95,279,419,95,291
16041413212,180,12,164,182,15,157,109,13,92,114,16,92,114,15,87,156,5,113,156,9,133
16047472602,697,190,481,699,215,455,446,130,312,454,155,296,456,164,278,534,121,359,541,122,378
16083832514,836,182,633,825,188,586,543,124,416,550,164,388,551,148,383,715,97,518,708,115,518
16011113110,832,67,740,839,68,730,538,70,461,543,96,446,541,93,429,712,53,541,710,92,560
16069696026,1593,1358,214,1568,1373,185,804,633,164,805,656,138,804,666,131,734,479,201,737,432,295
16069696028,421,91,319,425,100,315,300,73,224,302,76,224,311,81,222,348,70,256,357,76,264
16069696003,759,309,421,724,281,410,582,282,299,591,316,271,595,300,284,726,260,348,727,245,449
16069696004,718,241,441,710,207,457,471,222,254,475,228,244,475,228,232,596,214,313,596,195,370
16005052931,391,222,150,382,226,143,370,230,142,381,262,118,390,259,119,474,252,124,473,284,158
16005052910,822,278,492,844,338,457,587,254,332,596,293,301,596,275,308,749,207,419,752,253,448
16005052914,798,335,417,795,355,394,549,272,280,556,287,271,565,288,268,696,227,353,689,270,367
16069696029,255,63,187,245,59,180,164,42,123,164,49,117,167,49,109,226,58,150,230,58,157
16069696008,822,261,553,820,233,553,777,269,503,790,307,483,794,278,502,877,280,525,886,234,644
16069696025,647,131,501,646,114,516,452,91,366,452,93,362,459,79,372,511,82,377,513,93,409
16069696032,208,95,101,208,96,104,149,55,91,153,67,85,157,74,85,188,54,123,190,43,141
16083832503,720,113,584,723,143,540,506,101,406,506,147,361,513,117,383,578,120,404,585,132,414
16039392310,762,202,528,736,245,452,545,184,357,548,217,335,564,224,334,695,156,454,671,158,467
16039392309,963,361,574,915,346,525,671,204,461,683,236,444,684,237,423,850,203,547,830,158,628
16039392317,280,64,216,280,70,210,78,7,67,78,4,67,79,7,67,117,12,99,116,15,81
16039392307,118,26,87,113,30,76,177,42,139,182,50,137,187,50,125,230,50,152,237,56,157
16087879008,631,93,521,626,103,512,448,75,383,457,81,384,463,81,385,502,64,398,495,72,397
16053532503,427,44,372,441,52,375,383,50,320,383,61,313,388,52,313,433,52,330,435,62,329
16053532502,624,123,492,632,134,469,338,61,271,343,72,260,343,68,259,435,61,323,435,68,324
16053532504,1407,230,1145,1419,286,1071,1086,187,901,1096,258,836,1101,238,844,1257,192,948,1244,176,948
16041413214,294,14,277,295,17,260,194,11,173,194,14,172,200,11,175,264,11,218,266,16,231
16039392303,178,16,160,188,20,163,57,6,54,58,6,54,58,3,54,65,6,54,63,1,56
16057575009,408,211,174,412,199,207,545,289,256,546,338,211,556,320,229,589,328,168,596,291,287
16057575010,585,321,229,587,346,216,598,344,254,614,395,213,626,387,225,610,316,178,631,317,292
16057575032,117,23,94,116,21,93,115,42,80,130,53,76,130,44,77,130,44,69,134,58,71
16041413215,542,19,516,542,15,500,333,18,312,335,32,306,342,11,312,440,3,312,446,17,391
16085858002,2171,840,1289,2172,852,1268,1580,618,977,1599,723,900,1625,692,928,1546,489,908,1546,492,970
16085858003,661,149,509,662,155,484,408,72,304,414,106,293,414,109,290,429,68,323,429,68,330
16085858006,50,12,38,50,11,39,73,14,54,70,16,51,73,12,58,61,14,46,63,12,46
16085858004,1505,777,696,1498,758,694,1048,533,509,1075,592,475,1081,588,462,1202,547,540,1193,501,655
16051513507,1126,132,965,1118,123,919,616,108,497,613,135,469,620,118,474,834,87,619,821,105,643
16051513506,1225,96,1093,1220,115,1051,710,94,613,723,136,591,723,96,606,928,61,722,925,93,741
16007073207,154,12,139,148,15,128,91,8,86,95,12,86,91,8,86,131,8,107,127,8,112
16007073211,378,30,345,376,32,325,233,24,210,230,26,199,230,20,199,308,17,262,308,22,265
16007072916,110,11,97,106,9,89,78,10,69,78,10,69,78,11,68,93,11,68,91,10,75
16007073212,220,17,201,222,13,197,146,10,131,146,13,130,150,8,131,196,11,139,197,17,162
16007072905,185,14,168,182,9,161,110,14,100,110,12,100,110,12,100,150,2,124,147,3,132
16019193037,730,108,608,740,121,603,540,84,439,556,131,421,565,97,453,667,113,472,642,106,478
16051513502,478,84,369,466,86,365,243,46,193,246,65,177,246,53,180,378,46,246,375,47,291
16051513510,314,39,269,312,31,268,233,40,191,230,39,191,233,39,183,278,14,200,271,23,216
16085858001,1561,893,628,1557,891,627,1209,708,496,1227,790,435,1240,790,440,1278,642,510,1264,622,626
16085858005,446,96,347,444,100,329,290,56,221,292,68,219,297,80,212,285,23,223,292,37,223
16085858008,590,180,395,574,182,377,391,98,275,393,111,259,398,131,250,439,86,311,437,107,304
16069696002,649,190,439,655,185,427,456,158,296,457,182,276,463,169,286,537,149,330,551,152,369
16069696014,634,103,511,645,122,506,440,128,311,434,138,293,448,144,298,598,149,385,609,142,447
16057575014,447,278,143,452,288,146,480,323,158,480,350,132,487,347,132,569,331,105,580,365,202
16057575006,920,624,259,897,619,253,690,471,220,716,539,180,731,533,193,696,408,147,723,441,265
16057575011,435,236,164,447,247,176,549,366,184,555,394,162,566,390,167,612,353,128,626,380,236
16057575007,1207,708,437,1179,693,447,812,458,350,813,501,309,833,519,301,884,394,317,897,417,434
16057575027,1047,268,764,1107,316,755,655,211,444,653,237,412,659,238,405,739,195,495,757,200,540
16057575030,434,154,260,432,150,269,304,100,203,312,118,197,313,125,188,309,90,185,325,94,209
16045458006,1295,264,995,1292,277,961,907,187,717,907,206,694,914,188,713,1015,155,775,1008,174,747
16019193309,1391,525,807,1338,512,737,781,336,440,781,364,414,791,354,400,1042,292,559,1024,316,621
16019193310,1084,302,755,1053,275,720,751,226,519,790,301,488,805,263,519,1032,233,583,1017,244,711
16019193312,889,301,554,863,287,527,747,290,460,765,355,410,774,334,422,918,290,462,914,279,584
16019193311,1228,530,639,1194,538,586,749,371,370,776,435,341,798,437,328,946,341,436,917,343,480
16019193013,1269,458,768,1219,443,704,703,248,458,725,310,413,751,284,440,966,258,516,929,254,612
16019193021,1402,437,921,1382,404,929,870,257,607,891,335,557,904,298,578,1150,241,689,1119,217,814
16019193305,1086,379,641,1083,423,596,610,236,387,643,274,364,649,262,347,827,216,440,833,223,533
16019193022,1263,341,872,1232,317,827,672,159,513,682,189,491,699,183,493,926,141,579,927,157,697
16045458013,154,35,119,150,35,111,104,26,82,105,27,80,112,27,82,118,20,87,123,26,83
16045458008,1039,152,877,1019,149,835,681,93,588,693,119,579,717,127,578,775,78,615,774,88,602
16057575031,283,108,169,264,75,187,211,59,146,202,70,132,210,66,139,229,47,163,225,44,173
16045458011,734,90,636,729,102,607,573,101,471,578,113,468,594,106,478,628,81,469,629,123,468
16045458012,696,129,559,696,130,543,501,91,404,501,119,384,513,102,404,538,89,427,536,91,385
16045458009,843,78,754,844,92,708,599,90,500,611,94,506,615,92,506,704,79,532,666,109,489
16069696001,736,368,340,702,314,349,341,194,149,341,210,127,350,199,139,460,177,233,464,172,268
16069696024,621,119,497,625,118,488,504,112,389,514,140,372,512,125,381,574,104,414,576,83,471
16005052862,535,64,462,557,92,436,401,79,334,416,104,315,417,82,315,567,36,387,574,107,417
16057575013,401,228,150,390,220,156,421,270,151,422,301,119,422,289,126,454,275,103,461,267,183
16043433510,672,98,560,684,116,542,481,74,410,484,102,380,487,89,383,571,58,388,578,78,443
16069696012,368,103,253,370,103,241,274,94,180,274,96,178,278,90,177,322,82,199,315,88,218
16005052918,808,283,495,805,299,473,644,264,381,657,303,353,663,295,346,705,206,357,704,215,442
16005052856,674,210,438,679,212,429,565,228,336,560,240,319,570,236,330,620,155,387,624,173,423
16045458001,745,188,534,726,206,481,418,128,287,427,160,277,439,157,281,523,110,365,521,116,365
16045458007,497,112,373,493,104,379,408,71,334,408,88,316,410,72,331,483,72,372,472,72,362
16087879011,432,62,361,429,69,354,296,36,258,296,54,245,302,64,244,343,38,260,346,38,269
16087879004,527,150,362,530,157,365,405,108,300,407,143,263,411,149,262,448,113,274,452,113,323
16087879001,606,107,490,610,117,475,424,64,359,428,105,330,430,95,338,500,64,403,500,79,385
16087879007,517,35,477,524,39,469,391,18,347,391,19,346,398,18,344,437,13,403,428,18,346
16057575025,128,17,98,126,16,106,75,7,67,72,12,59,75,13,56,85,5,71,85,10,71
16087879002,473,128,333,472,137,320,327,93,229,329,111,219,338,108,224,406,103,267,402,104,269
16087879009,521,156,351,518,157,339,354,121,230,356,141,214,362,141,213,441,110,287,425,110,269
16039392314,561,111,417,568,135,402,561,146,414,568,178,394,582,184,388,641,144,424,641,122,466
16039392318,289,64,222,292,70,210,67,14,57,75,18,59,74,14,57,103,7,81,97,8,67
16081813201,1460,583,847,1482,603,852,862,321,552,865,336,533,897,320,549,1051,327,588,1036,307,677
16019193045,2256,489,1699,2251,491,1651,968,222,746,985,259,728,1002,251,703,1197,156,784,1196,179,912
16019193039,1154,133,984,1155,161,934,664,86,581,700,128,565,707,114,575,900,67,636,884,107,691
16019193304,1010,362,610,971,322,608,753,244,505,764,281,480,773,255,491,840,178,491,834,168,576
16019193038,924,180,726,935,180,719,661,166,505,682,213,481,702,193,504,823,166,517,813,152,604
16019193314,734,297,387,711,287,373,584,224,351,593,278,311,595,238,335,723,209,358,705,237,417
16053532501,958,146,773,957,151,744,510,75,413,515,108,397,516,86,397,668,75,522,668,86,510
16053532505,831,238,577,811,248,533,584,138,432,589,185,399,597,164,414,717,140,472,721,128,536
16053532507,951,264,676,928,266,614,586,143,424,591,166,409,593,171,395,753,158,517,757,131,567
16019193454,498,49,444,489,45,428,306,22,281,315,30,281,324,34,281,445,24,360,438,33,360
16019193050,1204,248,931,1188,220,893,770,171,600,797,207,592,798,193,575,1043,149,687,1037,156,790
16019193049,1141,378,709,1106,360,676,633,204,431,639,237,399,642,217,401,919,186,517,912,190,633
16019193453,853,162,660,835,147,653,545,113,431,550,154,397,550,126,408,733,97,475,711,90,569
16019193323,1055,292,730,1052,288,717,676,174,499,698,226,473,709,193,504,832,172,488,794,145,584
16081813202,636,282,341,670,324,313,533,218,306,537,263,283,549,263,283,562,188,287,574,196,350
16055553065,985,269,693,977,252,697,653,165,486,656,185,470,663,173,484,706,159,499,699,123,547
16055554062,663,290,357,656,267,368,426,168,255,435,196,239,442,181,253,501,166,284,502,145,339
16055552061,1747,457,1258,1727,440,1235,997,253,735,1015,284,719,1018,268,723,1156,274,770,1157,252,849
16055554048,733,271,445,710,250,417,473,204,269,476,212,266,473,184,270,597,174,364,599,174,385
16055554039,2654,784,1799,2629,734,1808,1444,420,1024,1471,478,988,1490,464,990,1827,438,1203,1821,406,1345
16055554054,876,450,401,859,437,395,595,329,266,603,357,246,605,357,240,699,323,293,715,332,360
16055553010,1202,235,928,1176,218,889,776,188,588,779,197,581,786,190,570,441,62,347,433,61,345
16055554046,1399,451,910,1385,434,887,894,256,635,897,296,599,907,279,610,1095,293,710,1105,280,779
16039392315,1231,329,845,1200,346,782,972,292,677,983,337,650,983,327,626,1203,256,820,1180,242,851
16079797010,802,191,602,784,189,576,563,177,385,569,183,383,573,165,401,643,137,463,650,149,479
16055552018,2130,471,1591,2110,440,1554,1220,281,939,1229,332,904,1243,334,885,1436,246,1063,1441,257,1117
16055553034,1353,350,966,1336,319,959,858,224,636,864,249,612,871,229,620,1047,217,739,1032,217,782
16055553033,671,181,469,647,172,443,408,109,301,412,126,289,418,113,295,512,122,347,509,101,385
16019193040,1542,421,1063,1516,432,997,687,181,504,698,229,473,704,230,457,1063,206,624,1044,235,729
16055553011,1311,261,998,1292,257,959,714,186,529,715,183,535,716,195,512,927,180,663,926,173,702
16055552012,800,136,648,778,134,602,545,155,388,556,164,392,558,159,387,665,113,512,656,128,485
16055553008,2983,611,2323,2902,587,2187,1496,343,1147,1515,377,1141,1518,358,1142,1780,319,1332,1764,296,1387
16007073206,92,18,73,92,14,77,62,12,52,62,14,51,64,12,52,78,7,52,78,7,68
16007073203,459,53,401,464,68,376,262,54,210,262,55,208,263,49,205,387,47,290,392,44,306
16043433507,259,27,231,258,23,220,163,4,153,164,22,142,164,17,139,203,6,163,203,8,180
16043433515,702,54,629,710,59,631,462,48,414,467,74,392,467,47,408,571,21,453,580,62,464
16043433513,423,54,353,429,69,335,285,48,236,285,50,229,285,48,218,372,41,256,372,41,290
16087879006,341,79,257,341,72,260,280,61,216,281,77,204,284,77,203,296,53,209,292,50,218
16087879003,347,88,244,346,98,232,234,64,174,231,81,152,234,81,146,284,68,191,277,79,178
16087879005,434,114,308,442,130,297,292,87,202,295,98,196,299,104,189,331,67,230,326,87,206
16019193307,1184,537,576,1115,503,531,676,320,342,682,348,340,691,343,311,782,259,347,754,238,449
16019193324,902,230,645,889,203,667,843,257,582,860,309,548,862,257,596,828,206,473,822,173,599
16019193042,960,156,755,928,170,705,612,108,505,633,144,489,646,118,508,813,66,523,799,83,672
16019193255,718,164,531,705,188,484,370,83,275,774,127,634,789,110,643,417,75,288,402,79,290
16019193317,1106,365,703,1123,430,641,795,312,487,821,374,448,836,347,462,1037,305,532,1021,338,598
16019193318,1069,322,686,1108,407,639,790,257,536,804,322,479,822,299,501,1003,260,540,975,243,654
16019193319,1000,254,719,977,229,708,770,261,508,791,332,460,795,265,512,891,208,517,896,193,648
16019193051,924,187,719,908,177,707,613,125,491,623,150,471,627,150,460,812,114,531,811,120,622
16019193027,1050,277,737,1012,220,740,755,181,574,766,230,533,768,199,538,957,206,569,937,203,678
16019193001,1179,288,827,1163,311,797,738,231,501,749,280,473,755,256,474,932,169,550,938,191,652
16019193303,729,272,422,686,213,420,428,143,285,431,178,257,443,166,264,568,146,307,557,160,355
16019193320,1082,329,704,1061,328,666,605,201,404,622,261,361,635,239,365,925,186,553,906,233,610
16019193259,1330,210,1075,1302,178,1070,780,109,668,715,159,561,719,130,572,1067,125,739,1049,122,848
16019193326,1206,353,814,1169,331,794,841,227,612,871,313,559,885,281,594,963,223,578,934,188,698
16049497022,472,72,391,473,94,364,341,74,260,352,86,259,358,86,247,427,72,316,424,74,306
16049497008,224,38,179,215,30,183,162,34,130,161,36,124,169,27,140,187,34,143,194,23,161
16049497004,384,59,306,368,68,291,265,60,202,265,68,199,275,60,205,354,68,264,342,66,259
16049497020,180,101,75,169,83,81,88,35,57,88,35,57,88,25,59,103,27,64,103,27,74
16049497023,154,34,118,151,26,123,90,10,79,92,10,82,90,10,76,100,3,86,100,9,84
16049497019,1144,161,964,1133,173,914,805,153,657,821,169,654,826,163,637,958,134,760,935,138,696
16049497001,193,50,143,182,41,141,84,2,80,81,2,77,85,2,80,94,6,80,86,8,68
16053532509,653,188,453,649,196,427,421,133,284,422,154,269,421,141,268,542,129,354,540,116,394
16055552019,1297,344,914,1293,328,915,899,261,639,910,288,618,920,272,641,1010,267,657,1016,237,741
16055552001,1403,252,1110,1367,232,1065,1007,232,777,1007,236,767,1019,236,751,1257,225,935,1257,217,953
16055552007,2057,416,1593,1990,376,1520,1288,296,984,1302,340,959,1302,316,967,1566,324,1109,1548,273,1184
16055554055,703,339,342,688,316,350,504,267,235,509,281,224,521,279,229,589,259,253,587,252,300
16049497027,216,101,108,195,71,110,71,20,49,73,22,48,74,22,48,102,22,72,102,18,73
16049497015,227,30,192,224,26,185,470,36,433,161,36,119,162,40,114,212,25,168,206,35,141
16027271372,1303,424,839,1305,427,819,974,285,693,984,374,613,1004,354,633,1089,290,662,1097,306,721
16011113108,919,127,758,914,141,722,682,99,572,690,134,549,696,131,540,809,77,585,809,118,619
16011113103,701,137,545,712,160,527,546,159,387,559,182,378,563,172,366,602,131,346,609,135,393
16011113102,686,140,521,664,132,498,544,179,367,545,197,347,555,191,346,680,159,397,675,151,459
16011113111,566,137,414,565,137,413,332,76,254,332,89,240,329,77,240,454,65,311,451,68,352
16027271015,1089,466,582,1080,467,558,756,364,388,764,403,357,787,413,344,951,373,472,933,331,531
16039392316,898,234,633,885,251,604,684,173,508,687,221,468,702,206,479,863,184,588,853,198,585
16087879010,515,61,450,513,68,427,374,51,324,376,67,314,386,70,299,444,44,354,440,63,353
16005052926,477,284,157,474,309,143,453,309,146,477,346,121,480,342,120,438,251,98,458,287,147
16047472605,881,149,723,883,152,692,648,93,552,664,113,539,664,94,543,802,116,598,799,116,590
16047472607,1301,224,1064,1297,238,1001,987,179,796,983,228,757,1011,228,757,1094,168,822,1103,216,774
16047472604,917,224,666,902,240,623,633,181,449,634,210,418,634,206,418,849,206,553,849,205,602
16005052851,1054,283,728,1087,350,689,693,260,437,699,297,402,705,265,418,874,221,500,872,246,578
16005052868,87,4,81,84,6,75,63,6,48,62,6,48,63,6,48,73,5,61,69,6,52
16021211004,1467,207,1223,1451,206,1163,979,209,764,991,213,768,999,215,748,1254,185,956,1254,171,1010
16013132605,454,280,164,458,272,170,284,153,126,276,153,125,290,173,113,334,148,151,330,141,181
16063632605,297,35,256,297,47,239,219,19,195,220,35,192,220,19,192,260,15,205,259,26,207
16005052857,751,119,606,774,146,597,593,172,418,597,172,422,606,168,422,733,132,497,725,142,532
16005052855,996,315,653,987,341,605,664,227,437,671,260,409,683,259,408,815,188,460,814,198,579
16005052834,603,227,361,594,213,357,443,184,258,446,198,248,450,195,242,493,156,261,506,176,304
16075759006,1545,346,1167,1543,337,1141,885,206,676,894,234,653,896,232,650,1058,182,795,1052,170,802
16075759001,998,232,721,997,263,687,646,179,468,647,209,429,655,209,425,766,166,541,753,161,544
16001011801,1534,684,792,1511,708,755,1059,445,609,1091,548,543,1106,537,552,1182,394,609,1175,411,682
16001011515,835,346,454,819,340,447,624,216,407,634,270,362,642,248,387,720,229,405,684,198,448
16005052859,551,113,423,581,156,404,492,144,350,500,163,334,507,141,343,516,104,331,534,144,337
16005052840,400,116,267,389,118,247,330,130,199,336,158,181,337,140,189,397,115,216,401,137,250
16005052838,882,332,524,857,290,536,622,193,428,632,242,391,633,206,413,658,152,364,651,131,485
16001012212,1989,439,1483,1972,458,1431,1090,251,838,1107,316,787,1117,285,800,1160,231,805,1099,231,781
16017171017,1993,691,1247,1947,655,1220,1344,499,842,1363,537,824,1378,550,804,1444,394,931,1447,395,978
16017171001,1027,419,591,1019,392,598,688,271,413,699,301,390,712,307,394,824,271,474,818,263,520
16017171031,1034,257,748,1026,246,753,694,197,498,698,210,478,712,215,476,777,195,522,759,186,525
16017171003,1281,582,657,1270,571,650,870,438,426,879,468,408,890,471,405,999,406,490,994,374,577
16017171033,333,88,235,328,81,236,238,68,171,241,79,162,247,76,164,271,67,181,268,62,189
16001012112,2746,1143,1516,2730,1128,1476,1833,762,1074,1874,904,965,1891,871,975,2017,661,1113,1905,626,1173
16001011912,1020,906,95,1017,887,119,980,757,219,1009,881,129,1029,831,187,1032,794,139,993,781,213
16017177005,833,147,663,830,140,659,554,90,463,557,96,457,561,100,454,571,90,448,568,94,434
16017171032,376,69,294,368,68,283,244,59,184,245,59,187,247,61,179,347,51,277,339,53,267
16017177012,620,213,390,619,210,394,434,174,263,435,179,260,438,179,260,498,171,283,488,159,317
16017171004,477,92,380,472,85,369,295,79,231,295,79,231,331,79,229,376,61,283,379,68,279
16073732301,857,175,658,865,209,617,509,134,375,513,159,359,522,167,345,603,130,441,586,118,416
16001011804,273,104,159,269,101,160,187,67,116,188,87,102,191,77,110,123,25,86,114,30,68
16001011803,1162,444,677,1158,434,684,843,307,529,852,397,455,868,354,498,1030,315,571,984,297,632
16001012208,2970,750,2120,2958,777,2066,1549,428,1122,1571,522,1058,1616,534,1037,1855,400,1171,1704,375,1177
16001011608,1662,948,651,1649,982,597,1094,678,418,1132,759,366,1151,755,370,1096,452,490,1040,474,485
16001011602,1830,1087,690,1825,1083,690,1426,778,649,1450,936,508,1475,879,584,1470,736,545,1384,694,620
16001011503,1434,664,725,1432,648,732,1174,478,690,1192,606,588,1211,561,627,1248,477,628,1198,439,701
16001011507,1580,698,820,1563,699,814,1228,527,700,1244,642,606,1271,624,629,1352,439,688,1324,463,770
16001011812,1520,916,544,1519,925,546,1199,672,528,1225,814,406,1253,782,454,1246,664,430,1177,605,518
16001011808,1471,966,449,1479,983,444,1224,764,464,1270,892,377,1298,881,400,1259,708,388,1221,716,446
16067672704,819,134,667,809,144,620,573,114,463,573,134,441,568,112,441,732,109,550,721,98,552
16001012103,1691,642,1000,1675,630,992,1029,333,695,1056,459,594,1072,426,635,1085,318,640,1012,300,669
16013132614,1286,970,290,1292,954,307,1245,963,277,1252,1019,227,1255,1028,218,1232,934,218,1234,886,335
16013132611,898,599,268,902,622,252,800,512,291,813,560,256,826,594,217,838,514,239,848,480,342
16013132602,514,208,292,516,229,269,394,147,238,401,162,223,399,152,226,456,161,255,465,166,280
16001011401,1609,386,1191,1619,381,1208,1096,228,864,1116,316,804,1124,299,815,1175,202,854,1089,206,815
16001012105,1068,414,619,1078,407,639,817,266,555,842,353,483,855,347,494,916,287,503,862,264,555
16001011512,1143,563,547,1128,571,505,816,425,396,831,492,339,849,490,326,913,346,425,870,339,459
16001012203,1627,592,969,1601,614,894,1158,452,711,1172,514,656,1177,514,637,1327,314,805,1278,342,847
16075759009,1244,146,1068,1240,179,1020,848,140,689,854,184,668,857,171,667,990,112,788,972,122,756
16001012213,128,13,112,126,13,109,91,5,84,94,7,84,94,8,80,106,7,90,99,8,80
16001012006,2307,834,1413,2306,828,1405,1569,473,1097,1604,616,991,1639,589,1024,1755,443,1079,1699,443,1163
16017171009,603,233,355,610,237,360,421,182,241,419,202,211,422,199,216,408,163,213,407,152,247
16065653415,1889,334,1412,1858,268,1451,871,122,751,883,198,686,902,168,691,1569,119,812,1509,137,1282
16073732303,705,100,587,700,118,564,473,85,387,482,103,368,482,102,360,513,73,407,513,73,394
16023233504,474,61,407,471,68,376,358,53,295,361,72,278,362,73,267,436,39,320,438,57,319
16023233501,466,71,379,464,84,356,324,70,257,325,95,229,326,71,251,388,57,266,394,57,306
16037378006,244,69,168,242,64,172,128,18,101,129,18,105,128,18,101,143,18,105,133,18,100
16031312709,53,4,49,54,4,45,29,0,29,29,0,29,29,0,29,49,0,36,47,0,34
16031312717,399,34,359,399,38,349,263,17,243,264,27,235,264,12,235,383,20,315,378,22,320
16031312715,304,10,289,302,12,273,163,7,148,164,3,151,165,7,140,259,3,194,257,10,216
16031312703,662,141,486,663,146,474,425,92,329,431,114,309,432,106,301,574,100,359,562,92,425
16065653403,1190,119,1035,1193,95,1043,729,55,672,736,88,648,738,61,647,1020,52,682,1014,82,855
16065653401,340,15,318,350,22,312,246,13,230,247,31,217,249,32,209,337,9,249,339,27,284
16009095008,62,5,56,63,7,54,48,1,43,48,2,43,50,6,43,51,1,43,51,2,46
16031312710,767,80,672,765,90,644,501,52,440,501,68,430,515,59,434,644,41,520,642,52,518
16031312714,246,21,220,245,23,215,156,17,132,154,17,128,156,17,128,213,22,159,209,19,184
16027271131,1649,521,1066,1623,533,1010,1015,331,686,1030,377,651,1060,390,651,1257,294,800,1254,331,828
16027271011,561,220,325,553,225,288,370,167,198,379,181,186,384,201,171,492,195,241,494,171,289
16027271253,2304,614,1612,2271,610,1547,1389,367,1009,1401,458,935,1434,477,929,1491,289,1006,1458,292,1053
16011113112,739,65,655,766,103,637,476,60,419,502,75,414,502,60,418,670,50,506,661,62,539
16011113127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16011113114,1117,158,922,1142,176,912,660,121,535,661,142,520,668,136,520,932,81,641,932,122,721
16027271381,1800,516,1229,1800,531,1194,1352,344,1009,1359,434,928,1388,428,935,1654,360,1130,1657,392,1149
16027271378,1604,550,1000,1591,569,940,1184,398,784,1211,485,718,1222,503,688,1470,347,944,1451,347,993
16011113125,687,72,609,696,73,593,434,53,383,440,65,377,437,45,370,570,36,443,571,61,450
16051513503,2508,225,2200,2498,212,2188,1472,162,1320,1492,202,1282,1502,189,1266,2012,109,1458,1977,155,1658
16027271016,3177,922,2146,3144,978,2025,1835,532,1304,1853,645,1215,1891,676,1179,2122,439,1371,2099,463,1500
16027271255,1209,373,811,1195,359,794,946,269,676,952,317,633,970,317,638,1133,242,784,1116,239,791
16027271256,1114,354,732,1107,361,685,802,239,564,816,301,517,829,291,519,1003,245,636,1000,254,688
16027271373,1477,605,792,1456,645,718,1002,435,562,1031,520,516,1066,540,480,1179,373,652,1179,396,690
16027271013,1389,447,898,1384,452,890,1072,347,718,1077,423,655,1096,413,667,1306,385,797,1291,337,862
16027271249,1722,547,1116,1701,556,1044,903,312,594,920,333,586,920,359,540,1132,251,697,1115,262,757
16027271382,1655,469,1139,1641,473,1080,1005,250,758,1026,330,696,1045,338,688,1303,250,848,1278,257,942
16027271017,1338,443,852,1325,448,824,911,333,572,919,373,547,928,386,518,1068,335,593,1078,328,679
16027271140,1856,425,1381,1845,413,1366,1557,361,1195,1572,427,1138,1600,415,1151,1548,268,1099,1518,283,1119
16027271141,1606,386,1162,1591,411,1112,1386,334,1049,1422,385,1031,1438,426,991,1694,275,1176,1664,316,1174
