GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen
2400307-016,1588,863,713,1751.0,1045.0,564.0,1717.0,985.0,680.0
2400307-017,1470,712,742,1643.7,825.6,679.6,1614.5,804.3,752.4
2400307-018,1620,757,847,1683.0,817.0,728.0,1640.0,771.0,827.0
2400307-019,1835,753,1056,1523.7,585.2,816.0,1484.0,571.5,860.5
2400307-020,1243,692,539,1382.8,754.4,501.4,1324.8,706.4,541.4
2400307-021,1650,623,1009,1738.0,574.0,1063.0,1676.0,587.0,1040.0
2400307-022,1736,632,1086,1264.0,427.0,715.0,1244.0,430.0,792.0
2400307-023,1207,492,697,1022.0,395.3,531.1,992.6,357.7,605.6
2400307-024,1689,735,941,1813.2,901.6,777.6,1789.2,835.6,897.6
2400307-025,1573,711,832,1650.0,572.0,966.0,1630.0,662.0,925.0
2400307-026,1201,524,664,1222.5,573.3,549.9,1208.8,586.2,587.0
2400307-027,884,358,517,632.7,242.5,340.2,622.3,234.5,369.8
2400501-001,2853,2607,214,2275.0,2046.0,138.0,2216.0,1926.0,183.0
2400501-002,1324,1134,179,1217.0,1057.0,106.0,1189.0,1001.0,137.0
2400501-003,2394,1787,571,2150.0,1619.0,382.0,2102.0,1580.0,444.0
2400501-004,2189,1580,583,2073.8,1576.4,390.8,2066.0,1594.6,408.2
2400501-005,2621,2040,539,2498.0,2016.0,370.0,2446.0,1981.0,377.0
2400501-006,2760,2436,299,2620.0,2392.0,146.0,2595.0,2344.0,177.0
2400501-007,1302,883,396,1428.0,1025.0,307.0,1424.0,990.0,373.0
2400501-008,2771,1646,1056,2570.0,1566.0,770.0,2506.0,1480.0,891.0
2400501-009,2137,1572,532,2005.2,1355.6,498.2,1983.0,1338.5,559.8
2400501-010,2246,1274,920,2186.0,1306.0,661.0,2152.0,1265.0,775.0
2400501-011,1856,865,950,2272.0,1155.0,912.0,2234.0,1113.0,1045.0
2400501-012,2522,1175,1308,2460.0,1286.0,944.0,2411.0,1194.0,1092.0
2400501-013,2014,986,964,2099.0,1196.0,727.0,2056.0,1105.0,859.0
2400501-014,2045,899,1103,1629.0,764.0,715.0,1603.0,737.0,827.0
2400501-015,2163,1163,945,2128.0,1166.0,762.0,2095.0,1110.0,868.0
2400501-016,1605,736,835,1808.0,1001.0,722.0,1783.0,1022.0,738.0
2400501-017,2662,2465,182,2671.0,2387.0,192.0,2594.0,2296.0,207.0
2400502-001,1390,1355,33,1096.0,1016.0,49.0,1069.0,961.0,63.0
2400502-002,2465,2405,54,1589.0,1508.0,51.0,1554.0,1446.0,63.0
2400502-003,2013,1840,164,1621.0,1442.0,123.0,1590.0,1402.0,132.0
2400502-004,2410,2337,66,1917.1,1802.7,73.5,1889.8,1758.3,75.8
2400502-005,1637,1583,45,1238.9,1166.3,51.5,1221.2,1142.7,53.2
2400502-006,2507,2388,109,1823.0,1666.0,93.0,1800.0,1635.0,111.0
2400502-007,1750,1680,58,1482.0,1374.0,66.0,1457.0,1343.0,71.0
2400502-008,2347,2179,161,1834.0,1669.2,112.6,1789.7,1614.9,130.8
2400502-009,1442,1379,58,1450.0,1340.0,65.0,1436.0,1306.0,80.0
2400502-010,2803,2647,145,2173.0,2014.0,104.0,2140.0,1970.0,117.0
2400502-011,3117,2808,295,2654.0,2309.0,244.0,2621.0,2261.0,268.0
2400502-012,2964,2709,238,2171.0,1923.0,162.0,2139.0,1883.0,189.0
2400502-013,2538,2303,228,1943.0,1762.0,115.0,1901.0,1699.0,141.0
2400502-014,2977,2826,137,1942.0,1792.0,86.0,1920.0,1769.0,95.0
2400502-015,2698,2379,300,2495.0,2231.0,184.0,2408.0,2082.0,243.0
2400502-016,1108,999,106,876.0,783.0,75.0,866.0,774.0,67.0
2400502-017,2064,1931,124,1695.0,1548.0,92.0,1658.0,1505.0,97.0
2400502-018,1117,996,112,886.0,732.0,122.0,880.0,721.0,130.0
2400502-019,854,444,390,1063.0,476.0,511.0,1047.0,494.0,524.0
2400502-020,600,492,104,567.0,437.0,100.0,555.0,435.0,99.0
2400502-021,763,355,397,971.0,407.0,494.0,947.0,418.0,504.0
2400502-022,15,11,4,31.0,24.0,6.0,31.0,24.0,4.0
2400502-023,405,335,69,359.0,280.0,64.0,365.0,302.0,46.0
2400502-024,2069,1946,119,1626.0,1474.0,100.0,1602.0,1455.0,103.0
2400502-025,512,371,135,723.0,586.8,129.4,711.3,575.1,136.2
2400502-026,1632,1214,397,1557.0,1213.0,253.0,1528.0,1181.0,273.0
2400502-027,1475,1303,167,1455.0,1255.0,138.0,1430.0,1239.0,148.0
2400502-028,166,160,4,190.0,182.0,3.0,186.0,178.0,4.0
2400502-029,1996,1642,337,1710.0,1484.0,169.0,1688.0,1452.0,185.0
2400503-001,2697,2502,182,2062.0,1865.0,137.0,2041.0,1838.0,149.0
2400503-002,1764,1343,394,1778.0,1502.0,219.0,1770.0,1502.0,215.0
2400503-003,1898,1713,171,1798.0,1614.0,115.0,1792.0,1596.0,146.0
2400503-004,1341,1015,301,1430.0,1129.0,218.0,1421.0,1087.0,264.0
2400503-005,2137,1560,545,1767.0,1279.0,382.0,1753.0,1286.0,400.0
2400503-006,2017,1155,855,1773.0,1109.0,569.0,1740.0,1063.0,646.0
2400503-007,2390,1021,1347,2865.0,1313.0,1339.0,2886.0,1544.0,1307.0
2400503-008,2234,1322,884,2365.0,1542.0,688.0,2304.0,1468.0,775.0
2400503-009,2294,1529,735,2923.0,1978.0,767.0,2876.0,1910.0,848.0
2400503-010,2412,1405,980,2212.0,1502.0,592.0,2177.0,1446.0,690.0
2400503-011,2307,1496,789,2105.0,1486.0,509.0,2068.0,1436.0,578.0
2400503-012,1646,1225,407,1607.0,1234.0,294.0,1575.0,1202.0,318.0
2400503-013,1687,938,739,1354.0,781.0,470.0,1327.0,713.0,574.0
2400503-014,950,438,502,924.0,498.0,375.0,1006.0,715.0,274.0
2400504-001,2623,1856,732,3134.1,2305.8,655.1,3084.8,2236.5,712.2
2400504-002,2316,1693,587,2294.0,1672.0,498.0,2261.0,1645.0,534.0
2400504-003,2310,1307,983,2106.0,1286.0,689.0,2065.0,1222.0,800.0
2400504-004,2837,1727,1056,2582.0,1679.0,734.0,2519.0,1586.0,832.0
2400504-005,1895,1101,768,1844.0,1174.0,537.0,1823.0,1194.0,580.0
2400504-006,1896,1165,703,1872.0,1198.0,566.0,1877.0,1241.0,560.0
2400504-007,2612,1483,1088,2702.0,1662.0,891.0,2669.0,1675.0,921.0
2400504-008,2806,1506,1257,2330.0,1269.0,860.0,2310.0,1231.0,979.0
2400504-009,1310,486,791,1624.5,577.1,911.2,1590.5,566.0,967.4
2400504-010,1357,902,439,1269.0,857.0,363.0,1241.0,805.0,377.0
2400504-011,324,145,176,332.3,143.6,157.8,328.3,132.6,183.7
2400504-012,2029,1380,621,1853.9,1339.2,422.9,1830.1,1297.5,458.8
2400504-013,410,187,216,553.0,280.0,231.0,535.0,249.0,270.0
2400504-014,2133,1815,297,1862.0,1573.0,210.0,1833.0,1536.0,225.0
2400505-001,2562,855,1657,2927.0,920.0,1808.0,2886.0,841.0,1951.0
2400506-001,1424,464,923,1746.0,499.0,1132.0,1730.0,470.0,1209.0
2400506-002,1686,550,1092,2138.0,610.0,1393.0,2113.0,621.0,1435.0
2400507-001,2255,704,1497,2869.0,833.0,1878.0,2835.0,839.0,1927.0
2400507-002,776,258,499,1156.0,365.0,714.0,1148.0,355.0,756.0
2400507-003,1968,725,1208,2178.0,767.0,1251.0,2141.0,732.0,1347.0
2400508-001,1756,742,980,1918.0,783.0,975.0,1900.0,739.0,1103.0
2400508-002,2595,951,1619,2346.0,1002.0,1207.0,2296.0,900.0,1344.0
2400508-003,1200,524,649,1277.0,601.0,549.0,1252.0,539.0,648.0
2400508-004,1992,832,1128,2196.0,1029.0,985.0,2139.0,870.0,1195.0
2400508-005,2022,1403,589,2072.5,1380.3,565.8,2020.7,1330.0,624.5
2400508-006,981,640,323,926.0,698.3,173.6,898.0,664.9,196.7
2400508-007,1107,585,500,1121.8,698.1,339.0,1100.5,664.1,389.7
2400508-008,1623,762,844,1210.0,589.0,529.0,1180.0,504.0,652.0
2400508-009,2019,869,1121,2418.0,1172.0,1056.0,2361.0,1054.0,1262.0
2400508-010,1888,737,1130,1850.0,906.0,801.0,1794.0,774.0,950.0
2400508-011,1537,841,665,1992.7,1171.3,686.6,1955.8,1089.0,771.1
2400508-012,2161,853,1276,2061.0,1017.0,877.0,2033.0,940.0,1039.0
2400508-013,1958,754,1167,2236.0,1143.0,925.0,2220.0,1090.0,1039.0
2400508-014,1411,647,734,1572.4,788.9,673.4,1538.2,715.8,766.9
2400508-015,1322,557,740,1553.0,751.0,657.0,1535.0,715.0,774.0
2400508-016,438,201,226,518.6,283.1,196.6,506.8,267.2,220.1
2400508-017,1950,848,1060,2159.0,1033.0,933.0,2138.0,1004.0,1103.0
2400508-018,784,341,436,820.0,407.0,348.0,807.0,358.0,444.0
2400508-019,1864,738,1110,1967.0,918.0,916.0,1911.0,755.0,1119.0
2400508-020,1141,505,615,1208.0,589.0,510.0,1191.0,562.0,592.0
2400508-021,385,118,262,393.0,160.0,195.0,389.0,136.0,248.0
2400508-022,1567,733,817,1603.0,917.0,582.0,1552.0,793.0,726.0
2400508-023,577,264,297,565.0,273.0,245.0,570.0,255.0,307.0
2400508-024,866,324,531,871.0,337.0,478.0,858.0,274.0,572.0
2400508-025,1331,563,743,1404.0,642.0,643.0,1371.0,561.0,762.0
2400509-001,2025,1080,915,2226.0,1256.0,764.0,2190.0,1120.0,1015.0
2400509-002,1263,607,644,1560.0,851.0,602.0,1514.0,708.0,775.0
2400509-003,2452,1508,908,2594.0,1730.0,662.0,2538.0,1586.0,848.0
2400509-004,1104,685,400,1688.0,1059.0,470.0,1644.0,964.0,617.0
2400509-005,2302,1174,1077,2612.0,1516.0,863.0,2568.0,1426.0,1056.0
2400509-006,1702,935,726,1868.1,1155.8,598.5,1847.4,1130.7,648.3
2400509-007,1690,698,955,2047.0,938.0,925.0,2027.0,917.0,1051.0
2400509-008,1327,535,766,1609.0,762.0,736.0,1593.0,690.0,851.0
2400509-009,1372,580,774,1674.0,762.0,761.0,1651.0,672.0,933.0
2400509-010,2135,1176,921,2334.8,1450.7,753.2,2281.4,1363.1,816.1
2400509-011,1564,976,547,1682.0,1127.0,428.0,1647.0,1035.0,524.0
2400509-012,1401,836,531,1420.0,899.0,409.0,1389.0,815.0,520.0
2400509-013,1909,1119,757,2091.0,1392.0,495.0,2067.0,1283.0,726.0
2400509-014,1721,1190,498,2097.0,1586.0,368.0,2045.0,1482.0,476.0
2400509-015,1864,1283,556,1967.0,1416.0,410.0,1925.0,1346.0,488.0
2400509-016,821,399,412,1014.0,521.0,387.0,1022.0,527.0,454.0
2400509-017,1023,616,381,1194.0,791.0,307.0,1178.0,755.0,372.0
2400509-018,1570,782,743,1983.0,1204.0,657.0,1963.0,1229.0,631.0
2400509-019,1604,940,630,1886.5,1190.2,571.0,1837.5,1133.0,624.1
