GEOID10,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
0401341,793.6,377.4,402.1,799.4,454.2,334.2,783.7,414.2,368.4,841.0,431.6,353.7,827.3,370.5,429.5,931,431,487
04013399,605.4,209.7,391.1,608.6,275.9,325.6,588.6,237.9,350.3,640.1,280.2,315.6,636.6,198.6,421.1,564,260,297
04013394,1259.0,621.9,614.0,1264.0,746.1,494.8,1234.9,679.0,552.9,1311.1,672.1,539.9,1287.0,562.9,659.1,1196,608,572
04013842,1788.0,717.0,1061.0,1799.0,870.0,915.0,1755.0,792.0,961.0,1767.0,800.0,884.0,1750.0,648.0,1056.0,1545,673,859
04013706,978.2,416.7,540.5,983.0,519.0,444.9,952.5,465.1,485.7,1090.8,486.1,513.5,1059.5,397.3,601.1,1181,495,667
04013618,1488.8,634.3,822.5,1496.0,790.0,677.1,1449.6,707.9,739.3,1660.2,739.9,781.5,1612.5,604.7,914.9,1586,726,831
04013482,2044.4,827.4,1195.6,2052.7,1046.5,986.3,2000.7,935.2,1064.0,2160.5,1002.8,1032.4,2127.5,834.2,1217.0,1867,823,1028
04013459,524.5,212.3,306.7,526.6,268.5,253.0,513.3,239.9,273.0,554.3,257.2,264.9,545.8,214.0,312.2,602,280,316
04013481,1639.1,663.4,958.6,1645.8,839.0,790.7,1604.1,749.8,853.1,1732.2,804.0,827.7,1705.7,668.8,975.8,1854,799,1043
04013147,1664.7,456.7,1198.6,1669.3,599.0,1059.0,1627.9,522.8,1105.1,1716.7,595.6,1050.3,1690.7,412.0,1244.0,1707,522,1174
04013863,837.7,283.9,532.7,840.0,367.9,439.6,818.5,335.5,480.2,952.7,348.8,530.4,934.0,313.2,543.7,1205,472,715
04013757,1079.0,466.0,579.0,1087.0,559.0,493.0,1066.0,555.0,507.0,1205.0,485.0,589.0,1169.0,450.0,624.0,640,298,326
04013428,997.3,338.1,634.3,1000.0,438.1,523.4,974.5,399.5,571.8,1134.3,415.2,631.5,1112.0,372.8,647.3,995,417,569
04013725,1098.0,485.0,577.0,1092.0,601.0,456.0,1058.0,553.0,501.0,1285.0,558.0,592.0,1255.0,451.0,707.0,1199,518,668
04013943,678.3,336.1,316.6,680.4,406.9,238.1,663.5,378.6,282.0,791.0,410.0,309.7,773.6,368.3,343.2,572,317,245
04013154,637.2,323.3,288.2,639.4,388.4,220.3,625.9,364.8,258.0,754.6,397.3,289.2,743.6,365.5,327.1,527,289,229
04013817,516.5,264.6,230.5,518.4,316.9,177.4,508.3,298.8,206.8,615.7,326.2,233.8,608.6,303.0,266.8,509,250,256
0401352,361.6,179.2,168.8,362.7,216.9,127.0,353.7,201.8,150.3,421.7,218.6,165.1,412.4,196.3,183.0,488,260,225
04013462,423.4,209.8,197.6,424.8,254.0,148.7,414.2,236.4,176.0,493.8,256.0,193.3,482.9,229.9,214.3,652,280,363
04013941,978.0,540.0,395.4,979.4,647.9,281.5,951.4,604.6,339.9,1156.2,669.0,392.9,1149.9,611.9,452.7,978,561,401
04013248,1193.1,661.5,494.4,1196.9,791.2,376.6,1167.0,727.1,434.0,1256.5,720.4,448.2,1234.9,650.3,508.6,1318,717,583
04013226,824.7,431.6,373.1,827.0,517.3,293.9,807.9,466.8,338.9,875.4,474.4,340.2,864.2,413.9,408.6,397,210,178
04013732,1667.6,721.5,912.8,1678.1,891.2,744.9,1649.1,809.7,836.3,1801.5,826.4,839.4,1763.3,710.4,962.8,1620,747,849
04013635,1034.4,447.5,566.2,1040.9,552.8,462.1,1022.9,502.3,518.7,1117.5,512.6,520.6,1093.7,440.6,597.2,1108,515,580
04013984,1104.0,420.0,651.0,1107.0,531.0,539.0,1077.0,485.0,588.0,1294.0,494.0,704.0,1244.0,398.0,749.0,1237,467,747
04013753,812.0,380.0,411.0,820.0,449.0,338.0,793.0,398.0,394.0,990.0,475.0,439.0,973.0,428.0,476.0,880,429,433
0401318,1264.0,564.0,672.0,1259.0,648.0,585.0,1236.0,618.0,616.0,1464.0,639.0,702.0,1426.0,574.0,757.0,1228,571,643
04013165,1410.8,820.9,569.7,1423.3,965.3,439.3,1376.1,882.7,492.7,1510.0,900.7,489.2,1493.4,734.9,684.9,1436,796,620
04013354,622.2,362.1,251.3,627.7,425.7,193.7,606.9,389.3,217.3,666.0,397.3,215.8,658.6,324.1,302.1,689,405,274
04013820,1124.0,629.0,475.0,1128.0,734.0,374.0,1107.0,655.0,447.0,1303.0,768.0,422.0,1268.0,684.0,505.0,1241,696,521
04013930,550.0,300.0,237.0,552.0,348.0,190.0,536.0,323.0,212.0,580.0,318.0,212.0,569.0,257.0,276.0,554,279,270
04013647,1296.5,816.2,447.7,1304.5,946.5,319.0,1268.2,876.7,387.5,1420.0,913.3,393.8,1406.6,810.7,506.9,951,600,330
04013688,459.9,293.6,156.2,463.3,340.1,109.9,451.3,314.2,136.1,494.8,323.4,131.2,490.6,292.8,168.2,579,368,201
04013809,350.8,224.0,119.2,353.4,259.4,83.9,344.3,239.6,103.8,377.4,246.7,100.0,374.2,223.3,128.3,593,286,296
04013490,964.1,602.0,342.5,970.2,687.8,261.6,949.4,645.8,301.6,1007.5,643.3,282.7,994.0,548.6,396.4,1192,717,453
04013477,622.7,387.5,217.9,625.8,449.7,156.8,607.4,417.5,187.6,691.8,439.2,198.6,684.8,383.6,256.3,697,376,308
04013341,1638.0,799.0,812.0,1645.0,990.0,632.0,1604.0,840.0,763.0,1649.0,904.0,638.0,1643.0,686.0,910.0,1613,697,901
0401334,737.8,387.3,320.8,739.6,451.6,259.3,721.5,419.6,300.8,809.4,414.0,325.6,799.9,380.6,359.5,817,364,442
04013320,1077.7,527.7,513.3,1078.2,644.9,394.4,1050.2,594.2,453.4,1218.9,658.9,464.3,1189.2,555.7,557.4,1179,593,573
04013633,924.7,480.6,409.3,926.7,577.2,317.8,902.7,532.3,367.6,1059.2,579.7,398.7,1046.0,504.4,466.7,985,422,554
0401344,447.6,227.2,203.2,448.6,273.5,159.2,436.1,250.5,183.8,508.8,274.5,197.3,504.1,236.9,230.9,654,301,344
04013364,958.9,486.6,435.3,961.0,585.9,341.1,934.2,536.7,393.7,1090.0,588.0,422.6,1079.8,507.4,494.7,899,505,380
04013357,385.3,204.1,166.9,386.1,244.7,128.5,376.7,226.9,148.9,444.1,245.9,163.0,437.5,215.4,190.9,303,177,121
04013810,757.8,435.3,299.4,762.0,506.2,235.3,750.1,471.8,275.9,833.5,503.8,265.0,821.6,440.9,335.9,1128,535,587
0401329,1312.6,753.9,518.6,1319.8,876.8,407.6,1299.2,817.2,478.0,1443.6,872.7,458.9,1423.1,763.7,581.8,823,513,298
04013476,466.2,267.8,184.2,468.7,311.4,144.7,461.4,290.2,169.7,512.7,309.9,163.0,505.4,271.2,206.6,694,377,307
04013471,703.5,320.5,362.4,707.1,385.2,300.6,681.5,356.0,324.8,775.3,371.7,333.3,761.8,304.2,399.4,887,399,472
04013314,911.5,395.4,486.6,916.3,493.5,389.9,894.3,444.4,446.5,1043.3,475.8,478.5,1022.6,418.2,507.4,1167,523,633
04013315,697.4,322.2,353.0,698.7,399.5,273.9,681.4,370.1,309.2,816.2,410.2,338.9,804.4,344.0,401.3,1158,478,659
04013986b,2156.5,741.5,1378.4,2163.0,935.7,1184.2,2110.5,854.2,1250.9,2589.6,758.8,1680.7,2511.0,656.4,1691.7,2175,865,1299
040131031,124.4,32.2,90.1,125.0,41.5,81.6,121.0,37.3,83.4,132.7,37.1,87.1,129.3,33.3,88.4,106,45,60
040131141,2787.6,750.1,2002.5,2792.4,958.3,1798.2,2723.7,840.6,1881.5,2211.3,619.7,1474.1,2169.2,517.3,1525.4,828,207,620
04013233,3198.5,1033.5,2119.6,3205.0,1293.3,1862.8,3126.5,1176.8,1946.1,3589.0,1140.5,2245.4,3497.5,950.5,2353.9,2128,833,1276
04013222,1324.3,430.3,869.7,1334.9,544.3,769.5,1290.1,492.7,797.3,1439.0,484.5,860.3,1401.8,402.5,923.9,1054,358,685
040131112,2263.2,735.5,1486.2,2281.3,930.1,1315.1,2204.7,842.1,1362.6,2459.2,828.1,1470.2,2395.5,687.8,1578.9,2228,717,1499
040131113,4811.8,1572.4,3160.0,4829.2,1976.0,2769.8,4702.9,1773.0,2926.8,5133.4,1776.5,3034.6,5030.9,1429.2,3340.3,3539,1270,2236
040131125,2017.2,607.6,1385.0,2019.1,745.4,1244.9,1961.1,672.8,1285.2,2077.5,637.1,1314.4,2025.7,512.0,1419.6,1137,362,772
0401357,2549.6,1137.9,1332.5,2552.0,1374.9,1085.8,2483.9,1276.4,1205.1,2881.1,1277.2,1347.7,2791.4,1129.1,1453.4,2453,1203,1216
04013743,1229.2,421.8,798.9,1239.1,521.7,702.3,1197.7,459.2,737.2,1282.5,513.8,692.5,1274.6,411.9,810.7,1263,477,777
04013854b,641.7,220.2,417.1,646.9,272.3,366.7,625.3,239.8,384.8,669.5,268.2,361.5,665.4,215.1,423.3,646,220,424
04013271,199.0,129.0,61.0,200.0,154.0,41.0,196.0,137.0,59.0,251.0,176.0,55.0,248.0,147.0,84.0,216,151,64
04013718,1918.8,474.4,1432.9,1926.7,617.8,1299.2,1873.7,526.6,1344.4,2014.4,595.6,1344.4,1985.2,438.1,1480.7,1783,536,1233
0401394,2512.3,694.5,1800.8,2526.3,888.4,1616.9,2479.3,793.5,1683.9,2505.3,822.4,1567.0,2453.4,697.5,1657.9,2311,772,1516
040131085,1724.7,485.6,1224.4,1728.2,634.3,1082.0,1694.7,578.7,1115.1,1688.3,562.4,1045.1,1669.1,466.9,1144.5,1467,499,961
04013679,889.7,424.5,437.9,896.1,523.1,337.2,872.4,485.9,383.9,1060.0,524.4,454.8,1032.3,469.9,485.0,543,332,198
04013472,377.5,180.1,185.8,380.2,221.9,143.1,370.1,206.2,162.9,449.7,222.5,192.9,438.0,199.4,205.8,953,440,491
04013965,790.9,377.4,389.3,796.6,465.0,299.8,775.5,432.0,341.3,942.3,466.1,404.3,917.7,417.7,431.2,530,261,259
04013405,1077.6,490.5,549.7,1074.5,598.7,438.3,1048.8,551.2,496.7,1250.4,594.8,541.1,1220.8,499.1,623.6,1143,507,622
04013160,1413.6,577.8,813.1,1415.9,701.8,691.3,1371.0,629.6,739.1,1565.0,695.4,775.2,1541.1,553.9,928.4,1558,730,811
04013225,1013.4,414.2,582.9,1015.1,503.2,495.7,983.0,451.4,529.9,1122.0,498.6,555.8,1104.9,397.1,665.6,1250,523,721
04013146,1064.7,440.6,592.6,1069.2,533.9,502.4,1040.8,496.5,541.6,1175.2,501.0,577.7,1150.9,419.8,657.1,1052,436,597
04013355,1296.3,536.4,721.4,1301.8,650.1,611.6,1267.2,604.5,659.4,1430.8,610.0,703.3,1401.1,511.2,799.9,1387,555,819
04013787,1035.6,395.5,624.1,1042.0,488.0,532.8,1009.4,440.7,567.9,1090.5,443.2,579.7,1069.4,376.1,633.4,1186,434,744
04013381,1415.4,540.5,852.9,1424.0,667.0,728.2,1379.6,602.3,776.1,1490.4,605.8,792.3,1461.6,513.9,865.6,1391,566,816
04013260,1180.0,455.0,704.0,1188.0,578.0,588.0,1156.0,525.0,631.0,1299.0,573.0,631.0,1256.0,447.0,758.0,1343,554,778
04013788,924.6,391.5,524.3,928.7,475.3,439.2,907.2,427.7,479.0,978.2,480.8,436.0,969.0,383.8,555.5,970,365,598
04013491,1094.4,463.5,620.7,1099.3,562.7,519.8,1073.8,506.3,567.0,1157.8,569.2,516.0,1147.0,454.2,657.5,1105,492,598
04013947,608.6,202.5,403.1,613.7,256.5,354.2,595.7,221.3,373.6,628.7,256.5,340.3,619.2,184.5,418.6,681,271,405
04013195,828.3,227.3,596.4,830.7,298.0,527.0,810.1,260.2,549.9,854.3,296.4,522.7,841.3,205.0,619.0,885,297,578
0401332,996.2,361.9,619.3,1002.5,442.4,538.9,973.2,402.1,571.0,1079.5,423.4,583.7,1055.3,334.4,667.6,1066,413,643
04013223,737.8,268.1,458.7,742.5,327.6,399.1,720.8,297.8,422.9,799.5,313.6,432.3,781.6,247.6,494.4,771,253,512
040131084,1305.9,450.2,837.4,1311.5,586.6,709.2,1280.5,527.1,753.5,1389.9,511.3,798.2,1378.7,415.6,904.5,1334,496,827
04013287b,2343.7,727.4,1587.5,2356.9,930.0,1385.9,2287.5,832.7,1450.7,2562.6,901.6,1512.0,2499.7,753.7,1613.8,2193,864,1310
04013230,2283.3,708.6,1546.5,2296.1,906.0,1350.1,2228.5,811.3,1413.3,2496.4,878.4,1473.0,2435.3,734.3,1572.2,2421,872,1529
040131026,3533.7,984.5,2508.4,3533.0,1282.0,2208.1,3429.7,1137.8,2286.2,3428.9,1089.3,2169.5,3355.8,893.8,2285.5,2225,687,1509
04013153,930.5,333.0,585.0,932.7,440.1,483.2,910.4,380.3,529.8,1007.3,435.2,517.3,988.7,340.6,615.3,869,406,458
04013636,1744.6,624.4,1096.6,1749.3,820.6,909.4,1707.5,713.9,992.9,1889.6,808.2,980.1,1853.7,634.1,1157.1,2034,820,1193
04013464,1074.7,486.1,580.9,1088.6,586.4,491.0,1058.0,516.8,541.2,1125.5,558.6,500.1,1111.6,437.4,638.7,1104,536,559
04013929,1778.9,500.9,1262.8,1782.5,654.3,1116.0,1748.0,596.9,1150.1,1741.4,580.1,1077.9,1721.5,481.6,1180.5,1698,609,1077
04013453,1346.3,375.1,955.7,1346.0,488.4,841.3,1306.6,433.5,871.0,1306.4,415.0,826.5,1278.5,340.5,870.7,940,315,617
04013539,724.2,315.7,385.8,726.0,366.7,332.4,705.3,341.6,362.1,857.7,372.0,387.5,832.8,317.8,439.6,595,215,369
04013564,1208.5,350.4,829.6,1213.6,484.9,694.0,1183.1,424.4,755.6,1339.9,456.5,781.5,1308.9,416.6,799.1,1290,492,776
04013553,1126.5,326.6,773.4,1131.4,452.1,647.0,1102.9,395.6,704.4,1249.1,425.5,728.5,1220.2,388.4,744.9,1267,414,834
04013538,1349.5,403.2,910.0,1350.6,589.3,710.8,1320.2,506.8,810.1,1425.5,525.8,793.8,1389.1,482.9,790.6,1127,471,641
04013586,1134.8,339.0,765.2,1135.7,495.5,597.7,1110.1,426.2,681.2,1198.6,442.1,667.5,1168.1,406.1,664.8,1362,569,769
04013566,1357.9,394.1,918.6,1355.3,593.2,713.3,1330.3,519.1,807.3,1446.9,526.1,821.1,1414.3,508.4,780.5,1246,523,705
04013531,1284.8,421.1,834.0,1283.5,537.7,714.9,1249.1,493.4,753.6,1460.4,501.6,826.3,1431.1,471.5,870.1,1506,542,940
04013565,165.0,64.0,97.0,167.0,79.0,86.0,161.0,71.0,90.0,243.7,83.7,137.9,238.9,78.7,145.2,214,75,138
040131083,2199.5,668.5,1509.0,2204.5,812.6,1359.9,2164.5,761.5,1397.0,2284.5,750.5,1429.9,2238.5,634.4,1474.0,2061,693,1352
04013590,1167.4,377.5,766.0,1166.8,466.4,673.5,1131.3,422.2,707.8,1541.2,442.5,929.9,1507.3,401.8,1005.7,1380,467,893
04013591,1969.8,574.8,1360.8,1979.8,708.4,1234.7,1922.3,640.0,1278.5,2217.6,636.8,1338.0,2168.8,578.1,1447.0,1905,592,1292
04013596,1281.2,371.8,866.7,1278.7,559.7,673.0,1255.2,489.8,761.7,1365.2,496.3,774.8,1334.5,479.7,736.4,1367,540,795
04013568,902.6,261.9,610.6,900.8,394.3,474.1,884.2,345.1,536.6,961.7,349.7,545.8,940.1,337.9,518.7,1025,411,595
04013526,540.3,156.3,371.5,541.5,193.2,339.1,530.2,173.1,357.1,561.3,180.1,324.4,546.4,167.3,345.3,410,159,242
04013585,301.0,122.3,169.7,300.3,133.0,153.9,292.4,128.3,164.1,539.3,173.1,311.7,525.0,160.8,331.8,370,119,246
04013502,713.7,207.4,489.8,715.2,255.9,447.0,700.4,229.6,470.8,747.4,239.8,432.0,727.6,222.9,459.9,1029,252,768
04013559,1812.0,526.0,1263.0,1805.0,652.0,1129.0,1776.0,575.0,1200.0,1750.0,490.0,1118.0,1696.0,414.0,1144.0,1639,432,1189
040131006,1449.0,647.3,763.9,1457.5,764.5,651.0,1409.6,724.5,683.5,1599.2,676.0,766.0,1557.7,575.3,892.8,1071,458,598
04013293,1271.0,567.7,670.1,1278.5,670.5,571.0,1236.4,635.5,599.5,1402.8,593.0,671.9,1366.3,504.7,783.2,1560,604,938
04013292,1084.0,464.0,593.0,1082.0,542.0,511.0,1053.0,503.0,549.0,1331.0,578.0,628.0,1294.0,496.0,716.0,1235,515,710
04013209,3103.0,612.0,2457.0,3109.0,785.0,2284.0,3017.0,703.0,2311.0,2927.4,857.7,1899.9,2838.5,742.0,1912.3,2564,660,1866
04013489b,1593.6,698.0,868.9,1599.2,816.7,747.7,1566.9,749.6,813.0,1767.0,765.1,838.4,1717.9,632.1,987.6,1630,724,894
04013201,970.4,425.0,529.1,973.8,497.3,455.3,954.1,456.4,495.0,1076.0,465.9,510.6,1046.1,384.9,601.4,1137,447,682
04013294,1541.0,631.0,867.0,1551.0,802.0,710.0,1499.0,709.0,788.0,1691.0,721.0,807.0,1667.0,613.0,977.0,1587,640,936
04013103,1423.8,606.8,795.2,1432.6,738.1,680.3,1389.0,658.5,730.1,1484.0,715.3,667.4,1463.6,560.0,856.3,1490,628,852
04013778,1313.4,314.4,976.3,1313.9,393.1,890.4,1277.7,349.5,927.3,2620.5,786.6,1644.1,2555.5,629.6,1768.0,1052,263,771
040131061,7632.5,2552.6,4978.0,7654.8,3050.7,4474.2,7436.8,2781.9,4650.2,6165.7,2046.7,3665.4,6031.6,1660.4,4088.7,2800,913,1870
0401325,4664.4,1825.0,2769.7,4668.9,2188.3,2400.9,4548.8,2010.2,2535.5,4246.4,1756.7,2197.2,4159.2,1368.8,2641.1,1891,719,1152
04013701b,3869.0,1339.0,2485.0,3886.0,1590.0,2222.0,3792.0,1475.0,2314.0,4246.3,1496.1,2467.3,4160.6,1220.2,2755.2,3043,1025,1981
040131067,3958.6,1579.1,2287.8,3975.0,1864.2,2004.3,3864.5,1714.6,2137.2,4510.1,1720.4,2363.4,4393.3,1428.1,2743.0,2878,1087,1756
04013419b,1660.0,569.0,1045.0,1662.0,687.0,922.0,1615.0,653.0,960.0,1980.0,688.0,1114.0,1920.0,594.0,1196.0,1746,652,1079
040131086,1551.0,423.0,1117.0,1555.0,542.0,992.0,1513.0,476.0,1037.0,1573.0,507.0,984.0,1546.0,400.0,1077.0,1428,421,989
04013275b,2019.4,690.8,1306.4,2024.8,880.4,1120.5,1955.6,797.3,1156.2,2100.0,825.5,1157.4,2064.7,608.5,1392.8,1772,631,1131
04013316b,931.6,231.6,694.3,935.2,301.3,628.1,915.1,270.0,644.4,936.6,285.7,611.7,919.1,224.4,668.5,908,231,669
04013469,1056.9,449.9,585.3,1064.0,578.0,466.9,1033.4,511.0,520.7,1148.0,552.7,518.9,1123.3,453.1,620.3,1239,669,558
04013931,1052.9,448.1,583.1,1059.9,575.8,465.1,1029.5,509.0,518.7,1143.6,550.6,516.9,1119.0,451.4,617.9,1116,468,635
04013693,1487.2,633.0,823.6,1497.1,813.2,657.0,1454.1,719.0,732.6,1615.4,777.7,730.2,1580.6,637.5,872.8,1479,698,775
04013643,787.2,358.4,416.6,794.6,435.4,344.7,768.3,393.8,373.3,874.0,411.5,392.6,852.4,331.3,481.4,868,376,478
04013685,1106.8,797.1,280.0,1111.6,887.2,196.4,1085.1,842.0,241.7,1169.6,845.1,233.0,1144.4,762.3,328.7,878,628,237
04013268,1152.3,829.9,291.5,1157.3,923.7,204.5,1129.6,876.6,251.6,1217.7,879.8,242.6,1191.5,793.6,342.2,1097,760,323
04013158,946.9,682.0,239.5,951.0,759.1,168.1,928.3,720.4,206.7,1000.7,723.0,199.4,979.1,652.1,281.2,918,543,358
04013144,603.6,322.0,267.0,610.2,381.5,214.0,589.9,352.3,237.3,694.2,379.7,258.8,672.5,319.7,321.7,787,392,383
04013731,1564.0,834.3,691.8,1581.1,988.7,554.6,1528.5,913.0,615.0,1798.8,983.9,670.5,1742.6,828.4,833.7,1443,875,548
04013173,926.7,506.9,396.2,935.4,591.2,320.8,906.0,551.2,353.8,1019.5,569.2,363.1,989.0,477.5,458.8,1134,642,479
04013247,1210.0,666.8,500.4,1212.6,796.2,378.3,1187.2,746.1,440.1,1413.4,801.0,491.9,1384.8,710.7,575.9,1248,712,517
04013642,623.7,343.7,257.9,625.0,410.4,195.0,611.9,384.5,226.9,728.5,412.9,253.5,713.8,366.3,296.8,841,427,407
04013999,1617.0,1109.3,470.2,1634.8,1233.2,361.3,1589.8,1174.1,413.9,1638.6,1145.9,364.1,1605.8,973.2,550.9,1166,776,374
04013907,1738.0,1105.0,560.0,1752.0,1254.0,431.0,1692.0,1196.0,493.0,2016.0,1207.0,580.0,1967.0,1098.0,720.0,1958,1251,685
04013360,549.3,445.9,82.4,556.1,501.4,39.4,531.9,474.1,56.4,698.9,608.9,60.9,681.0,506.4,150.0,578,443,131
04013671,1736.7,974.8,715.0,1750.2,1118.6,585.5,1698.6,1053.5,641.9,1818.6,1039.2,612.5,1766.9,868.4,789.7,1615,948,645
04013478,987.0,569.0,384.0,991.0,674.0,277.0,964.0,623.0,338.0,1094.0,690.0,341.0,1084.0,615.0,414.0,1077,603,455
04013827,613.4,361.5,229.6,615.6,419.6,170.4,600.4,400.1,199.2,735.0,459.8,216.0,723.0,402.2,263.8,600,335,262
04013267,516.6,304.5,193.4,518.4,353.4,143.6,505.6,336.9,167.8,619.0,387.2,182.0,609.0,338.8,222.2,532,282,244
04013781,1503.9,667.1,816.8,1504.9,795.8,686.7,1460.1,722.6,735.1,1631.5,791.7,733.3,1587.9,633.5,903.3,1077,577,483
04013261,748.6,330.8,407.1,749.9,395.0,344.9,727.5,359.6,366.5,808.0,394.5,364.1,793.3,315.8,449.7,728,286,438
0401384,1196.5,531.5,647.6,1198.4,633.5,548.9,1162.7,577.4,583.1,1292.1,632.4,580.8,1268.2,507.6,715.8,868,427,439
0401335,421.4,274.6,132.7,423.5,309.0,100.4,411.3,292.2,117.6,427.0,274.6,115.0,420.9,246.5,145.5,300,188,109
04013372,429.0,279.5,135.1,431.1,314.5,102.2,418.7,297.4,119.7,434.6,279.5,117.0,428.4,250.9,148.1,408,243,160
04013977,1356.6,883.9,427.2,1363.4,994.5,323.3,1324.0,940.5,378.6,1374.4,883.9,370.0,1354.8,793.5,468.4,1079,666,398
04013833,2229.9,575.7,1627.9,2235.9,830.9,1377.6,2191.5,718.6,1471.2,2241.4,772.9,1392.4,2206.3,646.3,1472.3,2345,829,1500
04013792b,1841.1,475.3,1344.1,1846.1,686.1,1137.4,1809.5,593.4,1214.8,1850.6,638.1,1149.6,1821.7,533.7,1215.7,1840,645,1184
04013218,2706.7,551.7,2098.8,2715.6,774.8,1908.9,2656.7,701.3,1953.1,2900.4,666.4,2113.9,2841.9,622.4,1982.6,2407,641,1738
040131024,1851.0,501.0,1323.0,1847.0,729.0,1086.0,1823.0,624.0,1198.0,1903.0,668.0,1161.0,1883.0,613.0,1188.0,2156,739,1381
04013865,1187.0,610.0,535.0,1199.0,717.0,436.0,1144.0,662.0,482.0,1330.0,707.0,480.0,1305.0,633.0,581.0,1328,753,551
04013680,970.0,641.0,291.0,976.0,718.0,216.0,947.0,689.0,258.0,1139.0,724.0,277.0,1104.0,639.0,384.0,918,623,276
04013856,869.8,451.3,398.9,878.4,531.0,321.8,850.7,496.8,352.2,961.2,503.8,368.2,931.7,419.3,445.3,797,408,380
0401374,666.9,294.4,361.3,669.7,362.6,292.3,654.1,327.5,324.6,721.7,334.2,333.4,706.9,286.1,381.3,737,310,414
04013639,1897.1,837.6,1027.7,1905.3,1031.4,831.7,1860.9,931.5,923.4,2053.3,950.8,948.6,2011.1,813.9,1084.7,1800,849,928
040131010,1694.7,639.6,1039.2,1705.6,798.5,893.4,1653.2,706.4,945.7,1789.7,793.0,899.5,1756.8,582.2,1132.3,1703,774,921
04013976,3000.3,1132.4,1839.8,3019.4,1413.5,1581.6,2926.8,1250.6,1674.3,3168.3,1404.0,1592.5,3110.2,1030.8,2004.7,2981,1153,1812
040131132,2995.0,1263.0,1682.0,2999.0,1475.0,1470.0,2899.0,1343.0,1555.0,3312.0,1373.0,1678.0,3222.0,1064.0,2010.0,2800,1166,1606
04013211,797.2,258.4,517.5,800.5,327.2,446.8,769.8,292.9,474.7,952.4,295.3,564.1,929.9,272.5,574.7,988,334,642
040131003,952.6,308.0,618.8,956.5,390.5,534.1,919.6,349.3,567.6,1141.3,352.6,676.5,1114.3,326.2,688.1,968,354,602
0401383,775.8,233.3,537.8,779.3,318.1,456.9,765.1,279.2,486.0,795.1,320.3,420.9,785.7,227.8,542.1,708,215,492
040131070,811.9,383.1,415.8,811.7,449.8,345.9,790.7,412.9,376.9,960.2,455.5,422.6,935.8,369.4,523.0,613,255,356
0401372,1456.6,605.1,815.8,1461.4,746.8,673.6,1426.3,698.0,724.1,1640.5,703.9,787.2,1598.2,605.7,866.9,1488,679,791
04013663,991.4,411.9,555.2,994.6,508.2,458.4,970.7,475.0,492.9,1116.5,479.1,535.8,1087.8,412.3,590.1,1149,496,632
04013199,762.7,284.4,450.5,765.1,362.3,382.8,742.1,329.7,409.4,893.1,338.8,480.7,868.3,284.4,509.1,839,323,502
04013205,500.3,186.6,295.5,501.9,237.7,251.2,486.9,216.3,268.6,585.9,222.2,315.3,569.7,186.6,333.9,601,216,379
04013803,741.5,365.6,363.0,743.2,439.3,293.7,727.5,388.5,338.8,793.2,406.0,332.6,786.3,341.0,417.3,980,364,609
04013762,1127.0,555.7,551.7,1129.7,667.7,446.5,1105.8,590.5,514.9,1205.6,617.1,505.5,1195.1,518.3,634.3,1122,498,610
04013845,1055.7,520.6,516.8,1058.2,625.5,418.2,1035.8,553.1,482.4,1129.3,578.1,473.5,1119.5,485.5,594.2,1343,642,691
04013830,1338.0,677.8,640.7,1343.8,801.5,524.1,1302.8,729.2,571.7,1465.6,765.7,586.0,1437.6,632.2,739.6,1684,800,878
04013712,1196.0,722.0,437.0,1193.0,833.0,335.0,1167.0,770.0,395.0,1379.0,861.0,399.0,1353.0,747.0,511.0,1259,727,517
0401388,1206.0,638.0,545.0,1210.0,765.0,426.0,1175.0,697.0,478.0,1179.0,646.0,443.0,1142.0,539.0,553.0,844,412,423
04013982,1387.8,437.1,903.4,1389.6,642.3,685.8,1358.2,548.0,808.4,1573.4,589.3,838.7,1536.1,550.2,875.4,1538,667,844
04013918,1745.1,896.7,812.8,1754.8,1085.1,643.7,1717.4,965.0,748.2,1828.5,1015.7,665.4,1811.0,862.3,870.2,1808,918,871
04013917,1143.5,587.6,532.6,1149.8,711.0,421.8,1125.3,632.3,490.2,1198.1,665.5,436.0,1186.6,565.0,570.2,1251,640,598
04013109,1187.4,554.7,612.6,1185.4,650.8,506.5,1163.3,609.8,552.6,1376.4,604.8,626.5,1322.4,529.7,687.7,1308,643,650
04013393,1060.6,658.1,381.3,1067.0,749.0,297.2,1045.3,706.5,336.7,1099.2,697.2,313.3,1083.1,583.8,449.2,682,414,261
04013572,157.2,86.2,65.0,157.2,96.6,52.8,151.0,91.1,59.5,177.8,95.9,61.3,171.6,84.0,74.9,53,27,25
04013514,957.7,525.1,396.4,958.2,588.3,321.8,920.4,554.8,362.9,1083.7,584.6,373.7,1045.8,512.1,456.4,984,494,468
040131012,2005.0,795.0,1167.0,2014.0,962.0,1008.0,1957.0,868.0,1088.0,2162.0,831.0,1147.0,2086.0,698.0,1290.0,2020,825,1178
