GEOID10,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
0400325,312.5,188.7,113.0,312.5,206.4,92.4,308.6,224.1,84.5,368.5,248.6,90.4,363.6,227.0,115.0,360,247,109
0400316,578.6,439.8,118.8,582.5,473.0,87.6,575.1,491.9,82.3,722.1,588.9,91.3,714.5,492.5,200.6,662,528,127
0400335,1864.0,553.0,1266.0,1872.0,650.0,1177.0,1836.0,665.0,1170.0,1983.0,646.0,1137.0,1960.0,625.0,1189.0,1908,658,1231
0400339,439.8,146.1,274.8,442.7,182.1,246.4,432.7,183.5,247.8,485.2,176.9,254.4,475.8,172.1,260.1,378,176,195
0400336,490.2,162.9,306.2,493.3,202.9,274.6,482.3,204.5,276.2,540.8,197.1,283.6,530.2,191.9,289.9,674,300,364
0400342,1061.8,332.3,701.5,1058.8,386.2,632.7,1042.8,401.2,639.7,1209.5,369.2,691.6,1193.5,368.2,718.5,1226,426,776
0401508,626.0,116.0,501.0,630.0,162.0,448.0,615.0,137.0,478.0,643.0,153.0,479.0,628.1,154.1,416.0,537,189,339
0401527,187.0,129.0,51.0,188.0,143.0,34.0,186.0,146.0,39.0,235.0,194.0,28.0,232.0,152.0,72.0,166,116,50
0401509,621.0,144.0,462.0,623.0,194.0,408.0,611.9,181.0,429.0,726.9,178.0,503.0,718.0,224.0,404.0,732,312,409
0401545,144.0,38.0,100.0,147.0,39.0,102.0,146.0,44.0,102.0,183.0,32.0,137.0,173.0,45.0,114.0,116,50,66
0401504,356.0,55.0,295.0,356.0,81.0,255.0,352.0,72.0,280.0,422.0,74.0,332.0,405.0,89.0,262.0,351,115,231
0401546,987.1,165.2,798.8,986.5,249.4,700.6,972.4,223.3,746.2,1106.1,217.4,840.7,1072.6,259.0,667.0,1020,322,685
0401560,516.5,86.4,417.9,516.2,130.5,366.6,508.7,116.8,390.4,578.7,113.7,439.8,561.2,135.5,349.0,553,200,347
0401510,1129.8,189.1,914.3,1129.2,285.5,801.9,1112.9,255.5,854.0,1265.9,248.8,962.2,1227.7,296.4,763.4,974,339,622
0401550,1094.7,183.2,885.9,1094.1,276.6,777.0,1078.3,247.6,827.5,1226.5,241.1,932.3,1189.5,287.2,739.7,975,363,598
0401556,149.9,33.4,113.7,149.7,46.7,98.1,146.9,41.5,105.2,170.6,45.8,117.0,164.4,46.3,101.7,123,41,78
0401526,72.0,11.0,58.0,71.0,17.0,53.0,70.0,17.0,53.0,102.0,17.0,81.0,102.0,18.0,70.0,102,35,64
0401515,1919.5,393.2,1488.1,1918.1,525.4,1335.1,1880.2,475.5,1402.8,2052.5,448.5,1465.5,1984.0,497.4,1277.5,2163,574,1559
0401517,725.6,148.6,562.5,725.0,198.6,504.7,710.7,179.8,530.3,775.9,169.6,554.0,750.0,188.0,482.9,457,150,303
0401551,1061.3,217.4,822.8,1060.5,290.5,738.2,1039.6,262.9,775.7,1134.9,248.0,810.3,1097.0,275.0,706.4,1207,366,822
0401506,904.8,185.3,701.5,904.2,247.7,629.3,886.3,224.2,661.3,967.5,211.4,690.8,935.2,234.5,602.2,570,178,382
0401518,656.7,134.5,509.1,656.2,179.8,456.8,643.3,162.7,480.0,702.2,153.5,501.4,678.8,170.2,437.1,454,176,269
0401519,2144.1,390.7,1698.7,2148.8,559.0,1501.5,2108.3,503.2,1598.2,2373.2,462.6,1737.8,2298.2,556.3,1472.0,2321,650,1631
0401566,2047.3,373.1,1622.0,2051.7,533.7,1433.6,2013.0,480.4,1526.0,2266.0,441.7,1659.3,2194.4,531.2,1405.5,1557,528,1008
0401522,734.2,133.8,581.7,735.8,191.4,514.2,721.9,172.3,547.3,812.7,158.4,595.1,787.0,190.5,504.1,506,176,319
0401520,682.3,124.3,540.5,683.7,177.9,477.8,670.8,160.1,508.5,755.1,147.2,553.0,731.3,177.0,468.4,737,232,492
0401516,1426.6,320.9,1058.8,1423.8,445.5,912.6,1391.9,406.2,980.1,1658.5,388.9,1131.4,1600.4,425.9,1016.2,1313,486,799
0401513,1281.0,207.0,1046.0,1278.0,313.0,932.0,1250.0,269.0,979.0,1283.0,227.0,988.0,1236.0,273.0,808.0,1078,308,752
0401562,1092.1,208.5,847.2,1094.2,307.6,738.1,1072.1,277.3,790.4,1273.9,274.4,919.5,1235.3,303.5,782.2,1499,465,1011
0401557,1371.3,237.2,1114.4,1370.5,334.1,1005.7,1347.6,302.3,1043.1,1527.7,306.7,1150.4,1482.4,339.0,1017.3,1128,349,765
0401569,1035.7,179.2,841.6,1035.1,252.4,759.6,1017.8,228.3,787.8,1153.8,231.7,868.9,1119.6,256.0,768.3,1004,299,696
0401544,903.5,156.3,734.2,903.0,220.2,662.7,887.9,199.2,687.3,1006.6,202.1,758.0,976.8,223.4,670.3,917,278,633
0401568,1381.1,238.9,1122.3,1380.3,336.5,1012.9,1357.2,304.4,1050.5,1538.6,308.9,1158.6,1493.0,341.4,1024.6,1446,403,1028
0401543,1100.8,190.4,894.5,1100.1,268.2,807.3,1081.7,242.6,837.3,1226.3,246.2,923.5,1190.0,272.1,816.6,1011,297,703
0401534,1221.1,211.3,992.3,1220.3,297.5,895.5,1199.9,269.2,928.8,1360.3,273.1,1024.4,1320.0,301.8,905.8,1060,327,718
0401567,1176.2,203.5,955.8,1175.5,286.6,862.6,1155.8,259.3,894.6,1310.2,263.1,986.7,1271.4,290.7,872.5,976,326,638
0401535,958.3,165.8,778.7,957.7,233.5,702.8,941.7,211.2,728.9,1067.5,214.3,803.9,1035.9,236.9,710.9,698,262,428
0401554,1414.7,244.7,1149.6,1413.8,344.7,1037.5,1390.2,311.8,1076.1,1576.0,316.4,1186.8,1529.3,349.7,1049.5,1039,338,686
0401563,1217.5,210.6,989.3,1216.7,296.7,892.9,1196.4,268.4,926.1,1356.3,272.3,1021.3,1316.1,301.0,903.2,1230,326,891
0401536,1446.2,250.2,1175.2,1445.3,352.4,1060.6,1421.2,318.8,1100.0,1611.1,323.5,1213.2,1563.3,357.5,1072.8,1500,417,1069
0401570,1331.0,230.3,1081.6,1330.2,324.3,976.2,1308.0,293.4,1012.5,1482.8,297.7,1116.6,1438.9,329.0,987.4,1315,390,916
0401553,1007.3,174.3,818.6,1006.7,245.5,738.8,989.9,222.0,766.2,1122.2,225.3,845.1,1088.9,249.0,747.3,1175,255,912
0401573,1134.3,196.2,921.8,1133.6,276.4,831.9,1114.7,250.0,862.8,1263.7,253.7,951.6,1226.2,280.4,841.5,1204,367,826
0401552,1443.7,219.6,1204.1,1440.3,335.3,1073.1,1415.8,290.0,1123.1,1586.3,301.3,1216.8,1525.4,331.4,1066.0,1589,421,1147
0401521,842.0,233.0,598.0,838.0,270.0,551.0,832.0,268.0,563.0,957.0,237.0,672.0,916.0,276.0,560.0,700,282,407
0401523,169.0,27.0,138.2,169.9,29.3,134.9,164.7,28.0,136.5,183.9,31.1,129.5,188.6,32.5,139.1,123,23,96
0401532,95.0,11.0,84.0,95.0,14.0,78.0,92.0,14.0,78.0,101.0,16.0,81.0,103.0,21.0,61.0,107,15,89
0400354,1566.5,441.6,1081.3,1573.4,512.9,1019.9,1543.7,542.6,1000.1,1663.5,502.0,1017.9,1631.9,501.0,1026.8,1593,524,1046
0400347,395.6,122.3,257.9,396.5,154.0,226.5,391.3,167.8,223.1,424.8,151.0,233.0,417.1,142.9,238.1,695,252,424
0400353,1351.5,334.4,990.7,1358.5,383.1,951.1,1329.3,410.4,916.9,1428.4,403.0,899.1,1416.1,411.0,923.2,1300,386,899
0400356,951.6,280.3,637.4,955.6,355.1,560.6,932.7,351.1,578.6,1123.2,365.1,615.5,1094.3,357.1,647.4,1034,392,624
0400355,705.5,169.1,527.5,705.9,196.1,500.5,695.3,204.2,489.9,739.7,189.8,496.2,715.2,191.5,482.3,772,241,517
0400503,646.0,551.2,83.7,648.3,562.2,71.1,639.6,549.6,88.4,701.2,546.5,75.8,692.5,535.4,119.2,696,562,122
0400504,1045.7,746.2,283.7,1048.3,778.9,248.0,1023.4,756.8,265.5,1081.7,749.4,245.3,1082.6,715.4,322.8,1086,721,351
0400502,712.9,538.8,148.2,725.4,561.3,132.4,694.2,544.1,149.6,887.2,575.1,188.3,858.9,518.1,260.5,775,545,210
0400715,256.0,98.0,148.0,257.0,138.0,102.0,253.0,120.0,133.0,262.0,117.0,128.0,265.0,111.0,125.0,402,192,202
0400724,91.3,15.2,75.1,91.3,21.3,66.0,88.3,20.2,68.1,95.8,14.6,77.0,91.8,19.7,57.0,96,30,63
0400725,855.0,129.0,715.0,857.0,207.0,627.0,846.0,166.0,678.0,885.0,159.0,705.0,833.0,172.0,591.0,760,204,547
0400735,180.0,37.0,140.0,178.0,53.0,122.0,177.0,45.0,132.0,175.0,49.0,114.0,167.0,44.0,112.0,177,44,129
0400738,393.0,51.0,340.0,389.0,62.0,315.0,385.0,62.0,323.0,403.0,54.0,329.0,387.0,58.0,270.0,355,56,297
0400736,405.0,90.0,309.0,407.0,137.0,262.0,398.0,113.0,281.0,404.0,114.0,256.0,385.0,111.0,248.0,403,135,264
0400711,242.0,184.0,54.0,239.0,212.0,21.0,241.0,212.0,29.0,339.0,307.0,24.0,331.0,292.0,33.0,365,264,100
0400740,13.7,9.8,3.9,13.7,13.7,0.0,12.7,9.8,2.9,35.2,29.4,2.0,35.2,33.3,1.0,35,30,5
0400710,849.0,622.0,199.0,850.0,678.0,128.0,851.0,676.0,173.0,1134.0,945.0,123.0,1112.0,765.0,235.0,1243,892,349
0400914,639.9,92.7,530.1,638.0,132.1,482.7,621.8,124.9,496.9,763.8,120.8,590.6,723.6,135.2,503.8,650,132,504
0400902,1037.5,307.3,693.2,1037.6,423.1,574.2,1021.1,387.1,631.8,1174.8,380.4,698.1,1141.8,349.7,711.3,1081,392,674
0400905,726.4,190.7,514.8,721.4,252.9,445.8,705.9,220.9,483.2,793.2,216.6,508.9,778.2,214.3,511.7,796,232,553
0402104,360.0,186.0,156.0,360.0,212.0,131.0,356.0,218.0,137.0,423.0,246.0,159.0,421.0,236.0,161.0,493,288,199
0402103,38.0,14.8,21.8,38.4,18.8,18.1,38.0,17.8,20.1,46.0,18.5,24.5,45.7,17.9,24.7,47,9,38
0402107,2765.9,1091.5,1608.4,2783.9,1321.9,1425.0,2735.9,1278.9,1454.0,2512.7,1134.8,1243.7,2473.7,1114.7,1214.9,1792,865,905
0402116,1210.0,331.0,854.0,1214.0,377.0,799.0,1196.0,396.0,798.0,1251.0,305.0,855.0,1211.0,325.0,801.0,715,232,478
0402106,516.0,309.0,190.0,515.0,377.0,122.0,503.0,369.0,132.0,591.0,409.0,159.0,592.0,396.0,164.0,654,424,216
0402111,290.6,76.9,211.7,294.6,110.8,175.7,288.6,97.9,189.7,339.5,115.8,203.7,331.5,104.9,204.7,298,102,192
0402125,2375.2,600.9,1702.4,2377.6,898.9,1382.2,2335.2,826.2,1504.8,2569.1,794.1,1624.5,2531.5,825.0,1485.8,857,263,586
0402112,415.0,264.0,130.0,421.0,328.0,82.0,416.0,318.0,95.0,536.0,407.0,101.0,533.0,350.0,160.0,562,356,202
0402115,3352.7,1061.8,2270.7,3373.0,1338.9,2004.3,3333.0,1303.4,2026.2,3268.2,1238.3,1886.4,3263.5,1202.3,1974.4,3290,1276,1996
0402127,3869.6,1185.8,2604.1,3887.9,1530.5,2257.5,3845.1,1412.7,2426.1,3977.6,1285.1,2459.7,3879.2,1242.7,2379.9,2388,972,1394
0402123,84.4,23.2,59.1,84.6,36.1,45.0,82.3,32.0,50.2,87.4,31.1,51.7,86.0,31.4,48.8,504,217,281
0400532,1117.0,649.1,436.9,1129.0,707.1,384.9,1083.0,668.1,411.9,1068.0,564.2,371.9,1046.1,530.1,448.9,573,333,233
0400514,1530.5,974.4,519.5,1555.1,1050.8,452.4,1484.9,981.4,503.5,1710.1,971.0,529.1,1666.1,871.2,700.0,1542,889,624
0402138,617.7,247.9,355.9,617.2,307.6,292.0,608.9,292.9,313.8,760.6,362.2,354.5,756.8,315.6,383.3,676,294,378
0402141,2113.4,609.7,1463.8,2116.0,864.3,1205.7,2086.8,751.7,1334.3,2143.2,802.0,1244.9,2132.2,737.1,1269.8,1481,616,854
0402165,137.8,49.7,85.4,137.5,61.9,71.6,135.4,58.1,76.9,169.9,73.7,86.2,169.4,63.4,91.3,175,62,111
0402137,1699.0,542.0,1117.0,1706.0,756.0,891.0,1686.0,714.0,967.0,1954.0,760.0,1074.0,1944.0,761.0,1037.0,1705,719,961
0402131,147.1,47.1,98.7,147.7,60.5,81.5,145.8,56.0,89.8,179.5,74.5,98.7,179.5,59.8,102.5,174,77,97
0402136,629.3,323.8,287.2,630.0,398.6,215.6,624.5,389.8,231.5,770.1,456.6,271.3,760.5,409.7,316.6,650,376,265
0402167,723.7,215.2,495.6,724.8,269.3,427.5,708.7,263.3,441.5,797.8,273.2,477.6,792.8,270.3,429.5,1031,328,685
0402153,104.0,88.0,14.0,108.0,98.0,8.0,107.0,95.0,12.0,119.0,111.0,5.0,121.0,106.0,11.0,149,115,34
0402109,1617.8,435.1,1125.3,1624.4,605.3,936.7,1601.2,559.6,1034.9,1913.1,617.9,1190.2,1885.1,606.2,1057.1,1698,669,998
0402161,233.0,147.0,74.0,233.0,175.0,43.0,230.0,168.0,59.0,367.0,295.0,42.0,369.0,248.0,110.0,289,194,90
0402162,272.7,196.1,61.7,272.7,227.9,29.9,271.7,218.9,52.7,373.2,298.6,38.8,378.2,239.9,120.4,317,186,128
0402130,5088.0,2076.5,2856.7,5128.4,2531.8,2425.6,5045.6,2426.0,2603.8,5624.8,2385.5,2802.8,5514.8,2250.1,2874.3,3646,1830,1781
0402173,1671.4,621.3,1008.8,1684.7,790.0,839.5,1662.1,729.7,928.2,1989.8,827.3,1000.7,1968.4,770.4,1062.5,1856,871,972
0402174,3255.0,1254.6,1915.1,3269.0,1581.2,1607.2,3235.1,1495.6,1729.7,3270.1,1391.3,1641.0,3194.9,1296.8,1695.8,2180,1061,1092
0400510,408.7,233.6,164.7,406.8,253.6,138.0,397.3,242.1,155.1,477.9,267.6,156.0,471.2,253.3,191.3,378,206,165
0400527,419.7,261.7,146.4,419.9,290.4,117.6,406.6,270.2,135.7,443.5,258.9,133.8,437.3,243.0,167.5,428,238,186
0400522,529.0,281.0,224.0,525.0,314.0,191.0,521.0,302.0,216.0,590.0,271.0,229.0,575.0,251.0,259.0,488,235,250
0402105,1125.0,440.0,658.0,1124.0,562.0,536.0,1111.0,531.0,577.0,1258.0,560.0,626.0,1253.0,564.0,611.0,1329,686,630
0400907,1056.2,194.5,841.0,1058.2,241.8,772.9,1040.4,246.8,790.7,1170.7,220.1,836.1,1154.9,243.8,826.2,1230,252,962
0402305,587.0,380.0,197.0,591.0,454.0,119.0,569.0,451.0,118.0,693.0,550.0,113.0,676.0,412.0,245.0,558,327,225
0402306,487.5,148.5,333.9,486.4,173.6,301.8,465.4,168.6,296.8,499.6,178.6,296.8,488.5,170.5,284.9,425,154,264
0402307,1772.0,961.0,770.0,1778.0,1074.0,655.0,1736.0,1097.0,636.0,2127.1,1292.0,691.0,2082.0,1099.0,859.0,1538,894,632
0402311,1040.6,545.3,479.0,1044.7,618.2,407.7,1012.0,612.4,399.6,1043.9,586.2,411.0,1021.0,527.3,458.5,965,544,413
0402321,1079.4,698.7,357.0,1085.3,757.9,289.3,1042.0,750.6,289.4,1319.1,945.8,302.0,1278.0,787.7,435.5,976,675,295
0402313,218.0,132.0,81.0,219.0,144.0,71.0,217.0,149.0,67.0,277.0,169.0,88.0,276.0,157.0,110.0,245,158,84
0402314,622.5,377.5,232.1,620.5,411.4,195.2,606.6,409.4,197.2,652.4,396.4,214.2,643.4,387.5,223.1,605,399,194
0402315,684.0,223.0,451.0,688.0,261.0,418.0,661.0,250.0,410.0,707.0,245.0,425.0,684.0,254.0,377.0,713,309,398
0402317,1358.0,919.0,411.0,1358.0,1006.0,300.0,1322.0,1002.0,320.0,1730.0,1313.0,318.0,1698.0,1089.0,551.0,1187,792,388
0402319,1024.1,711.9,293.7,1021.1,747.7,238.7,994.4,763.4,227.9,1418.6,1099.7,244.4,1389.6,883.7,458.2,927,614,308
0402322,215.0,157.0,53.0,211.0,172.0,33.0,203.0,164.0,39.0,300.0,268.0,27.0,280.0,194.0,78.0,247,190,57
0402323,39.0,14.0,24.0,40.0,19.0,20.0,39.0,19.0,20.0,46.0,18.0,26.0,43.0,16.0,22.0,48,18,27
04025016,910.2,160.9,737.0,913.7,224.9,669.3,887.1,200.9,685.4,948.6,205.4,708.4,924.6,222.2,609.9,881,256,610
04025017,611.6,105.2,497.7,613.0,151.5,451.9,595.5,140.3,454.1,427.1,79.9,328.7,412.9,88.1,280.9,325,76,246
04025020,64.5,1.4,62.9,64.5,7.1,55.2,61.3,1.7,59.5,83.5,4.8,75.1,71.3,3.8,59.4,57,10,45
04025014,465.6,74.7,386.0,464.6,108.5,346.2,459.6,98.5,361.1,681.6,114.4,514.6,667.7,101.5,493.7,665,152,505
04025029,582.0,148.0,427.0,581.0,201.0,371.0,563.0,169.0,392.0,643.0,176.0,441.0,623.0,200.0,362.0,624,228,384
04025028,42.0,12.4,28.0,41.2,14.8,25.7,40.4,10.9,28.8,37.3,11.7,23.3,35.8,12.4,21.0,39,15,23
04025015,29.0,5.0,23.0,29.0,7.0,22.0,28.0,5.0,23.0,27.0,3.0,23.0,29.0,6.0,19.0,26,3,23
04025072,315.6,84.6,226.2,315.5,107.2,202.8,301.9,95.1,206.6,309.5,92.3,201.5,300.3,89.5,191.8,247,105,138
04025021,471.8,93.7,364.9,468.7,134.7,319.9,452.7,111.1,339.4,487.5,114.3,345.0,474.3,117.4,294.2,506,161,333
04025081,641.7,134.4,489.1,640.4,201.0,412.1,616.9,176.6,437.4,720.1,149.7,523.6,702.5,167.2,456.1,666,187,466
0401351,1723.5,443.7,1252.9,1732.8,572.8,1134.0,1675.0,512.3,1158.1,1833.5,508.5,1208.1,1784.2,456.6,1217.7,1156,445,700
04025002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04025082,1070.3,404.7,644.4,1071.7,474.7,573.6,1027.7,439.1,587.8,1140.4,453.9,604.8,1111.0,414.9,627.6,1156,452,689
04025027,305.0,73.0,231.0,302.0,80.0,213.0,294.0,77.0,217.0,313.0,70.0,231.0,300.0,72.0,204.0,264,63,199
04025059,219.3,82.9,132.1,219.6,97.3,117.5,210.6,90.0,120.5,233.7,93.0,123.9,227.7,85.0,128.6,221,105,114
04025025,786.4,297.3,473.5,787.5,348.8,421.4,755.1,322.6,431.9,837.9,333.5,444.4,816.3,304.8,461.2,882,303,571
04025115,968.3,363.0,583.6,968.9,432.7,510.9,937.9,409.9,527.0,1014.2,391.4,542.6,1006.4,389.2,546.9,893,384,500
04025040,986.7,373.0,593.4,990.1,439.3,526.1,958.1,415.1,542.0,1046.8,398.6,563.4,1037.6,393.8,572.1,984,447,525
04025090,1169.1,442.7,693.7,1173.2,543.1,587.5,1128.6,501.1,624.9,1284.5,472.1,704.7,1259.3,451.6,701.9,1320,557,746
04025054,1048.7,247.6,775.1,1046.3,333.6,677.1,1018.4,295.1,720.4,1129.5,285.9,775.1,1104.4,295.1,707.4,976,354,603
04025030,2001.6,626.1,1312.5,2001.6,786.7,1143.9,1954.8,737.6,1209.2,2122.7,684.9,1301.0,2074.6,676.9,1196.9,1839,722,1082
04025033,1625.2,320.1,1277.3,1623.1,456.3,1111.5,1560.6,404.9,1153.2,1635.6,371.5,1188.7,1584.9,377.1,1053.8,1127,311,798
04025108,708.8,139.6,557.1,707.9,199.0,484.8,680.6,176.6,503.0,713.4,162.0,518.4,691.3,164.5,459.6,533,142,386
04025117,1623.6,319.8,1276.0,1621.5,455.9,1110.4,1559.0,404.5,1152.1,1634.0,371.2,1187.5,1583.3,376.7,1052.8,1251,386,849
04025086,339.8,66.9,267.0,339.3,95.4,232.4,326.3,84.7,241.1,342.0,77.7,248.5,331.3,78.8,220.3,161,63,94
04025118,373.8,73.6,293.8,373.3,105.0,255.7,359.0,93.1,265.3,376.2,85.5,273.4,364.5,86.7,242.4,368,121,239
04025065,1367.4,322.9,1010.7,1364.3,435.0,882.9,1328.0,384.8,939.4,1472.8,372.8,1010.7,1440.0,384.8,922.3,1175,372,781
04025039,288.5,136.4,144.7,289.2,156.3,121.7,275.0,148.2,126.2,304.0,137.1,140.1,299.6,134.7,141.4,297,236,58
04025075,1164.0,312.4,820.7,1166.4,401.3,716.7,1118.7,371.4,745.6,1398.1,359.4,917.2,1354.9,360.1,866.4,1489,484,977
04025105,1582.3,522.4,1019.1,1584.8,645.3,887.1,1518.9,590.9,926.1,1674.5,599.5,958.6,1645.6,568.4,951.2,1794,653,1116
04025095,441.2,75.4,357.9,439.7,105.1,319.5,421.9,93.6,327.4,485.6,88.7,370.2,464.3,94.0,318.7,442,95,342
04025104,1224.9,589.5,601.0,1225.9,678.7,502.2,1167.2,639.5,525.2,1276.0,584.4,578.6,1256.2,570.5,582.4,1112,553,530
04025077,844.5,359.2,462.1,844.9,424.0,390.3,808.8,396.6,410.7,887.4,373.6,442.4,873.6,359.8,442.3,1027,400,616
04025087,1015.0,281.3,716.1,1018.0,356.6,640.3,969.4,315.3,653.0,1055.1,315.2,667.3,1024.9,297.3,665.8,806,294,501
04025080,1444.9,400.5,1019.4,1449.1,507.6,911.4,1379.9,448.9,929.5,1501.9,448.7,949.9,1459.0,423.2,947.8,1287,486,786
04025083,1089.4,301.9,768.6,1092.5,382.7,687.2,1040.4,338.4,700.8,1132.4,338.3,716.2,1100.0,319.1,714.6,847,275,562
04025051,848.0,235.0,598.2,850.4,297.9,534.9,809.8,263.4,545.5,881.4,263.3,557.5,856.2,248.4,556.2,954,334,608
04025096,1306.5,362.1,921.8,1310.3,459.0,824.1,1247.7,405.9,840.5,1358.1,405.7,859.0,1319.3,382.7,857.1,959,304,644
04025010,1586.2,333.4,1232.9,1579.1,426.7,1129.5,1521.7,372.2,1148.8,1596.0,370.3,1143.0,1546.8,361.9,1091.4,1371,397,965
04025070,972.3,269.5,686.0,975.2,341.6,613.3,928.6,302.1,625.5,1010.7,301.9,639.3,981.8,284.8,637.8,1148,410,723
04025064,1860.6,499.1,1334.1,1860.2,632.4,1195.6,1780.1,561.0,1218.2,1824.9,544.4,1188.2,1770.5,527.4,1131.1,1868,595,1250
04025068,476.5,188.4,276.4,475.5,222.0,239.4,454.3,205.3,248.5,529.4,208.2,279.5,511.5,193.6,282.6,554,219,327
04025091,1351.1,263.8,1066.2,1346.7,348.5,976.5,1300.7,306.2,994.3,1343.7,311.1,972.5,1294.6,306.8,913.7,1124,342,770
04025116,1266.4,223.3,1023.6,1264.3,306.8,918.4,1213.7,269.8,941.8,1330.3,244.5,1009.4,1280.6,250.5,909.2,1332,343,962
04025035,1279.5,257.2,1007.1,1272.5,329.8,925.2,1228.2,287.0,940.8,1281.9,285.1,933.4,1241.9,280.6,886.1,1113,266,837
04025074,862.0,145.2,701.1,859.0,203.8,626.2,824.6,180.9,642.0,944.8,171.3,722.4,902.7,181.2,621.5,895,241,639
04025067,618.8,104.0,503.6,616.5,145.9,449.6,591.7,129.5,460.9,680.1,122.1,520.9,649.9,129.5,447.5,540,171,366
04025092,1545.8,259.8,1258.0,1540.1,364.6,1123.2,1478.2,323.5,1151.5,1699.1,305.1,1301.2,1623.7,323.5,1117.9,1097,290,793
04025066,927.6,155.9,754.9,924.2,218.8,674.0,887.0,194.1,691.0,1019.6,183.1,780.8,974.3,194.1,670.8,1050,277,760
04025043,415.0,83.0,318.0,413.0,112.0,286.0,398.0,92.0,305.0,470.0,101.0,340.0,447.0,112.0,269.0,383,129,234
04025001,1137.2,200.5,919.2,1135.2,275.5,824.7,1089.8,242.2,845.6,1194.5,219.5,906.4,1149.9,224.9,816.4,1086,251,825
04025057,1960.4,345.6,1584.6,1957.1,475.0,1421.7,1878.8,417.6,1457.8,2059.3,378.4,1562.6,1982.4,387.8,1407.5,1543,473,1059
04025089,1038.0,177.0,845.2,1036.1,242.9,762.7,996.8,215.0,780.4,1068.2,192.3,815.9,1028.5,198.1,734.2,929,251,672
04025114,1874.0,255.4,1591.7,1870.3,347.0,1482.5,1822.2,323.0,1499.2,1694.5,261.9,1352.0,1633.4,281.3,1208.6,1147,241,897
04025013,357.2,66.7,285.5,359.1,94.1,253.1,347.9,77.9,269.3,373.5,66.1,290.6,353.5,86.0,224.4,311,93,209
04025044,215.8,40.3,172.4,216.9,56.9,152.9,210.1,47.1,162.7,225.6,39.9,175.5,213.5,52.0,135.6,226,75,145
04025120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04025098,26.0,4.7,20.6,26.0,6.7,18.8,25.2,6.0,19.1,25.4,6.4,18.1,24.1,6.4,16.6,9,1,8
04025088,1663.9,446.4,1193.0,1663.5,565.5,1069.2,1591.9,501.7,1089.4,1632.0,486.9,1062.5,1583.3,471.7,1011.5,1185,447,718
04025019,427.7,114.7,306.7,427.6,145.4,274.8,409.2,129.0,280.0,419.5,125.1,273.1,407.0,121.2,260.0,381,137,234
04025097,2185.8,560.8,1576.4,2187.1,735.5,1379.2,2091.9,662.0,1426.5,2324.2,620.3,1529.9,2257.2,616.8,1466.0,1492,471,1002
04025078,1175.8,301.6,848.0,1176.5,395.6,741.9,1125.3,356.1,767.3,1250.4,333.6,823.1,1214.4,331.8,788.7,1115,386,707
04025003,2409.1,585.2,1786.8,2402.7,763.6,1571.6,2318.6,697.5,1614.3,2558.1,657.3,1731.3,2482.1,629.6,1643.8,2286,715,1536
04025052,1863.4,452.6,1382.0,1858.5,590.7,1215.6,1793.4,539.5,1248.7,1978.6,508.4,1339.1,1919.9,487.0,1271.4,1696,557,1115
04025006,1371.5,333.2,1017.2,1367.9,434.7,894.7,1320.0,397.1,919.0,1456.3,374.2,985.6,1413.1,358.4,935.8,869,298,556
0400598,1467.6,337.6,1102.2,1468.6,422.0,998.9,1433.8,383.2,1048.5,1563.9,371.4,1063.4,1518.2,361.4,1005.9,1342,452,862
0400599,600.7,170.2,415.7,600.7,222.7,359.3,583.9,211.8,371.1,668.1,201.9,396.9,661.1,200.9,399.8,619,242,372
0400581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0400566,9.3,1.5,7.6,9.2,1.8,7.0,9.0,1.8,7.2,11.4,1.6,8.9,11.1,1.7,8.3,8,7,1
0401258,1003.0,170.0,802.0,991.0,258.0,671.0,962.0,230.0,732.0,1107.0,215.0,824.0,1080.0,274.0,695.0,981,306,653
0401263,4.5,0.9,3.4,4.5,1.5,2.8,4.3,1.0,3.2,5.3,1.0,3.9,5.1,1.1,3.4,16,6,9
0401501,148.0,16.0,132.0,146.0,20.0,124.0,143.0,21.0,122.0,175.0,20.0,149.0,165.0,17.0,132.0,143,18,117
0401531,405.0,67.0,328.0,406.9,92.0,304.0,403.0,77.0,324.0,426.9,72.0,332.0,412.9,88.0,250.0,304,83,216
0401529,762.0,139.0,603.0,757.0,207.0,528.0,738.0,183.0,555.0,846.0,197.0,618.0,821.0,228.0,512.0,792,284,490
0401505,719.0,36.0,669.8,726.1,38.7,668.1,702.3,44.0,657.5,820.1,22.9,686.5,876.4,47.5,741.9,749,14,614
