GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen
0202020-355,1056,478,550,1039.0,462.0,435.0,1015.0,196.0,408.0
0202021-400,1789,832,922,1722.0,794.0,741.0,1679.0,215.0,731.0
0202021-405,1726,661,1047,1666.2,690.8,818.8,1639.8,237.8,687.6
0202021-410,862,369,478,783.0,305.0,385.0,774.0,143.0,339.0
0202021-415,1345,605,710,1226.0,574.0,512.0,1204.0,192.0,549.0
0202021-420,1832,783,1019,1686.0,708.0,784.0,1648.0,239.0,730.0
0202021-425,1074,397,661,1029.0,383.0,523.0,1010.0,116.0,478.0
0202022-430,923,467,439,804.7,427.3,288.9,785.9,126.1,305.9
0202022-435,1221,703,494,1157.0,714.8,328.0,1135.2,219.3,415.0
0202022-440,1267,562,673,1183.8,558.1,486.0,1156.0,185.8,486.1
0202022-445,846,412,421,752.1,384.7,267.1,725.0,136.7,307.7
0202022-450,779,372,390,761.7,387.8,261.9,737.4,138.5,260.2
0202022-455,389,211,170,357.0,163.9,143.9,343.7,65.8,133.9
0202022-460,403,256,128,404.3,227.5,132.8,390.1,67.5,150.7
0202022-465,769,354,394,1013.3,506.6,345.1,978.8,182.9,428.3
0202023-500,576,350,209,446.0,229.0,168.0,453.0,64.0,199.0
0202023-505,376,216,146,325.0,175.0,114.0,322.0,68.0,131.0
0202023-510,746,443,286,706.0,448.0,201.0,685.0,117.0,291.0
0202023-515,1018,624,373,980.0,567.0,276.0,961.0,203.0,403.0
0202023-520,843,503,319,850.3,459.2,283.1,834.3,208.1,307.1
0202023-525,373,194,168,351.0,160.0,138.0,342.0,58.0,113.0
0202023-530,330,191,130,208.3,110.3,72.6,201.1,32.9,82.7
0202023-535,1075,602,447,1063.1,609.5,325.1,1022.4,227.5,385.6
0202023-540,1700,952,730,1572.3,922.5,490.6,1530.2,248.6,585.8
0202024-545,318,140,165,366.0,159.0,167.0,357.0,55.0,155.0
0202024-550,1246,544,675,1469.8,682.3,586.8,1424.2,221.3,601.6
0202024-555,745,291,441,572.2,244.2,250.0,559.8,82.4,232.1
0202024-560,1236,614,603,1166.5,621.0,421.9,1121.2,147.1,509.8
0202024-565,1049,473,564,697.5,352.5,263.5,670.3,120.4,288.6
0202024-570,1158,467,667,1032.0,383.0,495.0,1012.0,149.0,402.0
0202024-575,1900,851,1012,1851.0,799.0,829.0,1816.0,293.0,790.0
0202025-600,359,146,210,297.9,123.4,135.3,292.1,44.1,119.6
0202025-605,555,239,305,487.6,202.6,240.3,479.7,69.5,210.8
0202025-610,969,414,531,964.5,438.5,415.7,947.3,147.5,399.0
0202025-615,1056,637,392,1107.0,642.0,340.0,1073.0,171.0,417.0
0202025-620,751,381,350,840.0,454.0,299.0,826.0,194.0,296.0
0202025-625,483,242,236,497.0,273.0,177.0,491.0,116.0,179.0
0202025-630,515,325,176,636.0,418.0,164.0,613.0,79.0,246.0
0202025-635,974,481,484,778.5,325.2,351.9,762.7,115.0,315.9
0202025-640,741,368,358,770.0,333.0,345.0,759.0,135.0,295.0
0202026-645,1240,692,531,1261.6,772.2,398.8,1238.7,122.4,576.3
0202026-650,942,526,399,803.4,502.8,236.2,799.3,83.6,363.7
0202026-655,1285,630,634,1216.8,602.6,468.7,1197.4,178.5,573.5
0202026-660,1034,449,574,896.0,398.0,408.0,876.0,117.0,402.0
0202026-665,1455,669,762,1221.0,648.0,429.0,1203.0,180.0,514.0
0202026-670,775,390,379,723.3,357.6,281.7,709.2,125.0,250.1
0202026-675,426,248,168,452.5,215.1,185.2,442.0,73.7,164.8
0202026-680,585,268,299,592.9,282.1,224.8,583.1,98.2,226.7
0202026-685,908,600,291,891.0,571.0,239.0,870.0,114.0,330.0
0202027-700,1322,446,852,1369.0,472.0,734.0,1361.0,154.0,621.0
0202027-705,903,369,520,886.0,356.0,412.0,865.0,110.0,423.0
0202027-710,2297,805,1461,2753.4,1063.4,1436.7,2723.3,261.5,1423.2
0202027-715,1501,608,845,1449.0,607.0,666.0,1447.0,184.0,651.0
0202027-720,1247,483,741,1266.7,533.5,579.3,1236.4,181.7,586.2
0202027-725,1178,419,740,1050.0,416.0,514.0,1051.0,150.0,484.0
0202028-730,1813,703,1089,1841.0,719.0,920.0,1830.0,186.0,956.0
0202028-735,1742,679,1032,1550.0,672.0,733.0,1515.0,146.0,771.0
0202028-740,1016,402,595,951.0,375.0,462.0,940.0,146.0,408.0
0202028-745,1886,627,1236,1836.0,700.3,931.3,1811.7,176.7,924.7
0202028-750,1588,610,959,1504.0,579.0,768.0,1490.0,125.0,801.0
0202028-755,1705,621,1042,1954.2,797.6,956.6,1937.6,194.7,970.7
0202029-800,1194,514,656,1157.9,491.0,556.9,1120.7,124.0,522.0
0202029-805,1112,414,685,994.5,420.8,475.9,973.9,141.4,430.7
0202029-810,490,211,276,515.9,224.7,245.0,504.9,64.9,223.1
0202029-815,834,289,534,772.2,335.4,359.1,755.6,104.5,340.8
0202029-820,677,269,390,685.7,267.6,299.9,676.2,102.0,289.9
0202029-825,1205,439,742,1244.0,503.3,593.3,1214.1,140.3,551.7
0202029-830,1411,548,844,1447.3,552.9,717.5,1420.1,215.6,607.8
0202030-835,1752,659,1061,1724.0,729.0,805.0,1704.0,233.0,782.0
0202030-840,1910,775,1112,1929.6,859.8,871.2,1895.8,196.1,895.5
0202030-845,623,239,371,645.0,248.0,330.0,643.0,74.0,309.0
0202030-850,995,367,607,950.5,397.4,459.1,940.3,88.0,481.8
0202030-855,1402,544,840,1324.0,563.0,586.0,1296.0,181.0,544.0
0202030-860,1378,493,859,1317.0,485.0,685.0,1277.0,156.0,522.0
0202030-865,1081,409,650,1129.0,449.0,536.0,1104.0,153.0,506.0
0202031-900,886,339,528,979.0,375.0,486.0,972.0,121.0,462.0
0202031-905,1744,562,1164,1998.3,671.3,1133.4,1967.5,175.9,1006.6
0202031-910,1331,455,858,1170.0,405.0,644.0,1159.0,140.0,514.0
0202031-915,944,328,601,992.1,368.4,515.7,983.0,76.9,519.9
0202031-920,1371,426,923,1359.8,479.8,717.7,1355.8,94.6,742.7
0202031-925,678,203,469,678.8,205.6,387.2,677.6,41.6,387.8
0202031-930,1809,713,1076,1846.7,694.4,977.6,1828.3,159.0,934.0
0202031-935,1407,570,800,1349.8,528.1,696.3,1333.4,116.0,680.1
0202032-940,822,387,418,882.3,411.1,383.9,861.9,101.8,381.0
0202032-945,232,120,109,302.4,165.0,115.6,303.7,57.9,151.5
0202032-950,2123,734,1354,2464.0,763.0,1352.0,2412.0,198.0,1177.0
0202032-955,1310,560,738,1253.7,535.9,593.1,1251.1,101.2,575.0
0202032-960,1466,1055,382,1379.0,878.0,299.0,1366.0,234.0,571.0
0202032-965,1890,736,1133,1952.0,740.0,1019.0,1933.0,134.0,1046.0
0202032-970,1602,461,1123,1450.0,442.0,824.0,1418.0,132.0,693.0
0202032-980,243,131,106,239.0,106.0,108.0,242.0,45.0,73.0
0202032-985,1886,684,1166,1885.0,720.0,962.0,1884.0,147.0,891.0
0202032-990,364,177,184,319.0,168.0,113.0,315.0,42.0,128.0
0205006-510,210,90,117,171.0,99.0,58.0,166.0,19.0,94.0
0205006-540,40,17,21,28.0,11.0,8.0,29.0,2.0,19.0
0205006-545,50,30,17,29.8,24.7,2.1,29.8,4.1,14.4
0205006-610,20,7,13,8.9,7.2,1.1,9.2,0.6,4.7
0205006-665,52,10,38,32.2,26.1,3.8,33.0,2.3,16.9
0205038-800,174,101,66,141.0,64.0,39.0,137.0,17.0,51.0
0205038-802,126,91,30,115.0,56.0,19.0,119.0,20.0,39.0
0205038-804,84,46,31,71.0,43.0,7.0,71.0,12.0,35.0
0205038-806,314,168,136,230.5,120.3,71.3,222.9,22.5,117.2
0205038-808,849,457,372,791.0,450.0,239.0,770.0,101.0,410.0
0205038-810,524,295,215,526.5,274.7,162.7,509.1,51.5,267.8
0205038-812,163,104,51,195.0,82.0,14.0,193.0,18.0,106.0
0205038-814,111,46,60,108.0,61.0,31.0,105.0,10.0,53.0
0205038-816,106,41,63,99.0,56.0,17.0,97.0,6.0,65.0
0205038-818,72,25,45,70.0,29.0,29.0,67.0,1.0,47.0
0205038-820,133,80,49,97.0,68.0,14.0,95.0,14.0,55.0
0205038-822,169,98,63,170.0,89.0,32.0,171.0,30.0,70.0
0205038-824,143,36,101,109.0,44.0,42.0,105.0,13.0,49.0
0205038-826,187,93,77,185.0,114.0,20.0,185.0,31.0,89.0
0205038-828,127,63,60,102.0,49.0,33.0,98.0,19.0,55.0
0205038-830,110,46,54,95.0,51.0,6.0,93.0,7.0,61.0
0205038-832,87,31,55,99.0,52.0,18.0,100.0,10.0,68.0
0205038-834,97,60,37,127.0,75.0,39.0,118.0,6.0,70.0
0205038-836,128,78,44,115.0,65.0,17.0,114.0,31.0,59.0
0205038-838,126,65,44,141.0,92.0,8.0,140.0,15.0,86.0
0205038-840,107,74,31,95.0,57.0,7.0,94.0,18.0,46.0
0205038-842,164,77,75,124.0,67.0,26.0,124.0,18.0,69.0
0205038-844,166,47,114,176.0,92.0,48.0,168.0,22.0,91.0
0205038-846,201,148,44,268.0,146.0,34.0,274.0,41.0,125.0
0205038-848,117,62,41,105.0,60.0,15.0,104.0,12.0,57.0
0205038-850,119,42,74,126.0,74.0,18.0,123.0,12.0,74.0
0205038-852,106,75,24,142.0,91.0,11.0,144.0,30.0,76.0
0206037-722,229,52,171,188.0,36.0,138.0,178.0,18.0,117.0
0206037-728,259,81,170,246.0,91.0,125.0,245.0,19.0,156.0
0206037-736,32,7,25,29.0,13.0,11.0,27.0,1.0,21.0
0206808-100,157,37,113,102.0,20.0,74.0,99.0,9.0,35.0
0206808-110,168,76,83,166.2,59.7,90.0,163.4,12.2,71.1
0206808-120,117,30,83,111.6,31.8,74.2,111.4,19.5,47.2
0206808-125,200,173,27,149.2,122.0,19.6,152.7,34.4,35.9
0206808-136,596,253,331,570.9,157.7,323.2,544.5,54.8,271.3
0207037-702,59,30,28,81.0,33.0,41.0,84.0,7.0,50.0
0207037-710,30,11,19,20.0,15.0,4.0,22.0,0.0,17.0
0207037-714,1071,503,549,1014.0,518.0,381.0,983.0,150.0,446.0
0207037-718,56,17,39,52.0,24.0,25.0,52.0,3.0,35.0
0207037-724,80,22,57,32.0,11.0,17.0,31.0,3.0,22.0
0207037-726,154,34,114,181.5,84.2,69.2,177.5,11.0,124.3
0207037-730,226,151,65,231.0,155.0,25.0,228.0,25.0,153.0
0207037-742,302,84,214,267.5,134.8,84.8,262.5,7.0,181.7
0209007-210,52,10,42,49.3,10.7,31.2,46.9,4.2,13.0
0209007-225,2106,1087,978,2034.2,1020.0,799.4,1999.8,251.4,884.2
0209007-230,780,253,505,718.9,189.4,424.6,700.3,57.9,268.6
0209007-235,848,495,314,809.7,438.3,276.5,802.7,120.8,258.6
0209007-240,708,342,357,677.4,252.2,327.4,674.4,116.3,266.8
0209007-245,1880,632,1204,2004.8,535.3,1176.7,1965.5,142.9,852.7
0209007-250,1415,426,973,1319.7,334.3,806.6,1298.3,95.4,596.2
0209007-255,2120,756,1326,1941.8,616.0,1062.1,1929.2,142.3,926.5
0209007-260,910,282,598,821.0,193.0,533.0,789.0,68.0,273.0
0209008-115,2541,1098,1384,2727.7,1175.2,1190.2,2670.6,310.0,1212.7
0209008-130,1236,705,475,1263.6,651.9,442.4,1237.9,191.7,485.0
0209008-132,1091,480,591,839.2,376.5,336.2,827.6,106.4,384.3
0209008-134,1196,781,372,1223.3,716.7,303.0,1209.2,252.0,413.7
0209008-138,468,182,276,433.3,139.0,244.0,428.4,45.2,205.2
0209008-140,282,192,77,209.8,124.7,62.2,203.6,45.9,68.1
0209008-143,558,303,239,801.5,433.1,242.3,783.7,110.6,293.8
0209008-145,1634,683,927,1504.6,616.0,691.5,1482.4,193.5,688.8
0209009-305,245,66,168,190.0,38.9,130.7,184.4,16.7,72.3
0209009-310,1457,546,888,1253.6,470.0,600.7,1210.1,117.3,571.5
0209009-320,363,125,231,334.0,121.0,182.0,322.0,39.0,138.0
0209009-330,871,345,507,731.5,328.5,306.0,705.5,92.7,318.1
0209009-335,668,235,410,519.7,177.6,273.0,507.5,59.8,249.2
0209009-340,943,309,620,580.7,206.0,289.1,562.6,53.8,292.6
0209009-345,812,386,412,680.8,258.8,325.2,659.9,103.7,307.2
0209009-350,962,474,458,839.5,388.5,360.2,809.2,147.4,316.3
0209009-353,784,319,447,901.6,309.7,470.1,871.3,78.1,436.0
0209010-325,579,226,322,405.3,163.3,186.8,389.1,64.0,154.5
0209010-355,1519,608,884,1263.2,476.2,606.9,1153.6,162.8,526.3
0209010-360,1914,668,1213,1452.2,452.1,800.3,1334.4,167.4,646.7
0209010-365,1021,406,608,1039.2,301.2,589.5,951.7,158.5,458.2
0209010-367,546,166,365,392.7,120.0,227.3,381.0,44.0,170.3
0209011-400,992,190,781,922.9,186.4,629.3,889.0,63.3,409.5
0209011-405,1524,325,1182,1600.4,360.5,1057.2,1454.9,119.6,685.4
0209011-410,1652,318,1308,1554.5,223.7,1139.3,1518.4,62.3,731.0
0209011-415,322,75,243,319.6,49.8,236.4,310.0,19.1,146.4
0209011-420,1351,232,1097,1221.2,184.7,879.4,1187.2,64.1,524.0
0209011-425,886,215,657,891.0,179.0,586.0,883.0,72.0,392.0
0209011-430,1483,255,1206,1485.6,211.1,1078.3,1450.3,72.9,627.9
0209011-435,1595,314,1262,1494.2,258.2,1064.7,1458.7,88.3,641.2
0209012-025,1038,231,798,653.0,105.2,447.8,627.0,72.1,375.5
0209012-035,764,127,621,763.7,101.4,596.5,743.5,36.5,288.0
0210005-510,1314,596,674,1437.0,651.0,573.0,1427.0,199.0,564.0
0210005-512,218,100,111,174.0,69.0,83.0,179.0,42.0,69.0
0210502-285,100,32,61,78.0,21.0,52.0,69.0,5.0,45.0
0210505-500,214,128,78,293.3,190.1,45.2,292.1,55.9,156.4
0210505-506,292,176,107,386.0,239.0,102.0,379.0,121.0,102.0
0210505-514,479,232,237,486.0,206.0,206.0,485.0,77.0,218.0
0210505-535,71,22,47,78.0,58.0,8.0,77.0,14.0,52.0
0210505-565,88,48,35,94.0,38.0,37.0,99.0,22.0,28.0
0211003-300,1353,928,390,1308.0,879.0,277.0,1281.0,301.0,481.0
0211003-310,588,433,133,455.7,298.2,110.1,444.7,103.8,180.6
0211003-320,645,555,77,681.8,529.9,97.5,660.5,168.1,186.8
0211003-330,1121,885,208,884.2,687.1,126.5,856.5,217.9,242.2
0211003-340,979,614,351,707.3,462.8,170.9,690.3,161.2,280.4
0211003-350,890,410,447,864.8,348.7,399.4,865.7,160.3,438.3
0211003-360,877,425,414,747.0,343.1,302.9,736.0,136.3,341.2
0211003-370,1064,707,332,1102.4,708.1,264.2,1072.6,263.2,435.0
0211003-380,684,427,245,659.0,385.0,191.0,647.0,132.0,289.0
0211003-390,523,273,232,571.2,257.3,236.7,564.3,104.5,265.5
0211004-410,1361,603,724,1142.0,520.0,466.0,1123.0,210.0,496.0
0211004-420,1402,574,792,1592.0,633.0,703.0,1580.0,251.0,737.0
0211004-430,1604,704,854,1442.0,611.0,633.0,1399.0,196.0,640.0
0211004-440,1844,861,931,1993.0,850.0,872.0,1963.0,273.0,946.0
0211004-450,1442,820,583,1225.0,601.0,493.0,1193.0,178.0,519.0
0211004-460,1051,599,418,1082.0,620.0,347.0,1062.0,210.0,423.0
0212206-695,66,37,26,38.9,27.5,2.2,36.2,5.9,20.0
0212232-975,127,76,48,124.0,67.0,39.0,126.0,18.0,61.0
0212233-700,2007,438,1532,2162.3,389.3,1588.8,2113.5,95.0,784.2
0212233-710,1736,428,1246,1633.0,380.0,1070.0,1597.0,126.0,615.0
0212233-720,957,232,703,888.0,204.0,585.0,872.0,76.0,333.0
0212233-730,825,206,601,901.0,196.0,587.0,888.0,55.0,372.0
0212233-740,1412,287,1096,1618.2,315.3,1158.9,1589.5,77.3,667.6
0212233-750,1931,498,1393,2007.6,392.8,1382.2,1969.4,130.7,796.7
0212234-810,936,169,749,1113.2,187.1,815.4,1098.2,69.6,389.2
0212234-820,1441,461,931,1413.9,376.9,916.5,1384.8,107.6,438.4
0212234-830,1052,183,851,1047.0,203.8,725.3,1020.2,60.1,418.2
0212234-840,1409,259,1109,1440.0,213.0,1100.0,1387.0,68.0,453.0
0212234-850,911,247,646,1236.6,304.1,824.1,1215.1,103.5,420.6
0212234-870,1506,254,1216,1591.0,201.0,1258.0,1561.0,107.0,564.0
0212234-880,2240,347,1856,2524.6,358.8,1960.9,2446.4,92.7,896.7
0212235-010,1606,818,759,1526.0,615.0,698.0,1490.0,157.0,557.0
0212235-020,1303,540,740,1256.0,531.0,557.0,1229.0,150.0,439.0
0212235-030,1076,290,764,1137.5,246.9,772.2,1114.3,101.6,363.6
0212235-040,1125,460,627,1135.9,422.9,562.9,1130.6,165.1,457.6
0212235-050,276,135,136,228.0,79.0,120.0,224.0,21.0,89.0
0212235-060,708,399,283,699.9,366.1,259.7,672.6,85.9,210.9
0212235-070,399,179,217,428.5,153.3,234.0,419.8,67.2,127.3
0212235-080,1274,689,547,1267.0,667.0,474.0,1217.0,133.0,396.0
0212235-090,246,107,137,249.0,116.0,100.0,244.0,31.0,89.0
0212235-095,313,157,141,180.2,73.8,90.1,175.0,22.9,56.9
0212235-098,1126,480,608,994.5,446.4,402.8,998.4,158.8,451.2
0213001-110,1095,520,541,1022.0,420.0,439.0,992.0,126.0,468.0
0213001-120,1445,595,808,1384.0,528.0,637.0,1348.0,166.0,732.0
0213001-130,1032,368,646,954.0,235.0,578.0,931.0,94.0,528.0
0213001-140,535,144,379,577.0,131.0,393.0,556.0,34.0,290.0
0213001-150,1134,356,750,1165.4,277.6,769.0,1140.5,86.9,569.2
0213001-160,227,134,87,178.0,80.0,61.0,166.0,19.0,110.0
0213001-170,1022,377,621,935.0,278.1,544.9,905.6,65.5,473.7
0213001-180,1,0,1,1.6,0.4,1.0,1.5,0.1,0.8
0213005-500,2,1,1,1.9,0.6,1.1,1.8,0.1,0.9
0213005-540,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0215036-605,93,31,57,96.0,30.0,53.0,90.0,7.0,45.0
0215036-608,989,315,647,818.0,229.0,483.0,785.0,63.0,357.0
0215036-615,58,7,49,47.0,12.0,29.0,44.0,5.0,25.0
0215036-618,1304,448,816,1155.0,454.0,570.0,1114.0,147.0,495.0
0215036-620,1319,469,824,1109.0,505.0,477.0,1085.0,125.0,503.0
0215036-622,2168,703,1410,2278.0,653.0,1326.0,2182.0,170.0,1008.0
0215036-625,102,42,55,71.0,39.0,20.0,76.0,5.0,56.0
0215036-635,90,57,33,93.0,36.0,23.0,94.0,9.0,49.0
0215036-645,121,29,89,93.0,22.0,63.0,88.0,5.0,43.0
0216436-655,167,67,98,141.0,53.0,65.0,133.0,6.0,88.0
0216436-665,90,26,59,79.0,31.0,15.0,77.0,4.0,52.0
0216436-676,23,8,10,52.0,21.0,8.0,50.0,6.0,31.0
0216436-685,89,57,32,98.0,63.0,12.0,98.0,7.0,54.0
0216436-696,29,5,22,27.0,3.0,16.0,27.0,1.0,14.0
0216437-708,26,6,20,31.0,10.0,17.0,33.0,1.0,23.0
0216437-716,21,0,20,13.0,1.0,9.0,13.0,0.0,9.0
0216437-732,56,17,39,51.0,9.0,29.0,49.0,3.0,31.0
0217012-030,657,186,459,689.0,133.2,471.1,677.2,47.6,279.5
0217012-043,193,41,149,188.9,49.6,126.4,183.0,10.0,68.2
0217012-047,798,279,488,718.0,169.0,467.0,695.0,64.0,259.0
0217013-005,1575,428,1106,1821.1,374.9,1257.7,1772.2,152.6,673.6
0217013-010,1466,356,1087,1795.1,392.1,1235.1,1772.8,140.9,768.6
0217013-015,1273,242,1005,1396.4,264.7,958.6,1364.0,91.4,562.3
0217013-020,604,139,452,698.7,145.8,481.3,686.9,37.1,310.7
0217013-025,1172,399,750,1052.5,285.3,612.9,1028.5,87.9,437.1
0217013-027,1305,334,943,1437.5,354.5,883.4,1417.8,116.4,570.6
0217013-033,902,203,670,955.6,171.6,662.1,942.2,60.3,388.3
0217013-035,956,212,728,932.9,175.4,673.7,911.4,60.0,375.6
0217013-040,1561,339,1193,1762.3,337.0,1247.8,1737.9,98.3,737.0
0217013-045,656,148,498,753.1,124.7,528.7,744.9,43.0,306.6
0217014-050,2167,417,1715,2024.5,335.4,1457.4,1978.2,120.9,777.3
0217014-055,412,70,336,563.4,85.1,423.4,549.7,48.0,192.8
0217014-060,2572,518,2009,2558.4,444.6,1841.0,2511.9,167.6,1006.3
0217014-065,1237,258,966,1261.1,226.5,903.3,1231.2,66.3,497.5
0217014-070,747,182,554,910.1,156.0,661.9,898.2,38.5,367.5
0217014-075,1704,316,1370,1791.7,302.4,1302.2,1738.5,105.4,702.3
0217014-080,1553,371,1158,1722.0,337.0,1212.0,1675.0,144.0,682.0
0217015-100,1692,318,1336,1878.5,288.2,1439.0,1820.0,97.1,648.2
0217015-103,762,149,594,905.0,153.0,677.0,879.0,54.0,333.0
0217015-105,3047,578,2403,3633.2,538.6,2741.5,3520.7,214.8,1346.6
0217015-110,1396,266,1087,1757.2,266.2,1298.3,1718.2,105.9,610.6
0217015-115,1386,243,1126,1526.9,231.7,1171.4,1489.6,85.6,517.7
0217015-120,620,201,402,785.0,181.0,513.0,769.0,86.0,285.0
0217015-125,611,330,253,634.1,330.4,215.7,614.0,124.0,201.8
0217015-130,257,65,178,264.0,46.0,188.0,262.0,18.0,104.0
0217015-135,1242,360,848,1431.5,292.8,1021.0,1393.0,103.9,482.8
0217016-140,1514,369,1116,1656.1,332.7,1147.0,1633.0,107.8,671.1
0217016-150,715,106,594,976.5,155.5,736.4,954.1,45.4,395.6
0217016-155,1435,392,1008,1693.3,410.3,1121.1,1668.6,116.7,636.9
0217016-170,1664,346,1278,2031.5,293.1,1555.3,1986.2,151.5,755.9
0217016-175,498,127,366,700.9,157.6,480.4,689.0,61.0,292.0
0218039-902,138,64,70,147.0,86.0,25.0,140.0,6.0,88.0
0218039-906,33,28,5,12.0,8.0,3.0,13.0,0.0,11.0
0218039-908,108,60,47,126.0,51.0,35.0,119.0,12.0,57.0
0218039-912,183,92,85,210.0,147.0,32.0,211.0,22.0,125.0
0218039-914,78,45,33,68.0,36.0,12.0,66.0,4.0,47.0
0218039-920,149,60,87,96.0,64.0,25.0,108.0,12.0,72.0
0218039-924,515,250,259,509.0,222.0,218.0,493.0,52.0,274.0
0218039-926,703,298,381,689.0,279.0,287.0,662.0,77.0,341.0
0218039-934,317,217,85,287.0,191.0,27.0,280.0,25.0,144.0
0218039-938,102,34,67,112.0,60.0,34.0,108.0,12.0,66.0
0218039-942,103,43,55,101.0,48.0,33.0,96.0,5.0,54.0
0218039-944,155,97,52,135.0,69.0,15.0,133.0,6.0,52.0
0218039-946,104,41,63,86.0,40.0,20.0,85.0,9.0,50.0
0218039-948,302,137,164,315.0,152.0,104.0,306.0,15.0,202.0
0218039-950,81,59,21,52.0,24.0,5.0,53.0,8.0,27.0
0218039-952,108,58,40,81.0,37.0,21.0,79.0,9.0,47.0
0218040-040,256,145,107,241.0,155.0,33.0,235.0,17.0,152.0
0218540-004,116,60,54,126.0,71.0,23.0,126.0,15.0,57.0
0218540-007,70,31,38,78.0,43.0,21.0,75.0,3.0,45.0
0218540-008,502,210,281,411.0,205.0,146.0,398.0,40.0,230.0
0218540-010,909,433,451,1012.0,473.0,388.0,978.0,99.0,584.0
0218540-016,115,32,76,93.0,34.0,38.0,92.0,9.0,57.0
0218540-030,133,69,56,131.0,43.0,33.0,130.0,15.0,62.0
0218540-032,237,118,108,185.0,114.0,50.0,181.0,21.0,108.0
0218540-034,60,17,42,77.0,30.0,15.0,77.0,9.0,41.0
0218540-044,226,71,145,196.0,68.0,88.0,190.0,4.0,106.0
0218840-002,117,52,59,99.0,70.0,12.0,99.0,18.0,49.0
0218840-012,127,62,55,151.0,79.0,25.0,151.0,18.0,99.0
0218840-014,58,31,24,53.0,37.0,4.0,56.0,6.0,30.0
0218840-018,148,64,80,138.0,74.0,40.0,136.0,20.0,79.0
0218840-020,135,32,93,142.0,72.0,26.0,141.0,19.0,77.0
0218840-022,53,26,26,52.0,18.0,7.0,50.0,4.0,21.0
0218840-024,1002,441,533,899.0,450.0,291.0,871.0,80.0,493.0
0218840-026,183,72,102,172.0,81.0,44.0,175.0,16.0,99.0
0218840-028,199,61,134,180.0,91.0,48.0,176.0,20.0,106.0
0218840-038,237,72,161,159.0,95.0,44.0,153.0,14.0,75.0
0218840-042,100,38,61,98.0,79.0,10.0,99.0,16.0,66.0
0219502-250,1714,702,962,1695.4,561.5,909.9,1647.6,195.1,893.0
0219502-295,36,18,16,43.0,15.0,25.0,43.0,11.0,19.0
0219505-500,6,4,2,6.9,2.3,3.7,6.7,0.8,3.7
0219505-518,258,125,121,290.0,130.0,107.0,293.0,41.0,159.0
