GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
0900101-187,3404,2231,1153
0900101-188,2113,1401,703
0900101-184,1335,853,479
0900101-154,1902,1451,440
0900101-053,1785,836,938
0900101-054,1733,788,931
0900101-055,1850,836,1005
0900101-113,1941,1173,752
0900101-111,847,774,73
0900101-109,2448,1815,621
0900101-114,4690,2713,1950
0900101-107,2992,1964,995
0900101-118,2969,1711,1242
0900101-183,727,449,276
0900101-050,1866,772,1086
0900101-052,1919,927,977
0900101-148,2895,1846,1027
0900101-141,2612,1482,1110
0900101-142,2724,1348,1360
0900101-140,2497,1373,1111
0900101-144,1115,620,487
0900101-139,1175,627,540
0900101-138,2329,1271,1044
0900101-145,2500,1402,1080
0900101-146,2183,1267,904
0900101-096,1270,576,681
0900101-115,2304,1362,924
0900101-153,2383,1489,879
0900101-134,1929,1259,665
0900101-143,3745,2630,1093
0900101-083,1582,912,662
0900101-091,2579,1329,1230
0900101-137,2355,1375,963
0900101-152,282,213,69
0900101-076,2889,1558,1310
0900101-136,2405,1498,889
0900101-135,2226,1480,732
0900101-075,1393,631,755
0900101-147,1003,567,434
0900101-097,4717,2105,2584
0900101-098,5140,2506,2612
0900101-191,2708,1443,1250
0900101-116,3479,2049,1403
0900101-087,2749,1609,1131
0900101-084,531,270,260
0900101-072,2571,1259,1295
0900101-088,918,428,486
0900101-081,1106,697,398
0900101-079,1771,899,848
0900101-078,253,161,90
0900101-071,1322,788,531
0900101-089,1641,885,749
0900101-090,3450,1853,1583
0900101-080,129,46,46
0900101-149,2195,1760,428
0900101-132,2801,1709,1085
0900101-150,1985,1708,269
0900101-151,2051,1677,368
0900101-133,2231,1681,533
0900101-093,2944,1357,1554
0900303-124,1499,809,675
0900303-016,631,397,225
0900303-019,3184,1808,1328
0900303-018,2066,1261,785
0900303-022,3322,1987,1274
0900303-025,5209,2716,2406
0900303-047,3255,1913,1310
0900303-123,2362,1406,918
0900303-131,3321,1842,1447
0900303-189,1523,928,569
0900303-109,941,667,264
0900303-110,1007,763,229
0900303-116,1455,877,552
0900303-115,3281,2105,1141
0900303-114,2386,1475,869
0900303-027,367,210,155
0900303-152,7460,3808,3562
0900303-032,3377,2724,623
0900303-029,2746,2187,543
0900303-139,642,401,234
0900303-174,2188,1187,987
0900303-173,1942,983,939
0900303-120,1747,1090,624
0900303-151,1945,1046,874
0900303-141,1251,639,599
0900303-177,1556,774,770
0900303-030,2388,1727,636
0900303-137,4400,2720,1621
0900303-086,3210,2315,857
0900303-031,2345,1876,440
0900303-034,3194,2056,1090
0900303-128,2257,1303,924
0900303-176,378,269,104
0900303-136,2356,1390,940
0900303-140,2697,1432,1226
0900303-145,2572,1473,1057
0900303-148,2306,1280,997
0900303-146,1044,527,504
0900303-150,1816,1006,781
0900303-035,3445,2202,1208
0900303-033,2740,2039,655
0900303-057,2173,1497,654
0900303-095,2852,1746,1082
0900303-037,2737,1615,1089
0900303-036,2448,1430,977
0900303-134,2641,1601,1002
0900303-188,3285,2191,1053
0900303-142,1550,796,732
0900303-143,2454,1346,1083
0900303-144,2091,1152,911
0900303-149,1153,690,439
0900303-160,1612,1176,427
0900303-159,783,569,206
0900303-164,1359,990,351
0900303-191,3094,1749,1297
0900303-190,3222,1912,1257
0900303-040,2008,1229,754
0900303-038,1724,979,721
0900303-172,1522,1060,435
0900303-154,1182,863,307
0900303-169,1499,1091,386
0900303-168,1404,964,434
0900303-170,2040,1316,707
0900303-166,742,505,227
0900303-039,3588,2093,1453
0900303-043,2754,1580,1117
0900303-042,2794,1633,1110
0900303-041,2019,1301,686
0900303-044,2032,1175,826
0900303-046,1962,1195,729
0900303-045,667,397,260
0900303-050,1125,531,585
0900303-048,1816,970,825
0900303-157,2706,1618,1067
0900303-158,2160,1386,749
0900303-165,2394,1611,746
0900303-051,2783,1826,914
0900303-052,1603,922,655
0900303-171,686,411,267
0900303-163,1857,1234,592
0900303-167,2002,1340,643
0900303-179,1539,963,547
0900303-181,1706,971,712
0900303-056,2270,1339,906
0900303-090,2453,1379,1052
0900303-058,1620,959,638
0900303-053,898,521,361
0900303-054,2705,1521,1150
0900303-055,3176,1757,1383
0900303-059,2544,1425,1094
0900303-127,3332,2123,1152
0900303-178,1099,664,417
0900303-184,2017,1772,236
0900303-185,2294,1708,552
0900303-003,3313,1707,1583
0900303-192,1596,984,600
0900303-193,2261,1398,842
0900303-175,1183,756,410
0900303-060,4480,2437,1982
0900303-129,4298,2410,1845
0900303-061,1913,969,919
0900303-085,1274,496,756
0900303-161,1657,1278,361
0900303-062,1416,1291,114
0900303-162,2174,1677,468
0900303-153,2435,1890,520
0900303-081,2431,2230,179
0900303-075,1241,1186,53
0900303-084,1707,1553,146
0900303-064,1898,1733,158
0900303-074,496,409,86
0900303-083,2365,2316,48
0900303-066,1880,1657,211
0900303-065,1698,1388,296
0900303-067,1601,1391,198
0900303-068,1874,1555,308
0900303-182,1339,902,419
0900303-117,1865,1216,619
0900303-071,1530,1374,153
0900303-070,1316,1216,92
0900303-069,861,783,73
0900303-180,1776,1173,585
0900303-072,984,917,62
0900303-073,695,564,125
0900303-076,895,868,27
0900303-135,4339,2661,1624
0900303-026,5971,3412,2472
0900303-006,1709,930,762
0900303-001,5386,2901,2427
0900303-130,4423,2521,1871
0900303-002,1967,1090,858
0900303-049,4011,2280,1670
0900303-079,1488,1281,192
0900303-156,1817,1176,613
0900303-077,1999,1964,31
0900303-078,1658,1635,21
0900303-187,2437,2097,321
0900303-080,880,806,61
0900303-088,2882,1867,964
0900303-093,2914,1979,899
0900303-092,2194,1655,502
0900303-009,1626,1193,421
0900303-004,2680,1529,1113
0900303-007,1949,984,935
0900303-005,1700,983,691
0900303-118,1585,999,570
0900303-097,2410,1561,815
0900303-098,1823,1398,403
0900303-121,1469,882,571
0900303-087,2593,1913,640
0900303-094,2251,1602,610
0900303-089,2781,1729,1021
0900303-091,2465,1597,830
0900303-096,3701,2071,1594
0900303-108,1860,1300,528
0900303-105,1079,884,186
0900303-126,4461,2531,1875
0900303-147,1341,679,642
0900303-008,3089,1602,1456
0900303-132,2008,1209,772
0900303-010,3085,2534,535
0900303-012,1835,1660,163
0900303-155,1956,1421,515
0900303-013,1307,958,339
0900303-014,2143,1890,245
0900303-101,955,775,171
0900303-122,2561,1556,959
0900303-125,2068,1212,832
0900303-100,1508,1131,356
0900303-104,1077,921,149
0900303-011,2226,2149,75
0900303-082,2097,2072,24
0900303-063,1582,1552,28
0900303-183,3201,2086,1089
0900303-028,2588,1402,1148
0900303-186,1679,1174,485
0900303-021,3418,1910,1457
0900303-015,2197,1308,856
0900303-017,3020,1897,1078
0900303-020,2578,1580,961
0900303-024,3280,2009,1221
0900303-023,2868,1809,1018
0900303-099,1575,1244,313
0900303-107,1462,1109,329
0900303-119,2037,1231,780
0900303-113,1528,1159,355
0900303-112,1908,1322,567
0900303-111,1820,1251,536
0900303-103,182,159,23
0900303-106,1160,988,168
0900303-102,161,110,50
0900505-033,4038,1842,2122
0900505-015,104,46,57
0900505-010,1915,876,989
0900505-040,2164,1124,987
0900505-037,418,210,192
0900505-036,1584,779,773
0900505-018,2070,970,1058
0900505-023,2237,1142,1068
0900505-022,930,516,401
0900505-041,3058,1707,1270
0900505-013,872,348,504
0900505-014,964,533,426
0900505-038,927,468,439
0900505-043,2223,1384,818
0900505-017,2157,1223,890
0900505-034,2465,1159,1235
0900505-020,2039,1177,840
0900505-019,2717,1411,1271
0900505-024,2317,1153,1163
0900505-021,1308,728,565
0900505-028,2600,1278,1275
0900505-039,2797,1489,1254
0900505-045,3507,1439,2014
0900505-044,2532,1073,1417
0900505-047,2716,1164,1499
0900505-050,524,258,263
0900505-025,2212,1237,947
0900505-029,3056,1587,1414
0900505-002,713,382,317
0900505-001,1529,841,652
0900505-006,903,460,421
0900505-016,1386,648,704
0900505-003,2271,1027,1214
0900505-046,2939,1238,1671
0900505-049,5592,2686,2855
0900505-004,1176,587,580
0900505-030,1517,840,659
0900505-007,962,732,218
0900505-005,634,429,189
0900505-031,2348,1751,573
0900505-027,1541,910,611
0900505-026,848,640,188
0900505-011,1782,1172,591
0900505-032,1558,1010,527
0900505-008,1807,856,927
0900505-042,857,455,384
0900505-048,5145,2620,2340
0900505-035,2573,1223,1292
0900505-012,3056,1622,1369
0900505-009,1390,609,760
09007ZZZZZZ,0,0,0
0900707-035,1653,877,753
0900707-026,1058,727,320
0900707-007,4877,2874,1918
0900707-001,2261,1527,710
0900707-004,2646,1668,946
0900707-014,3931,2169,1728
0900707-011,3404,1905,1450
0900707-002,6992,3898,3004
0900707-034,2181,1227,927
0900707-003,7659,4551,2989
0900707-033,4932,2925,1845
0900707-024,1455,913,523
0900707-009,4119,2542,1541
0900707-005,3030,1635,1340
0900707-006,1130,553,553
0900707-015,2565,1452,1079
0900707-017,2613,1639,924
0900707-013,235,125,105
0900707-012,1161,622,525
0900707-027,1293,949,323
0900707-030,1508,1039,445
0900707-021,1458,1294,145
0900707-016,1292,1036,226
0900707-022,539,401,127
0900707-020,590,468,107
0900707-018,2904,1981,873
0900707-028,509,401,103
0900707-032,2249,1236,989
0900707-023,4229,3049,1128
0900707-025,1229,742,476
0900707-031,3993,2226,1726
0900707-019,708,504,187
0900707-008,6860,3844,2895
0900909-126,1659,1530,120
0900909-124,1729,1662,64
0900909-123,1229,1176,48
0900909-122,1347,1314,26
0900909-120,1732,1701,28
0900909-119,871,776,87
0900909-118,635,588,45
0900909-117,1966,1203,731
0900909-047,2161,1467,678
0900909-046,2182,1539,612
0900909-045,3040,1669,1343
0900909-044,3050,1915,1106
0900909-043,2277,1545,707
0900909-042,2422,1760,640
0900909-041,2341,1862,460
0900909-040,2585,1689,868
0900909-039,3405,2981,409
0900909-116,1820,1261,529
0900909-115,1113,993,118
0900909-114,866,766,90
0900909-110,1502,1336,154
0900909-109,1630,1345,267
0900909-108,1465,1255,195
0900909-106,962,751,203
0900909-038,2729,1935,764
0900909-037,2570,1598,944
0900909-036,2961,1733,1200
0900909-035,2777,1565,1194
0900909-034,2731,1639,1059
0900909-033,4862,3197,1620
0900909-032,2484,1327,1128
0900909-031,2299,1300,963
0900909-105,1952,1709,217
0900909-104,1783,1572,188
0900909-103,1131,1000,110
0900909-102,540,449,88
0900909-101,1045,930,105
0900909-100,560,510,43
0900909-030,2402,1292,1074
0900909-029,2678,1572,1059
0900909-028,2487,1387,1063
0900909-022,3406,1859,1516
0900909-025,1040,568,460
0900909-099,265,235,28
0900909-097,125,116,9
0900909-095,1587,1429,154
0900909-094,1478,1370,105
0900909-091,821,770,46
0900909-089,1464,1415,44
0900909-088,1325,1197,125
0900909-201,5413,3315,2053
0900909-200,2739,1095,1598
0900909-199,3199,1281,1877
0900909-023,1404,835,556
0900909-021,2239,1161,1054
0900909-024,1832,954,859
0900909-020,1848,989,841
0900909-019,3386,1811,1553
0900909-018,1791,1073,704
0900909-016,4804,2923,1832
0900909-015,1574,1022,528
0900909-013,3444,2008,1388
0900909-198,2667,1169,1455
0900909-197,1266,1069,187
0900909-196,711,479,229
0900909-195,1888,992,870
0900909-194,2787,1533,1221
0900909-193,2273,1255,977
0900909-192,2798,2302,479
0900909-012,1059,564,484
0900909-017,103,65,37
0900909-014,2364,1407,933
0900909-011,3356,1781,1525
0900909-010,3117,1483,1576
0900909-191,1341,975,356
0900909-190,857,629,218
0900909-189,1294,967,318
0900909-188,1280,892,364
0900909-187,2446,1558,851
0900909-186,2508,1535,935
0900909-185,811,642,159
0900909-184,586,473,110
0900909-183,1325,1084,224
0900909-003,845,536,294
0900909-004,750,545,199
0900909-006,1366,728,616
0900909-007,1478,781,671
0900909-182,1096,722,350
0900909-181,1329,1071,237
0900909-180,2420,1388,988
0900909-179,290,157,130
0900909-178,2852,1775,1041
0900909-177,2741,1669,1028
0900909-176,424,262,153
0900909-005,1081,653,412
0900909-002,305,166,130
0900909-001,1122,759,339
0900909-008,629,391,227
0900909-009,89,57,30
0900909-026,2234,1330,874
0900909-175,926,478,435
0900909-174,1978,1246,689
0900909-173,1963,1348,598
0900909-172,787,406,363
0900909-171,2915,1504,1370
0900909-170,1177,858,304
0900909-169,1880,1264,594
0900909-168,395,332,62
0900909-027,3105,1550,1509
09009ZZZZZZ,0,0,0
0900909-107,329,257,69
0900909-167,1796,1596,180
0900909-166,1144,926,204
0900909-165,2893,1411,1433
0900909-164,1766,920,822
0900909-163,2455,1067,1347
0900909-162,2110,1096,987
0900909-161,1800,1062,709
0900909-160,3145,1749,1359
0900909-159,2994,1606,1346
0900909-158,2829,1708,1081
0900909-157,3179,1830,1303
0900909-156,2641,1515,1078
0900909-155,2529,1620,873
0900909-154,1298,647,636
0900909-149,2262,1088,1147
0900909-150,2667,1362,1277
0900909-151,2314,1095,1195
0900909-152,2120,858,1239
0900909-153,2386,1055,1314
0900909-148,2304,1128,1138
0900909-147,1761,760,978
0900909-146,3749,1934,1752
0900909-145,2666,1119,1507
0900909-144,2528,1015,1475
0900909-143,6870,2957,3826
0900909-142,3964,1914,2005
0900909-141,4412,2160,2200
0900909-140,3356,1722,1612
0900909-139,1546,776,746
0900909-138,2984,1744,1210
0900909-137,2903,1409,1462
0900909-136,2633,1331,1268
0900909-135,3448,1732,1666
0900909-134,3935,2047,1838
0900909-087,410,201,204
0900909-086,298,162,135
0900909-085,2770,1512,1238
0900909-084,2054,1098,935
0900909-083,1990,1021,946
0900909-082,442,195,244
0900909-081,2056,1123,903
0900909-080,1638,794,818
0900909-079,1325,730,571
0900909-078,356,198,154
0900909-077,5085,2925,2104
0900909-076,2065,1188,856
0900909-075,3005,1698,1269
0900909-074,476,269,196
0900909-073,2564,1505,1024
0900909-072,5602,3117,2376
0900909-071,2940,1583,1334
0900909-070,3260,1516,1708
0900909-069,942,531,403
0900909-068,1053,541,502
0900909-067,4432,1905,2468
0900909-066,1091,578,501
0900909-065,1875,1174,674
0900909-064,1561,1076,459
0900909-063,1129,815,302
0900909-062,1516,959,532
0900909-061,934,744,180
0900909-060,1377,950,406
0900909-133,789,762,26
0900909-132,383,359,24
0900909-059,1498,1003,480
0900909-058,1766,1109,638
0900909-057,1062,640,407
0900909-056,1866,1166,684
0900909-055,1688,1062,607
0900909-131,1274,1131,133
0900909-130,1300,1187,104
0900909-129,1844,1637,194
0900909-128,1881,1601,269
0900909-127,2155,1819,312
0900909-054,815,637,166
0900909-053,1756,1275,452
0900909-052,882,724,154
0900909-051,851,676,162
0900909-050,1915,1325,564
0900909-049,5468,3027,2390
0900909-048,5462,3070,2337
09011ZZZZZZ,0,0,0
0901111-046,4796,2886,1906
0901111-017,3868,2103,1691
0901111-001,1383,723,633
0901111-045,2234,1411,797
0901111-025,3882,2077,1753
0901111-002,3503,1984,1456
0901111-058,2853,1637,1179
0901111-003,3718,2206,1477
0901111-004,3446,2125,1291
0901111-005,2701,1628,1048
0901111-048,2272,1220,1022
0901111-059,2827,1618,1176
0901111-006,1063,538,504
0901111-049,1479,766,683
0901111-036,1404,804,578
0901111-020,2259,1277,938
0901111-007,2093,1244,815
0901111-008,3119,1559,1499
0901111-055,1302,618,664
0901111-035,2986,1553,1396
0901111-047,2688,1382,1266
0901111-010,1238,789,425
0901111-009,2405,1408,973
0901111-014,2151,1241,899
0901111-015,2073,1172,879
0901111-016,2698,1695,975
0901111-053,1958,1212,727
0901111-012,2031,1197,803
0901111-011,1576,1043,514
0901111-028,1272,1091,174
0901111-013,769,412,348
0901111-034,1093,840,231
0901111-019,3122,1624,1465
0901111-057,2553,1527,997
0901111-054,1224,688,529
0901111-018,4475,2354,2084
0901111-041,1536,1067,453
0901111-040,1372,873,477
0901111-021,1584,1003,565
0901111-024,868,477,379
0901111-022,1044,586,439
0901111-027,81,44,37
0901111-026,931,549,370
0901111-023,1267,705,548
0901111-037,1554,1031,501
0901111-030,1087,944,134
0901111-029,2388,2076,301
0901111-031,1291,1074,207
0901111-056,2575,1519,1024
0901111-032,1076,783,283
0901111-033,2226,1550,652
0901111-038,1367,844,506
0901111-044,1277,919,342
0901111-043,1166,869,277
0901111-039,776,517,247
0901111-042,1295,866,411
0901111-052,1121,658,445
0901111-050,1860,1237,606
0901111-051,4276,2512,1704
0901111-060,2714,1524,1130
0901111-061,1998,1204,769
0901313-001,1866,1090,745
0901313-003,3200,1843,1306
0901313-004,3337,1994,1282
0901313-008,5317,2954,2285
0901313-002,3045,1692,1300
0901313-005,3282,1894,1339
0901313-023,1413,783,602
0901313-024,2201,1292,888
0901313-016,4147,2357,1737
0901313-010,2291,1670,571
0901313-021,3047,1918,1096
0901313-020,2438,1591,818
0901313-019,2321,1524,757
0901313-025,3097,1793,1254
0901313-009,5581,4383,1104
0901313-011,2424,1821,560
0901313-017,4322,2395,1874
0901313-007,1751,914,814
0901313-006,5818,3322,2421
0901313-014,2551,1565,925
0901313-018,536,273,252
0901313-012,5064,2473,2535
0901313-015,1889,1004,842
0901313-013,1736,971,738
0901313-022,2509,1537,937
0901515-001,2316,1422,837
0901515-005,991,485,488
0901515-020,2257,1203,1017
0901515-002,3677,1932,1674
0901515-010,1105,626,455
0901515-007,1077,630,424
0901515-003,2741,1334,1345
0901515-023,928,476,436
0901515-006,1105,643,433
0901515-017,839,422,398
0901515-004,1123,663,440
0901515-034,4367,2167,2123
0901515-011,1897,990,875
0901515-014,498,300,189
0901515-008,17,15,2
0901515-009,309,176,131
0901515-013,1096,579,492
0901515-022,1194,566,601
0901515-012,571,313,247
0901515-019,555,312,237
0901515-016,2245,1259,954
0901515-015,544,284,250
0901515-018,2045,1105,904
0901515-024,1518,704,785
0901515-021,2529,1475,1020
0901515-025,962,497,449
0901515-026,2045,1143,872
0901515-028,825,343,459
0901515-027,652,307,332
0901515-031,1347,1035,289
0901515-029,2314,1798,477
0901515-030,1701,1287,389
0901515-032,1476,970,490
0901515-033,1951,1222,696
