GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
22079N26,1290.0,73.0,1178.0,457.0,30.0,427.0,1314,86,1206
22079N28,595.0,50.0,528.0,175.0,26.0,149.0,524,77,444
22079S16,815.0,92.0,712.0,284.0,41.0,243.0,657,97,552
2205537,1433.0,236.0,1133.0,553.0,97.0,456.0,978,210,747
220011-4B,447.0,92.0,344.0,208.0,28.0,180.0,372,38,327
220011-5B,291.0,172.0,114.0,121.0,76.0,45.0,321,211,101
220011-7,393.0,318.0,64.0,141.0,100.0,41.0,509,420,84
220011-6,378.0,345.0,25.0,100.0,92.0,8.0,445,434,11
220011-3A,545.0,47.0,482.0,288.0,35.0,253.0,568,54,506
220012-2,569.3,28.8,528.9,328.7,30.5,298.2,536,33,500
220012-4,624.7,30.2,584.1,288.3,21.5,266.8,490,32,447
2207358,970.0,37.0,925.0,339.0,11.0,328.0,751,48,694
2207357,1687.0,64.0,1599.0,657.0,23.0,634.0,1593,114,1458
2207356,1700.0,75.0,1598.0,587.0,23.0,564.0,1506,130,1360
220215-1,282.0,21.0,259.0,119.0,24.0,95.0,281,37,243
220213-1,112.0,3.0,109.0,49.0,1.0,48.0,97,6,90
220593-1,422.0,21.0,391.0,174.0,10.0,164.0,432,45,381
220593-2,294.0,24.0,264.0,103.0,16.0,87.0,227,29,198
220598-2,158.0,4.0,151.0,67.0,1.0,66.0,109,8,97
220598-3,162.0,3.0,155.0,78.0,1.0,77.0,185,10,174
220437-3,736.9,62.4,657.7,271.3,26.0,245.3,691,67,614
220437-2,187.0,14.9,170.1,83.5,7.3,76.2,168,23,145
220436-1,306.5,25.6,271.0,131.7,10.7,121.0,321,35,283
22079S19,209.0,29.0,175.0,99.0,10.0,89.0,183,40,142
22079S17,132.0,37.0,90.0,56.0,14.0,42.0,127,42,80
2200910-2C,534.4,92.6,431.4,264.2,48.4,215.9,626,170,445
2200910-3D,376.9,89.3,279.2,173.5,44.2,129.3,497,135,353
2200910-4,449.8,365.2,76.8,189.8,161.4,28.3,340,306,31
2200910-3A,267.1,140.5,122.0,103.9,57.3,46.6,219,198,20
2200910-2B,238.7,119.5,115.0,94.4,49.2,45.2,401,109,285
220395010,396.1,73.0,314.3,123.4,27.8,95.7,430,121,301
220391130,353.6,26.1,318.8,129.0,17.4,111.6,361,49,303
220391131,134.4,9.9,121.2,49.0,6.6,42.4,113,11,99
220011-5A,293.0,50.0,231.0,138.0,38.0,100.0,326,65,255
220012-3,460.0,92.0,361.0,233.0,44.0,189.0,404,107,290
220013-2,756.0,34.0,711.0,360.0,34.0,326.0,600,55,527
220391091,265.0,135.0,122.0,102.0,53.0,49.0,245,95,138
220013-7,797.0,100.0,678.0,362.0,59.0,303.0,675,142,518
220013-6,364.0,76.0,284.0,167.0,48.0,119.0,276,72,202
220013-5,294.0,41.0,247.0,115.0,18.0,97.0,225,32,190
220976-1,630.8,242.2,380.0,245.9,121.5,124.4,719,288,423
220391041,492.0,93.0,392.0,160.0,45.0,115.0,608,184,409
220391081,185.0,165.0,19.0,26.0,24.0,2.0,173,151,19
220391100,169.0,55.0,110.0,70.0,23.0,47.0,226,51,171
220391050,143.0,34.0,106.0,60.0,18.0,42.0,169,34,132
220391010,304.0,237.0,61.0,107.0,80.0,27.0,309,224,80
220391090,104.0,71.0,32.0,36.0,24.0,12.0,112,52,56
220391101,247.0,99.0,144.0,89.0,40.0,49.0,302,118,181
220852-6,448.0,24.0,418.0,244.0,15.0,229.0,386,34,349
220851-2,354.0,46.0,300.0,174.0,31.0,143.0,393,71,317
220852-5,173.0,22.0,150.0,79.0,13.0,66.0,164,42,122
220852-4,141.0,48.0,92.0,76.0,27.0,49.0,115,38,75
220851-1,357.0,10.0,341.0,184.0,5.0,179.0,300,8,291
220855-3,195.0,37.0,150.0,71.0,10.0,61.0,197,48,146
220851-3,312.0,64.0,242.0,203.0,44.0,159.0,313,97,213
220694-7,74.0,2.0,72.0,47.0,4.0,43.0,54,1,53
220693-9,72.0,3.0,69.0,35.0,3.0,32.0,61,8,53
220694-6,244.0,25.0,212.0,92.0,5.0,87.0,216,23,190
22079S1,435.0,128.0,300.0,146.0,50.0,96.0,405,140,257
220436-2,981.8,60.3,899.0,344.6,33.5,311.1,749,72,666
220434-1,67.5,4.4,61.6,24.2,2.4,21.8,65,5,58
220433-2,263.0,162.0,99.0,112.0,64.0,48.0,297,187,109
220435-2,781.4,46.6,704.6,286.8,17.6,269.2,678,50,614
220434-2,1003.2,104.0,877.7,287.6,47.8,239.9,962,123,821
220433-3,63.8,49.0,14.3,32.4,25.2,7.1,81,76,5
220435-1,566.5,35.4,510.4,224.2,16.4,207.8,525,36,479
2202315,115.0,30.2,80.9,36.1,14.6,21.4,233,80,143
2202314,3.0,0.8,2.1,0.9,0.4,0.6,6,4,2
220231,257.0,29.0,220.0,59.0,17.0,42.0,270,33,231
220111,335.0,14.0,317.0,114.0,22.0,92.0,274,27,235
220234,631.0,47.3,562.2,203.5,54.4,149.0,665,132,508
220233,76.0,5.7,67.7,24.5,6.6,18.0,87,15,69
220232,24.0,6.0,16.0,12.0,3.0,9.0,19,4,13
22019661,411.0,59.0,350.0,167.0,29.0,138.0,307,67,235
220119,479.0,45.0,431.0,176.0,32.0,144.0,420,56,355
221157-2,324.0,18.0,297.0,127.0,12.0,115.0,276,34,236
221152-1,1334.0,118.0,1177.0,465.0,45.0,420.0,1260,142,1106
22019365,1017.0,133.0,846.0,427.0,72.0,355.0,693,99,583
22019468,873.0,62.0,785.0,264.0,29.0,235.0,779,118,643
22019662,363.0,78.0,280.0,134.0,41.0,93.0,377,129,241
2201111,652.0,38.0,596.0,186.0,36.0,150.0,539,51,472
2201113,342.0,14.0,317.0,112.0,12.0,100.0,217,23,190
2201114,413.0,38.0,366.0,145.0,31.0,114.0,366,56,301
2201127A,310.0,22.0,279.0,123.0,14.0,109.0,329,35,289
220117,520.0,62.0,443.0,216.0,29.0,187.0,509,64,436
221157-2A,763.0,103.0,636.0,201.0,26.0,175.0,678,147,517
221154-3A,285.0,47.0,225.0,83.0,10.0,73.0,243,72,163
221154-1,375.0,45.0,320.0,120.0,8.0,112.0,332,46,275
221151-8A,292.0,100.0,187.0,97.0,37.0,60.0,287,127,160
221151-3,927.0,339.0,560.0,328.0,112.0,216.0,1070,403,645
221152-4,307.0,32.0,266.0,142.0,17.0,125.0,261,34,218
221152-1A,157.0,7.0,146.0,57.0,7.0,50.0,148,14,130
22019467,890.0,161.0,702.0,204.0,42.0,162.0,820,154,643
22019664,772.0,105.0,646.0,257.0,53.0,204.0,638,128,499
2201112,1182.0,111.0,1035.0,353.0,46.0,307.0,888,158,709
2201130,354.0,74.0,271.0,151.0,29.0,122.0,420,78,338
221154-2,178.0,22.0,150.0,73.0,4.0,69.0,155,15,140
2205316,597.0,224.0,354.0,154.0,66.0,88.0,532,271,254
2205318,321.0,57.0,258.0,155.0,29.0,126.0,235,45,176
22019405,1540.0,231.0,1211.0,560.0,93.0,467.0,1512,271,1212
22019461,752.0,237.0,477.0,213.0,91.0,122.0,851,468,368
2205317,231.0,23.0,198.0,85.0,24.0,61.0,181,34,138
220017-4,723.0,31.0,674.0,353.0,28.0,325.0,636,40,589
220017-3,962.0,46.0,902.0,409.0,25.0,384.0,839,72,760
220017-2,552.0,64.0,482.0,249.0,43.0,206.0,437,84,347
2205312,545.0,90.0,445.0,227.0,33.0,194.0,535,149,372
22019760,503.0,59.0,437.0,170.0,35.0,135.0,456,101,340
22019561,432.0,42.0,375.0,112.0,19.0,93.0,379,84,279
22019560,490.0,59.0,426.0,108.0,28.0,80.0,455,124,312
22019761,460.0,38.0,410.0,126.0,13.0,113.0,410,61,331
22019700,396.0,74.0,312.0,122.0,36.0,86.0,330,98,231
22019562,256.0,17.0,234.0,62.0,10.0,52.0,197,39,151
22019469,698.0,68.0,611.0,223.0,47.0,176.0,602,110,476
22019762,315.0,29.0,279.0,93.0,22.0,71.0,232,31,198
22019702,440.0,94.0,334.0,117.0,26.0,91.0,439,120,312
22019701,206.0,165.0,27.0,75.0,64.0,11.0,258,226,31
22019460W,810.0,64.0,725.0,215.0,28.0,187.0,605,108,478
22019663,258.0,23.0,228.0,81.0,16.0,65.0,205,31,167
22019465,444.0,42.0,384.0,139.0,26.0,113.0,388,101,275
22019460E,367.0,33.0,323.0,109.0,20.0,89.0,347,58,280
22019703,347.0,80.0,255.0,88.0,17.0,71.0,299,93,201
22019466E,1029.0,79.0,904.0,310.0,36.0,274.0,786,118,641
22019466W,1194.0,84.0,1088.0,452.0,48.0,404.0,1010,99,901
22019400,904.0,91.0,781.0,235.0,67.0,168.0,925,211,681
22019406,794.0,130.0,619.0,235.0,59.0,176.0,851,217,610
22019402,578.0,83.0,462.0,171.0,40.0,131.0,542,117,397
22019407,794.0,99.0,668.0,258.0,52.0,206.0,805,128,662
22019401,649.0,102.0,511.0,165.0,29.0,136.0,613,161,435
22019404,1151.0,181.0,919.0,421.0,94.0,327.0,1107,220,861
22019403,775.0,177.0,563.0,244.0,66.0,178.0,786,225,552
22019408,813.0,105.0,653.0,272.0,58.0,214.0,819,140,660
221153-2,171.0,20.0,147.0,55.0,16.0,39.0,146,30,113
221153-3,109.0,5.0,103.0,53.0,7.0,46.0,97,12,84
220112,70.8,23.8,44.8,25.5,12.7,12.8,82,24,57
220113,243.2,20.2,220.2,72.5,7.3,65.2,207,33,170
220115,601.0,52.0,532.0,201.0,17.0,184.0,526,67,438
22019660,964.0,48.0,884.0,327.0,52.0,275.0,763,102,642
2201110,475.0,38.0,427.0,130.0,25.0,105.0,396,54,331
22019602,372.0,56.0,311.0,155.0,31.0,124.0,405,83,319
22019600,437.0,36.0,384.0,183.0,13.0,170.0,409,53,344
22019603,324.0,228.0,88.0,93.0,69.0,24.0,342,255,82
22019601,394.0,40.0,343.0,141.0,25.0,116.0,399,73,318
220116,301.0,10.0,281.0,131.0,11.0,120.0,311,34,270
220114,531.0,129.0,392.0,107.0,31.0,76.0,499,143,350
221152-2,76.0,7.0,69.0,30.0,3.0,27.0,68,6,59
220852-2,88.0,4.0,83.0,53.0,6.0,47.0,88,7,79
220852-2A,161.0,12.0,142.0,97.0,6.0,91.0,135,20,110
220852-1,418.0,25.0,384.0,171.0,12.0,159.0,422,56,356
221153-4,500.0,25.0,467.0,206.0,16.0,190.0,411,58,349
221152-2A,206.0,8.0,194.0,110.0,9.0,101.0,194,27,163
221153-5,376.0,22.0,349.0,150.0,10.0,140.0,362,49,305
221153-1,322.0,12.0,306.0,119.0,8.0,111.0,253,19,229
220852-3,75.0,4.0,70.0,26.0,0.0,26.0,74,8,65
221152-3,561.0,18.0,530.0,235.0,9.0,226.0,520,39,473
221152-3A,172.0,7.0,161.0,42.0,0.0,42.0,156,8,144
2202317,181.0,23.0,152.0,106.0,26.0,80.0,251,39,205
2202313,250.0,20.0,226.0,94.0,22.0,72.0,319,73,238
2202316,1012.5,70.7,911.5,452.6,72.3,380.4,887,98,774
221131,904.9,71.0,806.0,467.0,60.0,407.0,884,134,728
220239,108.0,3.0,102.0,53.0,8.0,45.0,93,7,85
220238,41.0,3.0,38.0,21.0,3.0,18.0,52,13,39
2202312,144.0,17.0,125.0,73.0,18.0,55.0,156,19,136
220533,285.0,17.0,265.0,148.0,16.0,132.0,291,52,235
2205323,1860.0,204.0,1613.0,685.0,129.0,556.0,1436,292,1104
2205321,878.0,167.0,676.0,310.0,63.0,247.0,764,171,568
2205319,1248.1,329.0,887.0,491.0,145.0,346.0,1284,421,831
22019261,379.0,32.0,338.0,176.0,36.0,140.0,284,46,231
22019260,863.0,79.0,768.0,292.0,37.0,255.0,478,57,414
22019370,1076.0,371.0,668.0,373.0,140.0,233.0,1051,401,633
22019860S,951.0,209.0,718.0,349.0,114.0,235.0,874,255,603
22019861E,728.0,200.0,503.0,226.0,78.0,148.0,513,157,349
22019262,422.0,32.0,370.0,164.0,37.0,127.0,370,41,313
22019364,1036.0,550.0,453.0,379.0,231.0,148.0,761,400,350
22019371N,529.0,274.0,231.0,159.0,82.0,77.0,386,182,198
22019369,1131.0,244.0,836.0,387.0,117.0,270.0,1097,315,758
22019368,1388.0,195.0,1146.0,575.0,99.0,476.0,1353,256,1080
22019366,665.0,135.0,501.0,227.0,67.0,160.0,547,173,366
22019860N,861.0,94.0,749.0,285.0,65.0,220.0,758,221,523
22019367N,1954.0,417.0,1440.0,680.0,165.0,515.0,1622,340,1256
220235,849.5,67.3,752.5,306.4,27.7,278.6,755,96,646
22019371S,1423.0,315.0,1049.0,473.0,134.0,339.0,1147,279,849
22019367S,758.0,112.0,617.0,241.0,38.0,203.0,719,161,551
22019360,305.0,54.0,232.0,132.0,22.0,110.0,347,69,267
22019329,925.0,685.0,210.0,260.0,202.0,58.0,959,716,232
22019463,997.3,128.0,825.3,318.0,63.6,254.4,1203,224,956
22019462,225.7,29.0,186.7,72.0,14.4,57.6,218,72,142
22019167,755.0,107.0,609.0,276.0,45.0,231.0,1117,138,953
22019161,460.0,42.0,398.0,203.0,28.0,175.0,502,76,414
22019164,263.0,20.0,230.0,107.0,13.0,94.0,284,42,233
22019166,1209.0,199.0,952.0,496.0,96.0,400.0,1665,288,1354
22019300,1012.0,958.0,32.0,367.0,342.0,25.0,1022,994,21
22019312,1072.0,951.0,92.0,355.0,314.0,41.0,1253,1164,81
22019328,979.0,619.0,327.0,361.0,230.0,131.0,982,646,319
22019464,932.0,97.0,798.0,315.0,52.0,263.0,935,177,740
22019305,653.0,631.0,12.0,242.0,233.0,9.0,757,748,6
22019309W,559.0,520.0,16.0,212.0,203.0,9.0,650,628,16
22019311,345.0,311.0,24.0,101.0,91.0,10.0,344,320,21
22019320,917.0,746.0,149.0,320.0,265.0,55.0,924,667,241
22019322,630.0,487.0,116.0,219.0,171.0,48.0,666,459,198
22019333,1404.0,232.0,1102.0,653.0,124.0,529.0,1278,210,1053
22019362,846.0,99.0,693.0,374.0,55.0,319.0,864,131,722
22019316W,247.0,150.0,83.0,58.0,29.0,29.0,256,177,78
22019317,667.0,332.0,302.0,174.0,89.0,85.0,606,314,281
22019306,1006.0,221.0,721.0,458.0,101.0,357.0,887,207,669
22019441,869.0,274.0,570.0,287.0,90.0,197.0,934,337,588
22019318,461.0,224.0,211.0,161.0,82.0,79.0,503,278,216
22019319,486.0,254.0,215.0,117.0,48.0,69.0,521,291,215
22019363,1440.0,180.0,1196.0,768.0,97.0,671.0,1405,191,1199
22019440,1131.0,305.0,798.0,354.0,107.0,247.0,1157,377,752
22019339,1307.0,233.0,988.0,530.0,111.0,419.0,1184,262,892
22019332S,504.0,207.0,263.0,132.0,55.0,77.0,562,262,293
22019337,619.0,128.0,458.0,284.0,75.0,209.0,608,131,470
22019334,705.0,184.0,489.0,284.0,63.0,221.0,650,158,483
22019326,842.0,191.0,598.0,399.0,115.0,284.0,883,177,687
22019316E,364.0,227.0,128.0,99.0,61.0,38.0,408,235,165
22019331,635.0,108.0,481.0,280.0,46.0,234.0,616,153,453
22019335,593.0,110.0,449.0,268.0,37.0,231.0,587,100,477
22019336,1142.0,267.0,814.0,394.0,95.0,299.0,999,271,709
22019325,913.0,143.0,725.0,446.0,73.0,373.0,861,163,684
22019338,732.0,190.0,499.0,330.0,95.0,235.0,742,218,515
22019332N,405.0,190.0,187.0,111.0,51.0,60.0,508,210,286
22019327,334.0,93.0,208.0,93.0,42.0,51.0,346,132,205
22019302,261.0,148.0,100.0,102.0,77.0,25.0,253,176,69
22019303,519.1,505.0,9.3,197.4,191.3,6.2,538,533,5
22019307,225.9,211.0,9.7,70.6,64.7,5.8,206,191,9
22019304,585.0,546.0,27.0,219.0,205.0,14.0,730,717,6
22019314,709.0,232.0,419.0,317.0,136.0,181.0,676,249,407
22019310,496.0,233.0,236.0,209.0,90.0,119.0,540,278,247
22019308,583.0,556.0,9.0,203.0,189.0,14.0,750,734,13
22019315E,673.0,585.0,72.0,225.0,202.0,23.0,682,594,82
22019315W,375.0,143.0,211.0,180.0,70.0,110.0,371,153,212
22019160W,470.0,28.0,423.0,141.0,19.0,122.0,389,51,332
22019162W,631.0,41.0,571.0,247.0,34.0,213.0,831,95,725
22019163,959.0,121.0,804.0,339.0,66.0,273.0,1314,246,1049
22019162E,897.0,94.0,754.0,350.0,64.0,286.0,1044,119,912
22019165,919.0,138.0,738.0,303.0,42.0,261.0,1256,268,973
22019160E,532.0,50.0,454.0,189.0,30.0,159.0,635,99,524
22019861W,570.0,240.0,315.0,192.0,82.0,110.0,488,237,248
22019313E,152.0,142.0,9.0,5.0,5.0,0.0,159,144,14
22019313W,273.0,263.0,5.0,88.0,84.0,4.0,357,349,3
22019321,564.0,482.0,75.0,191.0,161.0,30.0,597,483,108
22019324,682.0,648.0,19.0,267.0,259.0,8.0,808,789,18
22019330,932.0,820.0,89.0,222.0,197.0,25.0,973,879,86
22019323,460.0,365.0,85.0,193.0,164.0,29.0,429,313,114
22019361,697.0,596.0,89.0,184.0,160.0,24.0,659,563,90
22019301,689.0,649.0,27.0,316.0,296.0,20.0,731,686,42
22019309E,174.0,154.0,16.0,42.0,37.0,5.0,145,125,18
2205314,780.0,79.0,668.0,319.0,57.0,262.0,526,99,408
22019801,783.0,131.0,627.0,259.0,65.0,194.0,665,159,487
22019800,707.0,298.0,389.0,253.0,111.0,142.0,611,296,305
220015-3,394.6,21.3,361.9,177.4,24.1,153.3,299,37,250
220015-1B,161.4,8.7,148.1,72.6,9.9,62.7,180,43,130
220534B,366.9,19.9,339.5,124.0,11.8,112.1,305,53,247
220534A,222.1,12.1,205.5,75.0,7.2,67.9,236,28,202
220016-14,551.0,27.0,511.0,281.0,38.0,243.0,614,74,537
220016-15,198.0,11.0,184.0,90.0,9.0,81.0,227,34,185
220015-5,163.7,16.6,147.1,71.4,13.3,58.2,167,44,122
220015-2B,33.3,3.4,29.9,14.5,2.7,11.8,41,4,37
220014-4,842.6,57.9,773.5,431.3,43.2,388.0,735,89,629
220014-5,822.4,55.1,754.5,374.7,48.8,326.0,772,90,658
220014-6,566.0,35.0,523.0,317.0,37.0,280.0,488,44,437
220014-1,556.0,52.0,497.0,276.0,39.0,237.0,477,59,404
220531,823.0,224.0,567.0,395.0,130.0,265.0,773,290,471
220532,569.0,57.0,487.0,256.0,44.0,212.0,500,89,402
220536,664.0,138.0,504.0,310.0,52.0,258.0,776,159,595
2205310,804.7,63.0,719.7,309.3,35.9,273.4,788,100,672
2205311,293.3,23.0,262.3,112.7,13.1,99.6,225,36,185
220537,831.0,135.0,683.0,347.0,56.0,291.0,852,155,680
2205320,359.0,81.0,267.0,199.0,69.0,130.0,351,98,242
220015-1A,293.0,37.0,245.0,149.0,29.0,120.0,294,88,192
220535,586.0,384.0,187.0,216.0,133.0,83.0,702,458,241
220539B,694.0,86.0,584.0,346.0,59.0,287.0,861,179,661
220538,486.0,298.0,175.0,167.0,118.0,49.0,534,357,173
220539A,177.0,29.0,143.0,96.0,16.0,80.0,191,29,161
221136,409.1,41.2,356.7,191.8,36.7,155.1,413,52,346
221135A,99.5,5.7,91.0,44.8,4.6,40.2,85,14,71
221135B,141.8,7.3,130.5,63.4,5.7,57.8,116,25,89
221137A,232.5,10.8,212.5,101.3,7.5,93.8,216,20,195
220016-10,238.0,25.0,210.0,117.0,25.0,92.0,228,21,199
221139,547.1,79.7,446.6,231.4,44.6,186.8,558,122,422
221132,367.4,84.9,278.7,169.9,39.6,130.2,349,135,203
221133,216.6,50.1,164.3,100.1,23.4,76.8,261,49,203
220015-4,404.0,39.0,357.0,208.0,34.0,174.0,355,76,270
2211311,479.0,50.0,419.0,204.0,39.0,165.0,494,121,358
220016-13,408.1,133.1,266.1,165.0,50.2,114.8,381,44,330
220016-1,530.8,363.9,157.9,182.0,112.8,69.2,556,387,168
220014-3,139.0,9.8,125.3,71.3,7.6,63.7,115,13,101
220012-5,317.0,22.2,285.7,162.7,17.4,145.3,332,37,289
220015-2A,336.0,49.0,279.0,148.0,23.0,125.0,369,101,261
220014-2,718.0,100.0,610.0,350.0,66.0,284.0,664,110,542
220016-16,291.0,47.0,238.0,163.0,26.0,137.0,312,49,255
220016-2,332.0,51.0,271.0,178.0,26.0,152.0,450,67,365
220016-8,489.0,95.0,391.0,195.0,48.0,147.0,593,133,446
220016-7,383.0,56.0,305.0,158.0,24.0,134.0,416,73,336
220016-11,451.0,441.0,7.0,209.0,203.0,6.0,525,519,5
220016-12,547.6,91.4,441.9,256.0,41.6,214.3,645,124,507
220016-4,380.5,139.6,229.1,158.0,44.1,113.9,425,72,351
220016-5,122.9,45.1,74.0,51.0,14.2,36.8,168,138,30
220016-6,223.0,221.0,1.0,98.0,97.0,1.0,274,268,3
220016-9,263.0,44.0,209.0,101.0,16.0,85.0,347,67,273
220016-3A,409.0,193.0,202.0,225.0,111.0,114.0,499,235,262
220016-3B,193.0,17.0,174.0,140.0,18.0,122.0,219,17,201
221157-5,560.0,32.0,519.0,185.0,8.0,177.0,429,25,398
221157-1,630.0,87.0,532.0,153.0,28.0,125.0,535,79,439
221157-5A,191.0,50.0,134.0,68.0,21.0,47.0,145,31,114
221157-4A,173.0,8.0,160.0,56.0,5.0,51.0,42,9,30
221157-3,164.0,2.0,161.0,62.0,5.0,57.0,147,8,130
221155-2,304.0,13.0,284.0,81.0,5.0,76.0,289,42,237
220032-4-O,518.0,156.0,351.0,184.0,50.0,134.0,468,165,296
221155-1,994.0,67.0,901.0,314.0,28.0,286.0,895,99,779
220032-6,303.0,37.0,254.0,111.0,22.0,89.0,311,62,244
220031-3,176.0,61.0,113.0,70.0,22.0,48.0,199,58,135
220034-2,338.0,7.0,322.0,144.0,13.0,131.0,318,12,302
220035-2,569.0,24.0,526.0,158.0,14.0,144.0,496,38,440
22079S29,532.0,39.0,487.0,147.0,14.0,133.0,439,39,379
22079S28,198.0,10.0,181.0,62.0,5.0,57.0,164,9,150
22079S27,378.0,18.0,356.0,161.0,12.0,149.0,319,29,287
22079S10,1275.0,49.0,1206.0,417.0,24.0,393.0,1088,97,977
22079S7,702.0,37.0,646.0,235.0,29.0,206.0,614,42,564
22079S8,1137.0,127.0,981.0,396.0,48.0,348.0,1031,169,836
220395030,225.0,9.0,209.0,67.0,10.0,57.0,205,6,196
220031-6,292.0,64.0,209.0,96.0,15.0,81.0,302,93,198
220035-5,218.0,10.0,206.0,82.0,12.0,70.0,190,22,160
22079S26,731.0,44.0,665.0,220.0,25.0,195.0,560,38,506
220394040,108.0,6.0,101.0,38.0,2.0,36.0,137,20,114
220395040,393.0,21.0,364.0,135.0,8.0,127.0,353,57,288
2201115,286.0,26.0,247.0,134.0,15.0,119.0,238,39,194
220033-2,670.0,60.0,595.0,238.0,52.0,186.0,574,79,472
2201122A,142.0,8.6,128.6,58.9,5.9,53.0,152,9,139
2201122,367.0,22.4,332.4,152.1,15.1,137.0,313,39,270
2201121,291.5,37.0,244.2,99.3,18.9,80.4,265,60,198
2201115A,78.5,10.0,65.8,26.7,5.1,21.6,78,16,61
220034-3,388.0,29.0,344.0,119.0,19.0,100.0,345,44,285
2201120,689.0,66.0,596.0,255.0,24.0,231.0,665,68,586
2201119,186.0,9.0,173.0,74.0,8.0,66.0,164,25,134
2201119C,309.0,35.0,267.0,115.0,19.0,96.0,233,35,185
2201113A,232.0,17.0,200.0,50.0,7.0,43.0,175,11,157
2201112A,322.0,33.0,278.0,145.0,17.0,128.0,225,21,196
2201114A,314.0,14.0,288.0,109.0,22.0,87.0,262,39,221
2201112B,589.0,31.0,547.0,199.0,29.0,170.0,410,56,352
2201116B,197.6,21.1,168.8,100.4,14.1,86.3,204,39,164
2201116C,111.4,11.9,95.2,56.6,7.9,48.7,82,16,64
2201127D,130.0,21.0,103.0,59.0,7.0,52.0,153,16,135
2201116,503.0,59.0,427.0,208.0,40.0,168.0,470,60,399
2201118,143.0,14.0,127.0,47.0,3.0,44.0,132,19,111
2201119A,183.8,7.0,176.8,59.4,7.0,52.4,175,13,158
2201117A,79.2,3.0,76.2,25.6,3.0,22.6,73,11,62
2201117,376.0,35.0,338.0,145.0,14.0,131.0,386,48,332
2201125,663.0,186.0,444.0,282.0,79.0,203.0,811,237,551
2201126,482.0,350.0,115.0,152.0,117.0,35.0,572,456,109
2201116A,202.0,36.0,155.0,73.0,19.0,54.0,201,40,157
2201128,197.0,178.5,15.8,78.9,71.3,7.6,311,298,13
2201128A,165.0,149.5,13.2,66.1,59.7,6.4,142,123,19
2201118A,45.0,0.0,45.0,9.0,0.0,9.0,46,4,41
2201127,286.0,59.0,208.0,152.0,29.0,123.0,356,91,261
2201127B,286.0,86.0,190.0,121.0,28.0,93.0,365,96,263
2201125A,134.0,50.0,80.0,54.0,24.0,30.0,174,59,113
2201125B,279.0,126.0,141.0,103.0,50.0,53.0,258,124,132
220032-2,670.0,95.0,551.0,234.0,58.0,176.0,691,156,529
220032-3,341.0,21.0,311.0,148.0,5.0,143.0,278,46,224
220033-1,311.0,21.0,280.0,133.0,28.0,105.0,270,35,224
220032-4-C,449.0,84.0,351.0,123.0,28.0,95.0,451,132,307
220032-5,111.0,103.0,7.0,44.0,43.0,1.0,144,142,1
221152-4E,140.0,32.0,99.0,70.0,18.0,52.0,146,51,94
