GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
2402117-001,2212,2100,51,35,9,24,1,1703,1646,30,17,6,8,1,2234,2018,87,66,0,74,0,1746,1572,82,62,0,30,0,2225,2007,100,59,0,70,0,1715,1548,85,59,0,26,0,2156,1896,85,4,93,87,0,1657,1515,65,1,34,39,0,2135,1950,53,41,30,39,8,1703,1581,34,20,27,20,3,2136,1950,53,42,30,39,8,1703,1581,34,15,15,3,0,4,51
2402118-001,4549,4070,205,172,45,95,2,3141,2845,119,112,29,59,1,4582,3968,296,127,58,136,0,3304,3087,60,68,14,75,0,4467,3688,337,257,16,170,0,3153,2872,70,142,0,70,0,4577,3611,430,294,3,238,0,3011,2704,65,154,0,76,0,4255,3500,299,217,102,129,11,3312,2799,201,156,71,85,6,4260,3504,299,219,100,134,11,3312,2799,201,130,52,5,2,7,116
2402118-002,3262,3111,44,52,22,32,4,2485,2390,29,31,15,17,3,3012,2909,35,28,12,30,0,2335,2292,2,27,9,9,0,3047,2950,28,30,20,20,0,2321,2267,0,30,14,9,0,3710,3548,74,66,6,22,0,2463,2452,5,38,1,1,0,3361,3060,104,85,61,31,6,2607,2435,47,53,40,19,4,3365,3063,104,86,62,31,6,2607,2435,47,27,12,2,0,7,77
2402121-001,2279,2059,115,40,10,67,5,1825,1676,69,27,6,47,3,2643,2321,58,257,0,56,0,2062,1962,32,45,0,24,0,2960,2393,354,143,0,89,0,2320,2010,225,62,0,24,0,2218,1654,337,161,12,80,0,1715,1474,204,29,4,26,0,2219,1836,167,96,34,87,2,1814,1555,121,52,26,63,1,2222,1839,167,96,34,87,2,1814,1555,121,30,54,0,0,5,49
2402121-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402121-007,828,744,41,16,6,24,3,660,606,25,11,6,16,0,852,778,31,11,21,0,12,685,640,13,4,21,0,0,849,767,31,12,29,0,9,662,610,13,4,30,0,0,724,621,33,13,22,0,15,590,550,15,3,11,0,0,889,763,48,30,9,40,0,730,647,33,18,5,27,0,889,763,48,30,9,40,0,730,647,33,16,21,0,0,3,10
2402121-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402121-008,16,14,1,0,0,1,0,13,12,1,0,0,0,0,17,15,1,0,1,0,0,13,13,0,0,1,0,0,16,15,1,0,1,0,0,13,12,0,0,1,0,0,27,23,1,0,1,0,1,19,11,2,0,11,0,0,33,20,5,3,3,0,0,23,13,5,0,3,0,0,33,20,5,3,3,0,0,23,13,5,0,0,1,0,0,4
2402109-002,4262,3901,157,90,33,90,2,3312,3071,99,55,25,67,1,4446,3807,209,154,10,269,8,3489,3149,82,124,2,124,0,4124,3644,186,77,9,218,10,3206,2976,74,56,0,90,0,6079,5028,306,292,15,458,8,4563,3793,171,345,0,249,0,6443,4577,619,553,97,569,3,4823,3601,416,336,71,362,1,6446,4580,619,563,97,571,3,4823,3601,416,288,335,4,0,22,157
2402109-001,3502,3079,125,140,33,141,0,2425,2177,73,86,17,76,0,4080,3293,366,151,15,270,0,2715,2243,215,102,15,136,0,4271,3507,331,164,13,263,0,2904,2467,195,113,14,128,0,4039,3331,290,164,3,218,0,2787,2450,97,138,5,122,0,4370,3652,222,162,70,253,3,3115,2641,121,119,40,165,2,4371,3653,222,161,69,252,3,3115,2641,121,103,130,5,2,13,100
2402113-002,141,111,8,15,4,6,0,110,91,5,10,2,3,0,139,126,12,0,0,0,0,106,100,5,0,0,0,0,131,115,11,5,0,1,0,100,91,5,3,0,0,0,159,118,35,6,3,0,0,128,92,46,2,0,0,0,170,132,25,4,4,5,3,144,112,22,3,3,2,3,170,132,25,4,4,5,3,144,112,22,0,1,1,0,0,8
2402113-003,607,475,35,68,15,22,2,474,391,19,46,7,15,2,576,467,23,57,0,29,0,401,322,17,51,0,9,0,651,503,30,63,29,59,0,431,351,11,35,7,15,0,587,432,25,42,24,92,0,389,312,12,36,8,19,0,1017,762,72,107,31,52,0,724,563,46,68,19,37,0,1017,762,72,107,31,52,0,724,563,46,48,29,1,0,4,33
2402113-001,5205,4689,200,175,39,123,3,3752,3415,119,122,24,80,3,5241,4635,216,181,41,174,0,3825,3473,123,118,16,93,0,5240,4572,203,231,91,206,0,3840,3485,103,125,28,88,0,6077,5253,361,225,46,263,0,4200,3806,136,101,9,115,0,6284,5134,410,327,166,241,7,4511,3799,243,195,109,139,6,6289,5139,410,331,168,255,8,4511,3799,243,113,105,7,0,19,225
2400303-006,4990,3739,231,755,44,233,28,3882,2973,158,544,29,181,18,7458,5301,237,1567,39,452,0,5794,4428,131,921,27,151,0,8022,5675,462,1648,33,313,0,6160,4670,302,972,21,107,0,11140,7655,843,2348,42,360,0,8768,6136,540,1916,21,166,0,12984,6646,1032,4180,284,1085,49,9941,5417,672,2958,199,798,32,12996,6649,1033,4153,266,1089,49,9941,5417,672,2660,647,28,19,61,437
2400303-007,3200,2726,100,287,32,64,10,2353,2050,62,173,21,51,5,3268,2656,112,418,1,22,17,2339,1978,67,243,4,36,0,3241,2780,73,298,2,26,0,2325,2073,57,173,4,22,0,2977,2584,61,185,0,78,0,2181,1965,50,112,0,51,0,3117,2438,127,328,98,105,8,2343,1915,78,202,59,69,6,3122,2443,127,334,96,104,8,2343,1915,78,175,48,5,3,10,109
2400302-007,3649,2447,287,702,53,221,10,2844,2016,175,477,38,170,6,4644,2612,452,1593,119,120,4,3551,2205,152,1027,92,87,0,4843,2689,380,1667,72,189,10,3614,2265,107,1052,59,131,0,5066,2854,470,1577,83,172,10,3717,2382,75,1075,102,121,0,4375,2311,542,1160,111,295,11,3446,1942,351,852,97,232,9,4390,2318,542,1165,100,296,10,3446,1942,351,771,199,14,3,20,146
2400302-004,3201,2057,105,817,53,179,13,2500,1644,69,626,35,135,5,3056,2145,68,583,28,268,2,2440,1843,22,422,2,144,2,3132,1945,86,835,22,273,1,2482,1669,37,614,2,158,1,3220,1946,100,775,21,404,0,2523,1585,33,723,2,137,0,3151,1696,196,931,64,260,11,2592,1458,126,742,53,200,11,3154,1699,196,936,61,259,11,2592,1458,126,706,166,1,10,12,113
2400307-007,2967,2672,91,126,36,57,3,2263,2076,52,90,21,30,2,2810,2408,78,289,124,19,0,2185,1934,61,148,32,10,0,2762,2288,131,264,140,16,0,2182,1894,89,151,46,8,0,2609,2278,117,186,45,13,0,2158,2044,62,46,15,9,0,2968,2496,147,160,67,103,11,2373,2051,91,105,40,64,8,2969,2496,147,156,62,103,11,2373,2051,91,102,47,6,0,2,74
2400304-015,3267,2947,65,153,27,73,18,2583,2338,54,121,25,45,14,3231,2710,129,298,22,75,0,2479,2109,76,212,16,62,0,3297,2697,150,319,30,101,0,2612,2220,92,227,22,62,0,3088,2575,126,227,29,132,0,2555,2164,70,171,22,96,0,3564,2967,139,185,90,144,16,2852,2450,83,144,64,87,15,3565,2967,139,185,88,143,16,2852,2450,83,117,55,3,2,17,125
2400303-004,4282,3441,248,428,46,151,1,3125,2571,168,269,31,101,1,4088,3066,311,551,0,177,0,3006,2348,138,436,0,80,0,4329,3124,296,764,0,161,0,3263,2486,146,544,0,88,0,4282,2987,267,646,6,389,0,3300,2372,114,507,6,284,0,4389,3069,361,606,126,221,12,3364,2461,229,409,94,157,8,4397,3076,361,624,127,227,13,3364,2461,229,361,122,12,0,13,166
2400307-025,2960,2521,75,306,21,45,2,2236,1913,47,240,15,25,2,2969,2619,96,249,13,19,0,2315,2054,43,212,9,0,0,2707,2494,41,155,12,29,0,2192,2016,25,143,7,10,0,2800,2616,64,87,27,30,0,2314,2083,56,140,20,14,0,2952,2408,101,273,81,70,3,2341,1936,70,212,64,40,2,2954,2408,101,275,81,70,3,2341,1936,70,184,20,4,0,3,124
2400302-014,5642,2160,441,2805,75,239,16,4380,1844,287,2045,57,193,12,5126,1668,540,2888,28,249,0,3704,1505,219,1842,27,133,0,4990,1697,619,2811,70,190,0,3790,1517,391,1790,33,104,0,5226,1948,267,2844,86,237,0,4061,1594,216,2090,32,150,0,5694,1530,625,3327,142,220,17,4386,1314,420,2467,93,172,13,5714,1532,625,3274,123,210,17,4386,1314,420,2305,139,15,4,28,161
2400302-005,3801,2264,454,928,55,183,16,3009,1892,320,664,45,138,9,3658,1907,573,786,17,281,0,2755,1705,205,790,15,55,0,3550,1959,641,724,22,59,32,2755,1735,220,755,20,40,0,3771,2180,366,1005,15,56,50,2704,1842,38,784,0,40,0,4085,1848,675,1331,109,191,9,3205,1562,459,983,86,159,5,4097,1853,677,1335,102,188,10,3205,1562,459,889,127,10,2,27,129
2400302-017,4914,2257,537,1770,71,384,25,3752,1881,383,1211,54,287,17,5332,1690,679,2701,0,415,16,3450,1376,223,1683,0,151,0,5220,1862,751,2430,7,403,14,3630,1573,434,1463,1,136,0,5230,2016,483,1982,17,714,55,3581,1814,324,1280,3,79,0,5071,1475,709,2511,114,352,19,3801,1267,488,1756,81,264,10,5090,1478,709,2501,102,352,18,3801,1267,488,1594,224,3,6,29,190
2400302-012,2590,2051,191,260,29,65,8,2031,1669,134,159,24,50,6,2833,2347,159,251,10,57,0,2130,1835,79,161,10,45,0,2912,2333,260,313,33,25,21,2149,1798,145,171,10,20,0,2692,1815,477,363,25,56,22,2020,1525,281,155,16,48,22,2634,1707,424,333,108,95,6,2052,1404,273,239,87,76,3,2639,1709,425,336,106,96,6,2052,1404,273,215,64,14,1,4,77
2402111-001,3400,3126,124,93,16,52,1,2580,2415,73,45,10,38,1,3140,2885,122,107,4,25,0,2488,2317,75,84,4,19,0,3140,2888,116,105,0,28,0,2455,2281,63,84,0,18,0,3226,2686,73,380,48,36,0,2439,2096,40,274,14,30,0,3373,2941,157,119,89,78,3,2613,2350,92,66,54,43,0,3376,2943,157,119,88,78,3,2613,2350,92,52,20,8,0,14,77
2402125-001,4763,4114,196,362,44,78,10,3605,3213,112,224,32,42,5,4588,3809,147,539,50,51,0,3530,3160,64,244,10,35,0,4425,3576,181,529,85,66,0,3320,2946,70,242,10,44,0,4642,3625,211,692,46,93,0,3532,2910,118,417,7,72,0,5260,4119,374,476,127,145,5,4025,3244,248,315,104,96,5,5266,4121,374,485,124,145,5,4025,3244,248,267,66,3,0,25,172
2402103-002,4261,3980,97,76,21,88,10,3177,3013,54,49,12,47,5,4121,3898,69,53,0,40,0,3260,3134,51,41,0,37,0,4083,3691,60,108,62,143,0,3284,3059,36,38,0,108,0,4321,3575,73,73,66,509,0,3433,2981,69,26,29,323,0,4572,3920,204,135,109,176,15,3527,3119,132,81,70,109,4,4573,3921,204,135,105,175,15,3527,3119,132,49,79,5,2,11,130
2402105-001,6674,6101,181,218,45,101,3,5452,4981,141,184,35,81,3,7390,6289,359,574,103,228,0,6020,5196,258,378,70,128,0,7356,6205,350,701,106,145,0,6172,5261,268,462,80,111,0,7389,6300,367,594,122,76,0,6203,5356,298,409,77,54,0,7415,6056,356,690,152,184,38,6087,5001,269,536,126,159,27,7417,6058,356,689,151,184,38,6087,5001,269,449,102,10,18,7,231
2402107-003,3095,2745,119,131,20,95,1,2238,2020,66,81,11,65,1,3443,2655,449,130,10,199,10,2382,2118,83,68,9,110,0,3808,2804,425,272,12,301,13,2639,2241,69,184,1,139,10,3431,2413,378,230,5,351,30,2396,2122,70,78,0,124,25,3489,2698,273,189,68,259,5,2656,2114,186,116,51,183,1,3490,2699,273,185,66,263,4,2656,2114,186,85,151,7,0,17,96
2402107-004,2850,2062,216,209,19,352,2,1932,1437,139,123,17,224,1,4550,2689,334,666,97,794,30,2774,1916,152,355,38,291,0,4485,2552,273,487,117,1078,24,2719,1831,134,252,33,449,0,4008,2326,309,470,72,881,9,2403,1704,133,234,32,323,0,4225,2518,401,416,84,844,5,2894,1809,245,268,61,534,3,4225,2518,401,416,84,844,5,2894,1809,245,220,496,8,0,7,109
2402123-001,5438,4039,484,581,60,300,12,4116,3206,306,374,43,205,6,6455,4341,964,782,16,441,31,4782,3540,437,503,12,281,0,6371,4166,894,867,26,504,30,4733,3472,389,518,21,314,0,6377,4082,831,1089,21,407,36,4655,3395,442,607,20,187,0,7704,4394,1151,1474,143,620,19,5922,3708,737,980,87,436,10,7708,4397,1151,1478,135,623,19,5922,3708,737,838,370,1,6,30,232
2402123-004,3,2,0,0,0,0,0,2,2,0,0,0,0,0,3,2,0,1,0,0,0,2,1,0,0,0,0,0,3,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402106-001,2107,2032,29,17,13,9,0,1661,1618,16,10,8,6,0,1846,1785,24,6,33,5,2,1557,1520,12,0,23,2,0,1858,1751,43,24,43,14,2,1537,1466,17,9,30,4,0,1745,1648,38,29,25,15,0,1470,1433,12,5,18,5,0,2063,1915,43,38,36,23,2,1687,1596,18,19,27,15,2,2065,1917,43,38,36,26,2,1687,1596,18,12,8,3,0,0,50
2402103-001,2725,2512,80,60,19,54,4,2061,1929,47,39,14,33,2,2978,2755,83,116,2,26,0,2210,2089,26,62,2,23,0,3130,2936,70,94,4,25,0,2257,2149,29,52,4,25,0,2933,2745,39,113,7,37,0,2133,2030,20,85,1,23,0,2811,2509,125,73,49,54,10,2171,1976,83,44,37,31,5,2811,2509,125,73,49,54,10,2171,1976,83,27,24,1,0,3,57
2402114-001,4208,3920,90,105,21,82,6,3184,3008,57,65,9,53,2,4188,3790,118,168,10,106,0,3158,2957,7,112,11,61,0,4282,3586,328,230,12,170,0,3196,2898,65,120,11,100,0,4582,3716,493,235,24,166,0,3539,3198,60,129,17,110,0,4357,3727,213,178,110,135,6,3534,3100,147,125,73,92,4,4361,3730,213,176,107,136,6,3534,3100,147,107,60,11,1,4,104
2402114-002,587,545,11,12,3,8,0,446,419,6,6,2,6,0,554,535,6,1,0,7,0,472,461,5,1,0,7,0,555,544,4,1,0,7,0,474,463,5,1,0,7,0,496,479,3,0,3,9,0,411,395,0,0,2,8,0,624,566,12,22,8,14,2,500,463,5,11,6,8,1,624,566,12,22,8,14,2,500,463,5,7,0,0,0,2,23
2400901-002,4101,2979,114,925,38,70,14,2976,2216,72,627,24,46,11,3555,2779,193,552,1,54,1,2620,2181,88,303,2,44,0,3659,2737,172,709,1,53,10,2854,2237,78,495,2,45,0,3547,2654,171,671,56,91,5,2610,1878,96,556,0,83,0,4153,2608,229,1128,133,90,14,3101,2015,130,847,81,42,10,4166,2613,229,1132,132,90,14,3101,2015,130,761,24,8,2,7,154
2400901-006,4758,3669,184,758,62,118,13,3358,2654,110,495,43,73,8,4832,3652,67,885,7,245,5,3292,2580,40,514,8,133,0,4703,3601,44,860,7,216,0,3269,2593,35,535,8,106,0,5036,3965,69,850,0,158,0,3765,3006,46,594,0,89,0,4810,3429,233,821,161,161,11,3602,2632,149,570,116,133,5,4816,3431,233,832,162,163,11,3602,2632,149,506,85,10,0,14,206
24009ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,11,1,0,1,0,0,0,13,2,3,4,0,4,0,12,1,3,4,0,4,0,13,2,3,4,0,4,0,12,1,3,4,2,0,0,0,2
2400901-003,3644,2967,123,491,49,39,7,2617,2186,71,324,30,23,3,3858,3001,322,426,15,103,0,3001,2452,211,273,15,50,0,4085,3329,265,427,0,69,3,3258,2712,187,303,0,54,0,3691,3106,186,361,26,53,3,2844,2461,158,213,0,22,0,3550,2711,178,493,99,77,6,2744,2162,110,340,77,57,2,3560,2717,178,509,95,78,6,2744,2162,110,285,22,3,1,12,149
2400903-005,3952,3243,92,490,41,102,3,2859,2350,54,377,27,55,3,4120,3239,159,629,46,72,0,3209,2463,121,538,39,45,0,4122,3347,184,525,61,15,0,3253,2577,138,474,52,16,0,4306,3200,127,848,43,157,0,3306,2368,75,762,30,56,0,4026,2857,173,777,95,112,13,3099,2215,93,647,61,71,8,4035,2859,173,799,91,111,11,3099,2215,93,606,49,7,4,5,120
2400903-004,3934,3326,114,371,51,96,2,2886,2479,65,257,32,61,1,3705,2906,129,494,71,166,4,2765,2300,57,294,24,81,0,4108,3340,144,476,102,107,8,2801,2361,62,272,30,62,0,4177,3308,145,620,49,104,0,3019,2669,59,222,27,64,0,3727,2978,170,407,100,103,5,2869,2355,108,281,70,61,5,3731,2981,170,415,98,106,5,2869,2355,108,215,31,3,1,11,145
2402102-011,4517,2757,545,954,58,279,4,3666,2403,371,671,42,213,3,4971,3199,366,1210,61,242,12,3928,2685,282,861,34,69,10,4807,3123,284,1199,62,186,11,3863,2650,206,860,40,104,10,5166,3141,595,1080,53,197,20,3858,2844,234,633,37,90,20,4695,2552,722,1156,110,243,12,3782,2250,489,813,80,180,11,4709,2556,723,1156,96,240,12,3782,2250,489,702,153,11,7,14,156
2402107-002,6235,3423,677,695,55,1432,14,3944,2222,403,427,35,870,8,7251,3581,974,983,117,1747,0,4120,2327,351,545,85,823,0,7932,4382,901,1022,108,1695,0,4699,2878,363,514,69,882,0,7787,3378,1494,1529,73,1662,0,4585,2232,555,809,25,951,0,7756,3552,988,1070,137,2064,15,5085,2370,630,675,76,1354,11,7758,3553,988,1070,135,2068,15,5085,2370,630,594,1269,3,4,29,186
2402107-005,127,70,15,15,1,29,0,81,46,8,9,0,18,0,166,116,9,16,2,25,0,88,64,3,8,2,11,0,210,164,12,12,0,25,0,137,112,4,6,0,14,0,143,71,28,26,0,23,0,114,90,9,0,0,9,0,154,120,9,5,2,22,0,126,103,6,3,1,15,0,154,120,9,5,2,22,0,126,103,6,0,9,0,0,0,8
2402109-009,1359,1176,43,97,12,47,0,1002,876,30,69,9,30,0,1744,1302,161,279,1,33,25,1318,994,109,165,1,22,25,1645,1355,125,111,1,41,20,1232,1034,92,61,1,29,21,1806,1524,76,83,0,58,74,1254,1045,41,35,2,39,75,2660,1642,283,412,79,280,4,1923,1261,173,277,59,172,0,2662,1643,283,412,79,280,4,1923,1261,173,254,155,4,0,6,70
2402109-003,611,526,18,45,4,21,0,450,392,13,32,3,13,0,660,491,54,77,3,36,5,458,353,31,47,2,17,5,652,496,48,48,4,53,4,465,370,28,30,4,28,4,563,431,36,38,1,51,0,388,299,28,36,1,41,0,786,547,83,60,17,79,1,593,441,52,32,11,52,0,786,547,83,60,17,79,1,593,441,52,26,49,4,0,1,20
2402112-001,3297,2734,129,314,46,89,3,2372,2027,74,198,28,52,1,4065,3338,117,561,13,84,0,2828,2457,74,242,13,51,0,4093,3313,135,560,13,132,0,2885,2467,78,267,13,72,0,3919,3306,117,421,55,115,0,2889,2523,61,204,21,51,0,4628,3446,389,549,130,146,1,3354,2590,240,364,96,95,0,4632,3450,389,553,134,151,1,3354,2590,240,304,75,6,0,9,130
2402112-002,2,2,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,5,4,0,0,0,0,0,5,3,1,0,0,0,0,6,3,3,0,0,0,0,6,3,3,0,0,0,0,6,3,3,0,0,0,0,6,3,3,0,0,0,0,0,0
2400903-008,4553,3672,128,613,64,115,6,3253,2670,78,409,41,73,4,4830,3866,142,633,167,192,9,3535,2934,87,368,84,65,0,4771,3851,135,583,135,113,9,3602,2884,84,453,113,60,0,5409,4224,104,798,235,114,15,3956,3219,65,430,118,86,0,5319,3960,254,794,105,196,32,3784,2891,143,540,75,123,16,5321,3961,254,788,105,196,32,3784,2891,143,454,74,3,7,20,192
