GEOID20,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2020_pres,D_2020_pres,R_2020_pres
47103000009,813,145,645,932,154,759,962,159,770
47157008123,1581,1412,111,1591,1408,128,1658,1502,124
47103000001,612,312,279,584,276,272,611,308,274
47103000006,260,51,205,331,58,266,341,62,273
47031001510,888,177,668,1106,208,859,1144,227,894
47037001961,2282,1005,1126,2583,1179,1365,2624,1293,1287
47165008621,2122,722,1282,2514,1002,1445,2626,1115,1456
47087004512,395,78,304,458,80,367,473,88,373
47115005763,382,88,287,483,95,382,500,106,389
47075003905,899,450,438,928,475,439,961,517,438
47175009107,101,20,79,119,20,95,126,22,100
47081004201,465,92,352,583,98,462,609,106,494
47019000910,885,146,711,956,158,772,1010,176,813
47035001723,771,98,648,904,123,766,934,138,787
47019000909,531,73,442,590,85,501,613,95,510
47185009607,1545,244,1259,1787,259,1500,1818,292,1506
47037001929,1984,1379,516,2235,1545,563,2338,1619,600
47037001829,1915,1387,357,2471,1893,505,2514,1989,461
47037001861,3042,1640,1213,3531,2028,1384,3637,2155,1371
47065003452,259,177,63,327,218,100,327,239,75
47065003354,112,96,14,133,115,15,137,120,17
47065003365,1193,1110,37,1208,1099,67,1255,1154,79
47173009001,376,65,302,465,60,395,521,78,443
47115005765,231,50,173,269,54,204,281,63,214
47165008618,1860,523,1242,2281,654,1573,2391,776,1573
47173009006,1026,179,813,1173,193,955,1262,225,1021
47097005064,633,409,215,596,327,250,663,394,253
47097005053,658,90,556,699,62,630,738,80,656
47165008610,1413,675,691,1665,671,948,1777,805,941
47093004853,2517,922,1390,2873,1201,1630,2918,1279,1568
47113005668,2392,674,1660,2653,815,1799,2731,897,1803
47113005674,794,489,280,856,548,292,881,573,297
47093004892,4707,1005,3404,5559,1419,4081,5639,1515,4002
47019000921,526,39,480,573,62,491,611,72,532
47113005665,712,98,596,763,95,659,781,100,673
47167008707,2756,425,2202,3184,540,2592,3354,634,2667
47029001406,906,185,680,932,199,708,994,235,745
47149007678,2607,982,1449,3448,1700,1652,3581,1827,1656
47149007671,2728,1107,1455,3060,1365,1598,3177,1531,1600
47057002959,875,96,751,1056,126,914,1113,131,969
47187009711,1965,530,1255,2318,824,1432,2336,894,1381
47187009720,2701,938,1612,3250,1202,1969,3274,1388,1840
47187009718,2840,834,1794,4848,1609,3104,4886,1867,2949
47019000904,1480,293,1139,1605,345,1236,1692,405,1268
47025001209,146,41,98,141,41,96,147,44,103
47009000424,1486,261,1184,1721,345,1355,1769,386,1352
47025001201,1417,247,1128,1600,261,1313,1659,294,1347
47009000415,851,113,699,1075,166,888,1118,192,907
47009000435,76,14,59,126,21,105,131,23,108
47037001817,3863,1571,2018,4293,1824,2375,4344,2086,2145
47037001942,2872,1432,1167,3704,2086,1504,3817,2287,1432
47091004701,493,77,398,496,76,411,524,81,439
47141007268,830,124,668,993,152,831,1047,167,869
47091004702,513,51,447,607,61,528,641,64,567
47091004707,883,159,695,947,175,756,1000,186,802
47061003157,415,83,320,483,73,405,511,91,415
47061003160,427,81,337,492,55,430,533,67,461
47015000706,397,88,302,461,87,364,497,104,382
47015000701,1272,231,1003,1540,257,1255,1637,288,1320
47187009724,3279,1049,2044,3946,1347,2534,3967,1603,2327
47187009723,2331,668,1520,2706,828,1841,2739,984,1718
47155007954,1956,288,1605,2319,399,1875,2385,431,1893
47141007265,2244,474,1662,2592,516,2010,2723,584,2088
47141007275,168,48,116,200,40,157,208,50,148
47073003818,264,44,210,316,51,259,342,52,287
47065003441,1077,378,641,1220,482,709,1235,506,699
47093004848,4287,970,3057,4793,1277,3451,4900,1389,3422
47093004818,1257,301,897,1476,386,1076,1526,416,1084
47093004891,2064,339,1626,2501,503,1976,2545,559,1946
47025001212,101,27,72,119,15,104,129,18,110
47023001104,373,65,296,498,84,401,512,90,408
47023001107,447,66,372,487,69,406,503,75,406
47023001106,572,169,383,613,175,426,634,192,430
47023001101,775,107,657,938,126,801,954,136,797
47007000303,489,98,379,554,93,448,588,102,477
47149007651,3542,2063,1311,4543,2782,1557,4757,3083,1575
47007000312,537,61,461,662,61,592,681,64,610
47013000613,658,132,497,816,136,659,857,153,695
47187009729,2238,675,1428,2698,868,1794,2709,1015,1665
47065003446,3727,928,2605,4433,1255,3111,4475,1385,3021
47065003358,849,803,32,847,779,51,883,821,46
47019000906,1122,179,905,1207,203,988,1294,220,1060
47019000918,1213,142,1043,1228,154,1059,1300,158,1133
47065003469,1972,893,983,2303,1122,1134,2353,1204,1113
47143007360,1476,245,1146,1722,302,1387,1786,330,1428
47071003714,884,144,714,862,109,734,886,124,749
47055002861,645,291,333,753,324,404,795,359,426
47149007667,1631,355,1199,2099,462,1599,2189,490,1663
47093004890,1161,210,899,1330,244,1070,1355,267,1063
47093004857,1365,557,695,1623,781,794,1640,818,770
47067000001,423,66,348,472,69,398,516,80,436
47067000003,324,48,265,367,42,320,408,56,350
47093004846,3233,901,2128,4248,1377,2816,4300,1534,2670
47149007661,2928,625,2169,3831,904,2839,4004,1035,2911
47113005663,848,172,663,913,182,711,945,211,727
47113005653,761,738,13,665,624,21,712,678,25
47093004832,653,396,195,496,359,125,498,360,113
47027001303,588,100,478,628,85,532,690,99,581
47125006480,1093,618,402,1363,763,542,1417,842,523
47123006359,1054,186,849,1210,166,1013,1249,169,1062
47157008259,2032,1211,739,2452,1634,771,2495,1670,775
47157008255,2012,914,1008,2341,1271,1034,2380,1332,1013
47065003397,653,469,123,771,602,150,776,619,142
47065003398,745,548,167,882,684,178,902,699,183
47065003409,664,153,475,808,195,603,816,222,581
47065003458,1448,288,1084,1760,394,1343,1779,417,1331
47065003410,1104,217,840,1213,294,904,1231,316,893
47065003455,978,132,799,1239,173,1053,1258,191,1047
47099005158,1163,186,947,1252,175,1058,1349,203,1139
47099005169,343,71,267,386,61,315,409,70,337
47073003802,325,55,262,398,56,330,418,64,350
47047002459,384,158,221,401,141,246,425,175,244
47047002453,1279,324,924,1416,325,1056,1508,414,1075
47065003470,254,133,107,280,142,132,288,155,130
47187009712,3243,1024,2015,3915,1376,2447,3963,1594,2296
47125006479,212,79,119,229,92,128,255,108,141
47065003411,571,203,313,809,343,448,818,368,439
47065003434,1439,758,544,1722,982,707,1740,1071,620
47065003462,471,101,356,566,140,420,576,155,412
47065003447,77,12,63,82,14,68,84,16,68
47067000006,213,54,148,207,35,165,244,43,200
47067000002,324,34,285,372,33,337,409,39,369
47125006470,2002,898,979,2365,1086,1164,2537,1239,1210
47027001304,288,83,197,336,65,266,371,89,282
47143007355,742,116,610,834,100,721,888,115,767
47065003473,2209,689,1392,2471,872,1566,2491,943,1503
47127006551,639,88,528,737,91,619,753,101,626
47175009104,398,108,286,374,74,293,423,89,329
47041002160,275,72,195,328,79,243,355,78,272
47153007855,594,87,486,741,118,611,780,118,649
47153007858,484,129,334,540,98,432,575,115,453
47153007856,683,148,514,866,156,692,902,180,711
47065003380,39,29,3,62,53,8,62,53,8
47065003408,2399,688,1581,2792,910,1832,2813,955,1794
47155007974,228,31,189,340,54,275,346,67,270
47037001906,1160,582,492,1405,754,609,1427,804,582
47037001813,568,403,129,793,568,204,819,592,195
47037001824,666,600,38,775,679,63,798,717,49
47037001926,1715,971,620,1878,1167,609,1951,1254,620
47037001877,2,2,0,1,1,0,1,1,0
47037001919,2260,1123,982,2468,1177,1245,2484,1346,1073
47037001928,1996,938,857,2201,1210,905,2259,1343,840
47155007952,978,144,806,1176,197,935,1204,218,960
47037001936,877,530,278,1057,696,293,1098,742,307
47069003610,568,320,240,509,264,230,579,309,258
47015000703,990,153,797,1183,140,1026,1254,158,1080
47029001402,473,78,387,585,102,466,625,111,508
47113005658,714,532,173,738,536,190,775,580,187
47155007973,506,64,431,586,92,481,602,95,493
47155007964,677,126,516,884,207,654,907,220,670
47149007682,2730,1157,1408,2908,1364,1461,3048,1503,1490
47037001859,1265,830,348,1558,1093,388,1604,1161,381
47149007676,1703,608,999,1934,792,1061,2026,884,1094
47121006253,743,104,619,975,132,821,1033,147,879
47187009725,1958,553,1271,2434,710,1687,2440,824,1580
47069003604,2085,1187,867,1961,983,909,2203,1224,958
47093004806,1549,575,863,1819,780,1013,1849,835,977
47109006163,441,63,360,485,53,421,499,54,438
47135006957,145,28,110,159,26,129,164,25,136
47039002058,536,89,441,594,72,512,615,84,523
47103000014,907,142,745,1015,162,832,1064,178,855
47157008207,2341,2239,80,2329,2154,91,2442,2299,118
47101005255,570,90,467,685,114,554,716,118,591
47079004111,408,69,330,448,64,363,482,79,397
47117005854,1516,295,1169,2183,406,1729,2273,458,1779
47147007553,1400,200,1133,1752,319,1404,1813,369,1417
47157008232,1112,869,204,1150,914,206,1171,950,197
47147007566,432,79,343,537,71,450,555,85,461
47169008808,324,114,201,309,86,218,345,112,230
47157008243,810,763,38,837,753,55,861,798,57
47157008263,1850,783,990,2209,1044,1131,2230,1102,1099
47127006552,597,97,473,706,120,571,727,128,582
47075003906,673,201,461,754,210,538,783,228,546
47037001949,2668,1761,813,2955,1984,856,3053,2110,855
47037001948,276,69,193,394,114,269,398,123,265
47037001854,1873,807,939,1922,906,954,1985,961,947
47059003073,1897,306,1538,2293,355,1886,2344,375,1928
47013000612,280,66,205,347,71,272,363,70,288
47019000913,272,38,230,352,60,288,361,67,293
47029001405,700,145,526,871,171,678,927,195,719
47063003261,656,93,543,2122,348,1741,2232,389,1821
47093004822,725,111,547,891,179,703,906,196,688
47093004801,1043,518,414,1245,709,506,1259,740,475
47033001610,376,125,244,382,117,257,410,142,265
47019000908,1660,199,1426,1721,222,1472,1830,237,1568
47019000922,94,17,74,107,18,86,110,21,87
47013000608,761,185,542,879,169,675,951,195,747
47065003378,132,51,74,210,86,120,214,96,115
47065003440,2329,698,1506,3128,1087,1984,3168,1177,1924
47065003433,302,197,80,425,291,129,431,295,127
47065003466,0,0,0,1,0,1,1,0,1
47073003819,372,54,311,367,45,318,394,50,339
47111005555,648,119,511,862,130,720,916,148,763
47013000601,272,55,209,298,52,244,329,58,269
47019000916,730,73,641,771,94,657,816,100,707
47093004836,2073,749,1173,2402,868,1513,2407,1042,1317
47093004855,2185,861,1145,2652,1220,1380,2694,1293,1349
47083004305,435,110,306,516,122,377,536,132,395
47157008214,1406,1347,35,1415,1305,65,1469,1376,66
47077004009,370,48,318,414,33,378,423,40,377
47045002360,759,59,687,848,78,752,891,91,794
47157008209,1747,1648,79,1865,1707,101,1921,1782,117
47145007473,489,68,384,573,76,480,585,78,488
47053002758,257,128,124,258,124,128,275,142,129
47145007457,895,160,703,1104,192,885,1138,216,893
47151007753,763,125,622,855,101,734,917,129,783
47071003701,381,53,319,503,50,433,518,55,453
47157008095,968,244,687,1185,319,848,1196,388,793
47157008245,1734,1597,118,1668,1510,110,1712,1559,121
47151007752,1095,137,944,1208,115,1065,1309,137,1164
47045002351,824,128,672,908,122,767,945,136,803
47129006658,820,113,685,871,109,750,911,122,776
47017000817,653,194,442,707,184,499,732,208,514
47049002563,145,30,108,174,35,134,187,40,147
47189009810,2377,713,1542,2902,890,1931,2962,1008,1886
47107006065,457,55,385,533,55,464,551,67,479
47177009205,647,161,458,683,156,514,740,180,549
47157008219,2272,838,1317,2667,1083,1542,2691,1243,1404
47115005761,248,40,198,277,56,217,282,54,221
47103000015,452,79,354,491,77,402,504,81,409
47129006661,233,40,186,279,39,236,295,44,246
47035001720,434,41,385,456,53,398,497,57,430
47157008144,1872,1824,25,1749,1606,54,1827,1730,65
47157008258,2853,1631,1144,3322,2140,1145,3389,2242,1113
47041002161,397,92,295,433,91,330,460,100,355
47037001959,538,181,336,659,218,434,671,245,420
47037001939,1280,791,419,1321,818,424,1386,876,433
47157008180,2224,902,1215,2527,952,1540,2553,1154,1378
47087004503,446,93,340,479,89,381,510,106,398
47111005559,790,128,644,923,119,790,996,129,856
47087004509,329,75,246,341,64,269,369,72,294
47133006859,337,59,265,365,51,310,400,55,344
47037001803,3656,3280,297,3963,3420,389,4139,3591,391
47037001882,368,207,119,480,277,191,488,302,175
47025001207,324,50,256,388,59,321,398,69,326
47041002158,770,160,583,842,168,651,914,184,711
47111005557,831,122,688,1048,147,883,1117,168,936
47025001211,468,77,381,601,104,489,622,109,506
47173009007,777,129,630,922,147,764,985,157,819
47075003915,764,281,478,826,296,524,862,326,525
47149007699,739,357,336,845,443,367,890,493,375
47187009737,2903,781,1926,3282,970,2251,3308,1112,2134
47091004706,608,84,515,638,105,524,674,123,547
47141007260,315,55,249,311,52,256,323,59,260
47141007257,1184,250,865,1326,288,1005,1403,325,1051
47093004811,1540,276,1215,1875,332,1522,1911,363,1526
47013000620,350,71,267,333,51,277,370,54,314
47087004505,424,118,297,522,99,408,549,108,436
47071003713,385,60,310,574,75,487,589,84,499
47135006959,204,31,168,254,37,212,269,42,225
47071003711,239,24,207,267,25,237,280,24,245
47093004826,1289,466,712,1622,765,831,1659,802,819
47157008203,2149,2098,28,2165,1992,72,2283,2172,76
47093004868,921,693,192,1031,776,235,1058,794,240
47027001305,537,220,305,554,165,375,628,209,415
47157008058,3633,886,2553,4051,1216,2756,4124,1375,2684
47029001411,528,93,419,655,116,528,692,124,558
47065003362,1577,1303,247,1661,1358,270,1688,1390,271
47065003357,9,2,5,5,0,5,5,0,5
47065003459,2532,494,1942,3083,678,2383,3117,765,2326
47065003368,638,197,356,773,261,490,784,296,466
47065003369,302,73,203,373,118,248,375,130,235
47065003355,2090,315,1636,2706,553,2121,2742,629,2068
47065003374,413,153,243,474,197,272,486,211,273
47065003436,1039,397,583,1227,545,657,1253,577,643
47177009220,524,122,385,557,120,423,600,135,455
47037001826,1419,1138,165,1797,1445,313,1847,1525,282
47037001916,1514,968,427,1725,1095,608,1747,1209,503
47037001902,1556,957,423,2121,1384,700,2153,1504,604
47037001930,1503,1149,307,1806,1319,379,1878,1396,409
47037001804,326,88,215,321,95,219,336,108,219
47037001922,1364,1009,309,1459,1015,338,1526,1077,354
47015000709,273,59,205,300,49,243,324,60,263
47149007684,509,210,262,562,242,306,596,280,300
47149007674,2267,839,1296,2647,1160,1386,2743,1259,1430
47111005554,799,113,667,929,122,793,1022,142,869
47039002062,200,38,162,198,25,171,209,35,174
47109006164,379,53,311,405,49,341,416,57,349
47109006153,784,227,527,819,225,562,845,245,587
47135006951,313,76,229,341,66,267,370,77,290
47051002659,170,38,127,167,29,137,185,34,148
47157008154,2412,888,1317,2763,1098,1634,2766,1286,1414
47157008216,2494,1107,1277,2963,1381,1542,3006,1559,1404
47049002558,808,114,679,875,109,754,930,129,789
47137007053,401,53,341,433,56,367,456,61,393
47119005971,1442,332,1033,2054,615,1396,2065,646,1365
47169008804,313,93,210,368,90,266,409,119,284
47109006161,256,43,204,279,45,230,293,52,236
47125006472,1068,396,609,1232,434,767,1312,488,790
47041002155,1023,265,719,1136,257,855,1222,293,919
47037001925,879,348,434,929,420,489,943,471,452
47037001869,1713,736,833,1833,948,826,1876,1016,802
47093004841,4536,1215,3068,5733,1697,3976,5795,1944,3755
47097005060,381,71,308,410,48,357,435,61,373
47037001847,2202,1237,869,2699,1631,962,2799,1743,969
47093004862,1009,635,254,1233,884,323,1249,896,295
47093004858,316,176,108,432,247,173,440,257,166
47071003706,435,71,356,444,56,379,467,64,389
47157008080,2974,1283,1565,3231,1624,1542,3299,1769,1492
47145007459,1154,191,906,1387,231,1117,1416,256,1133
47151007759,192,22,163,235,24,207,254,27,225
47161008401,731,141,562,796,149,626,838,153,659
47157008094,3014,766,2124,3507,912,2562,3535,1117,2369
47169008810,342,97,237,450,102,339,487,122,362
47001000024,83,27,53,90,19,69,94,19,73
47137007052,368,82,271,445,93,342,460,96,359
47143007352,350,59,282,426,55,361,442,64,373
47041002166,218,42,166,234,35,198,254,43,207
47157008076,3318,1839,1358,4115,2598,1444,4184,2741,1392
47115005759,53,14,34,51,12,37,57,15,41
47039002061,148,15,131,162,25,132,171,22,146
47039002063,97,7,88,113,14,99,121,17,102
47113005675,1545,460,1022,1551,483,1051,1598,537,1044
47037001837,1008,831,127,1147,939,157,1200,993,154
47037001812,193,79,109,212,79,128,215,83,124
47019000917,1490,214,1233,1756,295,1423,1856,319,1509
47033001608,398,237,153,405,200,198,438,232,199
47173009008,87,11,75,93,10,81,103,14,86
47037001808,415,365,45,659,523,107,699,568,102
47037001933,2016,1347,568,2312,1627,585,2402,1702,609
47015000702,218,67,144,224,57,164,236,65,171
47025001208,624,105,500,689,97,584,726,105,613
47065003467,686,258,378,817,341,455,832,363,446
47025001216,132,17,110,161,31,124,172,34,132
47023001109,272,52,208,320,69,242,329,72,246
47007000305,133,42,84,155,39,113,167,40,122
47123006358,618,98,495,749,111,622,776,124,641
47155007971,59,6,49,68,13,54,70,16,54
47073003813,819,113,684,900,124,764,980,133,841
47147007563,987,187,765,1226,211,980,1286,235,1029
47175009105,393,89,292,433,81,346,481,93,386
47157008206,2238,2157,51,2195,2008,86,2264,2146,89
47037001932,882,571,275,1100,734,336,1146,773,327
47013000610,694,98,575,814,106,695,873,121,735
47135006958,188,37,146,219,23,188,236,30,203
47135006960,218,46,164,234,29,202,260,33,223
47157008084,2444,2130,275,2958,2548,328,3040,2664,341
47037001836,1105,706,339,1110,756,304,1168,816,309
47093004849,2144,470,1573,2515,598,1882,2547,658,1843
47185009606,975,178,772,1069,157,893,1093,164,917
47093004819,573,97,445,680,128,543,685,134,542
47007000306,181,62,112,221,60,161,235,68,162
47157008099,1000,519,443,1109,605,474,1131,627,483
47017000811,114,18,90,142,24,114,147,27,118
47129006655,197,33,162,241,24,214,250,24,223
47189009805,378,80,278,1302,236,1042,1326,257,1049
47147007560,1078,178,859,1283,234,1031,1332,260,1055
47075003904,499,429,64,505,414,72,534,447,76
47033001604,440,106,323,513,133,372,535,147,379
47125006463,2593,1225,1167,3701,1882,1680,3922,2091,1715
47115005767,340,68,260,389,54,327,417,56,359
47037001818,1288,720,451,1724,1029,625,1782,1126,593
47037001845,231,52,168,230,61,159,249,80,162
47037001823,684,510,113,1135,845,269,1161,893,234
47023001110,258,26,223,310,22,281,317,27,280
47129006660,292,49,231,885,138,724,923,142,758
47001000012,1492,608,763,1675,771,869,1726,835,852
47037001931,1152,774,335,1310,903,332,1387,976,346
47037001849,840,442,350,1027,574,414,1074,621,417
47153007852,724,137,562,901,187,701,940,209,721
47037001819,1280,495,719,1408,568,812,1415,619,760
47037001876,363,224,109,479,297,161,493,318,162
47017000802,180,27,146,189,23,163,194,27,166
47177009213,372,72,275,387,71,310,414,76,332
47037001856,1476,788,602,1727,1026,629,1769,1092,616
47037001954,584,218,306,672,217,449,677,293,370
47037001865,519,318,164,709,483,198,737,510,200
47001000008,358,73,271,402,70,329,418,69,344
47037001889,81,56,23,88,52,36,88,59,29
47037001874,437,249,160,503,284,201,520,315,179
47113005679,430,91,321,466,82,379,474,95,375
47027001301,228,42,185,256,47,202,273,51,219
47065003400,46,40,6,38,31,7,38,30,7
47037001934,957,736,197,982,712,210,1047,776,227
47065003474,2389,686,1560,2752,892,1828,2769,952,1767
47129006657,256,48,203,284,43,234,299,46,245
47037001811,908,231,644,1109,321,764,1130,360,744
47037001940,857,613,190,985,723,207,1019,758,214
47141007274,501,143,333,533,135,387,557,157,392
47037001911,45,19,23,49,17,32,50,26,24
47065003429,26,8,14,29,10,19,29,10,18
47037001872,129,99,21,118,100,11,121,107,8
47065003416,43,23,20,53,32,19,52,33,19
47065003444,116,31,82,138,26,108,142,33,105
47155007972,40,6,33,39,6,32,39,7,31
47065003376,6,1,5,3,1,2,3,1,2
47037001858,0,0,0,4,3,1,5,5,0
47037001866,37,28,6,48,31,13,49,32,14
