GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen
0800101032,905,491,406,997.0,499.0,420.0,951.0,502.0,422.0
0800101033,798,389,404,740.5,335.2,365.1,727.8,326.3,374.0
0800101034,1646,847,775,2009.9,982.0,866.1,1939.3,1001.2,843.3
0800101035,1396,891,486,1738.0,1022.0,596.0,1686.0,977.0,637.0
0800101036,931,499,417,944.0,510.0,351.0,912.0,534.0,349.0
0800101037,1035,549,477,958.4,482.8,401.9,927.6,478.1,414.1
0800101038,1289,709,564,1226.6,610.2,515.0,1180.1,591.8,518.6
0800101039,801,430,358,806.7,405.8,342.4,768.6,401.9,332.6
0800101040,987,485,478,1035.0,471.0,481.0,990.0,491.0,446.0
0800101041,618,357,251,598.7,319.9,221.5,570.0,328.4,204.9
0800101042,814,493,294,882.0,420.0,394.0,846.0,419.0,370.0
0800101043,590,352,225,625.0,315.0,238.0,594.0,321.0,230.0
0800101044,753,444,298,826.9,362.0,385.5,794.1,373.4,372.4
0800101045,439,210,221,383.4,167.2,179.1,368.3,172.7,173.0
0800101046,788,485,287,859.3,452.0,324.3,816.7,462.8,301.4
0800101047,809,453,333,946.0,470.0,377.0,902.0,488.0,343.0
0800101048,1081,680,375,1072.4,616.5,363.8,1020.0,605.9,328.3
0800101049,741,479,249,812.0,451.0,277.0,754.0,432.0,253.0
0800101050,1028,553,463,986.9,532.6,385.3,963.8,526.4,399.4
0800101051,638,378,250,729.1,411.4,247.7,700.2,416.6,234.6
0800101052,748,467,260,758.0,425.0,278.0,731.0,436.0,240.0
0800101053,355,207,134,391.6,212.5,140.2,365.0,213.1,116.7
0800101054,820,519,280,962.4,523.0,356.7,897.0,523.0,313.6
0800101055,392,273,116,485.0,292.4,151.6,452.5,290.7,132.3
0800101056,640,450,176,674.2,427.6,190.4,628.8,423.5,164.7
0800101057,604,329,254,655.0,291.0,310.0,623.0,304.0,293.0
0800101058,346,207,124,419.5,223.6,164.6,401.3,229.9,144.2
0800101059,543,365,161,595.9,355.5,192.5,563.7,347.1,173.3
0800101060,619,419,183,706.2,422.8,223.2,677.6,422.8,213.4
0800101061,562,396,151,621.0,400.8,165.3,583.6,395.0,146.9
0800101062,638,408,209,801.6,487.0,255.8,762.5,496.4,210.9
0800101063,953,645,277,1043.1,624.6,336.9,988.5,609.4,315.7
0800101064,829,541,272,1024.3,602.8,306.5,963.6,603.4,287.1
0800101065,551,355,189,629.9,381.4,194.1,604.4,380.9,181.6
0800101066,612,391,213,684.4,412.8,219.8,655.7,408.3,206.6
0800101067,423,295,124,547.9,344.6,154.5,517.1,353.6,132.2
0800101068,796,561,214,915.5,560.5,261.0,878.1,570.9,237.0
0800101069,624,386,223,734.8,413.0,254.7,687.7,425.3,229.0
0800101070,856,440,403,880.0,381.0,437.0,845.0,398.0,402.0
0800101071,1218,638,571,1231.0,646.4,478.8,1168.7,651.6,453.4
0800101072,682,311,364,768.9,332.5,386.0,744.6,334.5,381.0
0800101073,579,283,292,809.0,363.0,376.0,787.0,364.0,389.0
0800101074,1073,670,381,1137.0,613.0,394.0,1081.0,597.0,385.0
0800101075,457,260,193,503.4,263.3,189.8,489.2,263.3,197.4
0800101076,606,340,254,718.9,335.1,320.7,696.4,338.2,306.6
0800101077,1388,807,561,1478.7,760.6,563.6,1423.4,767.5,572.1
0800101078,285,99,184,1044.6,434.9,518.6,1000.6,410.9,540.7
0800101079,791,339,433,834.0,323.0,436.0,827.0,324.0,462.0
0800101080,458,352,98,892.5,574.5,227.0,847.3,564.4,210.7
0800101081,647,444,188,762.4,482.9,211.1,717.2,460.4,203.7
0800101082,1111,764,333,1137.1,664.4,370.3,1076.6,664.2,336.4
0800101083,470,279,171,496.6,279.7,175.0,473.2,277.1,158.9
0800101084,1121,759,343,1415.2,789.3,493.0,1340.3,791.5,454.9
0800101085,762,530,214,846.7,526.9,247.1,790.2,518.0,219.4
0800101086,848,585,235,732.4,450.1,209.4,695.9,450.7,189.0
0800101087,807,470,311,1040.5,572.5,366.3,984.2,558.5,350.2
0800101088,716,466,235,888.6,473.5,329.7,847.1,503.0,285.3
0800101089,708,412,284,692.5,375.1,252.5,649.5,382.4,232.8
0800101090,667,437,224,713.0,362.0,286.0,665.0,374.0,245.0
0800101091,927,615,297,1046.3,546.4,392.5,995.2,566.4,363.4
0800101092,913,576,327,1306.0,731.0,461.0,1241.0,701.0,446.0
0800101093,894,576,305,1005.0,539.0,387.0,953.0,516.0,387.0
0800101094,733,481,240,817.0,448.0,291.0,777.0,463.0,266.0
0800101095,516,341,166,688.4,355.7,275.0,645.5,346.0,255.5
0800101096,697,390,295,595.8,289.9,251.4,565.7,286.0,238.3
0800101097,648,356,276,652.6,315.8,282.2,621.6,325.4,255.0
0800101098,1117,666,431,1303.6,614.0,568.1,1249.7,616.5,543.7
0800101099,1183,704,467,1444.1,645.1,701.4,1370.8,659.7,639.2
0800101100,829,485,329,1239.1,561.1,571.8,1177.5,608.4,505.1
0800101101,795,449,338,1409.0,609.3,661.5,1348.9,644.3,611.5
0800101102,1436,700,719,2165.0,857.0,1139.4,2089.2,871.0,1130.5
0800101103,905,458,431,1549.4,668.1,722.9,1485.4,665.6,729.5
0800101104,1746,945,780,2530.0,1081.0,1234.0,2409.0,1069.0,1204.0
0800101105,1309,772,518,1943.0,909.0,830.0,1860.0,902.0,835.0
0800101106,403,224,174,610.3,318.7,229.4,576.2,294.7,233.4
0800101107,322,204,114,454.5,256.1,161.3,421.5,238.2,150.3
0800101108,250,148,90,349.6,199.1,126.2,321.2,190.3,111.3
0800101109,515,300,193,667.2,378.2,243.3,636.8,375.5,216.9
0800101110,881,629,241,1091.0,723.0,295.0,1023.0,696.0,261.0
0800101111,473,336,125,635.7,387.0,193.0,596.2,397.1,157.5
0800101112,28,21,7,23.5,12.7,8.5,22.2,13.6,7.3
0800101113,683,473,188,818.7,495.4,253.1,765.3,505.2,207.8
0800101114,662,450,195,788.9,467.8,257.9,729.8,467.8,215.5
0800101115,661,439,197,933.2,559.2,301.0,885.8,566.8,265.9
0800101116,712,495,199,819.4,502.5,248.9,772.3,512.5,216.5
0800101117,746,528,203,1041.0,695.0,286.0,965.0,661.0,251.0
0800101118,798,599,176,985.1,661.7,258.5,921.2,640.8,224.6
0800101119,874,512,333,933.0,445.0,384.0,898.0,472.0,360.0
0800101120,1008,622,371,1053.0,522.0,426.0,1001.0,557.0,360.0
0800101121,489,303,181,414.0,207.0,167.0,388.0,213.0,150.0
0800101122,806,466,325,869.0,434.0,350.0,817.0,419.0,350.0
0800101123,881,557,309,961.0,499.0,356.0,914.0,505.0,349.0
0800101124,764,468,275,905.8,435.9,395.7,861.0,441.2,365.3
0800101125,589,361,217,635.3,293.6,275.3,611.8,299.4,260.7
0800101126,341,151,186,982.6,381.6,529.8,927.4,354.6,536.1
0800101127,1346,778,546,1430.2,638.8,639.8,1365.2,641.4,635.3
0800101128,1647,895,729,1839.7,842.4,828.7,1779.2,879.6,788.3
0800101129,1335,751,552,1427.2,649.0,648.0,1376.0,652.1,638.4
0800101130,1852,1084,726,2203.5,1040.7,941.4,2094.7,1086.9,873.6
0800101131,1008,597,391,1033.0,453.0,485.0,983.0,476.0,463.0
0800101132,1043,598,423,1182.0,550.0,525.0,1146.0,575.0,498.0
0800101133,810,455,329,897.0,410.0,385.0,838.0,412.0,347.0
0800101134,1013,590,390,1028.0,478.0,454.0,985.0,515.0,399.0
0800101135,903,606,286,1007.0,569.0,328.0,939.0,554.0,314.0
0800101136,581,391,181,726.4,388.2,268.8,691.7,398.5,248.7
0800101137,587,362,203,885.0,476.0,322.0,851.0,469.0,297.0
0800101138,1016,611,378,1124.0,517.0,508.0,1065.0,558.0,446.0
0800101139,828,478,337,978.0,467.0,401.0,921.0,461.0,379.0
0800101140,1342,803,525,1416.4,637.0,631.9,1347.1,693.7,556.6
0800101141,951,560,381,1063.1,483.3,460.5,1008.0,508.5,436.3
0800101142,534,306,222,778.0,374.0,332.0,731.0,342.0,332.0
0800101143,1383,709,653,1685.0,784.0,755.0,1623.0,793.0,755.0
0800101144,507,254,241,1111.0,503.0,497.0,1189.0,539.0,602.0
0800101145,733,430,297,840.1,395.2,366.7,794.2,406.4,338.8
0800101146,964,528,423,1032.0,492.0,465.0,983.0,491.0,433.0
0800101147,969,518,429,1028.0,482.0,456.0,965.0,459.0,460.0
0800101148,835,449,381,840.0,395.0,367.0,818.0,388.0,383.0
0800101149,934,466,454,1032.4,454.4,475.5,993.2,459.3,483.2
0800101150,719,362,344,770.0,348.7,356.2,738.2,346.4,354.0
0800101151,886,440,432,936.0,391.0,456.0,884.0,385.0,450.0
0800101152,1020,508,496,984.3,439.2,456.5,946.6,439.3,468.2
0800101153,895,498,383,1243.2,525.5,610.3,1201.2,573.5,557.3
0800101154,1167,636,510,1103.1,509.2,492.4,1078.8,538.6,480.2
0800101155,1170,583,583,1219.0,504.0,579.0,1176.0,508.0,606.0
0800101156,840,406,426,917.0,423.0,420.0,864.0,390.0,420.0
0800101157,908,518,377,1031.0,458.8,472.9,1005.1,473.6,487.3
0800101158,974,486,478,1694.9,763.1,809.8,1635.3,746.8,807.6
0800101159,945,429,504,1368.7,576.7,690.8,1318.6,578.3,681.5
0800101160,778,428,342,967.9,454.0,413.0,918.7,442.5,432.3
0800101161,1002,474,512,1134.1,432.2,603.5,1119.3,456.2,621.1
0800101162,521,235,279,956.7,381.3,480.2,908.0,377.8,491.1
0800101163,835,414,412,1156.6,465.9,585.8,1128.1,465.8,609.0
0800101164,724,430,287,856.6,353.8,422.5,823.7,367.5,408.6
0800101165,119,53,62,318.0,131.0,170.0,307.0,126.0,166.0
0800101166,1060,432,613,2003.8,719.6,1185.2,1971.1,759.8,1172.8
0800101167,628,282,332,748.9,220.4,478.1,735.5,245.4,453.2
0800101168,664,284,377,1107.6,347.1,708.2,1071.6,377.4,659.3
0800101169,401,180,212,466.9,138.2,295.2,453.0,170.1,260.0
0800101170,716,355,342,797.8,308.5,387.2,760.4,335.0,364.5
0800101171,701,411,269,960.9,447.4,417.2,923.6,484.0,378.0
0800101172,719,490,217,933.4,504.2,338.6,889.5,532.6,310.2
0800101173,944,533,389,1138.0,553.0,493.0,1109.0,551.0,474.0
0800101174,1068,601,440,1417.6,682.8,591.4,1354.5,705.4,564.8
0800101175,519,308,199,733.8,301.6,365.7,715.8,330.2,337.2
0800101176,544,273,264,643.0,240.9,340.8,636.0,276.9,311.7
0800101177,690,307,375,700.0,252.0,394.0,675.0,278.0,366.0
0800101178,570,260,295,540.2,242.5,251.5,519.2,253.9,234.1
0800101179,545,241,294,675.0,233.0,395.0,654.0,252.0,372.0
0800101180,813,403,386,1009.0,410.0,518.0,963.0,420.0,484.0
0800101181,617,280,325,717.0,239.0,418.0,694.0,263.0,394.0
0800101182,859,423,425,1212.2,479.6,632.8,1168.2,507.9,594.7
0800101183,1264,596,657,1893.0,626.0,1095.0,1816.0,660.0,1049.0
0800101184,187,89,92,343.3,101.1,207.9,325.3,119.9,186.0
0800101185,139,67,70,176.0,57.8,107.4,174.0,70.3,94.9
0800101186,1195,559,620,1366.8,508.1,700.3,1320.2,546.8,676.9
0800101187,330,171,155,777.2,273.9,430.7,740.8,294.2,409.1
0800101188,1063,380,670,1288.1,322.4,896.4,1253.1,373.0,833.6
0800101189,455,191,258,612.0,144.1,429.8,592.1,173.1,395.0
0800101190,971,761,182,1511.3,1095.6,278.5,1457.3,1063.0,277.3
0800101191,1049,778,249,1339.6,957.6,272.0,1279.9,898.4,295.3
0800101192,757,589,153,1202.4,846.4,259.6,1131.0,771.1,265.6
0800101193,115,70,39,264.8,185.5,57.8,247.8,167.5,57.8
0800101194,873,613,245,1004.0,675.0,250.0,973.0,667.0,245.0
0800101195,751,476,253,815.0,506.0,248.0,774.0,495.0,224.0
0800101196,517,370,139,517.0,359.0,131.0,492.0,345.0,130.0
0800101197,723,436,273,911.0,553.0,298.0,875.0,556.0,278.0
0800101198,669,441,212,719.0,482.0,183.0,674.0,452.0,184.0
0800101199,789,489,281,892.0,478.0,320.0,865.0,485.0,316.0
0800101200,727,452,252,817.0,446.0,309.0,782.0,441.0,296.0
0800101201,613,405,197,1160.9,770.7,307.0,1112.8,723.8,335.9
0800101202,371,122,235,424.2,89.7,299.6,406.7,107.1,280.3
0800101203,69,26,43,117.4,27.7,82.5,113.6,33.2,75.8
0800101204,123,29,90,156.6,32.6,114.7,153.3,40.3,108.0
0800101205,129,31,92,177.4,32.0,135.3,170.8,40.0,125.5
0800101206,121,44,74,187.7,34.7,144.3,178.7,44.1,130.2
0800101207,102,23,77,137.3,25.4,105.5,130.6,32.2,95.2
0800101208,525,171,333,648.7,124.6,474.6,623.1,172.1,426.5
0800101209,471,153,302,550.6,110.3,391.2,527.5,161.7,342.3
0800101210,741,219,499,1001.0,190.4,726.6,960.4,242.3,663.4
0800101211,558,194,353,761.1,144.6,552.8,730.3,184.0,504.9
0800101212,86,21,65,136.8,24.9,102.5,132.2,31.0,95.7
0800101213,106,24,80,145.2,25.9,110.2,140.7,32.0,103.8
0800101214,18,2,16,19.1,2.9,15.1,18.8,3.3,15.1
0800101215,82,14,66,104.3,15.8,82.3,102.5,17.8,82.3
0800101216,97,36,56,123.4,18.7,97.4,121.3,21.1,97.4
0800101217,57,3,54,57.3,8.7,45.2,56.3,9.8,45.2
0800302001,619,426,180,620.0,385.0,174.0,631.0,433.0,162.0
0800302002,702,418,265,734.0,401.0,247.0,730.0,439.0,241.0
0800302003,1068,569,474,1242.0,597.0,530.0,1261.0,696.0,508.0
0800302004,1179,604,556,1368.0,526.0,693.0,1372.0,646.0,656.0
0800302005,566,181,372,563.0,138.0,362.0,572.0,187.0,351.0
0800302006,644,471,165,654.0,369.0,203.0,650.0,422.0,187.0
0800302007,916,616,287,1088.0,596.0,407.0,1088.0,645.0,374.0
0800302008,592,236,336,670.0,177.0,430.0,668.0,227.0,415.0
0800503101,762,506,225,927.0,517.0,294.0,921.0,566.0,287.0
0800503102,554,317,222,905.9,469.7,334.6,895.8,505.7,319.5
0800503103,480,305,165,502.0,276.0,183.0,499.0,299.0,174.0
0800503104,373,268,99,467.0,299.0,140.0,456.0,301.0,131.0
0800503105,842,578,236,940.0,582.0,247.0,937.0,585.0,266.0
0800503106,433,296,132,417.0,259.0,113.0,406.0,250.0,119.0
0800503107,630,435,180,701.0,445.0,190.0,676.0,435.0,201.0
0800503108,575,364,193,618.0,392.0,161.0,617.0,392.0,189.0
0800503109,569,378,184,587.0,392.0,143.0,577.0,389.0,161.0
0800503110,406,250,151,454.0,277.0,145.0,447.0,275.0,146.0
0800503111,979,623,333,1024.0,631.0,287.0,1006.0,642.0,294.0
0800503112,687,425,243,771.0,472.0,211.0,762.0,490.0,218.0
0800503113,366,158,208,570.3,305.3,228.5,556.5,298.4,239.3
0800503114,592,410,155,684.7,461.7,147.5,668.5,447.6,151.7
0800503115,756,468,257,855.0,485.0,270.0,837.0,482.0,283.0
0800503116,933,572,331,1029.0,551.0,339.0,1018.0,561.0,366.0
0800503117,450,333,108,791.0,478.0,213.0,771.0,472.0,215.0
0800503118,600,415,164,679.0,409.0,207.0,675.0,420.0,197.0
0800503119,628,394,223,660.0,347.0,239.0,659.0,379.0,236.0
0800503120,429,277,148,471.0,261.0,160.0,473.0,282.0,152.0
0800503121,454,254,192,506.0,234.0,184.0,502.0,248.0,216.0
0800503122,718,434,275,761.0,374.0,300.0,750.0,392.0,306.0
0800503123,825,451,356,881.0,448.0,335.0,865.0,431.0,357.0
0800503124,509,290,202,552.1,272.3,227.4,552.2,292.3,223.5
0800503125,422,227,182,382.0,179.0,170.0,383.0,199.0,159.0
0800503126,784,488,274,838.0,441.0,302.0,813.0,466.0,296.0
0800503127,504,277,216,547.0,259.0,213.0,538.0,272.0,221.0
0800503128,383,275,93,454.1,259.5,135.7,447.1,266.5,128.7
0800503129,633,427,197,993.0,691.0,234.0,968.0,663.0,260.0
0800503130,639,477,145,983.7,707.4,172.6,955.8,667.4,187.6
0800503131,642,324,305,675.0,305.0,305.0,672.0,304.0,328.0
0800503132,544,265,266,597.0,271.0,263.0,599.0,289.0,269.0
0800503133,584,310,260,666.0,313.0,273.0,650.0,315.0,302.0
0800503134,622,283,330,639.0,254.0,330.0,642.0,271.0,359.0
0800503135,748,385,342,778.0,367.0,323.0,766.0,386.0,336.0
0800503136,774,358,405,816.4,338.9,404.7,819.4,377.8,415.7
0800503137,851,440,398,843.0,394.0,362.0,842.0,410.0,398.0
0800503138,751,380,362,797.0,371.0,353.0,799.0,397.0,373.0
0800503139,548,262,279,699.0,336.0,293.3,705.4,348.9,332.4
0800503140,950,446,497,831.0,400.0,351.7,833.6,424.1,383.6
0800503141,421,194,224,422.0,204.0,185.0,421.0,196.0,215.0
0800503142,793,381,399,807.0,404.0,330.0,811.0,420.0,345.0
0800503143,553,323,215,613.0,287.0,252.0,607.0,306.0,256.0
0800503144,690,330,358,690.0,286.0,340.0,685.0,322.0,337.0
0800503145,520,261,245,565.0,236.0,263.0,564.0,262.0,258.0
0800503146,719,276,436,716.0,305.0,362.0,728.0,321.0,396.0
0800503147,818,353,452,803.0,323.0,409.0,798.0,341.0,438.0
0800503148,473,173,294,522.0,217.0,272.0,531.0,227.0,280.0
0800503149,1011,325,677,1055.0,332.0,673.0,1075.0,364.0,697.0
0800503150,784,324,451,1054.0,439.0,501.0,1062.0,434.0,561.0
0800503151,668,384,278,694.0,363.0,268.0,685.0,362.0,281.0
0800503152,747,395,346,744.0,395.0,305.0,746.0,412.0,308.0
0800503153,634,372,244,1109.0,595.0,377.0,1100.0,618.0,381.0
0800503154,785,506,257,881.0,457.0,301.0,867.0,499.0,297.0
0800503155,1084,500,575,1073.0,493.0,493.0,1082.0,513.0,526.0
0800503156,401,173,222,434.0,201.0,190.0,440.0,223.0,207.0
0800503157,597,302,281,593.0,313.0,225.0,594.0,320.0,258.0
0800503158,671,378,280,791.0,377.0,329.0,785.0,393.0,344.0
0800503159,613,331,262,605.0,306.0,234.0,601.0,321.0,237.0
0800503160,668,336,319,760.0,362.0,299.0,752.0,359.0,337.0
0800503161,571,293,261,625.0,312.0,251.0,614.0,339.0,236.0
0800503162,528,336,179,675.0,358.0,226.0,679.0,370.0,245.0
0800503163,400,267,123,512.9,270.5,175.3,499.9,278.5,170.3
0800503164,701,377,317,768.0,407.0,296.0,761.0,408.0,318.0
0800503165,832,449,360,903.0,422.0,387.0,882.0,448.0,397.0
0800503166,401,215,177,393.0,207.0,155.0,395.0,224.0,159.0
0800503167,727,359,359,771.0,372.0,333.0,765.0,384.0,338.0
0800503168,845,407,425,846.0,419.0,365.0,853.0,437.0,389.0
0800503169,917,467,437,919.0,434.0,399.0,926.0,453.0,426.0
0800503170,810,398,403,1052.0,461.0,472.0,1043.0,487.0,506.0
0800503171,654,337,309,692.0,331.0,293.0,714.0,342.0,350.0
0800503172,668,298,357,697.0,290.0,334.0,712.0,315.0,376.0
0800503173,1148,604,534,1270.6,616.1,550.3,1261.6,636.2,582.3
0800503174,849,432,406,871.0,447.0,349.0,873.0,438.0,403.0
0800503175,691,330,351,716.0,364.0,300.0,721.0,362.0,336.0
0800503176,836,432,390,819.0,425.0,329.0,817.0,429.0,354.0
0800503201,889,346,536,930.0,361.0,506.0,933.0,351.0,565.0
0800503202,475,233,237,491.0,284.0,172.0,493.0,274.0,209.0
0800503203,739,351,380,759.0,436.0,271.0,764.0,426.0,326.0
0800503204,860,364,493,892.0,403.0,444.0,907.0,392.0,503.0
0800503205,913,338,569,906.0,343.0,504.0,898.0,352.0,515.0
0800503206,626,410,203,614.0,403.0,165.0,605.0,401.0,175.0
0800503207,361,219,138,381.0,238.0,116.0,375.0,242.0,124.0
0800503208,730,465,251,790.0,508.0,214.0,781.0,490.0,255.0
0800503209,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0800503210,631,320,298,704.0,332.0,308.0,708.0,347.0,338.0
0800503211,543,279,247,576.0,260.0,258.0,574.0,257.0,289.0
0800503212,537,294,235,588.0,299.0,235.0,581.0,317.0,235.0
0800503213,690,342,333,730.0,346.0,295.0,729.0,368.0,319.0
0800503214,779,394,371,820.0,406.0,335.0,827.0,432.0,362.0
0800503215,958,486,461,965.0,497.0,380.0,971.0,518.0,408.0
0800503216,950,476,449,1101.0,526.0,469.0,1103.0,542.0,507.0
0800503217,581,297,277,609.0,325.0,243.0,609.0,316.0,274.0
0800503218,580,279,300,547.0,300.0,214.0,554.0,307.0,230.0
0800503219,982,471,501,1039.7,503.6,436.4,1046.1,532.8,461.3
0800503220,922,485,433,890.3,470.4,360.6,903.9,478.2,391.7
0800503221,739,357,376,751.0,377.0,316.0,760.0,382.0,355.0
0800503222,972,489,476,1011.0,495.0,417.0,1004.0,492.0,448.0
0800503223,1023,447,568,991.0,432.0,461.0,1019.0,456.0,519.0
0800503224,980,356,620,914.0,369.0,479.0,930.0,401.0,512.0
0800503225,343,209,126,369.0,187.0,148.0,363.0,192.0,147.0
0800503226,825,342,479,820.0,367.0,399.0,835.0,398.0,424.0
0800503227,843,385,447,874.0,388.0,390.0,873.0,407.0,413.0
0800503228,694,387,294,743.0,314.0,346.0,737.0,328.0,358.0
0800503229,1080,547,516,1073.0,507.0,457.0,1067.0,529.0,501.0
0800503230,759,352,399,743.0,341.0,341.0,748.0,341.0,387.0
0800503231,867,463,398,798.0,382.0,362.0,799.0,384.0,381.0
0800503232,760,381,373,765.0,404.0,298.0,766.0,409.0,327.0
0800503233,755,331,420,723.0,312.0,354.0,718.0,326.0,374.0
0800503234,826,379,440,810.0,388.0,354.0,813.0,391.0,407.0
0800503235,1056,435,604,1008.0,459.0,452.0,1040.0,467.0,556.0
0800503236,771,419,342,797.0,424.0,311.0,799.0,435.0,337.0
0800503237,752,381,364,760.0,376.0,299.0,764.0,387.0,353.0
0800503238,693,346,337,723.0,377.0,282.0,721.0,374.0,317.0
0800503239,866,482,371,881.0,491.0,319.0,877.0,493.0,366.0
0800503240,746,396,344,783.0,412.0,302.0,783.0,421.0,335.0
0800503241,1012,558,434,1011.0,521.0,424.0,1009.0,517.0,457.0
0800503242,554,294,252,610.0,307.0,234.0,610.0,318.0,258.0
0800503243,529,274,247,577.0,283.0,229.0,583.0,297.0,257.0
0800503244,736,397,328,717.0,349.0,292.0,712.0,347.0,326.0
0800503245,605,243,358,605.0,252.0,309.0,619.0,273.0,335.0
0800503246,933,464,456,1014.3,468.6,440.4,1014.3,493.7,465.5
0800503247,902,450,447,899.0,452.0,378.0,917.0,461.0,431.0
0800503248,1190,566,604,1302.7,638.4,560.6,1305.7,666.3,594.5
0800503249,638,328,302,614.0,329.0,239.0,603.0,331.0,264.0
0800503250,845,414,418,848.0,452.0,339.0,857.0,465.0,364.0
0800503251,588,316,265,609.0,356.0,201.0,607.0,351.0,234.0
0800503252,486,296,182,646.0,362.0,209.0,629.0,366.0,217.0
0800503253,576,320,253,615.0,301.0,261.0,627.0,331.0,275.0
0800503254,327,113,210,328.0,136.0,175.0,340.0,143.0,191.0
0800503255,692,255,433,687.0,280.0,361.0,702.0,293.0,386.0
0800503256,1324,472,849,1401.0,566.0,770.0,1433.0,557.0,853.0
0800503257,287,120,163,310.0,142.0,153.0,313.0,141.0,168.0
0800503258,795,376,410,1029.0,534.0,430.0,1040.0,523.0,495.0
0800503259,1433,848,564,1690.0,883.0,648.0,1661.0,883.0,691.0
0800503260,1101,587,509,1145.1,610.9,481.2,1152.7,617.8,512.8
0800503261,1213,586,617,1381.0,693.0,598.0,1360.0,668.0,652.0
0800503262,823,511,308,1037.1,598.1,353.3,1031.9,603.6,386.4
0800503263,735,419,310,754.0,413.0,291.0,755.0,402.0,335.0
0800503264,258,130,120,305.0,169.0,111.0,294.0,157.0,112.0
0800503265,727,383,336,745.9,423.1,270.8,744.3,423.2,298.2
0800503266,694,379,307,676.0,373.0,253.0,676.0,373.0,288.0
0800503267,931,488,432,1177.0,611.0,451.0,1188.0,610.0,530.0
0800503268,939,553,371,1710.0,889.0,648.0,1682.0,875.0,710.0
0800503269,852,480,353,1173.2,667.7,408.8,1160.2,656.3,452.4
0800503270,924,530,389,722.9,417.5,252.4,721.9,417.8,280.5
0800503271,999,552,438,1095.7,630.1,391.4,1097.1,617.4,447.3
0800503272,474,288,185,500.5,285.1,183.0,505.0,289.6,203.7
0800503273,463,251,204,445.5,258.9,161.1,448.1,251.9,183.5
0800503274,1180,629,545,1142.7,655.2,427.2,1168.7,630.2,516.2
0800503275,1292,596,683,1176.0,590.1,491.1,1166.2,582.0,527.0
0800503276,428,243,182,452.0,284.0,142.0,458.0,269.0,179.0
0800503277,891,505,377,913.8,532.9,327.7,915.3,519.9,367.3
0800503278,427,160,262,429.0,193.0,190.0,427.0,200.0,211.0
0800503279,888,403,477,862.0,410.0,383.0,868.0,414.0,439.0
0800503280,986,497,479,1037.0,563.0,401.0,1033.0,556.0,451.0
0800503281,1110,537,560,1104.0,575.0,434.0,1114.0,573.0,498.0
0800503282,869,448,415,986.0,519.0,419.0,982.0,506.0,447.0
0800503283,694,320,360,724.0,325.0,311.0,713.0,340.0,326.0
0800503284,1390,774,602,1823.1,912.8,716.6,1773.9,885.8,783.6
0800503285,354,178,175,334.0,174.0,137.0,335.0,165.0,165.0
0800503286,881,496,365,999.9,464.2,436.4,972.1,468.2,455.4
