GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag
49049LE04,700,115,560,1082.9,158.0,874.8,1074.5,133.4,896.7,1093.6,139.7,562.3,1059.7,129.8,824.0
49049LE05,911,177,700,1247.0,186.5,981.5,1239.3,169.8,1010.7,1258.0,154.6,641.2,1221.5,152.2,956.0
49049LE06,926,149,753,1149.5,123.4,979.6,1146.2,113.2,1000.3,1146.7,122.6,654.5,1130.1,114.5,923.0
49049LE07,558,106,428,688.0,104.6,541.9,681.4,90.5,567.4,691.8,77.3,348.7,670.1,91.4,517.4
49049LE08,819,138,660,1657.1,211.0,1382.5,1643.7,199.6,1393.8,1669.9,204.1,862.5,1622.2,174.4,1322.3
49049LE09,539,55,474,684.0,51.0,613.0,677.0,41.0,620.0,692.0,60.0,333.0,660.0,40.0,576.0
49049LE10,725,88,622,1278.7,74.5,1174.6,1273.0,92.6,1158.4,1270.1,102.2,722.9,1256.8,89.8,1101.1
49049LE11,795,128,637,1121.0,140.6,915.6,1109.1,118.7,943.5,1115.1,126.7,607.4,1093.1,109.7,899.6
49049LE12,432,48,369,1195.0,111.3,1050.4,1183.7,116.1,1037.7,1197.6,137.5,612.6,1167.0,104.9,995.2
49049LE13,780,159,594,1369.7,229.3,1089.3,1361.7,213.8,1098.3,1384.7,224.3,606.8,1343.7,205.3,1035.3
49049LE14,700,163,503,1232.4,241.2,923.2,1223.4,210.2,969.2,1248.4,218.2,448.2,1209.4,195.2,900.2
49049LE15,926,198,705,1078.0,165.4,856.1,1081.6,145.5,879.6,1097.2,172.7,454.3,1050.9,122.6,803.6
49049LE16,493,79,403,587.6,47.8,513.3,582.7,48.4,513.7,594.4,60.6,256.4,575.4,48.4,482.9
49049LE17,503,84,407,661.0,57.0,579.0,662.0,52.0,589.0,654.0,62.0,369.0,651.0,44.0,560.0
49049LE18,841,187,631,2282.0,372.0,1815.0,2275.0,333.0,1865.0,2317.0,380.0,1166.0,2240.0,294.0,1758.0
49049LE19,479,80,386,1013.1,111.8,840.2,1010.3,118.8,850.1,1030.1,111.8,512.8,994.4,88.2,808.8
49049LI01,664,99,546,943.4,107.3,800.3,935.7,78.6,822.1,953.2,91.9,581.5,919.5,86.3,765.9
49049LI02,704,81,602,843.4,78.6,736.4,836.0,73.8,735.8,848.4,71.2,520.7,824.2,72.1,697.9
49049LI03,516,70,420,595.2,56.1,514.3,594.3,51.7,525.2,600.4,50.9,308.9,581.3,49.6,483.2
49049LI04,677,72,585,805.0,84.0,698.0,806.0,71.0,722.0,812.0,98.0,429.0,785.0,82.0,656.0
49049LI05,648,65,558,807.0,68.0,713.0,805.0,73.0,707.0,812.0,71.0,489.0,786.0,65.0,671.0
49049LI06,615,96,495,784.0,86.0,669.0,783.0,78.0,676.0,793.0,83.0,410.0,771.0,72.0,623.0
49049LV01,26,2,23,27.9,4.2,21.9,27.7,4.1,22.4,28.2,4.4,13.1,27.5,3.7,20.9
49049MA01,732,122,598,932.0,96.0,803.0,934.0,102.0,799.0,948.0,110.0,556.0,904.0,104.0,730.0
49049MA02,898,103,769,1508.0,125.0,1334.0,1501.0,115.0,1343.0,1512.0,136.0,944.0,1490.0,120.0,1274.0
49049MA03,885,135,715,944.0,96.0,813.0,933.0,79.0,834.0,952.0,103.0,533.0,913.0,78.0,778.0
49049MA04,692,113,554,895.0,89.0,766.0,896.0,92.0,777.0,904.0,100.0,469.0,891.0,81.0,741.0
49049OR01,585,94,471,559.2,80.5,452.0,553.0,74.4,459.0,568.0,85.8,257.7,547.8,75.2,430.5
49049OR02,485,124,336,576.0,158.0,370.0,575.0,153.0,381.0,583.0,157.0,214.0,559.0,139.0,349.0
49049OR03,652,84,555,706.3,79.8,611.9,702.4,75.9,603.1,703.3,84.6,392.0,687.8,74.9,584.7
49049OR04,411,108,281,430.7,94.4,298.4,429.3,88.0,314.7,437.9,86.7,181.5,421.2,82.6,266.8
49049OR05,921,170,738,963.2,146.6,773.9,954.3,136.8,780.1,971.2,159.0,494.9,944.5,125.3,750.8
49049OR06,757,153,579,822.8,158.4,627.1,809.7,153.2,625.9,826.8,154.0,333.1,799.5,136.7,584.2
49049OR07,474,80,382,524.5,65.2,445.3,518.4,60.5,440.2,522.6,71.6,263.1,513.5,58.2,414.0
49049OR08,644,108,502,575.7,92.3,461.9,572.5,80.5,470.9,578.7,94.6,279.6,564.2,76.6,434.5
49049OR09,632,118,485,695.8,113.4,540.5,691.6,108.2,553.7,703.8,115.8,359.0,682.8,100.9,508.8
49049OR10,772,138,594,787.1,132.7,630.2,786.1,123.2,643.4,800.7,142.3,340.6,777.6,116.3,603.7
49049OR11,795,156,614,815.0,105.0,682.0,800.0,98.0,670.0,821.0,116.0,396.0,798.0,110.0,624.0
49049OR12,460,135,307,490.1,117.6,323.5,492.1,114.7,346.0,499.9,114.7,202.9,486.2,106.8,308.8
49049OR13,530,129,386,479.0,101.6,339.4,473.3,97.1,349.0,483.0,93.1,198.6,467.1,85.7,315.0
49049OR14,486,111,358,461.9,94.4,336.5,456.9,75.3,344.0,472.1,86.3,185.1,450.8,80.2,313.2
49049OR15,762,194,525,829.0,187.0,591.0,822.0,169.0,605.0,835.0,186.0,348.0,816.0,157.0,550.0
49049OR16,592,102,468,630.0,103.0,503.0,633.0,95.0,510.0,631.0,84.0,319.0,619.0,92.0,479.0
49049OR17,802,213,549,878.0,186.0,633.0,872.0,167.0,659.0,885.0,163.0,379.0,870.0,159.0,610.0
49049OR18,585,138,427,584.0,127.0,426.0,575.0,118.0,419.0,592.0,133.0,266.0,572.0,119.0,402.0
49049OR19,632,88,514,665.3,84.9,546.8,660.2,67.7,564.7,672.3,68.9,336.4,651.7,65.6,527.9
49049OR20,751,153,569,798.0,123.0,637.0,785.0,121.0,631.0,801.0,140.0,384.0,790.0,118.0,603.0
49049OR21,716,159,540,758.0,144.0,573.0,752.0,113.0,597.0,769.0,116.0,386.0,752.0,121.0,548.0
49049OR22,588,117,459,587.9,96.0,460.1,586.7,93.6,465.0,587.9,95.4,283.3,577.5,84.4,442.3
49049OR23,768,135,603,789.0,88.0,668.0,787.0,106.0,641.0,797.0,111.0,406.0,779.0,89.0,622.0
49049OR24,772,127,628,818.0,115.0,673.0,816.0,115.0,670.0,814.0,122.0,374.0,808.0,115.0,627.0
49049OR25,635,137,475,608.8,100.7,482.2,609.4,85.0,491.0,627.7,93.0,302.2,599.6,87.8,454.3
49049OR26,626,114,495,628.0,79.0,524.0,622.0,85.0,511.0,635.0,88.0,327.0,615.0,84.0,482.0
49049OR27,779,187,558,784.0,128.0,623.0,781.0,127.0,618.0,777.0,152.0,369.0,767.0,119.0,565.0
49049OR28,781,161,591,773.0,119.0,614.0,766.0,134.0,599.0,777.0,122.0,374.0,754.0,112.0,569.0
49049OR29,842,127,691,941.0,123.0,781.0,942.0,118.0,796.0,940.0,132.0,449.0,923.0,110.0,736.0
49049OR30,770,130,607,767.4,108.4,619.3,772.4,95.4,650.1,781.3,88.5,409.6,749.5,91.5,599.4
49049OR31,626,109,500,734.9,94.9,622.5,732.4,100.3,605.9,734.1,113.9,352.1,722.4,97.7,577.6
49049OR32,583,123,443,628.0,96.0,509.0,621.0,83.0,520.0,634.0,89.0,310.0,611.0,75.0,492.0
49049OR33,403,107,280,523.3,114.6,362.6,521.7,107.0,382.3,532.1,105.3,220.5,511.8,100.4,324.2
49049OR34,263,42,208,586.7,93.5,470.3,587.5,80.2,485.3,592.6,91.7,287.5,570.4,82.5,435.3
49049OR35,549,103,429,557.0,111.0,416.0,552.0,102.0,429.0,563.0,113.0,274.0,544.0,91.0,398.0
49049OR36,455,74,369,568.0,72.0,477.0,559.0,66.0,471.0,568.0,93.0,275.0,557.0,77.0,450.0
49049OR37,577,111,441,647.0,125.0,498.0,641.0,114.0,502.0,654.0,122.0,281.0,637.0,113.0,469.0
49049OR38,564,109,441,631.0,88.0,520.0,629.0,90.0,517.0,633.0,100.0,274.0,619.0,80.0,489.0
49049OR39,564,96,454,658.1,98.0,528.9,654.3,93.4,533.0,660.1,97.6,316.7,647.5,82.6,517.7
49049OR40,629,113,489,825.0,167.6,613.5,825.0,154.6,627.5,830.0,158.6,354.1,807.1,143.7,567.6
49049OR41,548,91,447,590.0,84.0,487.0,583.0,72.0,486.0,588.0,79.0,299.0,583.0,69.0,464.0
49049OR42,795,201,564,1045.6,220.4,765.3,1036.5,226.1,757.8,1063.7,221.6,442.7,1015.0,190.3,706.9
49049OR43,812,164,623,844.0,159.0,654.0,839.0,146.0,661.0,845.0,156.0,404.0,832.0,126.0,628.0
49049OR44,476,78,369,517.0,99.0,396.0,510.0,85.0,394.0,512.0,95.0,221.0,505.0,84.0,374.0
49049OR45,908,162,710,881.5,128.5,717.2,877.0,112.3,717.0,892.2,125.1,435.5,871.8,108.8,690.8
49049OR46,629,109,501,624.0,78.0,510.0,626.0,77.0,515.0,632.0,79.0,329.0,615.0,87.0,466.0
49049OR47,720,120,560,768.9,92.6,623.7,765.9,95.5,639.3,777.6,97.4,383.9,759.1,83.8,595.4
49049OR48,573,94,463,662.6,77.9,557.8,660.9,77.4,565.5,673.3,83.9,343.7,648.6,82.5,525.8
49049PA01,824,173,623,1023.1,151.0,834.1,1019.6,144.7,828.7,1028.9,155.9,561.4,1008.9,133.5,773.2
49049PA02,825,141,646,1174.3,132.5,985.0,1174.3,135.5,992.0,1189.2,112.5,653.4,1154.4,108.6,933.2
49049PA03,809,179,596,828.6,152.5,638.8,825.3,123.5,648.8,839.3,108.5,503.8,809.5,103.6,607.3
49049PA04,790,148,619,838.2,105.6,694.8,832.4,84.6,710.8,846.4,89.7,531.8,826.1,88.1,670.0
49049PA05,421,84,325,420.5,71.7,340.4,423.6,71.6,340.9,423.9,71.0,246.6,417.6,72.1,316.4
49049PA06,842,126,685,986.2,108.7,824.7,998.0,92.7,874.9,1010.0,87.5,665.2,982.6,82.8,812.9
49049PA07,840,142,672,1052.0,151.0,853.0,1049.0,133.0,875.0,1049.0,129.0,594.0,1030.0,122.0,819.0
49049PA08,662,172,471,707.0,136.0,534.0,702.0,109.0,565.0,706.0,112.0,430.0,699.0,113.0,516.0
49049PC01,208,68,135,194.1,51.5,135.5,193.1,55.4,132.6,199.1,55.6,93.6,191.0,46.4,131.4
49049PG03,582,109,449,698.4,100.9,558.9,689.6,96.6,560.3,700.3,108.7,367.0,676.5,86.5,522.9
49049PG04,643,127,492,764.9,93.3,626.4,764.1,89.4,649.4,772.0,92.5,385.2,743.5,86.2,580.6
49049PG05,342,81,249,1236.0,243.0,926.2,1229.3,229.0,941.6,1261.1,223.6,599.5,1212.3,202.8,876.2
49049PG06,722,160,539,822.2,124.1,657.3,811.0,120.9,654.3,822.1,133.4,438.8,797.5,116.6,605.6
49049PG07,770,129,617,827.0,91.0,694.0,830.0,98.0,699.0,832.0,98.0,467.0,808.0,89.0,639.0
49049PG08,620,110,482,664.0,83.0,558.5,667.9,83.0,569.4,673.3,80.7,369.2,655.5,66.7,530.6
49049PG09,804,113,663,1106.0,106.0,960.0,1094.0,107.0,949.0,1109.0,113.0,571.0,1078.0,108.0,886.0
49049PG10,788,127,635,936.6,153.7,740.6,926.4,150.3,737.6,937.5,157.3,504.9,911.8,152.7,672.3
49049PG12,878,169,681,854.2,129.2,686.8,852.0,113.2,698.1,860.4,113.7,440.0,834.9,123.0,627.5
49049PG13,486,82,392,541.7,71.7,445.2,540.3,70.5,452.7,545.7,72.8,288.7,529.3,65.8,413.9
49049PG14,941,121,805,1257.0,94.2,1119.7,1255.2,78.4,1130.9,1256.7,100.6,772.7,1238.0,87.1,1080.8
49049PG15,821,194,599,550.0,104.1,424.1,549.4,103.0,419.6,555.6,110.2,260.7,541.6,90.7,395.5
49049PR01,681,182,462,693.0,130.1,530.5,689.1,118.6,533.7,700.1,122.0,287.3,676.9,108.1,492.4
49049PR02,627,184,414,607.0,157.1,408.7,605.1,153.0,415.7,626.6,169.5,237.8,601.9,142.2,388.0
49049PR03,557,121,426,683.4,112.8,534.3,684.9,107.6,547.6,697.5,127.6,226.3,662.7,103.1,483.8
49049PR04,680,190,441,664.2,148.1,482.3,665.9,149.9,480.1,696.6,178.1,190.2,645.8,129.5,441.8
49049PR05,549,160,371,635.1,135.2,464.8,625.7,119.2,474.3,651.4,152.2,207.4,619.0,116.3,421.3
49049PR06,361,117,233,420.0,130.0,272.0,420.0,125.0,268.0,435.0,135.0,109.0,409.0,107.0,256.0
49049PR07,421,104,299,355.3,58.4,276.4,357.8,51.1,280.4,376.1,66.8,97.5,343.9,54.8,249.7
49049PR08,415,85,316,478.2,73.9,381.0,479.4,67.1,385.4,504.0,86.0,146.7,462.1,63.8,349.7
49049PR09,427,89,320,514.3,82.0,404.8,515.3,75.3,410.1,542.3,86.4,147.2,498.9,70.0,378.3
49049PR10,531,133,377,595.1,104.0,459.3,604.3,100.5,472.7,625.6,105.4,170.5,584.5,96.2,423.2
49049PR11,867,235,594,972.1,178.2,747.6,966.3,181.7,714.2,999.2,234.2,325.1,940.7,165.9,682.8
49049PR12,539,114,405,760.5,133.4,592.5,754.5,129.7,575.2,779.5,156.1,284.4,746.0,129.5,541.3
49049PR13,941,179,732,687.9,88.1,571.8,689.1,83.4,575.5,697.3,90.4,334.9,673.7,76.6,542.6
49049PR14,506,139,339,547.9,121.0,393.6,550.5,107.7,405.1,561.6,111.5,157.3,535.2,106.0,363.9
49049PR15,346,94,235,380.6,98.3,256.2,380.7,87.4,261.2,393.8,91.1,147.4,370.2,82.3,236.6
49049PR16,802,171,613,839.2,129.9,683.6,837.0,120.7,680.8,849.0,154.2,426.8,824.1,121.9,651.9
49049PR17,532,155,353,854.4,206.2,593.0,853.3,203.0,608.0,864.8,217.1,372.0,841.1,193.4,560.1
49049PR18,672,155,507,783.9,164.3,586.9,779.8,160.1,582.6,791.1,166.5,367.2,771.3,148.5,550.0
49049PR19,516,150,346,581.1,126.3,430.2,579.5,122.6,429.1,589.5,125.8,286.1,574.8,111.1,411.3
49049PR20,623,168,438,783.5,161.0,583.4,782.2,157.0,587.1,792.5,168.6,315.7,770.3,147.3,547.7
49049PR21,408,136,253,583.4,146.3,397.8,583.6,135.5,411.2,596.6,137.2,226.9,572.4,117.0,379.4
49049PR22,309,96,201,287.1,76.7,186.8,286.3,66.4,201.2,298.2,70.6,106.5,280.6,56.2,182.6
49049PR23,399,100,280,468.1,112.1,322.5,468.8,99.4,335.3,480.3,103.4,170.8,460.6,98.0,308.0
49049PR24,717,162,529,657.2,137.0,486.5,657.0,132.1,491.7,662.3,138.5,274.8,644.6,115.3,461.2
49049PR25,724,114,585,759.3,85.2,652.3,753.3,91.6,637.0,762.5,100.3,369.8,741.0,81.8,605.2
49049PR26,649,139,478,406.3,58.6,325.9,405.0,52.7,334.3,423.4,73.4,137.5,390.3,49.7,301.3
49049PR27,748,182,545,801.1,138.6,614.8,786.6,124.2,607.2,807.9,149.7,335.1,768.8,126.7,544.3
49049PR28,488,111,353,568.1,108.6,424.8,567.6,100.6,429.4,574.8,104.9,232.2,551.7,95.0,404.4
49049PR29,437,95,316,544.2,94.1,413.9,545.3,88.2,424.2,558.7,88.7,228.3,533.6,81.8,386.4
49049PR30,777,150,599,828.3,128.9,673.7,819.0,114.1,665.7,828.7,163.0,371.3,809.6,117.4,636.7
49049PR31,770,136,616,991.4,158.1,792.2,983.4,150.7,796.3,996.7,179.3,438.0,969.4,141.1,748.6
49049PR32,501,104,384,937.8,139.7,753.1,935.6,125.8,771.9,962.6,164.7,406.3,910.1,117.6,711.9
49049PR33,663,112,518,588.0,70.0,492.0,597.0,63.0,508.0,633.0,81.0,121.0,572.0,68.0,442.0
49049PR34,486,122,350,594.1,107.5,453.4,593.3,94.8,465.8,619.8,109.6,226.5,577.1,88.1,420.1
49049PR35,486,135,339,496.2,97.2,378.8,491.4,95.4,372.9,496.2,102.0,211.6,483.7,92.5,342.6
49049PR36,909,255,620,852.5,167.2,662.1,844.8,156.9,621.8,861.1,237.6,344.8,835.3,163.0,606.4
49049PR37,714,127,565,805.6,101.1,680.3,802.7,94.0,678.2,808.7,132.2,393.5,788.8,98.8,639.7
49049PR38,233,39,188,320.7,52.7,249.5,323.0,46.1,253.1,339.4,60.3,88.0,310.4,49.4,225.4
49049PR39,762,141,603,804.1,101.8,672.4,792.9,105.0,652.4,800.4,124.2,398.7,784.7,104.5,632.8
49049PR40,574,107,457,593.0,93.2,481.6,585.4,76.9,479.6,589.2,107.7,284.5,570.0,89.4,450.8
49049PR41,735,111,595,820.4,111.5,674.3,817.1,114.0,675.0,819.1,119.8,471.9,803.9,90.6,655.9
49049PR42,931,169,747,1047.0,146.9,875.6,1039.5,137.0,869.0,1047.5,168.5,627.3,1030.7,131.5,837.9
49049PR43,465,136,312,415.6,111.1,275.3,417.0,106.4,284.5,425.4,101.2,151.6,410.2,92.9,260.1
49049PR44,803,238,533,778.3,182.5,548.7,777.7,162.5,564.8,792.7,168.9,253.1,757.1,150.6,515.5
49049PR45,602,140,442,673.1,125.1,499.1,665.1,128.1,493.1,679.6,135.0,238.3,659.2,113.6,463.9
49049PR46,368,94,256,404.1,99.4,273.9,405.1,86.8,286.6,416.7,89.8,140.8,398.1,88.8,261.3
49049PR47,535,125,393,722.0,122.0,567.6,718.4,114.1,569.7,729.4,123.6,296.0,704.6,105.9,519.6
49049PR48,268,65,193,379.5,60.5,298.7,380.3,55.5,302.6,400.2,63.7,108.6,368.1,51.6,279.1
49049PR49,661,138,505,719.3,120.1,576.6,717.8,102.9,594.6,717.8,131.4,365.6,702.0,96.1,554.8
49049SA01,828,149,644,1120.7,129.7,936.6,1117.6,105.4,965.8,1129.6,111.3,706.1,1098.2,101.7,899.5
49049SA02,717,82,615,1228.8,86.2,1091.4,1222.8,82.6,1103.0,1229.5,93.3,798.4,1201.4,80.6,1034.7
49049SA03,814,126,654,938.5,99.3,793.1,936.2,84.4,808.1,946.6,90.1,570.8,920.1,82.9,750.1
49049SF01,601,130,439,591.0,88.0,473.0,594.0,79.0,483.0,596.0,79.0,324.0,580.0,86.0,434.0
49049SF02,941,161,750,1008.6,136.5,821.6,1003.3,119.4,851.0,1012.6,118.0,614.2,982.5,122.5,768.6
49049SF03,482,120,350,452.4,83.2,346.6,447.3,71.8,349.2,455.5,72.8,261.5,448.2,69.0,322.8
49049SF04,825,212,592,1002.3,179.8,765.9,1002.4,169.5,777.8,1015.7,169.9,529.1,992.9,161.3,715.9
49049SF05,343,75,253,316.5,58.1,241.0,313.6,49.0,244.7,322.7,50.8,186.6,311.1,54.8,217.4
49049SF06,511,71,420,531.0,56.0,456.0,532.0,53.0,467.0,544.0,44.0,339.0,519.0,49.0,433.0
49049SF07,258,47,204,259.0,32.0,222.0,258.0,33.0,218.0,260.0,38.0,181.0,257.0,33.0,205.0
49049SF08,1061,213,819,1596.2,238.1,1303.2,1592.8,206.1,1316.6,1616.2,235.0,915.8,1571.2,200.5,1240.3
49049SF09,492,71,400,1544.7,180.4,1316.7,1527.1,147.2,1337.7,1548.3,161.6,851.8,1500.8,142.2,1241.8
49049SF10,604,109,471,662.0,99.0,532.0,661.0,85.0,556.0,657.0,87.0,363.0,651.0,87.0,494.0
49049SF11,751,128,606,961.4,110.8,823.6,956.4,90.8,834.6,978.4,92.8,572.1,947.4,84.9,796.7
49049SF12,647,124,515,690.5,100.1,565.7,683.5,86.9,562.1,694.6,90.6,398.3,680.9,94.4,523.9
49049SF13,635,87,536,758.0,58.0,687.0,752.0,51.0,684.0,753.0,70.0,463.0,744.0,51.0,662.0
49049SF14,799,127,647,974.5,130.9,802.0,970.5,113.2,838.4,980.3,109.6,563.3,949.7,111.6,771.2
49049SF15,818,123,650,1218.7,173.5,978.9,1209.5,148.6,1019.0,1218.7,172.7,624.5,1189.5,144.3,947.9
49049SF16,599,71,496,691.3,97.5,559.3,680.9,74.8,574.3,688.7,77.4,366.2,669.2,74.8,522.2
49049SP01,805,201,563,839.2,142.9,642.8,832.8,144.8,646.5,842.0,151.2,419.6,818.0,149.4,567.2
49049SP02,617,146,442,946.0,194.2,702.0,947.8,172.2,717.9,959.1,178.2,466.1,923.3,161.3,653.1
49049SP03,439,111,323,388.5,66.9,299.2,385.7,61.4,306.8,393.0,56.5,212.5,381.6,58.2,280.0
49049SP04,758,185,555,855.0,161.7,656.6,851.3,150.9,666.2,852.0,155.1,389.3,837.3,137.4,629.5
49049SP05,568,129,417,575.7,98.5,454.9,567.1,90.8,454.9,581.7,103.7,307.6,558.6,84.8,426.6
49049SP06,604,114,478,680.3,81.5,571.1,676.0,80.6,573.7,686.4,87.5,376.1,664.7,75.4,538.2
49049SP07,942,140,779,1234.6,105.9,1074.3,1230.6,123.7,1072.3,1235.6,133.5,707.3,1203.9,98.9,1028.8
49049SP08,536,122,386,574.0,106.6,431.5,567.5,98.5,437.0,574.3,109.5,258.1,558.8,91.4,404.8
49049SP09,742,160,552,820.6,136.4,634.2,815.2,127.9,648.5,828.3,122.5,423.3,806.3,122.4,588.4
49049SP10,425,99,309,457.6,65.1,369.3,450.8,64.6,365.8,457.2,67.8,244.2,446.4,62.0,343.2
49049SP11,574,107,443,619.8,98.9,486.3,609.9,95.6,483.0,618.1,101.9,312.9,604.1,90.8,452.6
49049SP12,432,107,302,454.0,88.3,342.4,457.7,78.1,354.8,457.0,75.9,200.7,449.7,68.6,336.5
49049SP13,958,251,679,1514.8,263.8,1175.1,1509.9,258.6,1167.2,1534.7,274.7,727.7,1477.5,243.6,1082.1
49049SP14,685,97,563,751.7,82.2,648.4,755.2,80.0,650.4,762.7,98.2,414.3,742.6,85.9,605.4
49049SP15,535,119,403,869.1,142.7,700.6,862.4,134.9,692.7,876.9,155.2,415.3,844.4,124.5,657.5
49049SQ01,623,88,508,784.4,100.1,656.7,779.4,84.9,654.5,791.3,84.7,523.6,770.9,89.1,617.7
49049SQ02,822,156,599,1130.5,143.7,915.6,1129.6,130.0,938.3,1143.4,115.1,725.2,1115.0,126.0,864.5
49049SQ03,753,113,606,1241.1,139.7,1026.7,1235.1,118.0,1057.4,1249.1,95.7,793.7,1227.3,117.8,985.4
49049SR01,931,138,768,2049.6,183.5,1779.2,2039.5,168.1,1804.5,2058.9,186.4,1130.9,2015.9,168.5,1686.3
49049SR02,819,173,616,1471.6,227.6,1186.8,1467.6,214.8,1195.5,1489.5,210.9,869.7,1453.9,193.2,1146.4
49049SR03,912,152,735,2632.5,301.9,2191.4,2624.5,246.0,2282.5,2656.4,265.6,1497.4,2582.7,246.1,2112.4
49049SR05,583,103,469,1019.0,133.0,838.0,1014.0,113.0,856.0,1020.0,132.0,480.0,994.0,117.0,771.0
49049VI01,44,3,36,968.6,182.0,752.5,967.6,159.1,771.4,978.7,185.0,409.0,949.5,156.9,719.1
49049WH01,612,95,496,683.0,72.5,581.2,678.9,66.5,583.3,681.0,75.5,400.5,671.8,66.5,560.9
49049AF02S,4,0,4,5.2,1.0,3.7,5.2,0.8,3.8,5.3,0.8,3.0,5.0,0.6,3.5
49049AF06S,10,1,8,100.5,7.2,91.5,96.9,5.4,87.9,101.4,8.1,48.5,97.8,8.1,80.8
49049AF10A,701,105,580,897.5,97.2,774.1,883.1,98.0,762.9,892.2,110.8,474.5,878.1,86.9,724.2
49049AF10B,20,3,16,25.5,2.0,22.9,25.4,1.8,23.0,25.7,2.3,14.1,25.1,1.6,22.0
49049AF10C,105,16,87,135.3,10.4,121.4,134.8,9.6,121.8,136.1,12.2,74.6,132.8,8.7,116.7
49049BELSU,768,129,621,832.0,80.0,728.0,823.0,66.0,733.0,844.0,72.0,622.0,820.0,82.0,679.0
49049CF01U,151,22,118,153.3,19.8,115.7,153.3,14.8,129.5,155.3,6.9,85.0,151.3,12.9,116.7
49049EL01U,107,22,77,141.0,17.0,112.0,140.0,15.0,121.0,141.0,16.0,81.0,140.0,15.0,113.0
49049LE08S,71,11,55,77.0,7.0,66.0,75.1,7.0,65.6,80.4,7.9,48.1,77.4,5.7,65.3
49049LE10S,2,0,2,4.3,0.3,4.0,4.3,0.3,3.9,4.3,0.3,2.4,4.2,0.3,3.7
49049LE16S,13,2,11,15.4,2.2,12.7,15.3,1.6,13.3,15.6,2.4,6.6,14.6,1.6,12.1
49049OR09S,9,1,7,6.5,0.9,5.3,6.4,0.9,5.3,6.5,0.9,3.7,6.4,0.8,5.0
49049PG01A,747,98,630,1052.5,69.2,955.3,1039.6,51.2,966.3,1044.6,81.2,636.4,1034.5,62.2,918.2
49049PG01B,23,3,19,31.5,2.4,28.2,31.4,2.2,28.3,31.7,2.8,17.4,30.9,2.0,27.2
49049PG01C,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49049PG01D,9,1,8,13.6,1.1,12.2,13.6,1.0,12.3,13.7,1.2,7.5,13.4,0.9,11.7
49049PG01E,1,0,1,1.7,0.1,1.5,1.7,0.1,1.5,1.7,0.2,0.9,1.7,0.1,1.5
49049PG02A,648,121,491,794.9,130.8,622.9,795.8,118.8,634.8,800.8,124.9,347.6,778.7,106.7,584.5
49049PG02B,5,1,4,11.2,1.2,9.7,11.0,1.3,9.5,11.1,1.4,5.9,11.0,1.1,9.0
49049PG11A,665,85,554,817.5,80.7,708.1,820.3,78.6,705.3,821.7,77.9,470.3,804.9,70.8,675.1
49049PG11B,1,0,1,1.7,0.2,1.5,1.7,0.2,1.5,1.7,0.2,0.9,1.7,0.2,1.4
49049SL01U,222,36,181,256.0,32.5,212.0,258.9,25.0,225.8,262.2,27.5,183.6,257.8,24.1,217.4
49049SR04A,732,122,571,1430.2,206.6,1147.1,1429.1,168.7,1208.7,1446.8,175.6,641.9,1404.5,157.8,1106.8
49049SR04B,142,24,110,429.5,72.8,331.3,426.7,56.7,345.7,433.0,68.8,199.5,420.3,52.6,322.6
49049AF01SA,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49049AF01SB,1,0,1,1.7,0.2,1.5,1.7,0.2,1.5,1.7,0.2,0.9,1.7,0.2,1.4
49049AF01SF,71,12,58,126.8,14.1,109.1,124.5,14.4,107.0,125.8,16.2,66.8,123.9,12.6,101.6
49049AF10SA,10,2,8,17.0,1.3,15.3,17.0,1.2,15.3,17.1,1.5,9.4,16.7,1.1,14.7
49049AF10SB,26,4,21,45.1,3.5,40.5,44.9,3.2,40.6,45.4,4.1,24.9,44.3,2.9,38.9
49049AF10SC,15,3,12,25.5,2.0,22.9,25.4,1.8,23.0,25.7,2.3,14.1,25.1,1.6,22.0
49049AF10SD,19,3,16,33.2,2.6,29.8,33.1,2.4,29.9,33.4,3.0,18.3,32.6,2.1,28.6
49049AF10SE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49049LE11SA,418,93,309,998.7,149.0,806.0,992.9,143.3,810.9,1010.9,154.7,451.7,982.2,131.2,758.4
49049LE11SB,1,0,1,3.0,0.4,2.4,2.9,0.3,2.5,3.0,0.3,1.6,2.9,0.3,2.4
49049SP07SA,4,1,3,5.0,0.4,4.4,5.0,0.5,4.4,5.0,0.5,2.9,4.9,0.4,4.2
49049SP07SB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49049UTLAKE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49051HC02,418,157,250,393.0,120.7,256.6,383.6,121.3,240.3,393.8,109.5,181.0,385.9,99.4,252.4
