GEOID20,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2020_pres,D_2020_pres,R_2020_pres
23031055085,5468,3003,2151,4677,2619,1771,4692,541,1350,6258,3120,2771,6263,3748,2374
23031022955,4248,2276,1707,3653,2057,1400,3707,635,1169,4753,2421,2087,4764,2869,1792
23031081475,6558,3303,2812,5871,2987,2549,5880,729,2071,8024,3606,4084,8033,4513,3341
23031056870,1004,370,553,800,328,424,777,82,330,1067,347,624,1072,474,565
2301756310,2169,700,1272,1734,536,992,1681,110,836,2349,631,1563,2338,816,1459
23031000275,1463,547,822,1212,448,686,1214,97,526,1643,522,1039,1645,658,932
2301741365,704,316,336,624,300,281,600,72,233,768,321,409,771,403,354
2301733315,827,315,443,653,274,347,661,61,275,930,291,560,933,377,529
2301764185,241,77,143,202,79,105,204,10,96,245,67,158,247,90,147
2301775035,533,189,300,448,135,203,440,38,220,558,168,351,556,208,325
2301756625,2668,1043,1375,2045,766,949,2087,147,851,2866,995,1672,2875,1294,1498
23031036745,2418,1368,912,2239,1269,872,2258,220,694,2787,1488,1203,2767,1796,928
23031036535,7386,4260,2653,6551,3816,2426,6591,735,1926,8318,4390,3502,8301,5425,2688
23031001605,2464,1073,1200,2033,900,1008,2046,236,800,2845,1128,1536,2845,1420,1350
23031646753,1389,731,577,1184,631,488,1185,145,375,2013,1012,873,2008,1242,711
2301783890,989,343,545,733,276,379,725,46,309,957,290,596,962,376,553
2301717250,732,287,383,636,283,318,639,34,266,828,315,468,832,408,393
2301764290,2808,1147,1403,2209,997,996,2206,191,833,2871,1009,1632,2883,1289,1506
23031038425,3180,947,1949,2305,787,1370,2340,233,1154,3534,1007,2310,3549,1245,2183
23023027295,748,405,282,694,410,260,696,34,208,843,439,353,846,531,295
23023006260,1718,594,1009,1494,533,860,1504,83,727,1872,557,1219,1888,763,1082
23023076960,5923,3135,2333,5127,2878,1883,5158,385,1539,6602,3132,3037,6603,3986,2396
23023062645,1872,739,963,1605,699,797,1632,118,660,2102,752,1208,2091,944,1059
2302974125,621,201,369,480,192,274,483,38,226,652,190,417,659,243,402
2302981685,67,23,39,55,21,30,55,6,23,67,20,47,68,24,40
2302913750,210,43,151,169,49,106,171,14,100,229,56,162,229,68,156
23023033554,529,312,178,470,301,139,473,55,105,604,330,217,601,403,179
23023033552,646,376,217,565,363,163,573,64,132,739,405,265,743,495,222
23023033551,597,348,200,532,339,155,531,57,124,687,376,247,692,462,206
23023033557,688,402,231,610,391,179,613,67,142,776,426,278,773,515,230
23023033556,702,411,236,614,396,181,630,71,146,725,397,259,726,483,215
23023033553,759,443,256,670,428,198,675,75,156,836,458,300,836,559,249
23023033555,767,448,256,675,431,199,682,78,156,811,446,290,814,541,243
23023087460,1979,834,1003,1736,763,857,1761,107,718,2167,808,1206,2164,1046,1065
2302936010,664,242,378,525,217,286,533,29,267,714,203,488,716,246,448
2302985185,200,87,104,195,101,83,199,24,85,225,75,137,222,91,126
23001077800,3315,1092,2014,2637,897,1528,2645,139,1317,3443,1015,2255,3449,1302,2057
23001387405,1487,816,547,1146,757,298,1109,298,255,2354,1208,1003,2362,1407,879
23001020604,1831,805,891,1605,730,745,1619,131,686,2084,827,1120,2075,1041,978
23001020605,2543,1126,1208,1984,915,912,2007,179,855,2691,1073,1391,2673,1354,1219
23001020602,2632,1348,1062,2164,1206,811,2170,218,753,2570,1195,1218,2578,1455,1040
23001064570,2780,872,1704,2079,733,1199,2118,147,1051,2903,844,1889,2895,1045,1769
2302917355,170,51,103,127,55,60,133,12,53,185,51,120,182,69,109
23001387404,2322,1014,1132,1924,872,882,1961,162,740,2612,1105,1347,2620,1384,1148
23001046160,1654,543,981,1364,447,831,1375,58,705,1786,521,1178,1779,683,1042
23001020601,2393,1111,1047,1898,912,826,1925,204,741,2756,1286,1312,2775,1567,1123
23001387403,2198,1490,555,1603,1193,295,1604,454,266,2415,1411,856,2443,1616,741
23001387407,2449,1047,1218,1852,849,868,1866,194,735,2121,1095,911,2108,1270,792
2301726910,1763,817,770,1512,792,606,1500,218,468,1952,890,959,1951,1071,815
2301787355,762,276,405,636,249,318,635,52,296,855,278,536,855,334,481
23005026525,5482,3471,1647,5070,3309,1527,5162,551,1181,6245,3762,2147,6236,4373,1679
23005605431,4073,3167,683,3613,2865,587,3673,761,440,4242,2787,904,4281,3461,645
23005605412,3016,2275,466,2717,2222,352,2709,898,257,3334,2329,555,3288,2714,428
23005012300,328,234,66,277,202,66,278,31,44,333,219,102,333,258,66
23005605422,3348,2702,371,3060,2647,282,3059,1067,210,4104,2910,465,4053,3531,361
23005048085,2271,833,1280,1963,738,1110,1901,177,889,2511,854,1520,2510,1050,1392
23005024495,7994,4919,2638,7542,4440,2794,7464,700,2036,9128,5100,3667,9103,6213,2678
2301749275,271,137,109,250,119,112,249,17,92,288,138,135,288,163,118
2301775595,249,116,116,214,101,94,216,17,83,283,124,141,285,167,108
2301732370,737,251,398,613,208,318,623,39,289,782,226,499,782,326,428
2301739422,27,7,16,27,10,15,26,2,13,30,7,23,31,12,19
2301771755,348,129,170,283,123,127,287,30,106,383,142,213,392,186,181
2301742835,17,2,15,15,6,8,15,1,8,15,5,7,16,6,10
2301380215,2116,772,1183,1689,678,915,1692,129,743,2252,693,1383,2258,929,1262
2301335135,63,38,15,60,48,8,63,14,7,68,49,16,67,55,9
2301351620,287,191,67,266,193,63,270,35,49,326,190,117,323,223,85
23031657252,3339,1525,1519,2351,1116,1059,2371,307,835,4229,1814,2060,4207,2193,1868
23031657253,3402,1497,1665,2605,1143,1304,2635,300,1005,3361,1130,2021,3418,1571,1734
2302151105,195,59,120,177,66,102,180,14,84,203,56,142,207,73,133
2302100100,399,102,256,307,107,179,308,12,152,417,94,305,419,122,289
2302144830,148,44,96,105,35,60,108,6,63,160,31,115,165,47,112
2302105560,53,20,32,45,18,25,44,2,23,59,17,38,58,22,36
2302146580,390,140,224,322,116,183,322,22,169,402,113,260,402,145,244
2301755960,1070,427,561,905,373,459,887,62,382,1178,436,688,1178,541,606
23031000730,1823,819,887,1539,723,708,1552,139,580,2005,772,1119,2009,994,950
23031037270,5623,3504,1749,4838,3183,1383,4961,973,1202,6445,3826,2270,6465,4465,1813
23031087985,8742,4971,3266,7654,4484,2732,7740,1069,2254,9753,5253,4115,9733,6182,3360
23031646752,1580,773,677,1313,645,600,1314,119,456,1838,925,803,1842,1139,655
2300374405,153,68,53,128,48,67,131,8,46,162,27,119,161,71,86
2300360825,4290,1794,2106,3214,1258,1658,3278,228,1195,4249,1335,2689,4266,1879,2271
2300319210,147,38,96,108,40,60,108,5,54,150,31,112,150,40,106
2300332685,34,4,23,30,4,22,29,1,17,39,8,30,42,8,33
2300367790,488,110,358,370,92,246,365,12,226,515,75,412,521,124,388
2300369930,309,76,220,239,68,151,243,9,128,303,54,240,309,78,228
2301929185,688,187,441,519,152,347,524,32,306,705,146,511,714,193,496
2301949065,1737,581,1028,1306,483,767,1332,72,677,1750,435,1224,1750,590,1121
2300310565,3787,1524,1998,2867,1087,1512,2916,172,1075,3804,937,2679,3830,1627,2144
2300313900,210,85,112,159,61,84,160,7,61,216,53,152,217,93,123
2300333980,2704,948,1576,2019,734,1100,2044,122,864,2738,741,1848,2755,1057,1643
2300373472,389,178,187,316,148,146,318,18,101,404,143,239,403,201,198
2300321380,672,219,409,572,185,337,576,28,243,716,165,513,719,244,468
2300326735,611,266,313,460,222,216,472,30,155,608,204,379,607,238,362
2300365025,238,128,96,206,128,63,209,29,47,246,100,136,246,122,121
2301930795,4425,1945,2107,3522,1665,1689,3627,264,1490,4911,1834,2827,4910,2477,2270
2301910810,94,17,72,69,9,55,69,2,52,88,7,75,87,14,73
23031041750,2553,1047,1303,2136,881,1118,2139,213,841,2963,1019,1765,2964,1329,1541
23031070030,4172,2246,1619,3314,1885,1238,3307,616,1025,4663,2358,2041,4669,2777,1738
23031016725,1235,471,669,1016,349,604,1025,81,469,1387,435,877,1389,588,758
2302153628,78,28,47,65,25,37,68,3,32,87,28,56,88,39,48
2302118195,2120,796,1140,1728,730,881,1770,161,762,2342,684,1490,2348,924,1359
2302129535,1015,383,583,871,344,474,887,57,398,1083,343,692,1087,458,604
2302156765,481,152,284,372,134,210,376,17,191,490,119,348,494,150,334
2302165865,715,211,456,554,205,323,545,35,285,755,195,513,757,258,480
2302185710,84,20,58,76,22,53,71,1,46,90,15,73,90,20,70
2301941435,231,62,155,194,45,140,189,8,124,257,38,207,256,57,193
2301955680,2371,876,1316,2028,831,1084,2011,132,963,2559,797,1633,2578,1101,1408
2301902795,15513,8224,6013,12359,7160,4469,12470,1543,3848,16291,7555,7579,16295,9553,6079
2301924110,545,179,331,440,155,248,443,24,204,580,146,395,574,192,367
2301955225,3909,2046,1517,3116,1744,1188,3154,372,1018,4290,1871,2096,4291,2390,1672
2301914310,1134,307,739,878,288,557,890,38,489,1245,254,928,1250,367,849
23005719902,3020,2214,617,2949,2199,619,2963,460,444,2870,1798,817,2907,2228,588
23005028870,4807,2038,2402,4174,1805,2137,4208,362,1745,5424,2100,2975,5426,2681,2563
23005719904,2965,1870,920,2599,1706,747,2586,436,575,3297,1911,1141,3257,2286,888
23005719903,3089,1947,963,2718,1780,781,2703,451,601,3418,1977,1185,3385,2371,925
23005066145,12650,6952,4928,11616,6148,4922,11617,1100,3625,15186,7664,6819,15175,9588,5229
23005002655,911,273,561,777,249,492,779,65,403,1003,255,691,1005,354,625
23005605432,3718,2723,755,3367,2558,666,3432,574,528,3548,2247,948,3574,2774,721
23001019105,2553,1093,1268,2187,932,1142,2226,173,924,2822,1043,1575,2810,1376,1336
23001040665,1295,475,705,1106,438,582,1076,77,487,1386,454,885,1402,579,785
23001029255,2539,817,1545,2026,624,1250,2031,114,1048,2656,691,1834,2655,924,1667
23001040035,4849,1711,2754,3934,1546,2062,3991,315,1747,5283,1764,3141,5275,2213,2860
23001044585,1539,519,873,1255,453,671,1271,75,639,1707,512,1059,1713,657,991
23001038565,1273,418,752,1025,374,566,1033,77,488,1370,397,898,1369,510,820
2301987390,130,23,99,98,18,74,97,4,64,136,17,114,136,19,116
2301957150,490,139,323,381,136,221,366,18,176,508,100,384,523,151,363
2301936325,728,204,462,562,190,339,568,28,300,768,177,556,774,245,515
2301914380,1505,371,1059,1136,295,787,1154,57,742,1570,306,1202,1581,394,1150
2301917530,1783,577,1064,1392,546,765,1344,93,638,1858,463,1284,1852,624,1172
23005605441,4740,3557,929,3904,3100,639,3897,816,470,4689,3105,1020,4671,3750,766
2301955565,5401,3449,1448,4266,2987,1030,4372,984,805,5250,3184,1607,5246,3768,1203
2301912105,704,141,533,572,130,424,580,31,398,761,129,611,756,166,581
23001079585,876,221,579,700,194,457,707,25,408,916,195,684,919,278,617
23005015430,5339,3211,1758,5104,2985,1911,5143,413,1428,6089,3260,2545,6051,4118,1804
23005605421,4334,3711,382,3911,3456,306,3940,1087,218,4845,3671,523,4871,4380,352
2301906925,5170,2183,2590,4006,1893,1895,4034,332,1649,5298,1956,3067,5314,2560,2574
2301901500,84,34,47,67,22,38,68,5,35,84,25,48,84,36,46
2301917950,719,234,432,596,241,320,606,46,277,737,214,490,735,268,447
2300302762,42,13,28,31,11,19,31,1,16,34,10,23,33,11,22
2300383785,138,42,93,102,35,64,103,2,56,148,40,103,150,45,103
2300343255,1128,362,694,918,275,576,922,47,402,1158,278,827,1165,410,728
2300378570,937,505,392,668,348,270,710,75,220,874,317,511,883,465,406
2300340595,496,113,357,372,86,250,365,20,194,524,99,389,534,143,382
2300348575,162,69,85,114,45,58,115,5,41,156,55,96,160,62,93
2300379865,292,155,127,228,130,83,235,15,41,294,128,157,293,155,134
2300325615,1656,665,890,1350,510,689,1350,88,498,1709,481,1133,1710,681,987
2300365200,163,59,92,127,51,64,125,14,37,167,55,105,172,64,104
2301912525,330,66,245,226,57,161,223,3,139,325,36,272,328,62,262
2301945810,2218,921,1163,1834,845,854,1845,102,707,2401,744,1514,2411,1060,1313
2301939475,2454,710,1577,1895,664,1115,1914,134,1013,2589,582,1850,2610,822,1727
2301932510,3509,1110,2174,2842,1026,1686,2851,201,1504,3970,1093,2714,3986,1462,2433
2300319420,470,220,231,357,174,157,362,36,124,465,145,288,463,199,257
2300341715,229,66,140,172,55,105,171,16,78,253,57,185,256,79,169
2300305385,396,95,284,320,66,239,321,20,178,395,54,320,402,98,299
2300364780,442,201,214,364,185,149,369,33,111,484,170,294,485,223,254
2300343710,754,195,519,593,150,411,578,30,284,741,141,562,745,224,512
23005087845,5557,3737,1506,5243,3446,1572,5354,629,1137,6435,3990,2142,6414,4836,1442
23005084303,1720,1102,500,1529,1040,412,1552,147,326,1862,1099,626,1857,1303,496
23005084305,1805,1157,527,1612,1096,434,1633,155,344,2194,1301,737,2202,1544,593
23005084304,1807,1161,525,1623,1100,440,1638,156,346,1977,1168,662,1974,1388,526
23005084307,1953,1253,569,1743,1183,471,1770,171,371,2459,1451,825,2458,1724,657
23005084306,1831,1173,534,1627,1106,440,1652,160,345,1878,1109,626,1875,1313,499
23005084302,1674,1076,485,1496,1019,403,1520,148,318,1842,1089,616,1842,1293,493
23005084301,1770,1138,514,1586,1081,427,1610,156,339,1808,1068,605,1803,1267,478
23005027025,77,43,26,63,29,30,63,2,24,57,27,29,57,38,19
23005086025,9932,4345,4869,8337,3685,4182,8383,776,3131,11523,4672,6138,11522,5844,5292
23005011125,2107,826,1119,1714,702,894,1724,171,738,2295,826,1316,2311,1047,1187
23031646756,1487,895,493,1243,760,418,1241,144,313,1846,927,803,1844,1137,651
23031080530,3898,1385,2193,3086,1135,1740,3115,259,1387,4510,1486,2714,4506,1881,2477
23031646754,1851,1099,660,1684,981,630,1671,111,481,1849,931,808,1848,1142,656
2302137095,19,9,9,23,8,13,22,0,10,11,3,8,13,5,8
2302166950,385,103,258,325,98,212,323,21,191,427,81,321,430,118,306
2302106400,88,25,60,89,27,60,92,6,53,118,32,82,117,41,76
2300911265,584,332,205,453,298,141,458,49,111,500,290,180,503,350,136
2300917145,1208,690,454,1054,652,357,1050,93,306,1337,664,591,1333,815,497
2300957920,791,449,280,710,426,249,720,89,209,854,376,384,851,517,307
2300938180,1082,485,517,967,462,436,975,99,398,1208,488,640,1219,623,577
2300920405,41,10,26,30,12,16,30,3,17,40,13,24,43,18,25
2300975455,250,103,122,206,84,108,210,19,103,265,97,154,267,133,129
2300930970,1296,511,679,1092,472,566,1098,87,490,1468,488,879,1481,666,780
2300902165,70,16,45,55,17,34,52,4,29,68,21,42,67,27,39
2300943430,286,92,165,237,91,132,233,26,126,308,85,204,311,114,191
2302524320,3285,1261,1748,2575,1185,1239,2590,215,1127,3409,1123,2006,3410,1443,1849
2300974965,653,287,301,557,276,248,564,55,225,720,279,392,729,358,349
2300928450,1023,413,560,899,405,455,913,81,419,1121,383,685,1122,482,613
2300969750,203,100,87,178,89,81,179,9,75,189,73,103,190,90,94
2302941610,782,377,360,694,413,243,706,87,250,891,355,487,888,462,407
2302957082,259,186,59,141,77,34,143,35,25,264,159,92,265,193,69
2302909585,1455,579,764,1125,491,547,1163,91,451,1519,473,976,1525,633,858
2302931530,481,130,323,378,127,231,383,39,216,542,137,380,541,170,364
23027077625,559,218,289,449,197,226,449,47,210,592,174,379,597,236,341
2302975770,37,13,22,32,13,18,32,1,16,31,11,19,32,13,18
2301587075,2183,871,1166,1832,801,905,1860,143,749,2336,873,1301,2330,1126,1115
2301546335,57,40,6,61,45,7,60,12,3,63,44,7,63,52,7
2302517285,24,5,19,17,4,13,19,0,15,24,3,20,24,5,19
2302542660,2230,820,1264,1844,771,954,1859,130,833,2393,676,1515,2395,938,1414
2302531740,874,224,601,671,209,411,680,48,372,896,195,653,903,269,611
2302514555,716,253,411,580,242,317,578,44,291,786,216,508,778,286,472
2302902970,120,48,66,84,41,38,86,10,33,112,40,71,112,42,68
2300724775,3867,1996,1486,3228,2032,1138,3300,514,949,3936,1773,1835,3936,2249,1545
2300749520,429,131,257,354,139,192,364,28,179,461,106,305,466,156,294
2300734820,461,191,234,414,224,168,409,35,140,510,182,280,507,234,254
2300714205,96,38,44,81,39,32,82,8,24,111,34,64,111,60,44
23023006365,1844,883,805,1650,875,680,1667,121,568,2078,939,970,2082,1135,858
2300774825,575,175,350,481,191,265,487,23,226,615,141,431,620,204,397
2300719865,416,141,236,355,155,180,353,21,149,499,148,316,494,192,289
2300785850,2166,879,1068,1852,892,845,1778,143,679,2169,777,1259,2179,982,1114
2300751400,12,5,6,9,3,6,11,0,5,5,1,4,4,1,3
2300724005,396,132,216,334,132,174,341,28,150,447,134,275,446,174,253
2300749345,915,313,499,787,359,374,790,63,323,962,286,571,961,395,529
2302108325,602,213,333,462,201,229,470,39,228,686,198,431,694,250,412
23001060020,3209,1255,1688,2721,1086,1430,2742,212,1269,3523,1168,2165,3538,1529,1910
2301376365,1475,792,582,1267,685,506,1285,138,393,1678,712,824,1677,970,666
2301365130,1645,938,622,1494,873,546,1506,149,448,1842,923,807,1828,1120,665
2301344165,51,33,18,45,28,11,46,5,9,51,23,25,50,36,14
23001387401,2489,1529,805,2073,1382,563,2054,464,489,2036,1192,725,2055,1358,629
2301380425,924,326,508,777,325,402,791,68,355,991,321,589,993,419,541
2300737025,650,248,334,568,265,268,583,41,217,702,262,392,706,325,350
23005605452,4496,2942,1322,4012,2638,1200,4047,519,908,4697,2690,1681,4694,3278,1284
23005010180,6422,4518,1596,5676,3967,1516,5681,558,1125,7032,4515,2161,7001,5406,1465
2300770760,30,15,13,23,11,11,22,1,9,26,12,13,25,16,8
23005028240,9747,5038,3953,8882,4063,4428,8518,992,2973,11226,5199,5376,11192,6528,4286
23005061945,2831,1274,1384,2531,1124,1274,2524,195,1008,3162,1257,1713,3163,1606,1475
23005605451,2821,2028,611,2438,1793,560,2425,490,405,3427,2221,913,3410,2622,693
23005605411,3502,2909,382,3156,2737,332,3180,777,245,3460,2411,505,3508,3038,361
23005031390,3405,1897,1319,3160,1799,1212,3224,190,977,3928,1972,1746,3914,2404,1426
2301927190,558,168,345,442,146,271,456,35,246,606,136,422,608,179,410
2301945670,1596,721,743,1286,632,575,1300,133,496,1717,608,991,1715,802,847
