GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
271010085,243.6,67.5,156.0,215.4,71.5,135.9,216.4,98.7,113.7,216.4,80.6,130.8,265,128,121
271010110,181.0,45.0,113.0,174.0,56.0,110.0,179.0,84.0,93.0,179.0,68.0,109.0,209,94,107
271010095,118.0,15.0,92.0,111.0,26.0,84.0,115.0,34.0,79.0,114.0,23.0,89.0,112,37,72
271010100,111.0,20.0,80.0,84.0,23.0,56.0,87.0,37.0,46.0,87.0,32.0,54.0,103,54,47
271010105,103.0,29.0,68.0,78.0,30.0,47.0,82.0,34.0,46.0,83.0,34.0,48.0,87,40,42
271010120,97.0,25.0,65.0,89.0,24.0,61.0,92.0,35.0,53.0,92.0,27.0,63.0,108,43,61
271010125,200.4,62.5,130.0,168.6,60.5,106.1,175.6,82.3,88.3,176.6,72.4,102.2,203,94,104
271010130,69.0,20.0,41.0,49.0,19.0,25.0,51.0,25.0,24.0,51.0,23.0,25.0,71,37,28
271010135,1033.0,373.0,560.0,905.0,409.0,445.0,923.0,511.0,371.0,923.0,461.0,425.0,1135,610,494
271010140,199.0,48.0,134.0,167.0,62.0,100.0,173.0,85.0,85.0,171.0,71.0,98.0,197,86,106
271030109,656.2,265.2,342.8,579.6,267.5,274.5,601.4,358.3,219.1,606.3,349.3,239.4,486,224,258
271030095,550.7,230.5,266.4,494.1,217.1,244.3,503.1,295.7,191.9,503.9,288.1,206.9,349,195,144
271030090,854.1,424.3,341.2,727.1,361.6,303.5,740.4,472.2,238.4,743.5,460.4,262.7,916,511,389
271030110,329.0,131.0,162.0,295.0,120.0,148.0,300.0,167.0,125.0,299.0,156.0,136.0,314,162,144
271030010,152.0,40.0,102.0,114.0,37.0,74.0,115.0,57.0,58.0,116.0,45.0,71.0,161,66,90
271030015,75.0,13.0,54.0,64.0,20.0,38.0,68.0,28.0,36.0,68.0,27.0,37.0,85,28,52
271030025,355.0,68.0,260.0,303.0,76.0,213.0,306.0,134.0,165.0,305.0,109.0,192.0,353,107,237
271030020,418.0,88.0,291.0,342.0,97.0,226.0,348.0,163.0,174.0,348.0,135.0,207.0,357,172,178
271030030,155.0,33.0,115.0,131.0,37.0,93.0,134.0,58.0,75.0,135.0,45.0,89.0,138,45,91
271030035,265.0,60.0,172.0,191.0,63.0,109.0,192.0,95.0,85.0,192.0,82.0,99.0,248,115,120
271030040,410.0,102.0,280.0,294.0,97.0,187.0,300.0,138.0,153.0,301.0,125.0,171.0,391,159,221
271030140,203.0,69.0,125.0,185.0,68.0,103.0,189.0,111.0,74.0,185.0,88.0,90.0,198,89,105
271030055,164.0,38.0,110.0,146.0,39.0,99.0,149.0,64.0,83.0,150.0,49.0,99.0,178,67,108
271030060,625.0,173.0,395.0,508.0,166.0,305.0,521.0,246.0,257.0,519.0,225.0,274.0,523,205,306
271030065,311.0,86.0,215.0,243.0,77.0,149.0,250.0,117.0,123.0,252.0,106.0,141.0,316,113,195
271030075,621.1,322.1,227.8,539.2,319.8,168.3,552.1,375.9,141.9,552.6,381.0,148.7,638,416,200
271030085,714.0,334.2,303.3,621.4,334.9,223.5,634.8,431.5,171.8,634.8,424.8,188.6,837,492,326
271030100,833.9,408.6,345.4,746.9,365.1,331.0,763.9,482.3,259.7,765.1,473.1,277.4,868,477,375
271030105,670.2,327.2,280.3,608.2,296.0,273.5,622.8,392.2,214.5,623.4,385.3,227.4,691,341,327
271030107,822.1,329.2,398.1,738.8,313.4,380.8,753.8,425.8,306.1,753.8,415.4,325.7,826,406,410
271030106,271.9,108.8,131.7,244.3,103.6,126.0,249.3,140.7,101.3,249.3,137.3,107.8,238,99,133
271030115,62.0,18.0,37.0,53.0,13.0,39.0,57.0,31.0,25.0,56.0,25.0,30.0,59,29,28
271030130,1355.6,843.3,348.6,954.1,654.9,221.9,984.0,749.4,183.8,981.1,732.0,204.6,1689,1189,462
271030125,1197.3,622.2,461.7,1017.0,567.5,388.7,1030.0,712.8,287.5,1033.0,665.6,340.8,1234,703,511
271030135,1269.0,699.0,429.0,1096.0,647.0,353.0,1116.0,781.0,285.0,1112.0,743.0,320.0,1316,858,439
271030145,248.0,47.0,188.0,198.0,49.0,141.0,200.0,75.0,123.0,199.0,63.0,134.0,255,105,144
271050005,544.3,152.3,347.7,437.0,177.0,247.9,445.1,196.6,230.4,441.1,188.6,240.5,605,331,254
271050010,104.0,29.0,64.0,63.0,19.0,39.0,67.0,25.0,40.0,64.0,25.0,34.0,97,49,47
271050110,123.0,24.0,90.0,97.0,36.0,55.0,100.0,44.0,53.0,98.0,38.0,58.0,115,47,58
271050015,216.0,51.0,152.0,189.0,49.0,132.0,193.0,71.0,115.0,194.0,60.0,129.0,221,76,141
271050020,97.0,26.0,63.0,73.0,32.0,40.0,77.0,43.0,34.0,77.0,41.0,36.0,99,57,40
271050025,221.0,70.0,133.0,190.0,72.0,110.0,191.0,93.0,96.0,190.0,77.0,105.0,212,112,95
271050060,116.0,24.0,84.0,75.0,25.0,47.0,76.0,27.0,45.0,76.0,23.0,52.0,121,59,59
271050030,150.0,35.0,110.0,119.0,34.0,78.0,122.0,40.0,79.0,122.0,39.0,80.0,136,60,73
271050035,37.0,14.0,22.0,34.0,18.0,10.0,35.0,19.0,10.0,36.0,23.0,6.0,49,36,11
271050040,156.0,36.0,110.0,118.0,29.0,86.0,123.0,40.0,83.0,122.0,34.0,86.0,134,57,74
271050045,223.0,40.0,172.0,177.0,45.0,125.0,187.0,61.0,115.0,187.0,53.0,125.0,258,100,157
271050050,133.0,39.0,82.0,101.0,38.0,59.0,102.0,51.0,50.0,102.0,45.0,53.0,124,65,53
271050055,119.0,8.0,106.0,84.0,9.0,75.0,86.0,13.0,73.0,86.0,11.0,75.0,98,31,65
271050065,106.1,20.2,74.9,74.9,16.0,54.7,74.9,23.6,48.0,74.9,21.9,51.4,132,38,91
271050115,195.9,37.8,141.1,145.1,41.0,95.3,146.1,47.4,88.0,146.1,44.1,96.6,198,103,89
271050070,7.0,2.0,4.0,4.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,6,2,4
271050075,80.2,15.2,61.7,65.0,16.9,46.5,65.0,22.8,40.5,66.7,16.9,48.1,87,30,56
271050140,193.4,40.6,138.8,152.0,57.9,89.7,161.0,72.5,83.1,160.4,63.0,94.1,161,89,66
271050080,246.0,19.0,219.0,161.0,14.0,146.0,162.0,18.0,142.0,162.0,18.0,144.0,261,31,224
271050085,111.6,28.3,81.2,91.4,32.4,55.9,95.4,42.4,50.9,93.3,39.4,52.9,110,68,40
271050090,70.4,13.7,54.8,59.6,18.6,39.1,59.6,19.6,39.1,58.7,18.6,39.1,76,40,35
271050095,93.0,7.0,82.0,69.0,8.0,61.0,74.0,15.0,59.0,74.0,11.0,62.0,92,34,56
271050166,368.0,189.7,151.4,299.7,161.9,106.3,313.0,186.7,104.4,310.2,190.5,103.5,321,188,127
271050100,173.0,38.0,121.0,130.0,30.0,92.0,137.0,42.0,88.0,134.0,30.0,100.0,166,75,90
271050155,293.5,123.3,143.7,229.9,110.9,101.1,236.5,137.3,87.0,233.7,126.9,101.1,344,181,153
271050105,96.0,15.0,75.0,61.0,17.0,41.0,62.0,18.0,42.0,61.0,17.0,42.0,87,38,45
271050120,196.0,44.0,140.0,140.0,41.0,83.0,142.0,48.0,84.0,142.0,53.0,79.0,152,65,82
271050125,122.0,25.0,91.0,91.0,22.0,67.0,94.0,27.0,65.0,93.0,27.0,65.0,108,45,61
271050130,188.0,46.0,130.0,148.0,62.0,77.0,158.0,74.0,76.0,159.0,72.0,80.0,154,85,64
271050135,94.7,10.7,73.3,67.0,17.0,49.1,67.9,21.4,45.6,67.9,21.4,46.5,87,30,54
271050145,102.3,15.2,80.5,72.0,14.2,56.8,72.9,23.7,47.4,74.8,16.1,57.8,94,39,51
271050190,192.0,39.0,139.0,157.0,55.0,99.0,163.0,62.0,98.0,161.0,52.0,106.0,189,85,102
271050150,524.0,199.9,288.4,451.0,189.4,236.0,464.5,241.3,203.0,463.1,225.8,220.4,611,266,337
271050160,314.0,148.5,140.0,248.0,126.6,105.5,257.0,146.5,93.1,256.2,151.8,94.6,281,180,98
271050175,498.9,203.1,266.1,422.7,186.1,212.7,434.9,224.8,188.2,431.4,216.4,196.5,568,287,272
271050165,283.4,143.6,116.6,212.3,119.5,78.6,216.7,132.4,72.7,215.1,133.4,75.3,390,247,131
271050170,709.1,256.3,408.9,609.0,242.4,336.7,627.2,313.5,288.8,622.4,288.9,311.2,623,250,369
271050180,296.0,141.0,129.0,228.0,120.0,78.0,231.0,135.0,81.0,227.0,133.0,83.0,339,181,148
271050185,323.8,155.0,136.4,240.3,127.1,92.8,245.9,145.7,80.7,245.0,147.5,83.5,395,231,152
271050186,514.3,207.6,275.6,427.1,179.0,228.4,440.3,218.9,201.0,438.0,204.7,217.9,512,256,244
271070005,436.0,151.0,260.0,319.0,135.0,170.0,331.0,189.0,130.0,323.0,143.0,171.0,412,239,161
271070010,419.0,141.0,236.0,332.0,136.0,183.0,347.0,187.0,149.0,345.0,150.0,183.0,423,264,153
271070015,31.0,11.0,20.0,24.0,9.0,13.0,28.0,13.0,14.0,27.0,10.0,15.0,31,16,13
271070020,99.0,41.0,55.0,87.0,47.0,37.0,88.0,54.0,33.0,87.0,46.0,40.0,101,67,34
271070025,35.0,17.0,13.0,30.0,14.0,14.0,32.0,17.0,13.0,31.0,17.0,11.0,39,20,17
271070030,118.0,60.0,48.0,104.0,63.0,37.0,104.0,77.0,25.0,102.0,60.0,35.0,118,83,31
271070035,77.0,36.0,31.0,62.0,33.0,26.0,66.0,33.0,30.0,65.0,29.0,31.0,95,60,33
271070040,94.0,44.0,43.0,72.0,46.0,22.0,73.0,53.0,19.0,73.0,46.0,23.0,108,89,16
271070045,16.0,6.0,8.0,11.0,6.0,4.0,11.0,6.0,4.0,11.0,7.0,4.0,24,11,12
271070050,53.0,17.0,30.0,41.0,26.0,13.0,43.0,30.0,12.0,43.0,28.0,14.0,65,47,14
271070140,53.0,25.0,23.0,42.0,27.0,14.0,44.0,36.0,7.0,42.0,25.0,17.0,56,43,12
271070085,92.0,38.0,52.0,81.0,37.0,42.0,83.0,44.0,38.0,82.0,40.0,41.0,84,40,39
271070115,68.0,30.0,33.0,53.0,28.0,24.0,58.0,33.0,25.0,55.0,26.0,28.0,62,42,19
271070055,234.0,103.0,101.0,179.0,81.0,83.0,190.0,119.0,66.0,185.0,84.0,92.0,257,161,91
271070060,52.0,12.0,38.0,50.0,17.0,32.0,51.0,22.0,28.0,51.0,18.0,32.0,68,27,39
271070065,30.0,10.0,18.0,30.0,10.0,20.0,30.0,15.0,15.0,30.0,9.0,21.0,32,13,19
271070070,169.6,53.2,95.8,135.7,61.1,62.5,136.7,65.0,63.6,136.7,53.8,70.9,160,91,68
271070075,42.4,16.8,21.2,35.3,15.9,18.5,35.3,23.0,12.4,35.3,21.2,14.1,65,39,20
271070080,67.0,15.0,46.0,54.0,19.0,29.0,57.0,28.0,27.0,57.0,21.0,33.0,74,41,29
271070090,72.0,37.0,21.0,61.0,31.0,25.0,65.0,44.0,19.0,65.0,35.0,25.0,80,59,18
271070095,34.0,8.0,23.0,30.0,11.0,19.0,30.0,14.0,15.0,30.0,11.0,19.0,33,16,17
271070100,101.0,23.0,70.0,73.0,30.0,42.0,76.0,47.0,28.0,74.0,33.0,41.0,94,43,45
271070105,40.0,20.0,19.0,33.0,22.0,10.0,37.0,26.0,10.0,36.0,27.0,8.0,42,27,10
271070110,41.0,14.0,13.0,37.0,18.0,6.0,37.0,24.0,10.0,38.0,20.0,8.0,41,32,9
271070120,37.0,13.0,19.0,30.0,14.0,15.0,31.0,16.0,14.0,31.0,15.0,16.0,39,19,17
271070125,93.7,33.4,57.7,72.4,21.5,42.0,74.9,26.2,45.7,74.9,21.1,44.8,94,56,37
271070130,38.3,16.6,19.3,31.6,16.5,15.0,34.1,19.8,14.3,34.1,14.9,19.2,57,43,11
271070135,23.0,6.0,14.0,26.0,10.0,14.0,27.0,11.0,15.0,27.0,9.0,17.0,34,17,17
271070145,67.0,26.0,33.0,55.0,22.0,29.0,56.0,32.0,22.0,54.0,24.0,29.0,64,44,17
271070150,323.3,156.5,146.7,243.1,131.5,96.5,252.1,156.7,86.4,249.1,134.5,100.5,346,223,112
271070155,42.0,23.0,12.0,47.0,33.0,12.0,48.0,38.0,8.0,47.0,30.0,15.0,69,58,11
271070160,137.7,50.5,69.3,111.9,50.5,51.5,114.9,68.3,43.6,112.9,55.5,50.5,134,71,59
271070165,25.0,10.0,10.0,28.0,15.0,10.0,28.0,21.0,7.0,28.0,16.0,11.0,33,28,4
271090005,3036.5,1073.4,1641.0,2510.4,948.3,1400.1,2575.4,1320.6,1156.9,2568.4,1180.4,1292.0,2516,1255,1192
271090060,686.5,204.6,404.0,594.6,181.7,388.9,603.6,277.4,316.1,602.6,234.6,362.0,704,264,425
271090010,1454.8,627.6,676.5,1293.1,557.8,674.5,1329.0,758.3,537.8,1327.0,666.5,630.6,1448,653,773
271090236,3.2,1.4,1.5,2.9,1.2,1.5,3.0,1.7,1.2,3.0,1.5,1.4,3,2,1
271090235,230.9,85.7,129.5,208.3,62.1,137.2,210.9,96.2,109.0,210.9,90.5,118.1,252,106,139
271090234,49.7,18.5,27.6,44.7,15.3,27.2,45.2,21.6,22.1,45.2,20.2,24.2,41,13,28
271090119,1829.1,880.6,706.7,1531.2,807.6,645.7,1582.2,996.5,541.7,1573.2,938.5,587.7,1474,753,699
271090150,2662.8,1273.4,1111.0,2398.6,1200.0,1104.8,2458.3,1501.2,893.4,2455.1,1396.5,1008.5,2255,1117,1099
271090015,634.0,219.0,335.0,523.0,213.0,271.0,533.0,289.0,216.0,534.0,275.0,237.0,664,344,305
271090020,382.0,118.0,221.0,304.0,125.0,166.0,311.0,153.0,144.0,311.0,141.0,161.0,368,163,193
271090025,221.0,56.0,148.0,182.0,52.0,118.0,189.0,84.0,99.0,190.0,71.0,114.0,223,84,129
271090030,221.0,74.0,135.0,182.0,67.0,113.0,185.0,90.0,95.0,186.0,79.0,104.0,236,106,125
271090075,317.0,101.0,181.0,270.0,80.0,172.0,274.0,139.0,127.0,275.0,108.0,160.0,337,156,173
271090035,980.0,306.0,576.0,846.0,275.0,515.0,868.0,399.0,434.0,863.0,367.0,468.0,1007,418,547
271090040,294.0,66.0,204.0,247.0,68.0,173.0,250.0,88.0,159.0,249.0,78.0,169.0,270,75,190
271090045,255.0,72.0,165.0,211.0,61.0,136.0,215.0,92.0,116.0,214.0,82.0,122.0,288,129,150
271090085,1367.3,449.7,793.2,1195.2,403.9,744.6,1223.8,557.1,641.4,1221.8,493.4,692.8,1297,497,772
271090050,934.0,386.0,476.0,837.0,365.0,439.0,850.0,464.0,368.0,851.0,417.0,416.0,988,440,535
271090186,1907.0,927.0,792.0,1883.0,909.0,906.0,1938.0,1224.0,690.0,1939.0,1099.0,816.0,1372,670,685
271090055,623.7,147.3,421.3,518.6,135.3,369.3,530.6,222.3,295.2,527.6,162.3,352.2,599,213,375
271090215,407.8,106.2,280.6,360.7,92.2,256.5,364.7,131.3,224.4,368.7,114.2,248.5,392,158,228
271090225,3160.5,1030.5,1827.1,2692.7,955.5,1569.3,2749.7,1316.4,1340.4,2736.7,1173.4,1466.3,3077,1359,1648
271090070,804.7,248.5,460.0,692.5,225.5,432.9,704.5,323.7,370.8,705.5,274.6,414.8,789,339,430
271090065,2303.2,781.2,1344.6,2003.2,744.3,1172.8,2037.1,985.5,1000.4,2036.1,892.8,1106.1,2739,1158,1528
271090116,1232.6,479.0,614.6,1048.0,444.0,544.4,1085.8,582.3,463.8,1090.5,532.1,524.4,915,471,432
271090172,884.1,458.3,322.3,729.5,396.3,282.2,744.5,466.6,239.0,746.0,449.2,264.0,1015,582,407
271090066,0.6,0.0,0.6,0.6,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,2,0,1
271090174,1369.8,628.3,611.6,1290.6,655.3,558.2,1321.6,772.6,494.2,1320.4,744.0,533.7,1042,550,473
271090088,434.0,154.0,217.0,356.0,144.0,194.0,369.0,191.0,166.0,371.0,170.0,188.0,386,179,199
271090080,853.0,291.8,467.8,767.4,261.6,478.5,791.7,382.2,395.9,790.7,321.0,449.3,706,303,388
271090090,465.0,104.0,313.0,383.0,107.0,262.0,390.0,167.0,218.0,389.0,137.0,244.0,455,176,274
271090095,174.0,50.0,113.0,152.0,49.0,97.0,157.0,76.0,79.0,156.0,71.0,81.0,185,66,115
271090100,1204.8,581.9,514.9,1117.8,547.3,515.9,1145.9,681.7,430.4,1144.6,632.1,484.9,1191,644,526
271090105,1021.1,563.7,355.2,834.5,502.8,278.1,857.5,571.4,240.0,858.2,553.2,271.6,1106,667,415
271090135,1202.1,498.3,576.5,1033.5,466.4,504.4,1056.8,619.7,411.2,1054.6,569.5,452.8,1334,702,603
271090110,1563.3,658.5,753.3,1363.5,609.0,687.7,1397.4,781.9,576.2,1391.5,707.4,645.8,1421,688,706
271090137,1894.2,867.8,839.1,1685.1,814.3,786.0,1726.2,1034.1,644.0,1724.1,947.3,728.8,1772,856,885
271090138,1781.3,798.0,810.1,1697.4,819.2,812.9,1734.4,1022.2,678.4,1732.3,934.1,760.0,1135,517,604
271090136,1160.2,525.1,518.7,1148.0,525.3,576.7,1182.3,681.5,478.9,1180.5,625.6,530.2,891,428,457
271090158,182.8,90.1,77.8,171.3,78.7,87.8,175.2,103.2,69.9,175.1,92.7,80.0,132,34,96
271090155,2545.0,1353.2,984.9,2369.4,1214.1,1083.3,2423.1,1520.3,869.2,2417.9,1402.9,985.5,2507,1278,1196
271090210,1208.1,592.6,504.2,1109.0,506.4,572.1,1137.3,651.3,474.7,1134.2,584.6,542.4,1264,615,641
271090139,10.0,4.0,4.8,8.6,3.4,4.7,8.8,4.7,3.8,8.7,4.3,4.2,18,5,13
271090120,890.7,534.1,234.9,754.5,508.7,201.9,770.5,565.7,165.0,768.8,556.4,180.8,859,542,286
271090160,710.6,433.6,212.3,599.0,370.8,189.0,614.7,427.8,158.6,611.9,410.7,176.2,701,434,255
271090185,477.1,236.4,188.3,412.5,221.3,156.7,423.3,265.2,127.4,423.8,253.0,145.8,429,248,173
271090165,999.8,616.0,291.1,841.3,527.3,259.1,864.9,612.5,213.0,862.1,596.0,236.1,1001,642,334
271090125,1418.1,946.6,359.9,1222.3,808.3,351.3,1258.4,954.3,274.9,1251.5,915.6,303.2,1525,970,537
271090130,1753.6,923.7,676.0,1527.0,854.1,613.1,1568.9,1039.4,490.7,1562.6,969.2,559.6,1444,780,640
271090156,1475.2,691.7,602.4,1242.9,639.1,535.9,1267.0,768.2,447.4,1268.7,728.1,494.1,1476,748,689
271090140,1164.1,550.1,487.1,997.0,533.3,392.2,1011.9,626.4,331.5,1013.4,605.2,363.3,1302,704,555
271090157,1967.8,910.3,875.6,1692.1,762.9,849.1,1733.0,1000.8,679.6,1723.3,928.9,748.9,1961,999,933
271090118,2347.4,1046.8,975.9,2007.8,909.0,1001.9,2072.7,1185.7,822.1,2071.7,1100.8,921.0,2015,1029,956
271090115,1192.0,623.0,448.0,922.0,519.0,347.0,942.0,607.0,296.0,945.0,595.0,317.0,1184,649,504
271090117,2166.0,1118.0,863.0,1986.0,1048.0,864.0,2036.0,1283.0,707.0,2031.0,1195.0,798.0,1888,1024,818
271090170,951.5,473.3,343.3,752.5,430.4,253.9,768.4,500.0,217.8,769.4,498.6,236.7,1054,601,419
271090171,1062.0,563.3,374.4,893.9,482.2,331.7,914.8,583.8,288.4,913.2,559.7,303.9,1012,581,405
271090173,812.1,419.0,301.3,659.0,353.9,256.0,674.7,419.0,222.4,675.0,406.9,242.1,460,292,147
271090190,1446.7,714.3,561.4,1262.4,660.3,529.4,1284.4,796.8,449.1,1284.2,768.0,481.4,1447,751,662
271090175,1276.0,683.8,465.1,1065.1,627.9,370.8,1093.0,746.4,300.5,1089.2,712.6,338.0,1255,714,509
271090195,1269.2,605.4,537.9,1129.3,548.5,517.7,1149.4,708.9,403.9,1150.9,645.8,470.0,1423,734,660
271090193,1321.4,638.6,533.5,1140.3,550.1,528.9,1164.0,712.0,417.3,1165.3,665.6,466.9,1051,567,468
271090200,1300.5,665.0,503.3,1116.0,576.0,476.5,1137.6,723.8,368.8,1134.1,666.2,426.9,1415,712,677
271090192,1533.5,707.6,650.9,1357.2,649.0,648.2,1396.7,823.0,542.6,1398.1,770.7,594.9,1839,919,884
271090191,1417.0,735.0,535.0,1270.0,664.0,531.0,1303.0,826.0,442.0,1304.0,767.0,491.0,1449,794,636
271090205,1337.6,668.5,516.3,1109.0,576.0,461.8,1133.0,727.3,359.9,1130.3,674.2,414.5,1557,848,677
271090187,115.9,56.5,45.6,107.8,49.9,53.7,109.9,69.8,38.8,109.9,60.8,47.5,80,51,28
271090206,1251.6,624.5,496.9,1074.6,536.9,474.3,1101.0,687.9,375.3,1100.5,646.0,417.3,1288,695,573
271090207,580.7,305.4,192.3,432.6,253.3,144.3,447.6,316.4,110.2,441.6,298.4,121.2,608,344,236
271090145,1229.1,653.1,440.3,1002.4,562.0,371.2,1021.6,661.8,312.5,1019.9,629.4,341.4,1297,743,523
271090208,819.5,420.3,311.4,635.2,346.1,251.9,645.1,426.5,195.0,643.9,396.1,227.5,722,454,247
271090209,853.3,454.2,325.3,673.6,366.9,277.6,684.1,449.3,215.7,682.9,417.7,247.9,896,507,375
271090220,702.0,205.0,442.0,593.0,202.0,367.0,605.0,284.0,308.0,605.0,244.0,353.0,683,279,391
271090230,335.0,93.0,220.0,303.0,86.0,198.0,313.0,129.0,178.0,314.0,97.0,208.0,333,123,205
271110005,116.0,29.0,81.0,103.0,27.0,73.0,104.0,40.0,64.0,106.0,28.0,78.0,109,49,60
271110010,284.0,99.0,164.0,288.0,114.0,163.0,292.0,155.0,132.0,292.0,128.0,156.0,339,166,167
271110015,937.0,260.0,616.0,803.0,280.0,503.0,818.0,368.0,441.0,813.0,304.0,497.0,870,364,494
271110040,310.2,54.6,234.3,254.6,61.4,188.4,257.0,92.3,159.9,255.9,63.2,186.9,314,84,227
271110020,474.0,177.0,270.0,441.0,190.0,236.0,447.0,237.0,199.0,448.0,201.0,231.0,500,219,269
271110065,340.0,109.0,210.0,308.0,116.0,182.0,311.0,155.0,146.0,310.0,120.0,174.0,325,146,166
271110025,143.0,33.0,102.0,95.0,33.0,59.0,98.0,41.0,54.0,97.0,35.0,59.0,163,69,88
271110030,114.0,14.0,90.0,93.0,20.0,70.0,94.0,20.0,71.0,94.0,16.0,74.0,109,30,74
271110035,242.0,39.0,190.0,197.0,33.0,161.0,197.0,47.0,147.0,197.0,35.0,160.0,243,84,151
271110285,475.0,100.0,335.0,367.0,102.0,252.0,373.0,136.0,233.0,371.0,118.0,241.0,453,198,239
271110205,904.6,273.5,557.0,785.2,280.7,473.7,798.4,354.7,416.8,797.1,310.1,456.9,908,362,527
271110175,739.0,214.4,466.2,592.1,191.0,375.5,606.1,245.6,340.0,600.4,193.5,380.4,759,293,445
271110045,167.0,23.0,140.0,124.0,25.0,94.0,128.0,37.0,89.0,128.0,28.0,98.0,169,59,102
271110075,328.0,60.0,245.0,273.0,69.0,196.0,275.0,97.0,171.0,273.0,77.0,192.0,298,123,162
271110435,203.0,57.0,135.0,154.0,57.0,86.0,158.0,79.0,74.0,159.0,63.0,89.0,208,94,106
271110055,99.0,14.0,74.0,81.0,22.0,56.0,82.0,30.0,51.0,82.0,18.0,62.0,110,46,63
271110195,888.2,325.6,495.1,735.2,275.7,425.5,741.4,337.3,371.7,737.8,296.6,407.6,869,382,472
271110060,48.2,14.9,28.3,42.5,13.0,27.9,42.7,14.8,24.2,42.7,12.3,26.8,40,24,13
271110070,374.0,80.0,273.0,299.0,82.0,210.0,300.0,110.0,187.0,298.0,89.0,207.0,346,123,214
271110370,426.0,99.0,299.0,367.0,119.0,240.0,372.0,143.0,219.0,372.0,129.0,240.0,401,141,257
271110080,126.0,35.0,81.0,113.0,31.0,71.0,113.0,39.0,64.0,113.0,34.0,71.0,135,72,59
271110085,581.0,155.0,401.0,503.0,161.0,330.0,509.0,208.0,289.0,507.0,164.0,334.0,546,190,346
271110090,305.0,78.0,209.0,253.0,79.0,163.0,255.0,91.0,157.0,257.0,84.0,163.0,310,115,189
271110130,585.0,151.0,406.0,497.0,130.0,354.0,501.0,184.0,311.0,499.0,143.0,346.0,602,221,374
271110095,144.0,30.0,108.0,112.0,30.0,75.0,116.0,42.0,69.0,114.0,36.0,74.0,146,67,77
271110100,191.0,42.0,131.0,162.0,38.0,118.0,163.0,47.0,108.0,163.0,39.0,118.0,184,70,111
271110105,88.0,24.0,56.0,67.0,15.0,47.0,72.0,26.0,43.0,69.0,16.0,49.0,108,39,63
271110110,486.0,169.0,284.0,411.0,151.0,245.0,410.0,198.0,204.0,410.0,161.0,242.0,469,231,227
271110115,572.0,195.0,360.0,493.0,195.0,277.0,502.0,249.0,242.0,501.0,209.0,279.0,634,276,352
271110120,255.0,93.0,137.0,227.0,87.0,124.0,233.0,125.0,105.0,232.0,104.0,122.0,254,135,116
271110265,173.0,55.0,106.0,135.0,51.0,79.0,141.0,73.0,67.0,140.0,57.0,80.0,158,67,90
271110125,141.0,44.0,86.0,116.0,46.0,66.0,122.0,72.0,47.0,120.0,51.0,67.0,150,90,56
271110135,132.0,23.0,99.0,123.0,33.0,88.0,124.0,55.0,69.0,123.0,34.0,85.0,140,58,80
271110140,84.0,20.0,60.0,69.0,26.0,36.0,69.0,33.0,31.0,70.0,28.0,36.0,92,40,46
271110145,513.0,160.0,315.0,416.0,138.0,260.0,421.0,180.0,230.0,419.0,149.0,256.0,485,223,256
271110150,160.0,37.0,115.0,127.0,38.0,83.0,126.0,56.0,68.0,128.0,42.0,83.0,182,90,91
271110155,56.0,15.0,37.0,50.0,17.0,28.0,50.0,24.0,23.0,50.0,19.0,27.0,67,32,33
271110160,242.0,64.0,162.0,213.0,86.0,119.0,219.0,103.0,108.0,217.0,86.0,123.0,264,131,120
271110165,549.0,213.0,312.0,501.0,198.0,291.0,509.0,255.0,245.0,511.0,218.0,286.0,545,258,279
271110170,712.6,247.1,411.2,550.9,228.8,285.6,557.8,281.0,246.9,560.3,244.2,280.4,751,344,388
271110185,1004.3,326.2,609.2,846.7,321.1,486.8,856.1,417.5,414.2,852.5,347.0,480.5,1143,474,659
271110180,908.3,275.8,561.7,762.1,301.9,423.6,770.3,367.1,382.7,769.1,319.5,420.5,894,380,491
271110190,729.0,251.4,417.8,564.2,209.6,322.0,570.2,274.3,277.7,570.8,231.6,310.5,757,337,407
271110210,580.8,141.9,390.7,468.7,148.8,298.9,477.7,198.8,266.8,477.7,167.8,295.8,622,228,376
271110200,909.1,294.4,537.6,773.3,277.1,458.0,784.9,354.2,403.3,782.5,310.4,439.5,914,400,494
271110310,110.0,32.0,71.0,92.0,28.0,60.0,95.0,41.0,53.0,95.0,32.0,62.0,104,41,60
271110215,165.0,39.0,118.0,132.0,38.0,93.0,132.0,45.0,87.0,132.0,36.0,92.0,169,77,82
271110220,444.0,146.0,276.0,390.0,157.0,218.0,396.0,194.0,191.0,393.0,170.0,211.0,458,236,209
271110225,524.0,165.0,322.0,472.0,146.0,307.0,475.0,201.0,268.0,471.0,169.0,296.0,563,227,327
271110230,284.0,60.0,215.0,227.0,58.0,165.0,230.0,80.0,148.0,230.0,64.0,162.0,284,114,167
271110235,390.0,95.0,252.0,362.0,112.0,222.0,368.0,148.0,196.0,364.0,125.0,216.0,417,148,257
